CODGEO,LIBGEO,Code département,annee,type,taux_brut_de_mortalit___pour_mille_
29043,Daoulas,29,2017,Taux brut de mortalité (pour mille),
29044,Dinéault,29,2017,Taux brut de mortalité (pour mille),
29045,Dirinon,29,2017,Taux brut de mortalité (pour mille),
29046,Douarnenez,29,2017,Taux brut de mortalité (pour mille),
29047,Le Drennec,29,2017,Taux brut de mortalité (pour mille),
29048,Edern,29,2017,Taux brut de mortalité (pour mille),
29049,Elliant,29,2017,Taux brut de mortalité (pour mille),
29051,Ergué-Gabéric,29,2017,Taux brut de mortalité (pour mille),
29053,Le Faou,29,2017,Taux brut de mortalité (pour mille),
29054,La Feuillée,29,2017,Taux brut de mortalité (pour mille),
29055,Le Folgoët,29,2017,Taux brut de mortalité (pour mille),
29056,La Forest-Landerneau,29,2017,Taux brut de mortalité (pour mille),
29057,La Forêt-Fouesnant,29,2017,Taux brut de mortalité (pour mille),
29058,Fouesnant,29,2017,Taux brut de mortalité (pour mille),
29059,Garlan,29,2017,Taux brut de mortalité (pour mille),
29060,Gouesnach,29,2017,Taux brut de mortalité (pour mille),
29061,Gouesnou,29,2017,Taux brut de mortalité (pour mille),
29062,Gouézec,29,2017,Taux brut de mortalité (pour mille),
29063,Goulien,29,2017,Taux brut de mortalité (pour mille),
29064,Goulven,29,2017,Taux brut de mortalité (pour mille),
29065,Gourlizon,29,2017,Taux brut de mortalité (pour mille),
29066,Guengat,29,2017,Taux brut de mortalité (pour mille),
29067,Guerlesquin,29,2017,Taux brut de mortalité (pour mille),
29068,Guiclan,29,2017,Taux brut de mortalité (pour mille),
29069,Guilers,29,2017,Taux brut de mortalité (pour mille),
29070,Guiler-sur-Goyen,29,2017,Taux brut de mortalité (pour mille),
29071,Guilligomarc'h,29,2017,Taux brut de mortalité (pour mille),
29072,Guilvinec,29,2017,Taux brut de mortalité (pour mille),
29073,Guimaëc,29,2017,Taux brut de mortalité (pour mille),
29074,Guimiliau,29,2017,Taux brut de mortalité (pour mille),
29075,Guipavas,29,2017,Taux brut de mortalité (pour mille),
29076,Milizac-Guipronvel,29,2017,Taux brut de mortalité (pour mille),
29077,Guissény,29,2017,Taux brut de mortalité (pour mille),
29078,Hanvec,29,2017,Taux brut de mortalité (pour mille),
29079,Henvic,29,2017,Taux brut de mortalité (pour mille),
29080,Hôpital-Camfrout,29,2017,Taux brut de mortalité (pour mille),
29081,Huelgoat,29,2017,Taux brut de mortalité (pour mille),
29082,Île-de-Batz,29,2017,Taux brut de mortalité (pour mille),
29083,Île-de-Sein,29,2017,Taux brut de mortalité (pour mille),
29084,Île-Molène,29,2017,Taux brut de mortalité (pour mille),
29085,Île-Tudy,29,2017,Taux brut de mortalité (pour mille),
29086,Irvillac,29,2017,Taux brut de mortalité (pour mille),
29087,Le Juch,29,2017,Taux brut de mortalité (pour mille),
29089,Kergloff,29,2017,Taux brut de mortalité (pour mille),
29090,Kerlaz,29,2017,Taux brut de mortalité (pour mille),
29091,Kerlouan,29,2017,Taux brut de mortalité (pour mille),
29093,Kernilis,29,2017,Taux brut de mortalité (pour mille),
29094,Kernouës,29,2017,Taux brut de mortalité (pour mille),
29095,Kersaint-Plabennec,29,2017,Taux brut de mortalité (pour mille),
29097,Lampaul-Guimiliau,29,2017,Taux brut de mortalité (pour mille),
29098,Lampaul-Plouarzel,29,2017,Taux brut de mortalité (pour mille),
29099,Lampaul-Ploudalmézeau,29,2017,Taux brut de mortalité (pour mille),
29100,Lanarvily,29,2017,Taux brut de mortalité (pour mille),
29101,Landéda,29,2017,Taux brut de mortalité (pour mille),
29102,Landeleau,29,2017,Taux brut de mortalité (pour mille),
29103,Landerneau,29,2017,Taux brut de mortalité (pour mille),
29104,Landévennec,29,2017,Taux brut de mortalité (pour mille),
29105,Landivisiau,29,2017,Taux brut de mortalité (pour mille),
29106,Landrévarzec,29,2017,Taux brut de mortalité (pour mille),
29107,Landudal,29,2017,Taux brut de mortalité (pour mille),
29108,Landudec,29,2017,Taux brut de mortalité (pour mille),
29109,Landunvez,29,2017,Taux brut de mortalité (pour mille),
29110,Langolen,29,2017,Taux brut de mortalité (pour mille),
29111,Lanhouarneau,29,2017,Taux brut de mortalité (pour mille),
29112,Lanildut,29,2017,Taux brut de mortalité (pour mille),
29113,Lanmeur,29,2017,Taux brut de mortalité (pour mille),
29114,Lannéanou,29,2017,Taux brut de mortalité (pour mille),
29115,Lannédern,29,2017,Taux brut de mortalité (pour mille),
29116,Lanneuffret,29,2017,Taux brut de mortalité (pour mille),
29117,Lannilis,29,2017,Taux brut de mortalité (pour mille),
29119,Lanrivoaré,29,2017,Taux brut de mortalité (pour mille),
29120,Lanvéoc,29,2017,Taux brut de mortalité (pour mille),
29122,Laz,29,2017,Taux brut de mortalité (pour mille),
29123,Lennon,29,2017,Taux brut de mortalité (pour mille),
29124,Lesneven,29,2017,Taux brut de mortalité (pour mille),
29125,Leuhan,29,2017,Taux brut de mortalité (pour mille),
29126,Loc-Brévalaire,29,2017,Taux brut de mortalité (pour mille),
29128,Loc-Eguiner,29,2017,Taux brut de mortalité (pour mille),
29130,Locmaria-Plouzané,29,2017,Taux brut de mortalité (pour mille),
29131,Locmélar,29,2017,Taux brut de mortalité (pour mille),
29132,Locquénolé,29,2017,Taux brut de mortalité (pour mille),
29133,Locquirec,29,2017,Taux brut de mortalité (pour mille),
29134,Locronan,29,2017,Taux brut de mortalité (pour mille),
29135,Loctudy,29,2017,Taux brut de mortalité (pour mille),
29136,Locunolé,29,2017,Taux brut de mortalité (pour mille),
29137,Logonna-Daoulas,29,2017,Taux brut de mortalité (pour mille),
29139,Lopérec,29,2017,Taux brut de mortalité (pour mille),
29140,Loperhet,29,2017,Taux brut de mortalité (pour mille),
29141,Loqueffret,29,2017,Taux brut de mortalité (pour mille),
29142,Lothey,29,2017,Taux brut de mortalité (pour mille),
29143,Mahalon,29,2017,Taux brut de mortalité (pour mille),
29144,La Martyre,29,2017,Taux brut de mortalité (pour mille),
29145,Confort-Meilars,29,2017,Taux brut de mortalité (pour mille),
29146,Melgven,29,2017,Taux brut de mortalité (pour mille),
29147,Mellac,29,2017,Taux brut de mortalité (pour mille),
29148,Mespaul,29,2017,Taux brut de mortalité (pour mille),
29150,Moëlan-sur-Mer,29,2017,Taux brut de mortalité (pour mille),
29151,Morlaix,29,2017,Taux brut de mortalité (pour mille),
29152,Motreff,29,2017,Taux brut de mortalité (pour mille),
29153,Névez,29,2017,Taux brut de mortalité (pour mille),
29155,Ouessant,29,2017,Taux brut de mortalité (pour mille),
29156,Pencran,29,2017,Taux brut de mortalité (pour mille),
29158,Penmarch,29,2017,Taux brut de mortalité (pour mille),
29159,Peumerit,29,2017,Taux brut de mortalité (pour mille),
29160,Plabennec,29,2017,Taux brut de mortalité (pour mille),
29161,Pleuven,29,2017,Taux brut de mortalité (pour mille),
29162,Pleyben,29,2017,Taux brut de mortalité (pour mille),
29163,Pleyber-Christ,29,2017,Taux brut de mortalité (pour mille),
29165,Plobannalec-Lesconil,29,2017,Taux brut de mortalité (pour mille),
29166,Ploéven,29,2017,Taux brut de mortalité (pour mille),
29167,Plogastel-Saint-Germain,29,2017,Taux brut de mortalité (pour mille),
29168,Plogoff,29,2017,Taux brut de mortalité (pour mille),
29169,Plogonnec,29,2017,Taux brut de mortalité (pour mille),
29170,Plomelin,29,2017,Taux brut de mortalité (pour mille),
29171,Plomeur,29,2017,Taux brut de mortalité (pour mille),
29172,Plomodiern,29,2017,Taux brut de mortalité (pour mille),
29173,Plonéis,29,2017,Taux brut de mortalité (pour mille),
29174,Plonéour-Lanvern,29,2017,Taux brut de mortalité (pour mille),
29175,Plonévez-du-Faou,29,2017,Taux brut de mortalité (pour mille),
29176,Plonévez-Porzay,29,2017,Taux brut de mortalité (pour mille),
29177,Plouarzel,29,2017,Taux brut de mortalité (pour mille),
29178,Ploudalmézeau,29,2017,Taux brut de mortalité (pour mille),
29179,Ploudaniel,29,2017,Taux brut de mortalité (pour mille),
29180,Ploudiry,29,2017,Taux brut de mortalité (pour mille),
29181,Plouédern,29,2017,Taux brut de mortalité (pour mille),
29182,Plouégat-Guérand,29,2017,Taux brut de mortalité (pour mille),
29183,Plouégat-Moysan,29,2017,Taux brut de mortalité (pour mille),
29184,Plouénan,29,2017,Taux brut de mortalité (pour mille),
29185,Plouescat,29,2017,Taux brut de mortalité (pour mille),
29186,Plouezoc'h,29,2017,Taux brut de mortalité (pour mille),
29187,Plougar,29,2017,Taux brut de mortalité (pour mille),
29188,Plougasnou,29,2017,Taux brut de mortalité (pour mille),
29189,Plougastel-Daoulas,29,2017,Taux brut de mortalité (pour mille),
29190,Plougonvelin,29,2017,Taux brut de mortalité (pour mille),
29191,Plougonven,29,2017,Taux brut de mortalité (pour mille),
29192,Plougoulm,29,2017,Taux brut de mortalité (pour mille),
29193,Plougourvest,29,2017,Taux brut de mortalité (pour mille),
29195,Plouguerneau,29,2017,Taux brut de mortalité (pour mille),
29196,Plouguin,29,2017,Taux brut de mortalité (pour mille),
29197,Plouhinec,29,2017,Taux brut de mortalité (pour mille),
29198,Plouider,29,2017,Taux brut de mortalité (pour mille),
29199,Plouigneau,29,2017,Taux brut de mortalité (pour mille),
29201,Ploumoguer,29,2017,Taux brut de mortalité (pour mille),
29202,Plounéour-Ménez,29,2017,Taux brut de mortalité (pour mille),
29204,Plounéventer,29,2017,Taux brut de mortalité (pour mille),
29205,Plounévézel,29,2017,Taux brut de mortalité (pour mille),
29206,Plounévez-Lochrist,29,2017,Taux brut de mortalité (pour mille),
29207,Plourin-lès-Morlaix,29,2017,Taux brut de mortalité (pour mille),
29208,Plourin,29,2017,Taux brut de mortalité (pour mille),
29209,Plouvien,29,2017,Taux brut de mortalité (pour mille),
29210,Plouvorn,29,2017,Taux brut de mortalité (pour mille),
29211,Plouyé,29,2017,Taux brut de mortalité (pour mille),
29212,Plouzané,29,2017,Taux brut de mortalité (pour mille),
29213,Plouzévédé,29,2017,Taux brut de mortalité (pour mille),
29214,Plovan,29,2017,Taux brut de mortalité (pour mille),
29215,Plozévet,29,2017,Taux brut de mortalité (pour mille),
29216,Pluguffan,29,2017,Taux brut de mortalité (pour mille),
29217,Pont-Aven,29,2017,Taux brut de mortalité (pour mille),
29218,Pont-Croix,29,2017,Taux brut de mortalité (pour mille),
29220,Pont-l'Abbé,29,2017,Taux brut de mortalité (pour mille),
29221,Porspoder,29,2017,Taux brut de mortalité (pour mille),
29222,Port-Launay,29,2017,Taux brut de mortalité (pour mille),
29224,Pouldergat,29,2017,Taux brut de mortalité (pour mille),
29225,Pouldreuzic,29,2017,Taux brut de mortalité (pour mille),
29226,Poullan-sur-Mer,29,2017,Taux brut de mortalité (pour mille),
29227,Poullaouen,29,2017,Taux brut de mortalité (pour mille),
29228,Primelin,29,2017,Taux brut de mortalité (pour mille),
29229,Quéménéven,29,2017,Taux brut de mortalité (pour mille),
29230,Querrien,29,2017,Taux brut de mortalité (pour mille),
29232,Quimper,29,2017,Taux brut de mortalité (pour mille),
29233,Quimperlé,29,2017,Taux brut de mortalité (pour mille),
29234,Rédené,29,2017,Taux brut de mortalité (pour mille),
29235,Le Relecq-Kerhuon,29,2017,Taux brut de mortalité (pour mille),
29236,Riec-sur-Bélon,29,2017,Taux brut de mortalité (pour mille),
29237,La Roche-Maurice,29,2017,Taux brut de mortalité (pour mille),
29238,Roscanvel,29,2017,Taux brut de mortalité (pour mille),
29239,Roscoff,29,2017,Taux brut de mortalité (pour mille),
29240,Rosnoën,29,2017,Taux brut de mortalité (pour mille),
29241,Rosporden,29,2017,Taux brut de mortalité (pour mille),
29243,Saint-Coulitz,29,2017,Taux brut de mortalité (pour mille),
29244,Saint-Derrien,29,2017,Taux brut de mortalité (pour mille),
29245,Saint-Divy,29,2017,Taux brut de mortalité (pour mille),
29246,Saint-Eloy,29,2017,Taux brut de mortalité (pour mille),
29247,Saint-Évarzec,29,2017,Taux brut de mortalité (pour mille),
29248,Saint-Frégant,29,2017,Taux brut de mortalité (pour mille),
29249,Saint-Goazec,29,2017,Taux brut de mortalité (pour mille),
29250,Saint-Hernin,29,2017,Taux brut de mortalité (pour mille),
29251,Saint-Jean-du-Doigt,29,2017,Taux brut de mortalité (pour mille),
29252,Saint-Jean-Trolimon,29,2017,Taux brut de mortalité (pour mille),
29254,Saint-Martin-des-Champs,29,2017,Taux brut de mortalité (pour mille),
29255,Saint-Méen,29,2017,Taux brut de mortalité (pour mille),
29256,Saint-Nic,29,2017,Taux brut de mortalité (pour mille),
29257,Saint-Pabu,29,2017,Taux brut de mortalité (pour mille),
29259,Saint-Pol-de-Léon,29,2017,Taux brut de mortalité (pour mille),
29260,Saint-Renan,29,2017,Taux brut de mortalité (pour mille),
29261,Saint-Rivoal,29,2017,Taux brut de mortalité (pour mille),
29262,Saint-Sauveur,29,2017,Taux brut de mortalité (pour mille),
29263,Saint-Ségal,29,2017,Taux brut de mortalité (pour mille),
29264,Saint-Servais,29,2017,Taux brut de mortalité (pour mille),
29265,Sainte-Sève,29,2017,Taux brut de mortalité (pour mille),
29266,Saint-Thégonnec Loc-Eguiner,29,2017,Taux brut de mortalité (pour mille),
29267,Saint-Thois,29,2017,Taux brut de mortalité (pour mille),
29268,Saint-Thonan,29,2017,Taux brut de mortalité (pour mille),
29269,Saint-Thurien,29,2017,Taux brut de mortalité (pour mille),
29270,Saint-Urbain,29,2017,Taux brut de mortalité (pour mille),
29271,Saint-Vougay,29,2017,Taux brut de mortalité (pour mille),
29272,Saint-Yvi,29,2017,Taux brut de mortalité (pour mille),
29273,Santec,29,2017,Taux brut de mortalité (pour mille),
29274,Scaër,29,2017,Taux brut de mortalité (pour mille),
29275,Scrignac,29,2017,Taux brut de mortalité (pour mille),
29276,Sibiril,29,2017,Taux brut de mortalité (pour mille),
29277,Sizun,29,2017,Taux brut de mortalité (pour mille),
29278,Spézet,29,2017,Taux brut de mortalité (pour mille),
29279,Taulé,29,2017,Taux brut de mortalité (pour mille),
29280,Telgruc-sur-Mer,29,2017,Taux brut de mortalité (pour mille),
29281,Tourch,29,2017,Taux brut de mortalité (pour mille),
29282,Trébabu,29,2017,Taux brut de mortalité (pour mille),
29284,Treffiagat,29,2017,Taux brut de mortalité (pour mille),
29285,Tréflaouénan,29,2017,Taux brut de mortalité (pour mille),
29286,Tréflévénez,29,2017,Taux brut de mortalité (pour mille),
29287,Tréflez,29,2017,Taux brut de mortalité (pour mille),
29288,Trégarantec,29,2017,Taux brut de mortalité (pour mille),
29289,Trégarvan,29,2017,Taux brut de mortalité (pour mille),
29290,Tréglonou,29,2017,Taux brut de mortalité (pour mille),
29291,Trégourez,29,2017,Taux brut de mortalité (pour mille),
29292,Tréguennec,29,2017,Taux brut de mortalité (pour mille),
29293,Trégunc,29,2017,Taux brut de mortalité (pour mille),
29294,Le Tréhou,29,2017,Taux brut de mortalité (pour mille),
29295,Trémaouézan,29,2017,Taux brut de mortalité (pour mille),
29296,Tréméoc,29,2017,Taux brut de mortalité (pour mille),
29297,Tréméven,29,2017,Taux brut de mortalité (pour mille),
29298,Tréogat,29,2017,Taux brut de mortalité (pour mille),
29299,Tréouergat,29,2017,Taux brut de mortalité (pour mille),
29300,Le Trévoux,29,2017,Taux brut de mortalité (pour mille),
29301,Trézilidé,29,2017,Taux brut de mortalité (pour mille),
29302,Pont-de-Buis-lès-Quimerch,29,2017,Taux brut de mortalité (pour mille),
35001,Acigné,35,2017,Taux brut de mortalité (pour mille),8.0
35002,Amanlis,35,2017,Taux brut de mortalité (pour mille),8.0
35003,Andouillé-Neuville,35,2017,Taux brut de mortalité (pour mille),8.0
35004,Val-Couesnon,35,2017,Taux brut de mortalité (pour mille),8.0
35005,Arbrissel,35,2017,Taux brut de mortalité (pour mille),8.0
35006,Argentré-du-Plessis,35,2017,Taux brut de mortalité (pour mille),8.0
35007,Aubigné,35,2017,Taux brut de mortalité (pour mille),8.0
35008,Availles-sur-Seiche,35,2017,Taux brut de mortalité (pour mille),8.0
35009,Baguer-Morvan,35,2017,Taux brut de mortalité (pour mille),8.0
35010,Baguer-Pican,35,2017,Taux brut de mortalité (pour mille),8.0
35012,Bain-de-Bretagne,35,2017,Taux brut de mortalité (pour mille),8.0
35013,Bains-sur-Oust,35,2017,Taux brut de mortalité (pour mille),8.0
35014,Bais,35,2017,Taux brut de mortalité (pour mille),8.0
35015,Balazé,35,2017,Taux brut de mortalité (pour mille),8.0
35016,Baulon,35,2017,Taux brut de mortalité (pour mille),8.0
35017,La Baussaine,35,2017,Taux brut de mortalité (pour mille),8.0
35018,La Bazouge-du-Désert,35,2017,Taux brut de mortalité (pour mille),8.0
35019,Bazouges-la-Pérouse,35,2017,Taux brut de mortalité (pour mille),8.0
35021,Beaucé,35,2017,Taux brut de mortalité (pour mille),8.0
35022,Bécherel,35,2017,Taux brut de mortalité (pour mille),8.0
35023,Bédée,35,2017,Taux brut de mortalité (pour mille),8.0
35024,Betton,35,2017,Taux brut de mortalité (pour mille),8.0
35025,Billé,35,2017,Taux brut de mortalité (pour mille),8.0
35026,Bléruais,35,2017,Taux brut de mortalité (pour mille),8.0
35027,Boisgervilly,35,2017,Taux brut de mortalité (pour mille),8.0
35028,Boistrudan,35,2017,Taux brut de mortalité (pour mille),8.0
35029,Bonnemain,35,2017,Taux brut de mortalité (pour mille),8.0
35030,La Bosse-de-Bretagne,35,2017,Taux brut de mortalité (pour mille),8.0
35031,La Bouëxière,35,2017,Taux brut de mortalité (pour mille),8.0
35032,Bourgbarré,35,2017,Taux brut de mortalité (pour mille),8.0
35033,Bourg-des-Comptes,35,2017,Taux brut de mortalité (pour mille),8.0
35034,La Boussac,35,2017,Taux brut de mortalité (pour mille),8.0
35035,Bovel,35,2017,Taux brut de mortalité (pour mille),8.0
35037,Bréal-sous-Montfort,35,2017,Taux brut de mortalité (pour mille),8.0
35038,Bréal-sous-Vitré,35,2017,Taux brut de mortalité (pour mille),8.0
35039,Brécé,35,2017,Taux brut de mortalité (pour mille),8.0
35040,Breteil,35,2017,Taux brut de mortalité (pour mille),8.0
35041,Brie,35,2017,Taux brut de mortalité (pour mille),8.0
35042,Brielles,35,2017,Taux brut de mortalité (pour mille),8.0
35044,Broualan,35,2017,Taux brut de mortalité (pour mille),8.0
35045,Bruc-sur-Aff,35,2017,Taux brut de mortalité (pour mille),8.0
35046,Les Brulais,35,2017,Taux brut de mortalité (pour mille),8.0
35047,Bruz,35,2017,Taux brut de mortalité (pour mille),8.0
35049,Cancale,35,2017,Taux brut de mortalité (pour mille),8.0
35050,Cardroc,35,2017,Taux brut de mortalité (pour mille),8.0
35051,Cesson-Sévigné,35,2017,Taux brut de mortalité (pour mille),8.0
35052,Champeaux,35,2017,Taux brut de mortalité (pour mille),8.0
35054,Chanteloup,35,2017,Taux brut de mortalité (pour mille),8.0
35055,Chantepie,35,2017,Taux brut de mortalité (pour mille),8.0
35056,La Chapelle-aux-Filtzméens,35,2017,Taux brut de mortalité (pour mille),8.0
35057,La Chapelle-Bouëxic,35,2017,Taux brut de mortalité (pour mille),8.0
35058,La Chapelle-Chaussée,35,2017,Taux brut de mortalité (pour mille),8.0
35059,La Chapelle-des-Fougeretz,35,2017,Taux brut de mortalité (pour mille),8.0
35060,La Chapelle du Lou du Lac,35,2017,Taux brut de mortalité (pour mille),8.0
35061,La Chapelle-Erbrée,35,2017,Taux brut de mortalité (pour mille),8.0
35062,La Chapelle-Fleurigné,35,2017,Taux brut de mortalité (pour mille),8.0
35063,La Chapelle-Saint-Aubert,35,2017,Taux brut de mortalité (pour mille),8.0
35064,La Chapelle-de-Brain,35,2017,Taux brut de mortalité (pour mille),8.0
35065,La Chapelle-Thouarault,35,2017,Taux brut de mortalité (pour mille),8.0
35066,Chartres-de-Bretagne,35,2017,Taux brut de mortalité (pour mille),8.0
35067,Chasné-sur-Illet,35,2017,Taux brut de mortalité (pour mille),8.0
35068,Châteaubourg,35,2017,Taux brut de mortalité (pour mille),8.0
35069,Châteaugiron,35,2017,Taux brut de mortalité (pour mille),8.0
35070,Châteauneuf-d'Ille-et-Vilaine,35,2017,Taux brut de mortalité (pour mille),8.0
35071,Le Châtellier,35,2017,Taux brut de mortalité (pour mille),8.0
35072,Châtillon-en-Vendelais,35,2017,Taux brut de mortalité (pour mille),8.0
35075,Chauvigné,35,2017,Taux brut de mortalité (pour mille),8.0
35076,Chavagne,35,2017,Taux brut de mortalité (pour mille),8.0
35077,Chelun,35,2017,Taux brut de mortalité (pour mille),8.0
35078,Cherrueix,35,2017,Taux brut de mortalité (pour mille),8.0
35079,Chevaigné,35,2017,Taux brut de mortalité (pour mille),8.0
35080,Cintré,35,2017,Taux brut de mortalité (pour mille),8.0
35081,Clayes,35,2017,Taux brut de mortalité (pour mille),8.0
35082,Coësmes,35,2017,Taux brut de mortalité (pour mille),8.0
35084,Comblessac,35,2017,Taux brut de mortalité (pour mille),8.0
35085,Combourg,35,2017,Taux brut de mortalité (pour mille),8.0
35086,Combourtillé,35,2017,Taux brut de mortalité (pour mille),8.0
35087,Cornillé,35,2017,Taux brut de mortalité (pour mille),8.0
35088,Corps-Nuds,35,2017,Taux brut de mortalité (pour mille),8.0
35089,La Couyère,35,2017,Taux brut de mortalité (pour mille),8.0
35090,Crevin,35,2017,Taux brut de mortalité (pour mille),8.0
35091,Le Crouais,35,2017,Taux brut de mortalité (pour mille),8.0
35092,Cuguen,35,2017,Taux brut de mortalité (pour mille),8.0
35093,Dinard,35,2017,Taux brut de mortalité (pour mille),8.0
35094,Dingé,35,2017,Taux brut de mortalité (pour mille),8.0
35095,Dol-de-Bretagne,35,2017,Taux brut de mortalité (pour mille),8.0
35096,Domagné,35,2017,Taux brut de mortalité (pour mille),8.0
35097,Domalain,35,2017,Taux brut de mortalité (pour mille),8.0
35098,La Dominelais,35,2017,Taux brut de mortalité (pour mille),8.0
35099,Domloup,35,2017,Taux brut de mortalité (pour mille),8.0
35101,Dourdain,35,2017,Taux brut de mortalité (pour mille),8.0
35102,Drouges,35,2017,Taux brut de mortalité (pour mille),8.0
35103,Eancé,35,2017,Taux brut de mortalité (pour mille),8.0
35104,Epiniac,35,2017,Taux brut de mortalité (pour mille),8.0
35105,Erbrée,35,2017,Taux brut de mortalité (pour mille),8.0
35106,Ercé-en-Lamée,35,2017,Taux brut de mortalité (pour mille),8.0
35107,Ercé-près-Liffré,35,2017,Taux brut de mortalité (pour mille),8.0
35108,Essé,35,2017,Taux brut de mortalité (pour mille),8.0
35109,Étrelles,35,2017,Taux brut de mortalité (pour mille),8.0
35110,Feins,35,2017,Taux brut de mortalité (pour mille),8.0
35111,Le Ferré,35,2017,Taux brut de mortalité (pour mille),8.0
35114,Forges-la-Forêt,35,2017,Taux brut de mortalité (pour mille),8.0
35115,Fougères,35,2017,Taux brut de mortalité (pour mille),8.0
35116,La Fresnais,35,2017,Taux brut de mortalité (pour mille),8.0
35117,Gaël,35,2017,Taux brut de mortalité (pour mille),8.0
35118,Gahard,35,2017,Taux brut de mortalité (pour mille),8.0
35119,Gennes-sur-Seiche,35,2017,Taux brut de mortalité (pour mille),8.0
35120,Gévezé,35,2017,Taux brut de mortalité (pour mille),8.0
35121,Gosné,35,2017,Taux brut de mortalité (pour mille),8.0
35122,La Gouesnière,35,2017,Taux brut de mortalité (pour mille),8.0
35123,Goven,35,2017,Taux brut de mortalité (pour mille),8.0
35124,Grand-Fougeray,35,2017,Taux brut de mortalité (pour mille),8.0
35125,La Guerche-de-Bretagne,35,2017,Taux brut de mortalité (pour mille),8.0
35126,Guichen,35,2017,Taux brut de mortalité (pour mille),8.0
35127,Guignen,35,2017,Taux brut de mortalité (pour mille),8.0
35128,Guipel,35,2017,Taux brut de mortalité (pour mille),8.0
35130,Hédé-Bazouges,35,2017,Taux brut de mortalité (pour mille),8.0
35131,L'Hermitage,35,2017,Taux brut de mortalité (pour mille),8.0
35132,Hirel,35,2017,Taux brut de mortalité (pour mille),8.0
35133,Iffendic,35,2017,Taux brut de mortalité (pour mille),8.0
35134,Les Iffs,35,2017,Taux brut de mortalité (pour mille),8.0
35135,Irodouër,35,2017,Taux brut de mortalité (pour mille),8.0
35136,Janzé,35,2017,Taux brut de mortalité (pour mille),8.0
35137,Javené,35,2017,Taux brut de mortalité (pour mille),8.0
35138,Laignelet,35,2017,Taux brut de mortalité (pour mille),8.0
35139,Laillé,35,2017,Taux brut de mortalité (pour mille),8.0
35140,Lalleu,35,2017,Taux brut de mortalité (pour mille),8.0
35141,Landavran,35,2017,Taux brut de mortalité (pour mille),8.0
35142,Landéan,35,2017,Taux brut de mortalité (pour mille),8.0
35143,Landujan,35,2017,Taux brut de mortalité (pour mille),8.0
35144,Langan,35,2017,Taux brut de mortalité (pour mille),8.0
35145,Langon,35,2017,Taux brut de mortalité (pour mille),8.0
35146,Langouet,35,2017,Taux brut de mortalité (pour mille),8.0
35148,Lanrigan,35,2017,Taux brut de mortalité (pour mille),8.0
35149,Lassy,35,2017,Taux brut de mortalité (pour mille),8.0
35150,Lécousse,35,2017,Taux brut de mortalité (pour mille),8.0
35151,Lieuron,35,2017,Taux brut de mortalité (pour mille),8.0
35152,Liffré,35,2017,Taux brut de mortalité (pour mille),8.0
35153,Lillemer,35,2017,Taux brut de mortalité (pour mille),8.0
35154,Livré-sur-Changeon,35,2017,Taux brut de mortalité (pour mille),8.0
35155,Lohéac,35,2017,Taux brut de mortalité (pour mille),8.0
35156,Longaulnay,35,2017,Taux brut de mortalité (pour mille),8.0
35157,Le Loroux,35,2017,Taux brut de mortalité (pour mille),8.0
35159,Lourmais,35,2017,Taux brut de mortalité (pour mille),8.0
35160,Loutehel,35,2017,Taux brut de mortalité (pour mille),8.0
35161,Louvigné-de-Bais,35,2017,Taux brut de mortalité (pour mille),8.0
35162,Louvigné-du-Désert,35,2017,Taux brut de mortalité (pour mille),8.0
35163,Luitré-Dompierre,35,2017,Taux brut de mortalité (pour mille),8.0
35164,Marcillé-Raoul,35,2017,Taux brut de mortalité (pour mille),8.0
35165,Marcillé-Robert,35,2017,Taux brut de mortalité (pour mille),8.0
35166,Marpiré,35,2017,Taux brut de mortalité (pour mille),8.0
35167,Martigné-Ferchaud,35,2017,Taux brut de mortalité (pour mille),8.0
35168,Val d'Anast,35,2017,Taux brut de mortalité (pour mille),8.0
35169,Maxent,35,2017,Taux brut de mortalité (pour mille),8.0
35170,Mecé,35,2017,Taux brut de mortalité (pour mille),8.0
35171,Médréac,35,2017,Taux brut de mortalité (pour mille),8.0
35172,Meillac,35,2017,Taux brut de mortalité (pour mille),8.0
35173,Melesse,35,2017,Taux brut de mortalité (pour mille),8.0
35174,Mellé,35,2017,Taux brut de mortalité (pour mille),8.0
35175,Mernel,35,2017,Taux brut de mortalité (pour mille),8.0
35176,Guipry-Messac,35,2017,Taux brut de mortalité (pour mille),8.0
35177,La Mézière,35,2017,Taux brut de mortalité (pour mille),8.0
35178,Mézières-sur-Couesnon,35,2017,Taux brut de mortalité (pour mille),8.0
35179,Miniac-Morvan,35,2017,Taux brut de mortalité (pour mille),8.0
35180,Miniac-sous-Bécherel,35,2017,Taux brut de mortalité (pour mille),8.0
35181,Le Minihic-sur-Rance,35,2017,Taux brut de mortalité (pour mille),8.0
35183,Mondevert,35,2017,Taux brut de mortalité (pour mille),8.0
35184,Montauban-de-Bretagne,35,2017,Taux brut de mortalité (pour mille),8.0
35185,Montautour,35,2017,Taux brut de mortalité (pour mille),8.0
35186,Mont-Dol,35,2017,Taux brut de mortalité (pour mille),8.0
35187,Monterfil,35,2017,Taux brut de mortalité (pour mille),8.0
35188,Montfort-sur-Meu,35,2017,Taux brut de mortalité (pour mille),8.0
35189,Montgermont,35,2017,Taux brut de mortalité (pour mille),8.0
35190,Monthault,35,2017,Taux brut de mortalité (pour mille),8.0
