CODGEO,LIBGEO,Code département,annee,type,code_com,geo_point,typemetric,nom_com,code_dep,valeur
22140,La Malhoure,22,2017,chomage,22140,"48.39639125952189, -2.4944073420385817",Taux de chômage trimestriel (en %),La Malhoure,22,8.33
22141,Mantallot,22,2017,chomage,22141,"48.71048099353365, -3.29263621851506",Taux de chômage trimestriel (en %),Mantallot,22,8.33
22143,Matignon,22,2017,chomage,22143,"48.601615150300745, -2.2901490021441537",Taux de chômage trimestriel (en %),Matignon,22,8.33
22144,La Méaugon,22,2017,chomage,22144,"48.50442394473271, -2.846723598380565",Taux de chômage trimestriel (en %),La Méaugon,22,8.33
22145,Mégrit,22,2017,chomage,22145,"48.389733819073925, -2.2674010013311876",Taux de chômage trimestriel (en %),Mégrit,22,8.33
22146,Mellionnec,22,2017,chomage,22146,"48.16847510350928, -3.290144558300456",Taux de chômage trimestriel (en %),Mellionnec,22,8.33
22147,Merdrignac,22,2017,chomage,22147,"48.193666253812545, -2.3962263250940814",Taux de chômage trimestriel (en %),Merdrignac,22,8.33
22148,Mérillac,22,2017,chomage,22148,"48.249932901208375, -2.391016176335452",Taux de chômage trimestriel (en %),Mérillac,22,8.33
22149,Merléac,22,2017,chomage,22149,"48.272646029706195, -2.9111878285013244",Taux de chômage trimestriel (en %),Merléac,22,8.33
22150,Le Merzer,22,2017,chomage,22150,"48.58175740786484, -3.075000469662988",Taux de chômage trimestriel (en %),Le Merzer,22,8.33
22152,Minihy-Tréguier,22,2017,chomage,22152,"48.7679732173215, -3.259390093495907",Taux de chômage trimestriel (en %),Minihy-Tréguier,22,8.33
22153,Moncontour,22,2017,chomage,22153,"48.35828488139576, -2.633834275073219",Taux de chômage trimestriel (en %),Moncontour,22,8.33
22155,La Motte,22,2017,chomage,22155,"48.23134465685796, -2.7051289011505077",Taux de chômage trimestriel (en %),La Motte,22,8.33
22156,Moustéru,22,2017,chomage,22156,"48.52882253971148, -3.234921403671726",Taux de chômage trimestriel (en %),Moustéru,22,8.33
22157,Le Moustoir,22,2017,chomage,22157,"48.273660027370745, -3.491275051198534",Taux de chômage trimestriel (en %),Le Moustoir,22,8.33
22158,Guerlédan,22,2017,chomage,22158,"48.20148379493991, -2.9579644187448335",Taux de chômage trimestriel (en %),Guerlédan,22,8.33
22160,Noyal,22,2017,chomage,22160,"48.451111692186544, -2.4637973567577154",Taux de chômage trimestriel (en %),Noyal,22,8.33
22161,Pabu,22,2017,chomage,22161,"48.582713836218865, -3.1431922194761563",Taux de chômage trimestriel (en %),Pabu,22,8.33
22162,Paimpol,22,2017,chomage,22162,"48.77341237427662, -3.0547770418859117",Taux de chômage trimestriel (en %),Paimpol,22,8.33
22163,Paule,22,2017,chomage,22163,"48.227634919736666, -3.4609317309280505",Taux de chômage trimestriel (en %),Paule,22,8.33
22164,Pédernec,22,2017,chomage,22164,"48.588027198469696, -3.2771017455559184",Taux de chômage trimestriel (en %),Pédernec,22,8.33
22165,Penguily,22,2017,chomage,22165,"48.37127054936064, -2.4942661296116597",Taux de chômage trimestriel (en %),Penguily,22,8.33
22166,Penvénan,22,2017,chomage,22166,"48.81700826489818, -3.301898392456582",Taux de chômage trimestriel (en %),Penvénan,22,8.33
22168,Perros-Guirec,22,2017,chomage,22168,"48.81212816242925, -3.4669735051428145",Taux de chômage trimestriel (en %),Perros-Guirec,22,8.33
22169,Peumerit-Quintin,22,2017,chomage,22169,"48.3633623991001, -3.2850971954653323",Taux de chômage trimestriel (en %),Peumerit-Quintin,22,8.33
22170,Plaine-Haute,22,2017,chomage,22170,"48.44330686250468, -2.859141354483835",Taux de chômage trimestriel (en %),Plaine-Haute,22,8.33
22171,Plaintel,22,2017,chomage,22171,"48.41026620350685, -2.8103473870124343",Taux de chômage trimestriel (en %),Plaintel,22,8.33
22172,Plancoët,22,2017,chomage,22172,"48.514587985964525, -2.2193340279391998",Taux de chômage trimestriel (en %),Plancoët,22,8.33
22174,Pléboulle,22,2017,chomage,22174,"48.59482857983857, -2.3335886850339618",Taux de chômage trimestriel (en %),Pléboulle,22,8.33
22175,Plédéliac,22,2017,chomage,22175,"48.468676894060096, -2.3716237728696155",Taux de chômage trimestriel (en %),Plédéliac,22,8.33
22176,Plédran,22,2017,chomage,22176,"48.44322179655236, -2.7451057245552435",Taux de chômage trimestriel (en %),Plédran,22,8.33
22177,Pléguien,22,2017,chomage,22177,"48.63483483497731, -2.9483662165981883",Taux de chômage trimestriel (en %),Pléguien,22,8.33
22178,Pléhédel,22,2017,chomage,22178,"48.69465351088745, -3.0067518941250695",Taux de chômage trimestriel (en %),Pléhédel,22,8.33
22179,Fréhel,22,2017,chomage,22179,"48.634580776416946, -2.361912056247098",Taux de chômage trimestriel (en %),Fréhel,22,8.33
22180,Plélan-le-Petit,22,2017,chomage,22180,"48.426818874411204, -2.224119382295178",Taux de chômage trimestriel (en %),Plélan-le-Petit,22,8.33
22181,Plélauff,22,2017,chomage,22181,"48.19831050359028, -3.2038041544780835",Taux de chômage trimestriel (en %),Plélauff,22,8.33
22182,Plélo,22,2017,chomage,22182,"48.5540365817355, -2.9276114233388237",Taux de chômage trimestriel (en %),Plélo,22,8.33
22183,Plémet,22,2017,chomage,22183,"48.17458914462472, -2.5970205727773386",Taux de chômage trimestriel (en %),Plémet,22,8.33
22184,Plémy,22,2017,chomage,22184,"48.33814970468506, -2.676600308020385",Taux de chômage trimestriel (en %),Plémy,22,8.33
22185,Plénée-Jugon,22,2017,chomage,22185,"48.35568772170431, -2.4152109230019456",Taux de chômage trimestriel (en %),Plénée-Jugon,22,8.33
22186,Pléneuf-Val-André,22,2017,chomage,22186,"48.583590024616825, -2.529603874827951",Taux de chômage trimestriel (en %),Pléneuf-Val-André,22,8.33
22187,Plérin,22,2017,chomage,22187,"48.54399626161453, -2.769713010180491",Taux de chômage trimestriel (en %),Plérin,22,8.33
22188,Plerneuf,22,2017,chomage,22188,"48.50578538306872, -2.8804807769133474",Taux de chômage trimestriel (en %),Plerneuf,22,8.33
22189,Plésidy,22,2017,chomage,22189,"48.441565954939556, -3.126098611824184",Taux de chômage trimestriel (en %),Plésidy,22,8.33
22190,Pleslin-Trigavou,22,2017,chomage,22190,"48.52754674850393, -2.071280262807143",Taux de chômage trimestriel (en %),Pleslin-Trigavou,22,8.33
22193,Plestan,22,2017,chomage,22193,"48.41468043166207, -2.4413164240059184",Taux de chômage trimestriel (en %),Plestan,22,8.33
22194,Plestin-les-Grèves,22,2017,chomage,22194,"48.64771211551533, -3.6201791709357827",Taux de chômage trimestriel (en %),Plestin-les-Grèves,22,8.33
22195,Pleubian,22,2017,chomage,22195,"48.842911190343344, -3.134493849898723",Taux de chômage trimestriel (en %),Pleubian,22,8.33
22196,Pleudaniel,22,2017,chomage,22196,"48.76196277150734, -3.154469609002931",Taux de chômage trimestriel (en %),Pleudaniel,22,8.33
