Code département;Libellé du département;Code de la circonscription;Libellé de la circonscription;Code de la commune;Libellé de la commune;Inscrits;Abstentions;% Abs/Ins;Votants;% Vot/Ins;Blancs;% Blancs/Ins;% Blancs/Vot;Nuls;% Nuls/Ins;% Nuls/Vot;Exprimés;% Exp/Ins;% Exp/Vot;Score_Gauche;Score_Droite;Score_Divers
22;Côtes-d'Armor;3.0;3ème circonscription;59.0;Le Foeil;1046.0;403.0;38.53;643.0;61.47;10.0;0.96;1.56;2.0;0.19;0.31;631.0;60.33;98.13;17.59;82.26;0.15
22;Côtes-d'Armor;3.0;3ème circonscription;60.0;Gausson;492.0;173.0;35.16;319.0;64.84;5.0;1.02;1.57;4.0;0.81;1.25;310.0;63.01;97.18;12.59;86.13;1.28
22;Côtes-d'Armor;3.0;3ème circonscription;62.0;Gomené;452.0;192.0;42.48;260.0;57.52;3.0;0.66;1.15;0.0;0.0;0.0;257.0;56.86;98.85;18.29;80.16;1.55
22;Côtes-d'Armor;3.0;3ème circonscription;68.0;Grâce-Uzel;311.0;108.0;34.73;203.0;65.27;5.0;1.61;2.46;0.0;0.0;0.0;198.0;63.67;97.54;11.12;87.88;1.0
22;Côtes-d'Armor;3.0;3ème circonscription;73.0;La Harmoye;294.0;100.0;34.01;194.0;65.99;4.0;1.36;2.06;1.0;0.34;0.52;189.0;64.29;97.42;19.58;79.89;0.53
22;Côtes-d'Armor;3.0;3ème circonscription;74.0;Le Haut-Corlay;526.0;147.0;27.95;379.0;72.05;4.0;0.76;1.06;3.0;0.57;0.79;372.0;70.72;98.15;9.14;90.86;0.0
22;Côtes-d'Armor;3.0;3ème circonscription;75.0;Hémonstoir;458.0;209.0;45.63;249.0;54.37;2.0;0.44;0.8;3.0;0.66;1.2;244.0;53.28;97.99;8.61;90.17;1.22
22;Côtes-d'Armor;3.0;3ème circonscription;79.0;Hénon;1616.0;667.0;41.27;949.0;58.73;8.0;0.5;0.84;8.0;0.5;0.84;933.0;57.74;98.31;17.03;82.75;0.22
22;Côtes-d'Armor;3.0;3ème circonscription;83.0;Illifaut;519.0;188.0;36.22;331.0;63.78;4.0;0.77;1.21;0.0;0.0;0.0;327.0;63.01;98.79;9.17;89.3;1.53
22;Côtes-d'Armor;3.0;3ème circonscription;84.0;Jugon-les-Lacs - Commune nouvelle;1766.0;724.0;41.0;1042.0;59.0;14.0;0.79;1.34;6.0;0.34;0.58;1022.0;57.87;98.08;22.21;76.81;0.98
22;Côtes-d'Armor;3.0;3ème circonscription;93.0;Lamballe;9565.0;3521.0;36.81;6044.0;63.19;69.0;0.72;1.14;23.0;0.24;0.38;5952.0;62.23;98.48;15.92;83.59;0.49
22;Côtes-d'Armor;3.0;3ème circonscription;98.0;Landéhen;981.0;404.0;41.18;577.0;58.82;9.0;0.92;1.56;3.0;0.31;0.52;565.0;57.59;97.92;15.93;83.71;0.36
22;Côtes-d'Armor;3.0;3ème circonscription;99.0;Lanfains;793.0;279.0;35.18;514.0;64.82;8.0;1.01;1.56;3.0;0.38;0.58;503.0;63.43;97.86;17.9;81.71;0.39
22;Côtes-d'Armor;3.0;3ème circonscription;100.0;Langast;486.0;174.0;35.8;312.0;64.2;6.0;1.23;1.92;0.0;0.0;0.0;306.0;62.96;98.08;8.5;91.51;0.0
22;Côtes-d'Armor;3.0;3ème circonscription;122.0;Laurenan;551.0;240.0;43.56;311.0;56.44;1.0;0.18;0.32;1.0;0.18;0.32;309.0;56.08;99.36;12.94;86.41;0.65
22;Côtes-d'Armor;3.0;3ème circonscription;126.0;Le Leslay;118.0;38.0;32.2;80.0;67.8;0.0;0.0;0.0;0.0;0.0;0.0;80.0;67.8;100.0;12.5;81.25;6.25
22;Côtes-d'Armor;3.0;3ème circonscription;133.0;Loscouët-sur-Meu;489.0;220.0;44.99;269.0;55.01;3.0;0.61;1.12;0.0;0.0;0.0;266.0;54.4;98.88;10.52;88.71;0.77
22;Côtes-d'Armor;3.0;3ème circonscription;136.0;Loudéac;7310.0;3218.0;44.02;4092.0;55.98;55.0;0.75;1.34;35.0;0.48;0.86;4002.0;54.75;97.8;16.68;82.89;0.43
22;Côtes-d'Armor;3.0;3ème circonscription;140.0;La Malhoure;437.0;178.0;40.73;259.0;59.27;2.0;0.46;0.77;4.0;0.92;1.54;253.0;57.89;97.68;15.02;84.19;0.79
22;Côtes-d'Armor;3.0;3ème circonscription;147.0;Merdrignac;2074.0;791.0;38.14;1283.0;61.86;14.0;0.68;1.09;4.0;0.19;0.31;1265.0;60.99;98.6;10.6;89.01;0.39
22;Côtes-d'Armor;3.0;3ème circonscription;148.0;Mérillac;182.0;54.0;29.67;128.0;70.33;1.0;0.55;0.78;1.0;0.55;0.78;126.0;69.23;98.44;13.5;85.71;0.79
22;Côtes-d'Armor;3.0;3ème circonscription;149.0;Merléac;376.0;146.0;38.83;230.0;61.17;2.0;0.53;0.87;2.0;0.53;0.87;226.0;60.11;98.26;21.23;78.76;0.01
22;Côtes-d'Armor;3.0;3ème circonscription;153.0;Moncontour;406.0;155.0;38.18;251.0;61.82;4.0;0.99;1.59;1.0;0.25;0.4;246.0;60.59;98.01;21.55;78.46;0.0
22;Côtes-d'Armor;3.0;3ème circonscription;154.0;Morieux;768.0;318.0;41.41;450.0;58.59;7.0;0.91;1.56;4.0;0.52;0.89;439.0;57.16;97.56;21.64;77.91;0.45
22;Côtes-d'Armor;3.0;3ème circonscription;155.0;La Motte;1550.0;606.0;39.1;944.0;60.9;13.0;0.84;1.38;1.0;0.06;0.11;930.0;60.0;98.52;14.2;85.27;0.53
22;Côtes-d'Armor;3.0;3ème circonscription;158.0;Guerlédan;1913.0;656.0;34.29;1257.0;65.71;16.0;0.84;1.27;6.0;0.31;0.48;1235.0;64.56;98.25;15.79;83.73;0.48
22;Côtes-d'Armor;3.0;3ème circonscription;160.0;Noyal;701.0;228.0;32.52;473.0;67.48;8.0;1.14;1.69;1.0;0.14;0.21;464.0;66.19;98.1;18.54;81.26;0.2
22;Côtes-d'Armor;3.0;3ème circonscription;165.0;Penguily;464.0;210.0;45.26;254.0;54.74;2.0;0.43;0.79;4.0;0.86;1.57;248.0;53.45;97.64;19.36;80.24;0.4
22;Côtes-d'Armor;3.0;3ème circonscription;170.0;Plaine-Haute;1185.0;522.0;44.05;663.0;55.95;10.0;0.84;1.51;1.0;0.08;0.15;652.0;55.02;98.34;19.01;79.92;1.07
22;Côtes-d'Armor;3.0;3ème circonscription;171.0;Plaintel;3253.0;1331.0;40.92;1922.0;59.08;29.0;0.89;1.51;12.0;0.37;0.62;1881.0;57.82;97.87;19.77;79.48;0.75
22;Côtes-d'Armor;3.0;3ème circonscription;175.0;Plédéliac;1111.0;426.0;38.34;685.0;61.66;17.0;1.53;2.48;5.0;0.45;0.73;663.0;59.68;96.79;19.15;80.69;0.16
22;Côtes-d'Armor;3.0;3ème circonscription;183.0;Les Moulins;2595.0;1051.0;40.5;1544.0;59.5;20.0;0.77;1.3;9.0;0.35;0.58;1515.0;58.38;98.12;14.59;84.89;0.52
22;Côtes-d'Armor;3.0;3ème circonscription;184.0;Plémy;1200.0;481.0;40.08;719.0;59.92;7.0;0.58;0.97;4.0;0.33;0.56;708.0;59.0;98.47;12.57;87.01;0.42
22;Côtes-d'Armor;3.0;3ème circonscription;185.0;Plénée-Jugon;1784.0;718.0;40.25;1066.0;59.75;15.0;0.84;1.41;4.0;0.22;0.38;1047.0;58.69;98.22;17.57;82.14;0.29
22;Côtes-d'Armor;3.0;3ème circonscription;193.0;Plestan;1172.0;513.0;43.77;659.0;56.23;11.0;0.94;1.67;3.0;0.26;0.46;645.0;55.03;97.88;19.85;79.39;0.76
22;Côtes-d'Armor;3.0;3ème circonscription;203.0;Ploeuc-L'Hermitage;3044.0;1193.0;39.19;1851.0;60.81;14.0;0.46;0.76;9.0;0.3;0.49;1828.0;60.05;98.76;16.19;82.87;0.94
22;Côtes-d'Armor;3.0;3ème circonscription;219.0;Plouguenast;1353.0;486.0;35.92;867.0;64.08;6.0;0.44;0.69;8.0;0.59;0.92;853.0;63.05;98.39;12.54;86.64;0.82
22;Côtes-d'Armor;3.0;3ème circonscription;241.0;Plumieux;775.0;302.0;38.97;473.0;61.03;14.0;1.81;2.96;6.0;0.77;1.27;453.0;58.45;95.77;10.59;89.41;0.0
22;Côtes-d'Armor;3.0;3ème circonscription;244.0;Plussulien;360.0;94.0;26.11;266.0;73.89;0.0;0.0;0.0;3.0;0.83;1.13;263.0;73.06;98.87;15.21;84.79;0.0
22;Côtes-d'Armor;3.0;3ème circonscription;246.0;Pommeret;1534.0;708.0;46.15;826.0;53.85;12.0;0.78;1.45;4.0;0.26;0.48;810.0;52.8;98.06;17.15;81.73;1.12
22;Côtes-d'Armor;3.0;3ème circonscription;255.0;La Prénessaye;592.0;227.0;38.34;365.0;61.66;4.0;0.68;1.1;3.0;0.51;0.82;358.0;60.47;98.08;10.34;88.83;0.83
22;Côtes-d'Armor;3.0;3ème circonscription;258.0;Quessoy;2897.0;1290.0;44.53;1607.0;55.47;19.0;0.66;1.18;13.0;0.45;0.81;1575.0;54.37;98.01;16.51;82.67;0.82
22;Côtes-d'Armor;3.0;3ème circonscription;260.0;Le Quillio;336.0;101.0;30.06;235.0;69.94;0.0;0.0;0.0;2.0;0.6;0.85;233.0;69.35;99.15;8.59;90.98;0.43
22;Côtes-d'Armor;3.0;3ème circonscription;261.0;Quintenic;281.0;129.0;45.91;152.0;54.09;1.0;0.36;0.66;0.0;0.0;0.0;151.0;53.74;99.34;21.19;78.14;0.67
22;Côtes-d'Armor;3.0;3ème circonscription;262.0;Quintin;2034.0;750.0;36.87;1284.0;63.13;10.0;0.49;0.78;3.0;0.15;0.23;1271.0;62.49;98.99;17.55;81.74;0.71
22;Côtes-d'Armor;3.0;3ème circonscription;275.0;Saint-Barnabé;952.0;347.0;36.45;605.0;63.55;10.0;1.05;1.65;3.0;0.32;0.5;592.0;62.18;97.85;19.09;80.23;0.68
22;Côtes-d'Armor;3.0;3ème circonscription;276.0;Saint-Bihy;171.0;52.0;30.41;119.0;69.59;2.0;1.17;1.68;1.0;0.58;0.84;116.0;67.84;97.48;17.24;82.76;0.0
22;Côtes-d'Armor;3.0;3ème circonscription;277.0;Saint-Brandan;1668.0;606.0;36.33;1062.0;63.67;10.0;0.6;0.94;5.0;0.3;0.47;1047.0;62.77;98.59;15.95;83.47;0.58
22;Côtes-d'Armor;3.0;3ème circonscription;279.0;Saint-Caradec;851.0;360.0;42.3;491.0;57.7;0.0;0.0;0.0;4.0;0.47;0.81;487.0;57.23;99.19;18.88;80.28;0.84
22;Côtes-d'Armor;3.0;3ème circonscription;281.0;Saint-Carreuc;1100.0;483.0;43.91;617.0;56.09;10.0;0.91;1.62;5.0;0.45;0.81;602.0;54.73;97.57;23.42;76.09;0.49
22;Côtes-d'Armor;3.0;3ème circonscription;285.0;Saint-Connec;223.0;71.0;31.84;152.0;68.16;1.0;0.45;0.66;1.0;0.45;0.66;150.0;67.26;98.68;16.67;83.33;0.0
22;Côtes-d'Armor;3.0;3ème circonscription;288.0;Saint-Etienne-du-Gué-de-l'Isle;289.0;100.0;34.6;189.0;65.4;0.0;0.0;0.0;0.0;0.0;0.0;189.0;65.4;100.0;10.06;89.95;0.0
22;Côtes-d'Armor;3.0;3ème circonscription;291.0;Saint-Gildas;195.0;75.0;38.46;120.0;61.54;1.0;0.51;0.83;1.0;0.51;0.83;118.0;60.51;98.33;9.33;90.67;0.0
22;Côtes-d'Armor;3.0;3ème circonscription;295.0;Saint-Gilles-Vieux-Marché;255.0;82.0;32.16;173.0;67.84;0.0;0.0;0.0;0.0;0.0;0.0;173.0;67.84;100.0;19.08;80.92;0.0
22;Côtes-d'Armor;3.0;3ème circonscription;296.0;Saint-Glen;493.0;202.0;40.97;291.0;59.03;3.0;0.61;1.03;2.0;0.41;0.69;286.0;58.01;98.28;20.29;79.72;0.0
22;Côtes-d'Armor;3.0;3ème circonscription;300.0;Saint-Hervé;298.0;127.0;42.62;171.0;57.38;1.0;0.34;0.58;3.0;1.01;1.75;167.0;56.04;97.66;16.77;82.64;0.59
22;Côtes-d'Armor;3.0;3ème circonscription;309.0;Saint-Launeuc;165.0;68.0;41.21;97.0;58.79;0.0;0.0;0.0;0.0;0.0;0.0;97.0;58.79;100.0;13.4;84.53;2.07
22;Côtes-d'Armor;3.0;3ème circonscription;313.0;Saint-Martin-des-Prés;258.0;72.0;27.91;186.0;72.09;7.0;2.71;3.76;2.0;0.78;1.08;177.0;68.6;95.16;11.85;88.13;0.02
22;Côtes-d'Armor;3.0;3ème circonscription;314.0;Saint-Maudan;315.0;157.0;49.84;158.0;50.16;4.0;1.27;2.53;0.0;0.0;0.0;154.0;48.89;97.47;16.24;83.12;0.64
22;Côtes-d'Armor;3.0;3ème circonscription;316.0;Saint-Mayeux;321.0;90.0;28.04;231.0;71.96;4.0;1.25;1.73;1.0;0.31;0.43;226.0;70.4;97.84;15.48;83.62;0.9
22;Côtes-d'Armor;3.0;3ème circonscription;326.0;Saint-Rieul;363.0;154.0;42.42;209.0;57.58;3.0;0.83;1.44;3.0;0.83;1.44;203.0;55.92;97.13;14.78;84.24;0.98
22;Côtes-d'Armor;3.0;3ème circonscription;330.0;Saint-Thélo;326.0;140.0;42.94;186.0;57.06;8.0;2.45;4.3;0.0;0.0;0.0;178.0;54.6;95.7;6.74;92.69;0.57
22;Côtes-d'Armor;3.0;3ème circonscription;332.0;Saint-Trimoël;366.0;150.0;40.98;216.0;59.02;3.0;0.82;1.39;1.0;0.27;0.46;212.0;57.92;98.15;12.27;87.26;0.47
22;Côtes-d'Armor;3.0;3ème circonscription;333.0;Saint-Vran;561.0;254.0;45.28;307.0;54.72;3.0;0.53;0.98;0.0;0.0;0.0;304.0;54.19;99.02;14.8;85.19;0.01
22;Côtes-d'Armor;3.0;3ème circonscription;341.0;Tramain;514.0;197.0;38.33;317.0;61.67;6.0;1.17;1.89;2.0;0.39;0.63;309.0;60.12;97.48;22.01;76.7;1.29
22;Côtes-d'Armor;3.0;3ème circonscription;345.0;Trébry;600.0;231.0;38.5;369.0;61.5;8.0;1.33;2.17;2.0;0.33;0.54;359.0;59.83;97.29;22.84;76.61;0.55
22;Côtes-d'Armor;3.0;3ème circonscription;346.0;Trédaniel;695.0;246.0;35.4;449.0;64.6;1.0;0.14;0.22;0.0;0.0;0.0;448.0;64.46;99.78;18.31;81.48;0.21
22;Côtes-d'Armor;3.0;3ème circonscription;371.0;Trémorel;808.0;320.0;39.6;488.0;60.4;7.0;0.87;1.43;2.0;0.25;0.41;479.0;59.28;98.16;8.35;91.44;0.21
22;Côtes-d'Armor;3.0;3ème circonscription;376.0;Trévé;1121.0;439.0;39.16;682.0;60.84;8.0;0.71;1.17;3.0;0.27;0.44;671.0;59.86;98.39;14.16;85.4;0.44
22;Côtes-d'Armor;3.0;3ème circonscription;384.0;Uzel;749.0;276.0;36.85;473.0;63.15;3.0;0.4;0.63;1.0;0.13;0.21;469.0;62.62;99.15;15.99;83.79;0.22
22;Côtes-d'Armor;3.0;3ème circonscription;386.0;Le Vieux-Bourg;518.0;188.0;36.29;330.0;63.71;7.0;1.35;2.12;1.0;0.19;0.3;322.0;62.16;97.58;11.8;87.88;0.32
22;Côtes-d'Armor;4.0;4ème circonscription;4.0;Bégard;3663.0;1689.0;46.11;1974.0;53.89;27.0;0.74;1.37;16.0;0.44;0.81;1931.0;52.72;97.82;53.76;45.57;0.67
22;Côtes-d'Armor;4.0;4ème circonscription;5.0;Belle-Isle-en-Terre;747.0;246.0;32.93;501.0;67.07;9.0;1.2;1.8;0.0;0.0;0.0;492.0;65.86;98.2;58.95;40.25;0.8
22;Côtes-d'Armor;4.0;4ème circonscription;13.0;Bourbriac;1735.0;807.0;46.51;928.0;53.49;16.0;0.92;1.72;10.0;0.58;1.08;902.0;51.99;97.2;42.58;55.76;1.66
22;Côtes-d'Armor;4.0;4ème circonscription;19.0;Bringolo;339.0;147.0;43.36;192.0;56.64;1.0;0.29;0.52;1.0;0.29;0.52;190.0;56.05;98.96;35.79;64.2;0.01
22;Côtes-d'Armor;4.0;4ème circonscription;23.0;Bulat-Pestivien;311.0;122.0;39.23;189.0;60.77;3.0;0.96;1.59;0.0;0.0;0.0;186.0;59.81;98.41;46.24;51.62;2.14
22;Côtes-d'Armor;4.0;4ème circonscription;24.0;Calanhel;185.0;73.0;39.46;112.0;60.54;3.0;1.62;2.68;2.0;1.08;1.79;107.0;57.84;95.54;44.86;54.2;0.94
22;Côtes-d'Armor;4.0;4ème circonscription;25.0;Callac;1597.0;616.0;38.57;981.0;61.43;11.0;0.69;1.12;7.0;0.44;0.71;963.0;60.3;98.17;40.29;58.36;1.35
22;Côtes-d'Armor;4.0;4ème circonscription;29.0;Canihuel;283.0;114.0;40.28;169.0;59.72;1.0;0.35;0.59;1.0;0.35;0.59;167.0;59.01;98.82;28.74;70.66;0.6
22;Côtes-d'Armor;4.0;4ème circonscription;31.0;Carnoët;529.0;206.0;38.94;323.0;61.06;5.0;0.95;1.55;3.0;0.57;0.93;315.0;59.55;97.52;35.23;63.49;1.28
22;Côtes-d'Armor;4.0;4ème circonscription;37.0;La Chapelle-Neuve;322.0;140.0;43.48;182.0;56.52;1.0;0.31;0.55;0.0;0.0;0.0;181.0;56.21;99.45;46.39;53.04;0.57
22;Côtes-d'Armor;4.0;4ème circonscription;40.0;Coadout;436.0;179.0;41.06;257.0;58.94;2.0;0.46;0.78;1.0;0.23;0.39;254.0;58.26;98.83;52.35;47.63;0.02
22;Côtes-d'Armor;4.0;4ème circonscription;52.0;Duault;265.0;86.0;32.45;179.0;67.55;2.0;0.75;1.12;2.0;0.75;1.12;175.0;66.04;97.77;40.0;58.29;1.71
22;Côtes-d'Armor;4.0;4ème circonscription;57.0;Le Faouët;269.0;106.0;39.41;163.0;60.59;5.0;1.86;3.07;0.0;0.0;0.0;158.0;58.74;96.93;35.45;63.91;0.64
22;Côtes-d'Armor;4.0;4ème circonscription;61.0;Glomel;1096.0;506.0;46.17;590.0;53.83;7.0;0.64;1.19;7.0;0.64;1.19;576.0;52.55;97.63;46.88;52.25;0.87
22;Côtes-d'Armor;4.0;4ème circonscription;63.0;Gommenec'h;437.0;225.0;51.49;212.0;48.51;5.0;1.14;2.36;0.0;0.0;0.0;207.0;47.37;97.64;42.51;57.01;0.48
22;Côtes-d'Armor;4.0;4ème circonscription;64.0;Gouarec;506.0;206.0;40.71;300.0;59.29;5.0;0.99;1.67;2.0;0.4;0.67;293.0;57.91;97.67;39.25;58.7;2.05
22;Côtes-d'Armor;4.0;4ème circonscription;65.0;Goudelin;1309.0;505.0;38.58;804.0;61.42;12.0;0.92;1.49;11.0;0.84;1.37;781.0;59.66;97.14;31.37;68.38;0.25
22;Côtes-d'Armor;4.0;4ème circonscription;67.0;Grâces;2003.0;890.0;44.43;1113.0;55.57;18.0;0.9;1.62;6.0;0.3;0.54;1089.0;54.37;97.84;39.47;59.88;0.65
22;Côtes-d'Armor;4.0;4ème circonscription;70.0;Guingamp;4226.0;1931.0;45.69;2295.0;54.31;26.0;0.62;1.13;10.0;0.24;0.44;2259.0;53.45;98.43;44.63;54.79;0.58
22;Côtes-d'Armor;4.0;4ème circonscription;72.0;Gurunhuel;330.0;146.0;44.24;184.0;55.76;4.0;1.21;2.17;2.0;0.61;1.09;178.0;53.94;96.74;55.61;43.82;0.57
22;Côtes-d'Armor;4.0;4ème circonscription;87.0;Kergrist-Moëlou;467.0;231.0;49.46;236.0;50.54;2.0;0.43;0.85;0.0;0.0;0.0;234.0;50.11;99.15;55.55;44.02;0.43
22;Côtes-d'Armor;4.0;4ème circonscription;88.0;Kerien;188.0;64.0;34.04;124.0;65.96;3.0;1.6;2.42;0.0;0.0;0.0;121.0;64.36;97.58;38.84;61.16;0.0
22;Côtes-d'Armor;4.0;4ème circonscription;91.0;Kermoroc'h;314.0;162.0;51.59;152.0;48.41;2.0;0.64;1.32;0.0;0.0;0.0;150.0;47.77;98.68;45.33;54.66;0.01
22;Côtes-d'Armor;4.0;4ème circonscription;92.0;Kerpert;235.0;105.0;44.68;130.0;55.32;0.0;0.0;0.0;0.0;0.0;0.0;130.0;55.32;100.0;43.07;56.16;0.77
22;Côtes-d'Armor;4.0;4ème circonscription;95.0;Landebaëron;157.0;50.0;31.85;107.0;68.15;2.0;1.27;1.87;0.0;0.0;0.0;105.0;66.88;98.13;47.62;52.38;0.0
22;Côtes-d'Armor;4.0;4ème circonscription;107.0;Bon Repos sur Blavet;982.0;383.0;39.0;599.0;61.0;13.0;1.32;2.17;3.0;0.31;0.5;583.0;59.37;97.33;50.77;47.52;1.71
22;Côtes-d'Armor;4.0;4ème circonscription;112.0;Lannebert;347.0;156.0;44.96;191.0;55.04;3.0;0.86;1.57;1.0;0.29;0.52;187.0;53.89;97.91;42.24;56.68;1.08
22;Côtes-d'Armor;4.0;4ème circonscription;115.0;Lanrivain;347.0;129.0;37.18;218.0;62.82;3.0;0.86;1.38;2.0;0.58;0.92;213.0;61.38;97.71;48.37;51.64;0.0
22;Côtes-d'Armor;4.0;4ème circonscription;116.0;Lanrodec;882.0;394.0;44.67;488.0;55.33;14.0;1.59;2.87;3.0;0.34;0.61;471.0;53.4;96.52;41.83;58.18;0.0
22;Côtes-d'Armor;4.0;4ème circonscription;119.0;Lanvellec;488.0;189.0;38.73;299.0;61.27;4.0;0.82;1.34;0.0;0.0;0.0;295.0;60.45;98.66;52.9;45.42;1.68
22;Côtes-d'Armor;4.0;4ème circonscription;121.0;Lanvollon;1252.0;533.0;42.57;719.0;57.43;9.0;0.72;1.25;15.0;1.2;2.09;695.0;55.51;96.66;32.09;67.05;0.86
22;Côtes-d'Armor;4.0;4ème circonscription;124.0;Lescouët-Gouarec;141.0;65.0;46.1;76.0;53.9;0.0;0.0;0.0;0.0;0.0;0.0;76.0;53.9;100.0;63.16;35.53;1.31
22;Côtes-d'Armor;4.0;4ème circonscription;128.0;Locarn;289.0;100.0;34.6;189.0;65.4;3.0;1.04;1.59;0.0;0.0;0.0;186.0;64.36;98.41;40.33;59.68;0.0
22;Côtes-d'Armor;4.0;4ème circonscription;129.0;Loc-Envel;74.0;31.0;41.89;43.0;58.11;0.0;0.0;0.0;0.0;0.0;0.0;43.0;58.11;100.0;83.71;16.29;0.0
22;Côtes-d'Armor;4.0;4ème circonscription;131.0;Loguivy-Plougras;717.0;282.0;39.33;435.0;60.67;6.0;0.84;1.38;5.0;0.7;1.15;424.0;59.14;97.47;41.04;58.49;0.47
22;Côtes-d'Armor;4.0;4ème circonscription;132.0;Lohuec;211.0;94.0;44.55;117.0;55.45;0.0;0.0;0.0;2.0;0.95;1.71;115.0;54.5;98.29;36.53;63.48;0.0
22;Côtes-d'Armor;4.0;4ème circonscription;135.0;Louargat;1732.0;759.0;43.82;973.0;56.18;18.0;1.04;1.85;10.0;0.58;1.03;945.0;54.56;97.12;50.91;48.35;0.74
22;Côtes-d'Armor;4.0;4ème circonscription;137.0;Maël-Carhaix;1039.0;422.0;40.62;617.0;59.38;9.0;0.87;1.46;6.0;0.58;0.97;602.0;57.94;97.57;49.84;49.83;0.33
22;Côtes-d'Armor;4.0;4ème circonscription;138.0;Maël-Pestivien;274.0;120.0;43.8;154.0;56.2;5.0;1.82;3.25;3.0;1.09;1.95;146.0;53.28;94.81;47.26;51.35;1.39
22;Côtes-d'Armor;4.0;4ème circonscription;139.0;Magoar;78.0;23.0;29.49;55.0;70.51;0.0;0.0;0.0;3.0;3.85;5.45;52.0;66.67;94.55;44.23;51.92;3.85
22;Côtes-d'Armor;4.0;4ème circonscription;146.0;Mellionnec;321.0;125.0;38.94;196.0;61.06;6.0;1.87;3.06;3.0;0.93;1.53;187.0;58.26;95.41;59.36;39.56;1.08
22;Côtes-d'Armor;4.0;4ème circonscription;150.0;Le Merzer;735.0;308.0;41.9;427.0;58.1;6.0;0.82;1.41;6.0;0.82;1.41;415.0;56.46;97.19;37.11;62.42;0.47
22;Côtes-d'Armor;4.0;4ème circonscription;156.0;Moustéru;469.0;172.0;36.67;297.0;63.33;2.0;0.43;0.67;0.0;0.0;0.0;295.0;62.9;99.33;53.22;46.78;0.0
22;Côtes-d'Armor;4.0;4ème circonscription;157.0;Le Moustoir;478.0;229.0;47.91;249.0;52.09;9.0;1.88;3.61;4.0;0.84;1.61;236.0;49.37;94.78;34.32;65.26;0.42
22;Côtes-d'Armor;4.0;4ème circonscription;161.0;Pabu;2057.0;812.0;39.47;1245.0;60.53;20.0;0.97;1.61;12.0;0.58;0.96;1213.0;58.97;97.43;39.01;60.59;0.4
22;Côtes-d'Armor;4.0;4ème circonscription;163.0;Paule;510.0;236.0;46.27;274.0;53.73;6.0;1.18;2.19;3.0;0.59;1.09;265.0;51.96;96.72;43.78;55.09;1.13
22;Côtes-d'Armor;4.0;4ème circonscription;164.0;Pédernec;1367.0;603.0;44.11;764.0;55.89;13.0;0.95;1.7;7.0;0.51;0.92;744.0;54.43;97.38;49.19;50.27;0.54
22;Côtes-d'Armor;4.0;4ème circonscription;169.0;Peumerit-Quintin;111.0;37.0;33.33;74.0;66.67;0.0;0.0;0.0;1.0;0.9;1.35;73.0;65.77;98.65;56.17;42.47;1.36
22;Côtes-d'Armor;4.0;4ème circonscription;177.0;Pléguien;954.0;350.0;36.69;604.0;63.31;8.0;0.84;1.32;4.0;0.42;0.66;592.0;62.05;98.01;38.68;60.81;0.51
22;Côtes-d'Armor;4.0;4ème circonscription;181.0;Plélauff;526.0;225.0;42.78;301.0;57.22;5.0;0.95;1.66;0.0;0.0;0.0;296.0;56.27;98.34;55.07;44.59;0.34
22;Côtes-d'Armor;4.0;4ème circonscription;189.0;Plésidy;441.0;202.0;45.8;239.0;54.2;4.0;0.91;1.67;1.0;0.23;0.42;234.0;53.06;97.91;38.45;61.1;0.45
22;Côtes-d'Armor;4.0;4ème circonscription;194.0;Plestin-les-Grèves;2953.0;1112.0;37.66;1841.0;62.34;17.0;0.58;0.92;15.0;0.51;0.81;1809.0;61.26;98.26;40.9;58.44;0.66
22;Côtes-d'Armor;4.0;4ème circonscription;202.0;Plévin;557.0;245.0;43.99;312.0;56.01;11.0;1.97;3.53;5.0;0.9;1.6;296.0;53.14;94.87;40.19;59.12;0.69
22;Côtes-d'Armor;4.0;4ème circonscription;206.0;Plouagat;1958.0;830.0;42.39;1128.0;57.61;26.0;1.33;2.3;7.0;0.36;0.62;1095.0;55.92;97.07;38.8;60.37;0.83
22;Côtes-d'Armor;4.0;4ème circonscription;207.0;Plouaret;1687.0;658.0;39.0;1029.0;61.0;25.0;1.48;2.43;7.0;0.41;0.68;997.0;59.1;96.89;45.63;53.85;0.52
22;Côtes-d'Armor;4.0;4ème circonscription;216.0;Plougonver;546.0;211.0;38.64;335.0;61.36;3.0;0.55;0.9;3.0;0.55;0.9;329.0;60.26;98.21;61.1;38.6;0.3
22;Côtes-d'Armor;4.0;4ème circonscription;217.0;Plougras;356.0;164.0;46.07;192.0;53.93;7.0;1.97;3.65;4.0;1.12;2.08;181.0;50.84;94.27;53.03;46.96;0.01
22;Côtes-d'Armor;4.0;4ème circonscription;220.0;Plouguernével;1297.0;477.0;36.78;820.0;63.22;9.0;0.69;1.1;3.0;0.23;0.37;808.0;62.3;98.54;56.19;43.2;0.61
22;Côtes-d'Armor;4.0;4ème circonscription;223.0;Plouisy;1403.0;569.0;40.56;834.0;59.44;19.0;1.35;2.28;9.0;0.64;1.08;806.0;57.45;96.64;42.43;57.19;0.38
22;Côtes-d'Armor;4.0;4ème circonscription;225.0;Ploumagoar;3905.0;1632.0;41.79;2273.0;58.21;29.0;0.74;1.28;22.0;0.56;0.97;2222.0;56.9;97.76;43.45;56.53;0.02
