Code département;Libellé département;Code de la circonscription;Libellé de la circonscription;Code de la commune;Libellé commune;Inscrits;Abstentions;% Abs/Ins;Votants;% Vot/Ins;Blancs;% Blancs/Ins;% Blancs/Vot;Nuls;% Nuls/Ins;% Nuls/Vot;Exprimés;% Exp/Ins;% Exp/Vot;Score_Gauche;Score_Droite;Score_Divers
22;Côtes-d'Armor;04;4ème circonscription;321;Saint-Nicolas-du-Pélem;1244.0;600.0;48.23;644.0;51.77;13.0;1.05;2.02;0.0;0.0;0.0;631.0;50.72;97.98;49.92;49.6;0.48
22;Côtes-d'Armor;04;4ème circonscription;322;Saint-Péver;312.0;139.0;44.55;173.0;55.45;1.0;0.32;0.58;0.0;0.0;0.0;172.0;55.13;99.42;33.13;66.28;0.59
22;Côtes-d'Armor;04;4ème circonscription;328;Saint-Servais;294.0;99.0;33.67;195.0;66.33;2.0;0.68;1.03;2.0;0.68;1.03;191.0;64.97;97.95;54.45;45.01;0.54
22;Côtes-d'Armor;04;4ème circonscription;331;Sainte-Tréphine;135.0;61.0;45.19;74.0;54.81;0.0;0.0;0.0;2.0;1.48;2.7;72.0;53.33;97.3;27.78;72.22;0.0
22;Côtes-d'Armor;04;4ème circonscription;334;Saint-Igeaux;107.0;33.0;30.84;74.0;69.16;0.0;0.0;0.0;1.0;0.93;1.35;73.0;68.22;98.65;58.91;41.1;0.0
22;Côtes-d'Armor;04;4ème circonscription;335;Senven-Léhart;178.0;97.0;54.49;81.0;45.51;0.0;0.0;0.0;0.0;0.0;0.0;81.0;45.51;100.0;19.76;75.31;4.93
22;Côtes-d'Armor;04;4ème circonscription;338;Squiffiec;642.0;320.0;49.84;322.0;50.16;3.0;0.47;0.93;2.0;0.31;0.62;317.0;49.38;98.45;36.92;62.15;0.93
22;Côtes-d'Armor;04;4ème circonscription;340;Tonquédec;991.0;456.0;46.01;535.0;53.99;6.0;0.61;1.12;2.0;0.2;0.37;527.0;53.18;98.5;47.26;51.43;1.31
22;Côtes-d'Armor;04;4ème circonscription;344;Trébrivan;551.0;246.0;44.65;305.0;55.35;2.0;0.36;0.66;1.0;0.18;0.33;302.0;54.81;99.02;60.61;38.08;1.31
22;Côtes-d'Armor;04;4ème circonscription;349;Trédrez-Locquémeau;1303.0;505.0;38.76;798.0;61.24;12.0;0.92;1.5;9.0;0.69;1.13;777.0;59.63;97.37;52.5;47.36;0.14
22;Côtes-d'Armor;04;4ème circonscription;350;Tréduder;194.0;47.0;24.23;147.0;75.77;5.0;2.58;3.4;0.0;0.0;0.0;142.0;73.2;96.6;49.3;49.99;0.71
22;Côtes-d'Armor;04;4ème circonscription;351;Treffrin;439.0;193.0;43.96;246.0;56.04;5.0;1.14;2.03;0.0;0.0;0.0;241.0;54.9;97.97;53.11;45.63;1.26
22;Côtes-d'Armor;04;4ème circonscription;354;Tréglamus;773.0;411.0;53.17;362.0;46.83;7.0;0.91;1.93;6.0;0.78;1.66;349.0;45.15;96.41;44.98;53.29;1.73
22;Côtes-d'Armor;04;4ème circonscription;358;Trégonneau;405.0;184.0;45.43;221.0;54.57;6.0;1.48;2.71;0.0;0.0;0.0;215.0;53.09;97.29;51.63;46.99;1.38
22;Côtes-d'Armor;04;4ème circonscription;359;Trégrom;325.0;129.0;39.69;196.0;60.31;1.0;0.31;0.51;2.0;0.62;1.02;193.0;59.38;98.47;51.31;48.71;0.0
22;Côtes-d'Armor;04;4ème circonscription;361;Tréguidel;533.0;220.0;41.28;313.0;58.72;9.0;1.69;2.88;2.0;0.38;0.64;302.0;56.66;96.49;37.75;61.59;0.66
22;Côtes-d'Armor;04;4ème circonscription;365;Trémargat;156.0;46.0;29.49;110.0;70.51;1.0;0.64;0.91;0.0;0.0;0.0;109.0;69.87;99.09;91.74;8.26;0.0
22;Côtes-d'Armor;04;4ème circonscription;366;Trémel;329.0;151.0;45.9;178.0;54.1;5.0;1.52;2.81;3.0;0.91;1.69;170.0;51.67;95.51;36.48;61.77;1.75
22;Côtes-d'Armor;04;4ème circonscription;370;Tréméven;303.0;137.0;45.21;166.0;54.79;5.0;1.65;3.01;2.0;0.66;1.2;159.0;52.48;95.78;35.22;63.52;1.26
22;Côtes-d'Armor;04;4ème circonscription;373;Tréogan;74.0;25.0;33.78;49.0;66.22;2.0;2.7;4.08;0.0;0.0;0.0;47.0;63.51;95.92;34.05;63.83;2.12
22;Côtes-d'Armor;04;4ème circonscription;375;Tressignaux;545.0;232.0;42.57;313.0;57.43;5.0;0.92;1.6;0.0;0.0;0.0;308.0;56.51;98.4;47.72;51.63;0.65
22;Côtes-d'Armor;04;4ème circonscription;378;Trévérec;188.0;87.0;46.28;101.0;53.72;2.0;1.06;1.98;2.0;1.06;1.98;97.0;51.6;96.04;38.14;61.85;0.01
22;Côtes-d'Armor;04;4ème circonscription;387;Le Vieux-Marché;1051.0;444.0;42.25;607.0;57.75;4.0;0.38;0.66;7.0;0.67;1.15;596.0;56.71;98.19;48.33;51.17;0.5
22;Côtes-d'Armor;05;5ème circonscription;006;Berhet;162.0;65.0;40.12;97.0;59.88;2.0;1.23;2.06;3.0;1.85;3.09;92.0;56.79;94.85;44.57;53.26;2.17
22;Côtes-d'Armor;05;5ème circonscription;016;Ile-de-Bréhat;503.0;165.0;32.8;338.0;67.2;1.0;0.2;0.3;5.0;0.99;1.48;332.0;66.0;98.22;23.8;75.9;0.3
22;Côtes-d'Armor;05;5ème circonscription;018;Brélidy;257.0;105.0;40.86;152.0;59.14;1.0;0.39;0.66;1.0;0.39;0.66;150.0;58.37;98.68;58.67;40.67;0.66
22;Côtes-d'Armor;05;5ème circonscription;028;Camlez;656.0;299.0;45.58;357.0;54.42;8.0;1.22;2.24;1.0;0.15;0.28;348.0;53.05;97.48;37.92;61.2;0.88
22;Côtes-d'Armor;05;5ème circonscription;030;Caouënnec-Lanvézéac;667.0;323.0;48.43;344.0;51.57;10.0;1.5;2.91;3.0;0.45;0.87;331.0;49.63;96.22;50.45;48.95;0.6
22;Côtes-d'Armor;05;5ème circonscription;034;Cavan;1210.0;496.0;40.99;714.0;59.01;11.0;0.91;1.54;6.0;0.5;0.84;697.0;57.6;97.62;50.36;49.34;0.3
22;Côtes-d'Armor;05;5ème circonscription;041;Coatascorn;205.0;76.0;37.07;129.0;62.93;0.0;0.0;0.0;1.0;0.49;0.78;128.0;62.44;99.22;54.68;44.53;0.79
22;Côtes-d'Armor;05;5ème circonscription;042;Coatréven;381.0;173.0;45.41;208.0;54.59;6.0;1.57;2.88;2.0;0.52;0.96;200.0;52.49;96.15;36.0;64.0;0.0
22;Côtes-d'Armor;05;5ème circonscription;055;Binic - Etables-sur-Mer;6465.0;2760.0;42.69;3705.0;57.31;72.0;1.11;1.94;25.0;0.39;0.67;3608.0;55.81;97.38;37.23;61.19;1.58
22;Côtes-d'Armor;05;5ème circonscription;085;Kerbors;256.0;105.0;41.02;151.0;58.98;3.0;1.17;1.99;1.0;0.39;0.66;147.0;57.42;97.35;38.77;60.54;0.69
