Code département;Libellé département;Code de la circonscription;Libellé de la circonscription;Code de la commune;Libellé commune;Inscrits;Abstentions;% Abs/Ins;Votants;% Vot/Ins;Blancs;% Blancs/Ins;% Blancs/Vot;Nuls;% Nuls/Ins;% Nuls/Vot;Exprimés;% Exp/Ins;% Exp/Vot;Score_Gauche;Score_Droite;Score_Divers
29;Finistère;04;4ème circonscription;014;Botsorhel;385.0;170.0;44.16;215.0;55.84;1.0;0.26;0.47;6.0;1.56;2.79;208.0;54.03;96.74;35.09;64.9;0.01
29;Finistère;04;4ème circonscription;023;Carantec;2982.0;1082.0;36.28;1900.0;63.72;29.0;0.97;1.53;3.0;0.1;0.16;1868.0;62.64;98.32;23.98;75.91;0.11
29;Finistère;04;4ème circonscription;030;Cléder;3238.0;1757.0;54.26;1481.0;45.74;20.0;0.62;1.35;6.0;0.19;0.41;1455.0;44.94;98.24;24.61;75.4;0.0
29;Finistère;04;4ème circonscription;034;Le Cloître-Saint-Thégonnec;475.0;213.0;44.84;262.0;55.16;6.0;1.26;2.29;1.0;0.21;0.38;255.0;53.68;97.33;46.67;53.34;0.0
29;Finistère;04;4ème circonscription;038;Commana;828.0;378.0;45.65;450.0;54.35;8.0;0.97;1.78;2.0;0.24;0.44;440.0;53.14;97.78;42.95;57.04;0.01
29;Finistère;04;4ème circonscription;059;Garlan;789.0;365.0;46.26;424.0;53.74;9.0;1.14;2.12;1.0;0.13;0.24;414.0;52.47;97.64;42.76;57.25;0.0
29;Finistère;04;4ème circonscription;067;Guerlesquin;1050.0;514.0;48.95;536.0;51.05;9.0;0.86;1.68;3.0;0.29;0.56;524.0;49.9;97.76;32.25;67.75;0.0
29;Finistère;04;4ème circonscription;068;Guiclan;1765.0;910.0;51.56;855.0;48.44;18.0;1.02;2.11;4.0;0.23;0.47;833.0;47.2;97.43;29.05;70.83;0.12
29;Finistère;04;4ème circonscription;073;Guimaëc;801.0;318.0;39.7;483.0;60.3;9.0;1.12;1.86;0.0;0.0;0.0;474.0;59.18;98.14;47.47;52.52;0.01
29;Finistère;04;4ème circonscription;079;Henvic;1055.0;490.0;46.45;565.0;53.55;3.0;0.28;0.53;3.0;0.28;0.53;559.0;52.99;98.94;31.67;68.34;0.0
29;Finistère;04;4ème circonscription;082;Ile-de-Batz;467.0;164.0;35.12;303.0;64.88;2.0;0.43;0.66;1.0;0.21;0.33;300.0;64.24;99.01;23.34;76.68;0.0
29;Finistère;04;4ème circonscription;113;Lanmeur;1770.0;822.0;46.44;948.0;53.56;18.0;1.02;1.9;1.0;0.06;0.11;929.0;52.49;98.0;40.15;59.86;0.0
29;Finistère;04;4ème circonscription;114;Lannéanou;264.0;117.0;44.32;147.0;55.68;3.0;1.14;2.04;0.0;0.0;0.0;144.0;54.55;97.96;43.75;56.25;0.0
29;Finistère;04;4ème circonscription;116;Lanneuffret;107.0;42.0;39.25;65.0;60.75;2.0;1.87;3.08;0.0;0.0;0.0;63.0;58.88;96.92;28.56;71.43;0.01
29;Finistère;04;4ème circonscription;128;Loc-Eguiner;259.0;104.0;40.15;155.0;59.85;1.0;0.39;0.65;0.0;0.0;0.0;154.0;59.46;99.35;18.18;81.83;0.0
29;Finistère;04;4ème circonscription;131;Locmélar;367.0;155.0;42.23;212.0;57.77;8.0;2.18;3.77;0.0;0.0;0.0;204.0;55.59;96.23;31.86;68.13;0.01
29;Finistère;04;4ème circonscription;132;Locquénolé;670.0;237.0;35.37;433.0;64.63;6.0;0.9;1.39;2.0;0.3;0.46;425.0;63.43;98.15;42.58;57.42;0.0
29;Finistère;04;4ème circonscription;133;Locquirec;1481.0;594.0;40.11;887.0;59.89;16.0;1.08;1.8;2.0;0.14;0.23;869.0;58.68;97.97;32.11;67.9;0.0
29;Finistère;04;4ème circonscription;144;La Martyre;576.0;287.0;49.83;289.0;50.17;4.0;0.69;1.38;0.0;0.0;0.0;285.0;49.48;98.62;35.08;64.91;0.01
29;Finistère;04;4ème circonscription;148;Mespaul;740.0;350.0;47.3;390.0;52.7;6.0;0.81;1.54;4.0;0.54;1.03;380.0;51.35;97.44;20.53;79.47;0.0
29;Finistère;04;4ème circonscription;151;Morlaix;10466.0;5060.0;48.35;5406.0;51.65;67.0;0.64;1.24;35.0;0.33;0.65;5304.0;50.68;98.11;44.02;55.5;0.48
29;Finistère;04;4ème circonscription;163;Pleyber-Christ;2427.0;1161.0;47.84;1266.0;52.16;18.0;0.74;1.42;4.0;0.16;0.32;1244.0;51.26;98.26;39.63;60.29;0.08
29;Finistère;04;4ème circonscription;180;Ploudiry;667.0;294.0;44.08;373.0;55.92;8.0;1.2;2.14;2.0;0.3;0.54;363.0;54.42;97.32;29.75;70.24;0.01
29;Finistère;04;4ème circonscription;182;Plouégat-Guérand;838.0;402.0;47.97;436.0;52.03;9.0;1.07;2.06;0.0;0.0;0.0;427.0;50.95;97.94;47.07;52.93;0.0
29;Finistère;04;4ème circonscription;183;Plouégat-Moysan;580.0;272.0;46.9;308.0;53.1;8.0;1.38;2.6;0.0;0.0;0.0;300.0;51.72;97.4;38.33;61.67;0.0
29;Finistère;04;4ème circonscription;184;Plouénan;2073.0;1103.0;53.21;970.0;46.79;24.0;1.16;2.47;3.0;0.14;0.31;943.0;45.49;97.22;25.34;74.65;0.01
29;Finistère;04;4ème circonscription;186;Plouézoc'h;1428.0;552.0;38.66;876.0;61.34;16.0;1.12;1.83;1.0;0.07;0.11;859.0;60.15;98.06;41.68;58.21;0.11
29;Finistère;04;4ème circonscription;188;Plougasnou;2902.0;1074.0;37.01;1828.0;62.99;27.0;0.93;1.48;9.0;0.31;0.49;1792.0;61.75;98.03;35.43;64.56;0.01
29;Finistère;04;4ème circonscription;191;Plougonven;2674.0;1282.0;47.94;1392.0;52.06;21.0;0.79;1.51;12.0;0.45;0.86;1359.0;50.82;97.63;42.02;57.98;0.0
29;Finistère;04;4ème circonscription;192;Plougoulm;1357.0;646.0;47.61;711.0;52.39;7.0;0.52;0.98;3.0;0.22;0.42;701.0;51.66;98.59;29.25;70.75;0.0
29;Finistère;04;4ème circonscription;199;Plouigneau;3935.0;1911.0;48.56;2024.0;51.44;25.0;0.64;1.24;20.0;0.51;0.99;1979.0;50.29;97.78;36.84;63.15;0.01
29;Finistère;04;4ème circonscription;202;Plounéour-Ménez;1014.0;440.0;43.39;574.0;56.61;14.0;1.38;2.44;4.0;0.39;0.7;556.0;54.83;96.86;48.92;51.1;0.0
29;Finistère;04;4ème circonscription;207;Plourin-lès-Morlaix;3410.0;1541.0;45.19;1869.0;54.81;41.0;1.2;2.19;6.0;0.18;0.32;1822.0;53.43;97.49;38.21;61.8;0.0
29;Finistère;04;4ème circonscription;210;Plouvorn;2237.0;1183.0;52.88;1054.0;47.12;17.0;0.76;1.61;8.0;0.36;0.76;1029.0;46.0;97.63;21.87;78.13;0.0
29;Finistère;04;4ème circonscription;213;Plouzévédé;1365.0;669.0;49.01;696.0;50.99;6.0;0.44;0.86;4.0;0.29;0.57;686.0;50.26;98.56;18.81;81.21;0.0
29;Finistère;04;4ème circonscription;237;La Roche-Maurice;1432.0;613.0;42.81;819.0;57.19;19.0;1.33;2.32;10.0;0.7;1.22;790.0;55.17;96.46;39.37;60.64;0.0
29;Finistère;04;4ème circonscription;239;Roscoff;2898.0;1274.0;43.96;1624.0;56.04;21.0;0.72;1.29;7.0;0.24;0.43;1596.0;55.07;98.28;23.62;76.37;0.01
29;Finistère;04;4ème circonscription;251;Saint-Jean-du-Doigt;587.0;213.0;36.29;374.0;63.71;7.0;1.19;1.87;0.0;0.0;0.0;367.0;62.52;98.13;50.41;49.58;0.01
29;Finistère;04;4ème circonscription;254;Saint-Martin-des-Champs;3515.0;1628.0;46.32;1887.0;53.68;22.0;0.63;1.17;8.0;0.23;0.42;1857.0;52.83;98.41;37.54;62.36;0.1
29;Finistère;04;4ème circonscription;259;Saint-Pol-de-Léon;5295.0;2575.0;48.63;2720.0;51.37;27.0;0.51;0.99;8.0;0.15;0.29;2685.0;50.71;98.71;25.92;74.09;0.0
29;Finistère;04;4ème circonscription;262;Saint-Sauveur;593.0;321.0;54.13;272.0;45.87;4.0;0.67;1.47;1.0;0.17;0.37;267.0;45.03;98.16;30.71;69.3;0.0
29;Finistère;04;4ème circonscription;265;Sainte-Sève;808.0;339.0;41.96;469.0;58.04;0.0;0.0;0.0;6.0;0.74;1.28;463.0;57.3;98.72;36.07;63.94;0.0
29;Finistère;04;4ème circonscription;266;Saint-Thégonnec Loc-Eguiner;2391.0;1270.0;53.12;1121.0;46.88;18.0;0.75;1.61;6.0;0.25;0.54;1097.0;45.88;97.86;30.27;69.73;0.0
29;Finistère;04;4ème circonscription;271;Saint-Vougay;700.0;285.0;40.71;415.0;59.29;6.0;0.86;1.45;7.0;1.0;1.69;402.0;57.43;96.87;14.93;84.84;0.23
29;Finistère;04;4ème circonscription;273;Santec;2118.0;1020.0;48.16;1098.0;51.84;17.0;0.8;1.55;4.0;0.19;0.36;1077.0;50.85;98.09;29.9;70.11;0.0
29;Finistère;04;4ème circonscription;276;Sibiril;991.0;466.0;47.02;525.0;52.98;6.0;0.61;1.14;6.0;0.61;1.14;513.0;51.77;97.71;29.04;70.95;0.01
29;Finistère;04;4ème circonscription;277;Sizun;1706.0;747.0;43.79;959.0;56.21;12.0;0.7;1.25;5.0;0.29;0.52;942.0;55.22;98.23;33.23;66.78;0.0
29;Finistère;04;4ème circonscription;279;Taulé;2205.0;1061.0;48.12;1144.0;51.88;23.0;1.04;2.01;7.0;0.32;0.61;1114.0;50.52;97.38;30.17;69.84;0.0
29;Finistère;04;4ème circonscription;285;Tréflaouénan;366.0;184.0;50.27;182.0;49.73;2.0;0.55;1.1;1.0;0.27;0.55;179.0;48.91;98.35;34.64;65.37;0.0
29;Finistère;04;4ème circonscription;286;Tréflévénez;204.0;97.0;47.55;107.0;52.45;3.0;1.47;2.8;0.0;0.0;0.0;104.0;50.98;97.2;37.5;62.5;0.0
29;Finistère;04;4ème circonscription;294;Le Tréhou;504.0;259.0;51.39;245.0;48.61;5.0;0.99;2.04;1.0;0.2;0.41;239.0;47.42;97.55;34.73;65.29;0.0
29;Finistère;04;4ème circonscription;301;Trézilidé;260.0;119.0;45.77;141.0;54.23;4.0;1.54;2.84;2.0;0.77;1.42;135.0;51.92;95.74;19.25;80.73;0.02
29;Finistère;05;5ème circonscription;010;Bodilis;1063.0;505.0;47.51;558.0;52.49;12.0;1.13;2.15;6.0;0.56;1.08;540.0;50.8;96.77;18.89;81.13;0.0
29;Finistère;05;5ème circonscription;021;Plounéour-Brignogan-Plages;1828.0;773.0;42.29;1055.0;57.71;14.0;0.77;1.33;5.0;0.27;0.47;1036.0;56.67;98.2;29.92;70.07;0.01
29;Finistère;05;5ème circonscription;045;Dirinon;1835.0;761.0;41.47;1074.0;58.53;24.0;1.31;2.23;8.0;0.44;0.74;1042.0;56.78;97.02;32.24;67.76;0.0
29;Finistère;05;5ème circonscription;055;Le Folgoët;2534.0;1167.0;46.05;1367.0;53.95;22.0;0.87;1.61;8.0;0.32;0.59;1337.0;52.76;97.81;26.33;73.68;0.0
29;Finistère;05;5ème circonscription;056;La Forest-Landerneau;1544.0;629.0;40.74;915.0;59.26;11.0;0.71;1.2;1.0;0.06;0.11;903.0;58.48;98.69;36.98;63.01;0.01
29;Finistère;05;5ème circonscription;064;Goulven;366.0;155.0;42.35;211.0;57.65;2.0;0.55;0.95;0.0;0.0;0.0;209.0;57.1;99.05;27.75;72.25;0.0
29;Finistère;05;5ème circonscription;074;Guimiliau;785.0;443.0;56.43;342.0;43.57;8.0;1.02;2.34;1.0;0.13;0.29;333.0;42.42;97.37;33.33;66.66;0.01
29;Finistère;05;5ème circonscription;075;Guipavas;11501.0;5527.0;48.06;5974.0;51.94;74.0;0.64;1.24;22.0;0.19;0.37;5878.0;51.11;98.39;34.51;65.49;0.0
29;Finistère;05;5ème circonscription;077;Guissény;1697.0;760.0;44.78;937.0;55.22;10.0;0.59;1.07;5.0;0.29;0.53;922.0;54.33;98.4;29.39;70.61;0.0
29;Finistère;05;5ème circonscription;091;Kerlouan;1863.0;884.0;47.45;979.0;52.55;13.0;0.7;1.33;2.0;0.11;0.2;964.0;51.74;98.47;23.03;76.98;0.0
29;Finistère;05;5ème circonscription;094;Kernouës;586.0;279.0;47.61;307.0;52.39;2.0;0.34;0.65;3.0;0.51;0.98;302.0;51.54;98.37;25.16;74.82;0.02
29;Finistère;05;5ème circonscription;097;Lampaul-Guimiliau;1559.0;733.0;47.02;826.0;52.98;9.0;0.58;1.09;4.0;0.26;0.48;813.0;52.15;98.43;31.25;68.76;0.0
29;Finistère;05;5ème circonscription;101;Landéda;3153.0;1484.0;47.07;1669.0;52.93;22.0;0.7;1.32;8.0;0.25;0.48;1639.0;51.98;98.2;37.23;62.78;0.0
29;Finistère;05;5ème circonscription;103;Landerneau;11282.0;5438.0;48.2;5844.0;51.8;55.0;0.49;0.94;14.0;0.12;0.24;5775.0;51.19;98.82;34.35;65.63;0.02
29;Finistère;05;5ème circonscription;105;Landivisiau;6657.0;3452.0;51.86;3205.0;48.14;41.0;0.62;1.28;15.0;0.23;0.47;3149.0;47.3;98.25;28.65;71.35;0.0
29;Finistère;05;5ème circonscription;111;Lanhouarneau;901.0;444.0;49.28;457.0;50.72;9.0;1.0;1.97;0.0;0.0;0.0;448.0;49.72;98.03;21.21;78.78;0.01
29;Finistère;05;5ème circonscription;117;Lannilis;4370.0;2123.0;48.58;2247.0;51.42;33.0;0.76;1.47;9.0;0.21;0.4;2205.0;50.46;98.13;33.24;66.76;0.0
29;Finistère;05;5ème circonscription;124;Lesneven;5829.0;3138.0;53.83;2691.0;46.17;35.0;0.6;1.3;9.0;0.15;0.33;2647.0;45.41;98.36;31.28;68.73;0.0
29;Finistère;05;5ème circonscription;156;Pencran;1596.0;803.0;50.31;793.0;49.69;6.0;0.38;0.76;3.0;0.19;0.38;784.0;49.12;98.87;29.21;70.79;0.0
29;Finistère;05;5ème circonscription;179;Ploudaniel;2818.0;1355.0;48.08;1463.0;51.92;14.0;0.5;0.96;2.0;0.07;0.14;1447.0;51.35;98.91;27.85;72.15;0.0
29;Finistère;05;5ème circonscription;181;Plouédern;2143.0;974.0;45.45;1169.0;54.55;16.0;0.75;1.37;2.0;0.09;0.17;1151.0;53.71;98.46;33.19;66.81;0.0
29;Finistère;05;5ème circonscription;185;Plouescat;3073.0;1549.0;50.41;1524.0;49.59;22.0;0.72;1.44;7.0;0.23;0.46;1495.0;48.65;98.1;26.22;73.78;0.0
29;Finistère;05;5ème circonscription;187;Plougar;631.0;316.0;50.08;315.0;49.92;1.0;0.16;0.32;6.0;0.95;1.9;308.0;48.81;97.78;22.4;77.6;0.0
29;Finistère;05;5ème circonscription;193;Plougourvest;1014.0;531.0;52.37;483.0;47.63;9.0;0.89;1.86;7.0;0.69;1.45;467.0;46.06;96.69;29.12;70.87;0.01
29;Finistère;05;5ème circonscription;195;Plouguerneau;5772.0;2868.0;49.69;2904.0;50.31;28.0;0.49;0.96;16.0;0.28;0.55;2860.0;49.55;98.48;31.82;68.18;0.0
29;Finistère;05;5ème circonscription;198;Plouider;1556.0;737.0;47.37;819.0;52.63;16.0;1.03;1.95;2.0;0.13;0.24;801.0;51.48;97.8;30.58;69.41;0.01
29;Finistère;05;5ème circonscription;204;Plounéventer;1606.0;789.0;49.13;817.0;50.87;14.0;0.87;1.71;5.0;0.31;0.61;798.0;49.69;97.67;26.56;73.44;0.0
29;Finistère;05;5ème circonscription;206;Plounévez-Lochrist;1856.0;951.0;51.24;905.0;48.76;14.0;0.75;1.55;7.0;0.38;0.77;884.0;47.63;97.68;20.82;79.18;0.0
29;Finistère;05;5ème circonscription;235;Le Relecq-Kerhuon;9353.0;4393.0;46.97;4960.0;53.03;64.0;0.68;1.29;17.0;0.18;0.34;4879.0;52.17;98.37;40.89;59.12;0.0
29;Finistère;05;5ème circonscription;244;Saint-Derrien;572.0;303.0;52.97;269.0;47.03;5.0;0.87;1.86;1.0;0.17;0.37;263.0;45.98;97.77;22.43;77.56;0.01
29;Finistère;05;5ème circonscription;245;Saint-Divy;1230.0;566.0;46.02;664.0;53.98;0.0;0.0;0.0;7.0;0.57;1.05;657.0;53.41;98.95;27.71;72.3;0.0
29;Finistère;05;5ème circonscription;248;Saint-Frégant;666.0;343.0;51.5;323.0;48.5;7.0;1.05;2.17;2.0;0.3;0.62;314.0;47.15;97.21;22.29;77.71;0.0
29;Finistère;05;5ème circonscription;255;Saint-Méen;609.0;262.0;43.02;347.0;56.98;5.0;0.82;1.44;1.0;0.16;0.29;341.0;55.99;98.27;26.1;73.9;0.0
29;Finistère;05;5ème circonscription;264;Saint-Servais;566.0;272.0;48.06;294.0;51.94;4.0;0.71;1.36;0.0;0.0;0.0;290.0;51.24;98.64;22.76;77.24;0.0
29;Finistère;05;5ème circonscription;268;Saint-Thonan;1285.0;605.0;47.08;680.0;52.92;8.0;0.62;1.18;2.0;0.16;0.29;670.0;52.14;98.53;30.3;69.7;0.0
29;Finistère;05;5ème circonscription;287;Tréflez;812.0;320.0;39.41;492.0;60.59;8.0;0.99;1.63;3.0;0.37;0.61;481.0;59.24;97.76;26.61;73.39;0.0
29;Finistère;05;5ème circonscription;288;Trégarantec;432.0;193.0;44.68;239.0;55.32;10.0;2.31;4.18;2.0;0.46;0.84;227.0;52.55;94.98;24.23;75.77;0.0
29;Finistère;05;5ème circonscription;290;Tréglonou;535.0;251.0;46.92;284.0;53.08;4.0;0.75;1.41;3.0;0.56;1.06;277.0;51.78;97.54;31.41;68.59;0.0
29;Finistère;05;5ème circonscription;295;Trémaouézan;373.0;151.0;40.48;222.0;59.52;2.0;0.54;0.9;1.0;0.27;0.45;219.0;58.71;98.65;29.68;70.32;0.0
29;Finistère;06;6ème circonscription;001;Argol;794.0;336.0;42.32;458.0;57.68;11.0;1.39;2.4;3.0;0.38;0.66;444.0;55.92;96.94;29.06;68.02;2.92
29;Finistère;06;6ème circonscription;007;Berrien;760.0;347.0;45.66;413.0;54.34;3.0;0.39;0.73;3.0;0.39;0.73;407.0;53.55;98.55;50.87;45.94;3.19
29;Finistère;06;6ème circonscription;012;Bolazec;141.0;58.0;41.13;83.0;58.87;1.0;0.71;1.2;0.0;0.0;0.0;82.0;58.16;98.8;53.66;41.47;4.87
29;Finistère;06;6ème circonscription;013;Botmeur;171.0;67.0;39.18;104.0;60.82;3.0;1.75;2.88;0.0;0.0;0.0;101.0;59.06;97.12;43.56;52.47;3.97
29;Finistère;06;6ème circonscription;016;Brasparts;784.0;368.0;46.94;416.0;53.06;3.0;0.38;0.72;3.0;0.38;0.72;410.0;52.3;98.56;31.71;64.63;3.66
29;Finistère;06;6ème circonscription;018;Brennilis;357.0;172.0;48.18;185.0;51.82;4.0;1.12;2.16;0.0;0.0;0.0;181.0;50.7;97.84;33.7;61.31;4.99
29;Finistère;06;6ème circonscription;022;Camaret-sur-Mer;2357.0;1106.0;46.92;1251.0;53.08;18.0;0.76;1.44;5.0;0.21;0.4;1228.0;52.1;98.16;22.72;75.08;2.2
29;Finistère;06;6ème circonscription;024;Carhaix-Plouguer;5621.0;2678.0;47.64;2943.0;52.36;46.0;0.82;1.56;20.0;0.36;0.68;2877.0;51.18;97.76;29.23;68.75;2.02
29;Finistère;06;6ème circonscription;025;Cast;1228.0;557.0;45.36;671.0;54.64;21.0;1.71;3.13;2.0;0.16;0.3;648.0;52.77;96.57;30.4;67.13;2.47
29;Finistère;06;6ème circonscription;026;Châteaulin;3712.0;1620.0;43.64;2092.0;56.36;37.0;1.0;1.77;16.0;0.43;0.76;2039.0;54.93;97.47;28.89;69.5;1.61
29;Finistère;06;6ème circonscription;027;Châteauneuf-du-Faou;2675.0;1178.0;44.04;1497.0;55.96;23.0;0.86;1.54;24.0;0.9;1.6;1450.0;54.21;96.86;22.62;74.35;3.03
29;Finistère;06;6ème circonscription;029;Cléden-Poher;910.0;405.0;44.51;505.0;55.49;9.0;0.99;1.78;6.0;0.66;1.19;490.0;53.85;97.03;27.75;71.02;1.23
29;Finistère;06;6ème circonscription;033;Le Cloître-Pleyben;416.0;188.0;45.19;228.0;54.81;0.0;0.0;0.0;3.0;0.72;1.32;225.0;54.09;98.68;22.67;75.57;1.76
29;Finistère;06;6ème circonscription;036;Collorec;456.0;224.0;49.12;232.0;50.88;3.0;0.66;1.29;2.0;0.44;0.86;227.0;49.78;97.84;30.4;66.51;3.09
29;Finistère;06;6ème circonscription;041;Coray;1387.0;654.0;47.15;733.0;52.85;13.0;0.94;1.77;1.0;0.07;0.14;719.0;51.84;98.09;27.26;68.01;4.73
29;Finistère;06;6ème circonscription;042;Crozon;7022.0;3340.0;47.56;3682.0;52.44;31.0;0.44;0.84;25.0;0.36;0.68;3626.0;51.64;98.48;27.52;70.27;2.21
29;Finistère;06;6ème circonscription;043;Daoulas;1480.0;615.0;41.55;865.0;58.45;11.0;0.74;1.27;5.0;0.34;0.58;849.0;57.36;98.15;44.99;53.72;1.29
29;Finistère;06;6ème circonscription;044;Dinéault;1089.0;432.0;39.67;657.0;60.33;9.0;0.83;1.37;3.0;0.28;0.46;645.0;59.23;98.17;30.39;67.3;2.31
29;Finistère;06;6ème circonscription;053;Le Faou;1381.0;601.0;43.52;780.0;56.48;14.0;1.01;1.79;3.0;0.22;0.38;763.0;55.25;97.82;39.32;57.14;3.54
29;Finistère;06;6ème circonscription;054;La Feuillée;503.0;197.0;39.17;306.0;60.83;3.0;0.6;0.98;3.0;0.6;0.98;300.0;59.64;98.04;50.0;48.34;1.66
29;Finistère;06;6ème circonscription;062;Gouézec;859.0;408.0;47.5;451.0;52.5;10.0;1.16;2.22;1.0;0.12;0.22;440.0;51.22;97.56;30.23;67.04;2.73
29;Finistère;06;6ème circonscription;078;Hanvec;1639.0;675.0;41.18;964.0;58.82;22.0;1.34;2.28;8.0;0.49;0.83;934.0;56.99;96.89;42.61;54.18;3.21
29;Finistère;06;6ème circonscription;080;Hôpital-Camfrout;1901.0;793.0;41.71;1108.0;58.29;17.0;0.89;1.53;5.0;0.26;0.45;1086.0;57.13;98.01;43.74;54.52;1.74
29;Finistère;06;6ème circonscription;081;Huelgoat;997.0;412.0;41.32;585.0;58.68;7.0;0.7;1.2;4.0;0.4;0.68;574.0;57.57;98.12;40.41;58.18;1.41
29;Finistère;06;6ème circonscription;086;Irvillac;1067.0;439.0;41.14;628.0;58.86;9.0;0.84;1.43;1.0;0.09;0.16;618.0;57.92;98.41;39.65;58.75;1.6
29;Finistère;06;6ème circonscription;089;Kergloff;693.0;323.0;46.61;370.0;53.39;5.0;0.72;1.35;3.0;0.43;0.81;362.0;52.24;97.84;22.37;75.42;2.21
29;Finistère;06;6ème circonscription;090;Kerlaz;698.0;309.0;44.27;389.0;55.73;7.0;1.0;1.8;3.0;0.43;0.77;379.0;54.3;97.43;27.71;70.45;1.84
29;Finistère;06;6ème circonscription;102;Landeleau;751.0;344.0;45.81;407.0;54.19;2.0;0.27;0.49;1.0;0.13;0.25;404.0;53.79;99.26;26.23;72.28;1.49
29;Finistère;06;6ème circonscription;104;Landévennec;326.0;102.0;31.29;224.0;68.71;9.0;2.76;4.02;1.0;0.31;0.45;214.0;65.64;95.54;29.91;65.89;4.2
29;Finistère;06;6ème circonscription;115;Lannédern;261.0;109.0;41.76;152.0;58.24;2.0;0.77;1.32;0.0;0.0;0.0;150.0;57.47;98.68;34.67;62.67;2.66
29;Finistère;06;6ème circonscription;120;Lanvéoc;1535.0;745.0;48.53;790.0;51.47;12.0;0.78;1.52;6.0;0.39;0.76;772.0;50.29;97.72;26.95;69.05;4.0
29;Finistère;06;6ème circonscription;122;Laz;520.0;217.0;41.73;303.0;58.27;2.0;0.38;0.66;1.0;0.19;0.33;300.0;57.69;99.01;31.33;67.67;1.0
29;Finistère;06;6ème circonscription;123;Lennon;579.0;261.0;45.08;318.0;54.92;4.0;0.69;1.26;2.0;0.35;0.63;312.0;53.89;98.11;28.52;70.18;1.3
29;Finistère;06;6ème circonscription;125;Leuhan;620.0;304.0;49.03;316.0;50.97;2.0;0.32;0.63;5.0;0.81;1.58;309.0;49.84;97.78;31.72;65.71;2.57
29;Finistère;06;6ème circonscription;134;Locronan;759.0;302.0;39.79;457.0;60.21;6.0;0.79;1.31;5.0;0.66;1.09;446.0;58.76;97.59;37.67;58.97;3.36
29;Finistère;06;6ème circonscription;137;Logonna-Daoulas;1848.0;708.0;38.31;1140.0;61.69;16.0;0.87;1.4;1.0;0.05;0.09;1123.0;60.77;98.51;47.55;50.05;2.4
29;Finistère;06;6ème circonscription;139;Lopérec;610.0;264.0;43.28;346.0;56.72;5.0;0.82;1.45;1.0;0.16;0.29;340.0;55.74;98.27;32.35;62.06;5.59
29;Finistère;06;6ème circonscription;140;Loperhet;2963.0;1226.0;41.38;1737.0;58.62;6.0;0.2;0.35;12.0;0.4;0.69;1719.0;58.02;98.96;41.77;56.08;2.15
29;Finistère;06;6ème circonscription;141;Loqueffret;303.0;135.0;44.55;168.0;55.45;1.0;0.33;0.6;2.0;0.66;1.19;165.0;54.46;98.21;40.61;58.79;0.6
29;Finistère;06;6ème circonscription;142;Lothey;321.0;136.0;42.37;185.0;57.63;4.0;1.25;2.16;1.0;0.31;0.54;180.0;56.07;97.3;31.67;67.23;1.1
29;Finistère;06;6ème circonscription;152;Motreff;512.0;227.0;44.34;285.0;55.66;10.0;1.95;3.51;3.0;0.59;1.05;272.0;53.13;95.44;22.43;73.53;4.04
29;Finistère;06;6ème circonscription;155;Ouessant;820.0;411.0;50.12;409.0;49.88;3.0;0.37;0.73;0.0;0.0;0.0;406.0;49.51;99.27;26.35;70.44;3.21
29;Finistère;06;6ème circonscription;162;Pleyben;2784.0;1419.0;50.97;1365.0;49.03;22.0;0.79;1.61;17.0;0.61;1.25;1326.0;47.63;97.14;24.66;73.22;2.12
29;Finistère;06;6ème circonscription;166;Ploéven;416.0;184.0;44.23;232.0;55.77;2.0;0.48;0.86;2.0;0.48;0.86;228.0;54.81;98.28;29.82;67.98;2.2
29;Finistère;06;6ème circonscription;172;Plomodiern;1915.0;807.0;42.14;1108.0;57.86;13.0;0.68;1.17;5.0;0.26;0.45;1090.0;56.92;98.38;28.62;69.16;2.22
29;Finistère;06;6ème circonscription;175;Plonévez-du-Faou;1572.0;742.0;47.2;830.0;52.8;19.0;1.21;2.29;8.0;0.51;0.96;803.0;51.08;96.75;29.76;67.62;2.62
29;Finistère;06;6ème circonscription;176;Plonévez-Porzay;1501.0;645.0;42.97;856.0;57.03;15.0;1.0;1.75;4.0;0.27;0.47;837.0;55.76;97.78;27.12;70.25;2.63
29;Finistère;06;6ème circonscription;189;Plougastel-Daoulas;11080.0;5182.0;46.77;5898.0;53.23;76.0;0.69;1.29;16.0;0.14;0.27;5806.0;52.4;98.44;34.7;63.08;2.22
29;Finistère;06;6ème circonscription;205;Plounévézel;913.0;387.0;42.39;526.0;57.61;16.0;1.75;3.04;0.0;0.0;0.0;510.0;55.86;96.96;25.49;72.55;1.96
29;Finistère;06;6ème circonscription;211;Plouyé;513.0;223.0;43.47;290.0;56.53;1.0;0.19;0.34;0.0;0.0;0.0;289.0;56.34;99.66;32.18;66.09;1.73
29;Finistère;06;6ème circonscription;222;Port-Launay;324.0;148.0;45.68;176.0;54.32;1.0;0.31;0.57;3.0;0.93;1.7;172.0;53.09;97.73;29.65;66.28;4.07
29;Finistère;06;6ème circonscription;227;Poullaouen;1237.0;500.0;40.42;737.0;59.58;7.0;0.57;0.95;3.0;0.24;0.41;727.0;58.77;98.64;32.05;66.44;1.51
29;Finistère;06;6ème circonscription;229;Quéménéven;866.0;403.0;46.54;463.0;53.46;6.0;0.69;1.3;3.0;0.35;0.65;454.0;52.42;98.06;31.72;64.98;3.3
