LIBGEO;CODGEO;filiere;energie_type;production_mwh;puissances_kw;Code département;Code de la commune
Plouaret;22207;Hydroélectricité;Electricité;0.0;0.0;22;207
Plouaret;22207;Méthanisation;Chaleur;5793.0;999.0;22;207
Plouaret;22207;Méthanisation;Electricité;5793.0;999.0;22;207
Plouaret;22207;PAC (aérothermie et géothermie);Chaleur;1825.0;2549.0;22;207
Plouaret;22207;Solaire PV;Electricité;179.0;184.0;22;207
Plouaret;22207;Solaire thermique;Chaleur;36.0;50.0;22;207
Plouasne;22208;Bois énergie domestique;Chaleur;2892.0;3731.0;22;208
Plouasne;22208;Hydroélectricité;Electricité;1244.0;2500.0;22;208
Plouasne;22208;Méthanisation;Chaleur;1154.0;263.0;22;208
Plouasne;22208;Méthanisation;Electricité;270.0;123.0;22;208
Plouasne;22208;PAC (aérothermie et géothermie);Chaleur;1297.0;1812.0;22;208
Plouasne;22208;Solaire PV;Electricité;847.0;841.0;22;208
Plouasne;22208;Solaire thermique;Chaleur;25.0;40.0;22;208
Beaussais-sur-Mer;22209;Bois énergie domestique;Chaleur;5096.0;6575.0;22;209
Beaussais-sur-Mer;22209;Hydroélectricité;Electricité;0.0;0.0;22;209
Beaussais-sur-Mer;22209;PAC (aérothermie et géothermie);Chaleur;2921.0;4080.0;22;209
Beaussais-sur-Mer;22209;Solaire PV;Electricité;358.0;357.0;22;209
Beaussais-sur-Mer;22209;Solaire thermique;Chaleur;57.0;80.0;22;209
Ploubazlanec;22210;Bois énergie chaufferies;Chaleur;21696.0;8500.0;22;210
Ploubazlanec;22210;Bois énergie domestique;Chaleur;7547.0;9737.0;22;210
Ploubazlanec;22210;Fossile;Chaleur;56070.0;15815.0;22;210
Ploubazlanec;22210;Fossile;Electricité;49839.0;14058.0;22;210
Ploubazlanec;22210;Hydroélectricité;Electricité;0.0;0.0;22;210
Ploubazlanec;22210;Hydrolien;Electricité;1.0;2500.0;22;210
Ploubazlanec;22210;PAC (aérothermie et géothermie);Chaleur;3736.0;5219.0;22;210
Ploubazlanec;22210;Solaire PV;Electricité;878.0;790.0;22;210
Ploubazlanec;22210;Solaire thermique;Chaleur;73.0;100.0;22;210
Ploubezre;22211;Bois énergie chaufferies;Chaleur;47.0;100.0;22;211
Ploubezre;22211;Bois énergie domestique;Chaleur;6334.0;8173.0;22;211
Ploubezre;22211;Hydroélectricité;Electricité;0.0;0.0;22;211
Ploubezre;22211;PAC (aérothermie et géothermie);Chaleur;2716.0;3794.0;22;211
Ploubezre;22211;Solaire PV;Electricité;272.0;265.0;22;211
Ploubezre;22211;Solaire thermique;Chaleur;53.0;70.0;22;211
Plouëc-du-Trieux;22212;Bois énergie domestique;Chaleur;2472.0;3190.0;22;212
Plouëc-du-Trieux;22212;Hydroélectricité;Electricité;0.0;0.0;22;212
Plouëc-du-Trieux;22212;PAC (aérothermie et géothermie);Chaleur;995.0;1390.0;22;212
Plouëc-du-Trieux;22212;Solaire PV;Electricité;92.0;73.0;22;212
Plouëc-du-Trieux;22212;Solaire thermique;Chaleur;19.0;30.0;22;212
Plouër-sur-Rance;22213;Bois énergie domestique;Chaleur;5986.0;7723.0;22;213
Plouër-sur-Rance;22213;Hydroélectricité;Electricité;0.0;0.0;22;213
Plouër-sur-Rance;22213;PAC (aérothermie et géothermie);Chaleur;2750.0;3842.0;22;213
Plouër-sur-Rance;22213;Solaire PV;Electricité;144.0;150.0;22;213
Plouër-sur-Rance;22213;Solaire thermique;Chaleur;54.0;70.0;22;213
Plouézec;22214;Bois énergie domestique;Chaleur;7883.0;10171.0;22;214
Plouézec;22214;Hydroélectricité;Electricité;0.0;0.0;22;214
Plouézec;22214;PAC (aérothermie et géothermie);Chaleur;3807.0;5318.0;22;214
Plouézec;22214;Solaire PV;Electricité;340.0;325.0;22;214
Plouézec;22214;Solaire thermique;Chaleur;74.0;100.0;22;214
Ploufragan;22215;Bois énergie chaufferies;Chaleur;906.0;700.0;22;215
Ploufragan;22215;Bois énergie domestique;Chaleur;13579.0;17521.0;22;215
Ploufragan;22215;Hydroélectricité;Electricité;1142.0;1613.0;22;215
Ploufragan;22215;PAC (aérothermie et géothermie);Chaleur;6630.0;9262.0;22;215
Ploufragan;22215;Solaire PV;Electricité;1987.0;2207.0;22;215
Ploufragan;22215;Solaire thermique;Chaleur;129.0;180.0;22;215
Plougonver;22216;Bois énergie chaufferies;Chaleur;111.0;200.0;22;216
Plougonver;22216;Bois énergie domestique;Chaleur;1629.0;2103.0;22;216
Plougonver;22216;Hydroélectricité;Electricité;0.0;0.0;22;216
Plougonver;22216;PAC (aérothermie et géothermie);Chaleur;794.0;1110.0;22;216
Plougonver;22216;Solaire thermique;Chaleur;15.0;20.0;22;216
Plougras;22217;Bois énergie domestique;Chaleur;910.0;1174.0;22;217
Plougras;22217;Éolien terrestre;Electricité;4967.0;6000.0;22;217
Plougras;22217;Hydroélectricité;Electricité;0.0;0.0;22;217
Plougras;22217;PAC (aérothermie et géothermie);Chaleur;417.0;582.0;22;217
Plougras;22217;Solaire PV;Electricité;359.0;299.0;22;217
Plougras;22217;Solaire thermique;Chaleur;8.0;10.0;22;217
Plougrescant;22218;Bois énergie domestique;Chaleur;3384.0;4366.0;22;218
Plougrescant;22218;Hydroélectricité;Electricité;0.0;0.0;22;218
Plougrescant;22218;PAC (aérothermie et géothermie);Chaleur;2029.0;2835.0;22;218
Plougrescant;22218;Solaire PV;Electricité;34.0;40.0;22;218
Plougrescant;22218;Solaire thermique;Chaleur;40.0;60.0;22;218
Plouguenast-Langast;22219;Bois énergie chaufferies;Chaleur;509.0;200.0;22;219
Plouguenast-Langast;22219;Bois énergie domestique;Chaleur;4878.0;6294.0;22;219
Plouguenast-Langast;22219;Hydroélectricité;Electricité;0.0;0.0;22;219
Plouguenast-Langast;22219;PAC (aérothermie et géothermie);Chaleur;2003.0;2797.0;22;219
Plouguenast-Langast;22219;Solaire PV;Electricité;207.0;321.0;22;219
Plouguenast-Langast;22219;Solaire thermique;Chaleur;39.0;50.0;22;219
Plouguernével;22220;Bois énergie chaufferies;Chaleur;5402.0;1600.0;22;220
Plouguernével;22220;Bois énergie domestique;Chaleur;3267.0;4215.0;22;220
Plouguernével;22220;Éolien terrestre;Electricité;6186.0;4000.0;22;220
Plouguernével;22220;Hydroélectricité;Electricité;0.0;0.0;22;220
Plouguernével;22220;PAC (aérothermie et géothermie);Chaleur;1345.0;1879.0;22;220
Plouguernével;22220;Solaire PV;Electricité;310.0;393.0;22;220
Plouguernével;22220;Solaire thermique;Chaleur;26.0;40.0;22;220
Plouguiel;22221;Bois énergie domestique;Chaleur;3429.0;4425.0;22;221
Plouguiel;22221;Hydroélectricité;Electricité;0.0;0.0;22;221
Plouguiel;22221;PAC (aérothermie et géothermie);Chaleur;1719.0;2401.0;22;221
Plouguiel;22221;Solaire thermique;Chaleur;33.0;50.0;22;221
Plouha;22222;Bois énergie chaufferies;Chaleur;23364.0;4000.0;22;222
Plouha;22222;Bois énergie domestique;Chaleur;10009.0;12914.0;22;222
Plouha;22222;Fossile;Chaleur;8074.0;1755.0;22;222
Plouha;22222;Fossile;Electricité;7177.0;1560.0;22;222
Plouha;22222;Hydroélectricité;Electricité;0.0;0.0;22;222
Plouha;22222;PAC (aérothermie et géothermie);Chaleur;4868.0;6800.0;22;222
Plouha;22222;Solaire PV;Electricité;54.0;70.0;22;222
Plouha;22222;Solaire thermique;Chaleur;95.0;130.0;22;222
Plouisy;22223;Bois énergie domestique;Chaleur;3834.0;4947.0;22;223
Plouisy;22223;Éolien terrestre;Electricité;9623.0;6800.0;22;223
Plouisy;22223;Hydroélectricité;Electricité;0.0;0.0;22;223
Plouisy;22223;PAC (aérothermie et géothermie);Chaleur;1420.0;1984.0;22;223
Plouisy;22223;Solaire PV;Electricité;60.0;58.0;22;223
Plouisy;22223;Solaire thermique;Chaleur;28.0;40.0;22;223
Ploulec'h;22224;Bois énergie domestique;Chaleur;2906.0;3750.0;22;224
Ploulec'h;22224;Hydroélectricité;Electricité;0.0;0.0;22;224
Ploulec'h;22224;PAC (aérothermie et géothermie);Chaleur;1278.0;1785.0;22;224
Ploulec'h;22224;Solaire PV;Electricité;22.0;28.0;22;224
Ploulec'h;22224;Solaire thermique;Chaleur;25.0;30.0;22;224
Ploumagoar;22225;Bois énergie chaufferies;Chaleur;395.0;200.0;22;225
Ploumagoar;22225;Bois énergie domestique;Chaleur;7036.0;9079.0;22;225
Ploumagoar;22225;Éolien terrestre;Electricité;14517.0;6000.0;22;225
Ploumagoar;22225;Hydroélectricité;Electricité;39.0;30.0;22;225
Ploumagoar;22225;PAC (aérothermie et géothermie);Chaleur;3573.0;4992.0;22;225
Ploumagoar;22225;Solaire PV;Electricité;187.0;193.0;22;225
Ploumagoar;22225;Solaire thermique;Chaleur;70.0;100.0;22;225
Ploumilliau;22226;Bois énergie chaufferies;Chaleur;793.0;448.0;22;226
Ploumilliau;22226;Bois énergie domestique;Chaleur;4585.0;5916.0;22;226
Ploumilliau;22226;Hydroélectricité;Electricité;0.0;0.0;22;226
Ploumilliau;22226;PAC (aérothermie et géothermie);Chaleur;2130.0;2976.0;22;226
Ploumilliau;22226;Solaire PV;Electricité;37.0;56.0;22;226
Ploumilliau;22226;Solaire thermique;Chaleur;41.0;60.0;22;226
Plounérin;22227;Bois énergie domestique;Chaleur;1440.0;1858.0;22;227
Plounérin;22227;Fossile;Chaleur;0.0;0.0;22;227
Plounérin;22227;Fossile;Electricité;5.0;2800.0;22;227
Plounérin;22227;Hydroélectricité;Electricité;0.0;0.0;22;227
Plounérin;22227;PAC (aérothermie et géothermie);Chaleur;653.0;912.0;22;227
Plounérin;22227;Solaire PV;Electricité;187.0;180.0;22;227
Plounérin;22227;Solaire thermique;Chaleur;13.0;20.0;22;227
Plounévez-Moëdec;22228;Bois énergie chaufferies;Chaleur;602.0;650.0;22;228
Plounévez-Moëdec;22228;Bois énergie domestique;Chaleur;3059.0;3947.0;22;228
Plounévez-Moëdec;22228;Hydroélectricité;Electricité;0.0;0.0;22;228
Plounévez-Moëdec;22228;PAC (aérothermie et géothermie);Chaleur;1351.0;1887.0;22;228
Plounévez-Moëdec;22228;Solaire PV;Electricité;3145.0;2306.0;22;228
Plounévez-Moëdec;22228;Solaire thermique;Chaleur;26.0;40.0;22;228
Plounévez-Quintin;22229;Bois énergie chaufferies;Chaleur;64.0;50.0;22;229
Plounévez-Quintin;22229;Bois énergie domestique;Chaleur;2273.0;2933.0;22;229
Plounévez-Quintin;22229;Éolien terrestre;Electricité;7401.0;4000.0;22;229
Plounévez-Quintin;22229;Hydroélectricité;Electricité;0.0;0.0;22;229
Plounévez-Quintin;22229;PAC (aérothermie et géothermie);Chaleur;997.0;1393.0;22;229
Plounévez-Quintin;22229;Solaire PV;Electricité;400.0;388.0;22;229
Plounévez-Quintin;22229;Solaire thermique;Chaleur;19.0;30.0;22;229
Plourac'h;22231;Bois énergie domestique;Chaleur;875.0;1129.0;22;231
Plourac'h;22231;Hydroélectricité;Electricité;0.0;0.0;22;231
Plourac'h;22231;PAC (aérothermie et géothermie);Chaleur;447.0;625.0;22;231
Plourac'h;22231;Solaire PV;Electricité;49.0;48.0;22;231
Plourac'h;22231;Solaire thermique;Chaleur;9.0;10.0;22;231
Plourhan;22232;Bois énergie chaufferies;Chaleur;258.0;150.0;22;232
Plourhan;22232;Bois énergie domestique;Chaleur;3488.0;4500.0;22;232
Plourhan;22232;Hydroélectricité;Electricité;0.0;0.0;22;232
Plourhan;22232;PAC (aérothermie et géothermie);Chaleur;1612.0;2251.0;22;232
Plourhan;22232;Solaire PV;Electricité;51.0;67.0;22;232
Plourhan;22232;Solaire thermique;Chaleur;31.0;40.0;22;232
Plourivo;22233;Bois énergie domestique;Chaleur;4646.0;5995.0;22;233
Plourivo;22233;Fossile;Chaleur;13366.0;2250.0;22;233
Plourivo;22233;Fossile;Electricité;11881.0;2000.0;22;233
Plourivo;22233;Hydroélectricité;Electricité;0.0;0.0;22;233
Plourivo;22233;PAC (aérothermie et géothermie);Chaleur;1865.0;2606.0;22;233
Plourivo;22233;Solaire PV;Electricité;340.0;320.0;22;233
Plourivo;22233;Solaire thermique;Chaleur;36.0;50.0;22;233
Plouvara;22234;Bois énergie domestique;Chaleur;1831.0;2362.0;22;234
Plouvara;22234;Hydroélectricité;Electricité;0.0;0.0;22;234
Plouvara;22234;PAC (aérothermie et géothermie);Chaleur;761.0;1063.0;22;234
Plouvara;22234;Solaire PV;Electricité;27.0;43.0;22;234
Plouvara;22234;Solaire thermique;Chaleur;15.0;20.0;22;234
Plouzélambre;22235;Bois énergie domestique;Chaleur;446.0;575.0;22;235
Plouzélambre;22235;Hydroélectricité;Electricité;0.0;0.0;22;235
Plouzélambre;22235;PAC (aérothermie et géothermie);Chaleur;227.0;317.0;22;235
Plouzélambre;22235;Solaire thermique;Chaleur;4.0;10.0;22;235
Pludual;22236;Bois énergie domestique;Chaleur;1468.0;1894.0;22;236
Pludual;22236;Hydroélectricité;Electricité;0.0;0.0;22;236
Pludual;22236;PAC (aérothermie et géothermie);Chaleur;622.0;870.0;22;236
Pludual;22236;Solaire PV;Electricité;22.0;26.0;22;236
Pludual;22236;Solaire thermique;Chaleur;12.0;20.0;22;236
Pluduno;22237;Bois énergie domestique;Chaleur;4225.0;5452.0;22;237
Pluduno;22237;Hydroélectricité;Electricité;0.0;0.0;22;237
Pluduno;22237;PAC (aérothermie et géothermie);Chaleur;1597.0;2231.0;22;237
Pluduno;22237;Solaire PV;Electricité;159.0;172.0;22;237
Pluduno;22237;Solaire thermique;Chaleur;31.0;40.0;22;237
Plufur;22238;Bois énergie domestique;Chaleur;1177.0;1519.0;22;238
Plufur;22238;Hydroélectricité;Electricité;0.0;0.0;22;238
Plufur;22238;PAC (aérothermie et géothermie);Chaleur;564.0;788.0;22;238
Plufur;22238;Solaire PV;Electricité;407.0;406.0;22;238
Plufur;22238;Solaire thermique;Chaleur;11.0;20.0;22;238
Plumaudan;22239;Bois énergie domestique;Chaleur;2473.0;3191.0;22;239
Plumaudan;22239;Hydroélectricité;Electricité;0.0;0.0;22;239
Plumaudan;22239;Méthanisation;Chaleur;5065.0;690.0;22;239
Plumaudan;22239;Méthanisation;Electricité;4922.0;670.0;22;239
Plumaudan;22239;PAC (aérothermie et géothermie);Chaleur;948.0;1325.0;22;239
Plumaudan;22239;Solaire PV;Electricité;589.0;819.0;22;239
Plumaudan;22239;Solaire thermique;Chaleur;18.0;30.0;22;239
Plumaugat;22240;Bois énergie chaufferies;Chaleur;51.0;40.0;22;240
Plumaugat;22240;Bois énergie domestique;Chaleur;2253.0;2906.0;22;240
Plumaugat;22240;Hydroélectricité;Electricité;0.0;0.0;22;240
Plumaugat;22240;PAC (aérothermie et géothermie);Chaleur;979.0;1367.0;22;240
Plumaugat;22240;Solaire PV;Electricité;51.0;62.0;22;240
Plumaugat;22240;Solaire thermique;Chaleur;19.0;30.0;22;240
Plumieux;22241;Bois énergie domestique;Chaleur;2069.0;2669.0;22;241
Plumieux;22241;Éolien terrestre;Electricité;7776.0;4000.0;22;241
Plumieux;22241;Hydroélectricité;Electricité;0.0;0.0;22;241
Plumieux;22241;Méthanisation;Biométhane;0.0;0.0;22;241
Plumieux;22241;PAC (aérothermie et géothermie);Chaleur;886.0;1238.0;22;241
Plumieux;22241;Solaire PV;Electricité;223.0;385.0;22;241
Plumieux;22241;Solaire thermique;Chaleur;17.0;20.0;22;241
Plurien;22242;Bois énergie domestique;Chaleur;3581.0;4620.0;22;242
Plurien;22242;Hydroélectricité;Electricité;0.0;0.0;22;242
Plurien;22242;Méthanisation;Chaleur;1261.0;180.0;22;242
Plurien;22242;PAC (aérothermie et géothermie);Chaleur;1721.0;2404.0;22;242
Plurien;22242;Solaire PV;Electricité;60.0;69.0;22;242
Plurien;22242;Solaire thermique;Chaleur;34.0;50.0;22;242
Plusquellec;22243;Bois énergie domestique;Chaleur;1175.0;1516.0;22;243
Plusquellec;22243;Hydroélectricité;Electricité;0.0;0.0;22;243
Plusquellec;22243;PAC (aérothermie et géothermie);Chaleur;538.0;751.0;22;243
Plusquellec;22243;Solaire PV;Electricité;548.0;531.0;22;243
Plusquellec;22243;Solaire thermique;Chaleur;11.0;10.0;22;243
Plussulien;22244;Bois énergie chaufferies;Chaleur;319.0;555.0;22;244
Plussulien;22244;Bois énergie domestique;Chaleur;1139.0;1469.0;22;244
Plussulien;22244;Hydroélectricité;Electricité;0.0;0.0;22;244
Plussulien;22244;PAC (aérothermie et géothermie);Chaleur;521.0;727.0;22;244
Plussulien;22244;Solaire PV;Electricité;0.0;37.0;22;244
Plussulien;22244;Solaire thermique;Chaleur;10.0;10.0;22;244
Pluzunet;22245;Bois énergie domestique;Chaleur;1848.0;2384.0;22;245
Pluzunet;22245;Éolien terrestre;Electricité;9425.0;6000.0;22;245
Pluzunet;22245;Hydroélectricité;Electricité;0.0;0.0;22;245
Pluzunet;22245;PAC (aérothermie et géothermie);Chaleur;835.0;1167.0;22;245
Pluzunet;22245;Solaire thermique;Chaleur;16.0;20.0;22;245
Pluzunet;22245;Uiom;Chaleur;21405.0;17910.0;22;245
Pluzunet;22245;Uiom;Electricité;21910.0;3600.0;22;245
Pommeret;22246;Bois énergie domestique;Chaleur;2658.0;3430.0;22;246
Pommeret;22246;Hydroélectricité;Electricité;0.0;0.0;22;246
Pommeret;22246;PAC (aérothermie et géothermie);Chaleur;1285.0;1795.0;22;246
Pommeret;22246;Solaire PV;Electricité;64.0;76.0;22;246
Pommeret;22246;Solaire thermique;Chaleur;25.0;30.0;22;246
Pommerit-le-Vicomte;22248;Bois énergie chaufferies;Chaleur;86.0;70.0;22;248
Pommerit-le-Vicomte;22248;Bois énergie domestique;Chaleur;3481.0;4491.0;22;248
Pommerit-le-Vicomte;22248;Hydroélectricité;Electricité;0.0;0.0;22;248
Pommerit-le-Vicomte;22248;Méthanisation;Chaleur;3635.0;475.0;22;248
Pommerit-le-Vicomte;22248;Méthanisation;Electricité;3278.0;425.0;22;248
Pommerit-le-Vicomte;22248;PAC (aérothermie et géothermie);Chaleur;1397.0;1951.0;22;248
Pommerit-le-Vicomte;22248;Solaire PV;Electricité;223.0;216.0;22;248
Pommerit-le-Vicomte;22248;Solaire thermique;Chaleur;27.0;40.0;22;248
Pont-Melvez;22249;Bois énergie domestique;Chaleur;1372.0;1770.0;22;249
Pont-Melvez;22249;Éolien terrestre;Electricité;45358.0;32100.0;22;249
Pont-Melvez;22249;Hydroélectricité;Electricité;0.0;0.0;22;249
Pont-Melvez;22249;PAC (aérothermie et géothermie);Chaleur;616.0;861.0;22;249
Pont-Melvez;22249;Solaire thermique;Chaleur;12.0;20.0;22;249
Pontrieux;22250;Bois énergie domestique;Chaleur;1713.0;2210.0;22;250
Pontrieux;22250;Hydroélectricité;Electricité;0.0;0.0;22;250
Pontrieux;22250;PAC (aérothermie et géothermie);Chaleur;767.0;1072.0;22;250
Pontrieux;22250;Solaire thermique;Chaleur;15.0;20.0;22;250
Pordic;22251;Bois énergie domestique;Chaleur;11759.0;15172.0;22;251
Pordic;22251;Hydroélectricité;Electricité;0.0;0.0;22;251
Pordic;22251;Méthanisation;Chaleur;841.0;120.0;22;251
Pordic;22251;PAC (aérothermie et géothermie);Chaleur;4888.0;6828.0;22;251
Pordic;22251;Solaire PV;Electricité;372.0;401.0;22;251
Pordic;22251;Solaire thermique;Chaleur;95.0;130.0;22;251
Prat;22254;Bois énergie chaufferies;Chaleur;174.0;120.0;22;254
Prat;22254;Bois énergie domestique;Chaleur;2045.0;2639.0;22;254
Prat;22254;Hydroélectricité;Electricité;0.0;0.0;22;254
Prat;22254;PAC (aérothermie et géothermie);Chaleur;889.0;1242.0;22;254
Prat;22254;Solaire PV;Electricité;93.0;98.0;22;254
Prat;22254;Solaire thermique;Chaleur;17.0;20.0;22;254
La Prénessaye;22255;Bois énergie domestique;Chaleur;1702.0;2196.0;22;255
La Prénessaye;22255;Éolien terrestre;Electricité;12800.0;8000.0;22;255
La Prénessaye;22255;Hydroélectricité;Electricité;0.0;0.0;22;255
La Prénessaye;22255;PAC (aérothermie et géothermie);Chaleur;723.0;1010.0;22;255
La Prénessaye;22255;Solaire PV;Electricité;38.0;67.0;22;255
La Prénessaye;22255;Solaire thermique;Chaleur;14.0;20.0;22;255
Quemper-Guézennec;22256;Bois énergie chaufferies;Chaleur;145.0;100.0;22;256
Quemper-Guézennec;22256;Bois énergie domestique;Chaleur;2444.0;3153.0;22;256
Quemper-Guézennec;22256;Hydroélectricité;Electricité;0.0;0.0;22;256
Quemper-Guézennec;22256;Méthanisation;Chaleur;841.0;120.0;22;256
Quemper-Guézennec;22256;PAC (aérothermie et géothermie);Chaleur;1036.0;1447.0;22;256
Quemper-Guézennec;22256;Solaire PV;Electricité;61.0;93.0;22;256
Quemper-Guézennec;22256;Solaire thermique;Chaleur;20.0;30.0;22;256
Quemperven;22257;Bois énergie domestique;Chaleur;665.0;858.0;22;257
Quemperven;22257;Hydroélectricité;Electricité;0.0;0.0;22;257
Quemperven;22257;PAC (aérothermie et géothermie);Chaleur;298.0;416.0;22;257
Quemperven;22257;Solaire PV;Electricité;187.0;164.0;22;257
Quemperven;22257;Solaire thermique;Chaleur;6.0;10.0;22;257
Quessoy;22258;Bois énergie domestique;Chaleur;6163.0;7951.0;22;258
Quessoy;22258;Hydroélectricité;Electricité;0.0;0.0;22;258
Quessoy;22258;PAC (aérothermie et géothermie);Chaleur;2566.0;3584.0;22;258
Quessoy;22258;Solaire PV;Electricité;275.0;356.0;22;258
Quessoy;22258;Solaire thermique;Chaleur;50.0;70.0;22;258
Quévert;22259;Bois énergie domestique;Chaleur;5409.0;6979.0;22;259
Quévert;22259;Hydroélectricité;Electricité;0.0;0.0;22;259
Quévert;22259;PAC (aérothermie et géothermie);Chaleur;2657.0;3711.0;22;259
Quévert;22259;Solaire PV;Electricité;81.0;115.0;22;259
Quévert;22259;Solaire thermique;Chaleur;52.0;70.0;22;259
Le Quillio;22260;Bois énergie domestique;Chaleur;1013.0;1307.0;22;260
Le Quillio;22260;Hydroélectricité;Electricité;0.0;0.0;22;260
Le Quillio;22260;Méthanisation;Chaleur;1420.0;180.0;22;260
Le Quillio;22260;Méthanisation;Electricité;1263.0;160.0;22;260
Le Quillio;22260;PAC (aérothermie et géothermie);Chaleur;425.0;593.0;22;260
Le Quillio;22260;Solaire PV;Electricité;115.0;99.0;22;260
Le Quillio;22260;Solaire thermique;Chaleur;8.0;10.0;22;260
Quintenic;22261;Bois énergie domestique;Chaleur;586.0;756.0;22;261
Quintenic;22261;Hydroélectricité;Electricité;0.0;0.0;22;261
Quintenic;22261;PAC (aérothermie et géothermie);Chaleur;236.0;329.0;22;261
Quintenic;22261;Solaire thermique;Chaleur;5.0;10.0;22;261
Quintin;22262;Bois énergie domestique;Chaleur;3651.0;4711.0;22;262
Quintin;22262;Hydroélectricité;Electricité;0.0;0.0;22;262
Quintin;22262;PAC (aérothermie et géothermie);Chaleur;1527.0;2134.0;22;262
Quintin;22262;Solaire PV;Electricité;38.0;49.0;22;262
Quintin;22262;Solaire thermique;Chaleur;30.0;40.0;22;262
Le Quiou;22263;Bois énergie domestique;Chaleur;648.0;837.0;22;263
Le Quiou;22263;Hydroélectricité;Electricité;0.0;0.0;22;263
Le Quiou;22263;PAC (aérothermie et géothermie);Chaleur;261.0;364.0;22;263
Le Quiou;22263;Solaire thermique;Chaleur;5.0;10.0;22;263
La Roche-Jaudy;22264;Bois énergie chaufferies;Chaleur;791.0;320.0;22;264
La Roche-Jaudy;22264;Bois énergie domestique;Chaleur;5123.0;6610.0;22;264
La Roche-Jaudy;22264;Hydroélectricité;Electricité;0.0;0.0;22;264
La Roche-Jaudy;22264;PAC (aérothermie et géothermie);Chaleur;2151.0;3004.0;22;264
La Roche-Jaudy;22264;Solaire PV;Electricité;56.0;104.0;22;264
La Roche-Jaudy;22264;Solaire thermique;Chaleur;42.0;60.0;22;264
Rospez;22265;Bois énergie domestique;Chaleur;3062.0;3951.0;22;265
Rospez;22265;Hydroélectricité;Electricité;0.0;0.0;22;265
Rospez;22265;PAC (aérothermie et géothermie);Chaleur;1220.0;1705.0;22;265
Rospez;22265;Solaire PV;Electricité;190.0;248.0;22;265
Rospez;22265;Solaire thermique;Chaleur;24.0;30.0;22;265
Rostrenen;22266;Bois énergie chaufferies;Chaleur;14899.0;4320.0;22;266
Rostrenen;22266;Bois énergie domestique;Chaleur;5868.0;7571.0;22;266
Rostrenen;22266;Hydroélectricité;Electricité;0.0;0.0;22;266
Rostrenen;22266;PAC (aérothermie et géothermie);Chaleur;2579.0;3603.0;22;266
Rostrenen;22266;Solaire PV;Electricité;125.0;275.0;22;266
Rostrenen;22266;Solaire thermique;Chaleur;50.0;70.0;22;266
Rouillac;22267;Bois énergie domestique;Chaleur;821.0;1059.0;22;267
Rouillac;22267;Hydroélectricité;Electricité;0.0;0.0;22;267
Rouillac;22267;PAC (aérothermie et géothermie);Chaleur;362.0;506.0;22;267
Rouillac;22267;Solaire thermique;Chaleur;7.0;10.0;22;267
Ruca;22268;Bois énergie domestique;Chaleur;1297.0;1673.0;22;268
Ruca;22268;Hydroélectricité;Electricité;0.0;0.0;22;268
Ruca;22268;Méthanisation;Chaleur;841.0;120.0;22;268
Ruca;22268;PAC (aérothermie et géothermie);Chaleur;600.0;838.0;22;268
Ruca;22268;Solaire PV;Electricité;537.0;3700.0;22;268
Ruca;22268;Solaire thermique;Chaleur;12.0;20.0;22;268
Runan;22269;Bois énergie domestique;Chaleur;535.0;690.0;22;269
Runan;22269;Hydroélectricité;Electricité;0.0;0.0;22;269
Runan;22269;PAC (aérothermie et géothermie);Chaleur;236.0;330.0;22;269
Runan;22269;Solaire thermique;Chaleur;5.0;10.0;22;269
Saint-Adrien;22271;Bois énergie domestique;Chaleur;738.0;952.0;22;271
Saint-Adrien;22271;Hydroélectricité;Electricité;0.0;0.0;22;271
Saint-Adrien;22271;PAC (aérothermie et géothermie);Chaleur;286.0;399.0;22;271
Saint-Adrien;22271;Solaire thermique;Chaleur;6.0;10.0;22;271
Saint-Agathon;22272;Bois énergie domestique;Chaleur;3879.0;5005.0;22;272
Saint-Agathon;22272;Hydroélectricité;Electricité;0.0;0.0;22;272
Saint-Agathon;22272;PAC (aérothermie et géothermie);Chaleur;1407.0;1965.0;22;272
Saint-Agathon;22272;Solaire PV;Electricité;26.0;38.0;22;272
Saint-Agathon;22272;Solaire thermique;Chaleur;27.0;40.0;22;272
Saint-Alban;22273;Bois énergie chaufferies;Chaleur;229.0;170.0;22;273
Saint-Alban;22273;Bois énergie domestique;Chaleur;4284.0;5527.0;22;273
Saint-Alban;22273;Éolien terrestre;Electricité;12041.0;6000.0;22;273
Saint-Alban;22273;Hydroélectricité;Electricité;0.0;0.0;22;273
Saint-Alban;22273;PAC (aérothermie et géothermie);Chaleur;1723.0;2407.0;22;273
Saint-Alban;22273;Solaire PV;Electricité;79.0;84.0;22;273
Saint-Alban;22273;Solaire thermique;Chaleur;34.0;50.0;22;273
Saint-André-des-Eaux;22274;Bois énergie domestique;Chaleur;666.0;859.0;22;274
Saint-André-des-Eaux;22274;Hydroélectricité;Electricité;0.0;0.0;22;274
Saint-André-des-Eaux;22274;Méthanisation;Chaleur;286.0;70.0;22;274
Saint-André-des-Eaux;22274;Méthanisation;Electricité;180.0;44.0;22;274
Saint-André-des-Eaux;22274;PAC (aérothermie et géothermie);Chaleur;249.0;348.0;22;274
Saint-André-des-Eaux;22274;Solaire thermique;Chaleur;5.0;10.0;22;274
Saint-Barnabé;22275;Bois énergie domestique;Chaleur;2443.0;3151.0;22;275
Saint-Barnabé;22275;Éolien terrestre;Electricité;27031.0;14000.0;22;275
