LIBGEO;CODGEO;filiere;energie_type;production_mwh;puissances_kw;Code département;Code de la commune
Plonéis;29173;Solaire PV;Electricité;206.0;200.0;29;173
Plonéis;29173;Solaire thermique;Chaleur;28.0;40.0;29;173
Plonéour-Lanvern;29174;Bois énergie domestique;Chaleur;10394.0;13411.0;29;174
Plonéour-Lanvern;29174;Éolien terrestre;Electricité;3858.0;2300.0;29;174
Plonéour-Lanvern;29174;Hydroélectricité;Electricité;0.0;0.0;29;174
Plonéour-Lanvern;29174;PAC (aérothermie et géothermie);Chaleur;4463.0;6235.0;29;174
Plonéour-Lanvern;29174;Solaire PV;Electricité;1584.0;1547.0;29;174
Plonéour-Lanvern;29174;Solaire thermique;Chaleur;87.0;120.0;29;174
Plonévez-du-Faou;29175;Bois énergie chaufferies;Chaleur;200.0;150.0;29;175
Plonévez-du-Faou;29175;Bois énergie domestique;Chaleur;4696.0;6059.0;29;175
Plonévez-du-Faou;29175;Hydroélectricité;Electricité;0.0;0.0;29;175
Plonévez-du-Faou;29175;PAC (aérothermie et géothermie);Chaleur;2087.0;2916.0;29;175
Plonévez-du-Faou;29175;Solaire PV;Electricité;132.0;323.0;29;175
Plonévez-du-Faou;29175;Solaire thermique;Chaleur;41.0;60.0;29;175
Plonévez-Porzay;29176;Bois énergie domestique;Chaleur;3352.0;4325.0;29;176
Plonévez-Porzay;29176;Hydroélectricité;Electricité;0.0;0.0;29;176
Plonévez-Porzay;29176;Méthanisation;Chaleur;631.0;82.0;29;176
Plonévez-Porzay;29176;Méthanisation;Electricité;500.0;65.0;29;176
Plonévez-Porzay;29176;PAC (aérothermie et géothermie);Chaleur;1642.0;2293.0;29;176
Plonévez-Porzay;29176;Solaire PV;Electricité;219.0;185.0;29;176
Plonévez-Porzay;29176;Solaire thermique;Chaleur;32.0;40.0;29;176
Plouarzel;29177;Bois énergie domestique;Chaleur;6477.0;8357.0;29;177
Plouarzel;29177;Éolien terrestre;Electricité;7607.0;6700.0;29;177
Plouarzel;29177;Hydroélectricité;Electricité;0.0;0.0;29;177
Plouarzel;29177;Méthanisation;Chaleur;0.0;0.0;29;177
Plouarzel;29177;PAC (aérothermie et géothermie);Chaleur;2878.0;4020.0;29;177
Plouarzel;29177;Solaire PV;Electricité;253.0;271.0;29;177
Plouarzel;29177;Solaire thermique;Chaleur;56.0;80.0;29;177
Ploudalmézeau;29178;Bois énergie domestique;Chaleur;10634.0;13720.0;29;178
Ploudalmézeau;29178;Éolien terrestre;Electricité;17385.0;7800.0;29;178
Ploudalmézeau;29178;Hydroélectricité;Electricité;0.0;0.0;29;178
Ploudalmézeau;29178;Méthanisation;Chaleur;280.0;40.0;29;178
Ploudalmézeau;29178;PAC (aérothermie et géothermie);Chaleur;4825.0;6740.0;29;178
Ploudalmézeau;29178;Solaire PV;Electricité;427.0;457.0;29;178
Ploudalmézeau;29178;Solaire thermique;Chaleur;94.0;130.0;29;178
Ploudaniel;29179;Bois énergie chaufferies;Chaleur;7353.0;2100.0;29;179
Ploudaniel;29179;Bois énergie domestique;Chaleur;5828.0;7520.0;29;179
Ploudaniel;29179;Fossile;Chaleur;4372.0;1124.0;29;179
Ploudaniel;29179;Fossile;Electricité;3886.0;999.0;29;179
Ploudaniel;29179;Hydroélectricité;Electricité;0.0;0.0;29;179
Ploudaniel;29179;Méthanisation;Biométhane;6987.3;1224.0;29;179
Ploudaniel;29179;PAC (aérothermie et géothermie);Chaleur;2354.0;3288.0;29;179
Ploudaniel;29179;Solaire PV;Electricité;519.0;964.0;29;179
Ploudaniel;29179;Solaire thermique;Chaleur;46.0;60.0;29;179
Ploudiry;29180;Bois énergie domestique;Chaleur;1715.0;2213.0;29;180
Ploudiry;29180;Hydroélectricité;Electricité;0.0;0.0;29;180
Ploudiry;29180;Méthanisation;Chaleur;0.0;0.0;29;180
Ploudiry;29180;PAC (aérothermie et géothermie);Chaleur;632.0;883.0;29;180
Ploudiry;29180;Solaire PV;Electricité;205.0;262.0;29;180
Ploudiry;29180;Solaire thermique;Chaleur;12.0;20.0;29;180
Plouédern;29181;Bois énergie domestique;Chaleur;4648.0;5997.0;29;181
Plouédern;29181;Fossile;Chaleur;7073.0;1735.0;29;181
Plouédern;29181;Fossile;Electricité;6287.0;1542.0;29;181
Plouédern;29181;Hydroélectricité;Electricité;0.0;0.0;29;181
Plouédern;29181;Méthanisation;Chaleur;0.0;0.0;29;181
Plouédern;29181;Méthanisation;Electricité;0.0;0.0;29;181
Plouédern;29181;PAC (aérothermie et géothermie);Chaleur;1847.0;2580.0;29;181
Plouédern;29181;Solaire PV;Electricité;425.0;620.0;29;181
Plouédern;29181;Solaire thermique;Chaleur;36.0;50.0;29;181
Plouégat-Guérand;29182;Bois énergie chaufferies;Chaleur;8644.0;2500.0;29;182
Plouégat-Guérand;29182;Bois énergie domestique;Chaleur;1832.0;2363.0;29;182
Plouégat-Guérand;29182;Hydroélectricité;Electricité;0.0;0.0;29;182
Plouégat-Guérand;29182;Méthanisation;Chaleur;1512.0;190.0;29;182
Plouégat-Guérand;29182;Méthanisation;Electricité;1249.0;157.0;29;182
Plouégat-Guérand;29182;PAC (aérothermie et géothermie);Chaleur;839.0;1173.0;29;182
Plouégat-Guérand;29182;Solaire PV;Electricité;503.0;468.0;29;182
Plouégat-Guérand;29182;Solaire thermique;Chaleur;16.0;20.0;29;182
Plouégat-Moysan;29183;Bois énergie domestique;Chaleur;1268.0;1636.0;29;183
Plouégat-Moysan;29183;Éolien terrestre;Electricité;0.0;0.0;29;183
Plouégat-Moysan;29183;Hydroélectricité;Electricité;0.0;0.0;29;183
Plouégat-Moysan;29183;PAC (aérothermie et géothermie);Chaleur;551.0;770.0;29;183
Plouégat-Moysan;29183;Solaire PV;Electricité;109.0;100.0;29;183
Plouégat-Moysan;29183;Solaire thermique;Chaleur;11.0;10.0;29;183
Plouénan;29184;Bois énergie chaufferies;Chaleur;6483.0;1800.0;29;184
Plouénan;29184;Bois énergie domestique;Chaleur;5147.0;6641.0;29;184
Plouénan;29184;Fossile;Chaleur;24329.0;7264.0;29;184
Plouénan;29184;Fossile;Electricité;21626.0;6457.0;29;184
Plouénan;29184;Hydroélectricité;Electricité;0.0;0.0;29;184
Plouénan;29184;PAC (aérothermie et géothermie);Chaleur;1951.0;2725.0;29;184
Plouénan;29184;Solaire PV;Electricité;243.0;270.0;29;184
Plouénan;29184;Solaire thermique;Chaleur;38.0;50.0;29;184
Plouescat;29185;Bois énergie chaufferies;Chaleur;11141.0;4500.0;29;185
Plouescat;29185;Bois énergie domestique;Chaleur;7335.0;9463.0;29;185
Plouescat;29185;Fossile;Chaleur;30363.0;7920.0;29;185
Plouescat;29185;Fossile;Electricité;26989.0;7040.0;29;185
Plouescat;29185;Hydroélectricité;Electricité;0.0;0.0;29;185
Plouescat;29185;PAC (aérothermie et géothermie);Chaleur;3462.0;4836.0;29;185
Plouescat;29185;Solaire PV;Electricité;784.0;755.0;29;185
Plouescat;29185;Solaire thermique;Chaleur;67.0;90.0;29;185
Plouezoc'h;29186;Bois énergie domestique;Chaleur;3164.0;4083.0;29;186
Plouezoc'h;29186;Hydroélectricité;Electricité;0.0;0.0;29;186
Plouezoc'h;29186;PAC (aérothermie et géothermie);Chaleur;1452.0;2028.0;29;186
Plouezoc'h;29186;Solaire PV;Electricité;300.0;278.0;29;186
Plouezoc'h;29186;Solaire thermique;Chaleur;28.0;40.0;29;186
Plougar;29187;Bois énergie domestique;Chaleur;1494.0;1927.0;29;187
Plougar;29187;Hydroélectricité;Electricité;0.0;0.0;29;187
Plougar;29187;Méthanisation;Chaleur;5503.0;679.0;29;187
Plougar;29187;Méthanisation;Electricité;6256.0;772.0;29;187
Plougar;29187;PAC (aérothermie et géothermie);Chaleur;540.0;754.0;29;187
Plougar;29187;Solaire PV;Electricité;156.0;195.0;29;187
Plougar;29187;Solaire thermique;Chaleur;11.0;10.0;29;187
Plougasnou;29188;Bois énergie domestique;Chaleur;6381.0;8233.0;29;188
Plougasnou;29188;Hydroélectricité;Electricité;0.0;0.0;29;188
Plougasnou;29188;PAC (aérothermie et géothermie);Chaleur;4029.0;5628.0;29;188
Plougasnou;29188;Solaire PV;Electricité;636.0;571.0;29;188
Plougasnou;29188;Solaire thermique;Chaleur;78.0;110.0;29;188
Plougastel-Daoulas;29189;Bois énergie chaufferies;Chaleur;81361.0;26350.0;29;189
Plougastel-Daoulas;29189;Bois énergie domestique;Chaleur;16523.0;21318.0;29;189
Plougastel-Daoulas;29189;Fossile;Chaleur;80275.0;27184.0;29;189
Plougastel-Daoulas;29189;Fossile;Electricité;77160.0;26191.0;29;189
Plougastel-Daoulas;29189;Hydroélectricité;Electricité;0.0;0.0;29;189
Plougastel-Daoulas;29189;PAC (aérothermie et géothermie);Chaleur;8305.0;11603.0;29;189
Plougastel-Daoulas;29189;Solaire PV;Electricité;452.0;478.0;29;189
Plougastel-Daoulas;29189;Solaire thermique;Chaleur;162.0;230.0;29;189
Plougonvelin;29190;Bois énergie domestique;Chaleur;6427.0;8292.0;29;190
Plougonvelin;29190;Fossile;Chaleur;4614.0;1305.0;29;190
Plougonvelin;29190;Fossile;Electricité;4102.0;1160.0;29;190
Plougonvelin;29190;Hydroélectricité;Electricité;0.0;0.0;29;190
Plougonvelin;29190;PAC (aérothermie et géothermie);Chaleur;3445.0;4812.0;29;190
Plougonvelin;29190;Solaire PV;Electricité;50.0;111.0;29;190
Plougonvelin;29190;Solaire thermique;Chaleur;67.0;90.0;29;190
Plougonven;29191;Bois énergie chaufferies;Chaleur;237.0;220.0;29;191
Plougonven;29191;Bois énergie domestique;Chaleur;5964.0;7695.0;29;191
Plougonven;29191;Hydroélectricité;Electricité;0.0;0.0;29;191
Plougonven;29191;PAC (aérothermie et géothermie);Chaleur;2538.0;3545.0;29;191
Plougonven;29191;Solaire PV;Electricité;501.0;529.0;29;191
Plougonven;29191;Solaire thermique;Chaleur;49.0;70.0;29;191
Plougoulm;29192;Bois énergie chaufferies;Chaleur;145.0;200.0;29;192
Plougoulm;29192;Bois énergie domestique;Chaleur;3512.0;4531.0;29;192
Plougoulm;29192;Fossile;Chaleur;9384.0;2188.0;29;192
Plougoulm;29192;Fossile;Electricité;8341.0;1945.0;29;192
Plougoulm;29192;Hydroélectricité;Electricité;0.0;0.0;29;192
Plougoulm;29192;PAC (aérothermie et géothermie);Chaleur;1442.0;2014.0;29;192
Plougoulm;29192;Solaire PV;Electricité;442.0;481.0;29;192
Plougoulm;29192;Solaire thermique;Chaleur;28.0;40.0;29;192
Plougourvest;29193;Bois énergie chaufferies;Chaleur;421.0;220.0;29;193
Plougourvest;29193;Bois énergie domestique;Chaleur;2358.0;3042.0;29;193
Plougourvest;29193;Hydroélectricité;Electricité;0.0;0.0;29;193
Plougourvest;29193;PAC (aérothermie et géothermie);Chaleur;840.0;1173.0;29;193
Plougourvest;29193;Solaire PV;Electricité;900.0;768.0;29;193
Plougourvest;29193;Solaire thermique;Chaleur;16.0;20.0;29;193
Plouguerneau;29195;Bois énergie chaufferies;Chaleur;82.0;30.0;29;195
Plouguerneau;29195;Bois énergie domestique;Chaleur;12208.0;15751.0;29;195
Plouguerneau;29195;Fossile;Chaleur;9525.0;2278.0;29;195
Plouguerneau;29195;Fossile;Electricité;8467.0;2025.0;29;195
Plouguerneau;29195;Hydroélectricité;Electricité;0.0;0.0;29;195
Plouguerneau;29195;PAC (aérothermie et géothermie);Chaleur;6168.0;8617.0;29;195
Plouguerneau;29195;Solaire PV;Electricité;95.0;210.0;29;195
Plouguerneau;29195;Solaire thermique;Chaleur;120.0;170.0;29;195
Plouguin;29196;Bois énergie domestique;Chaleur;3501.0;4517.0;29;196
Plouguin;29196;Éolien terrestre;Electricité;31030.0;22000.0;29;196
Plouguin;29196;Hydroélectricité;Electricité;0.0;0.0;29;196
Plouguin;29196;Méthanisation;Chaleur;0.0;0.0;29;196
Plouguin;29196;PAC (aérothermie et géothermie);Chaleur;1420.0;1984.0;29;196
Plouguin;29196;Solaire PV;Electricité;302.0;418.0;29;196
Plouguin;29196;Solaire thermique;Chaleur;28.0;40.0;29;196
Plouhinec;29197;Bois énergie domestique;Chaleur;9655.0;12457.0;29;197
Plouhinec;29197;Hydroélectricité;Electricité;0.0;0.0;29;197
Plouhinec;29197;PAC (aérothermie et géothermie);Chaleur;4653.0;6501.0;29;197
Plouhinec;29197;Solaire PV;Electricité;423.0;391.0;29;197
Plouhinec;29197;Solaire thermique;Chaleur;91.0;130.0;29;197
Plouider;29198;Bois énergie chaufferies;Chaleur;57.0;30.0;29;198
Plouider;29198;Bois énergie domestique;Chaleur;3559.0;4592.0;29;198
Plouider;29198;Hydroélectricité;Electricité;0.0;0.0;29;198
Plouider;29198;PAC (aérothermie et géothermie);Chaleur;1393.0;1946.0;29;198
Plouider;29198;Solaire PV;Electricité;775.0;680.0;29;198
Plouider;29198;Solaire thermique;Chaleur;27.0;40.0;29;198
Plouigneau;29199;Bois énergie chaufferies;Chaleur;2161.0;1000.0;29;199
Plouigneau;29199;Bois énergie domestique;Chaleur;8601.0;11097.0;29;199
Plouigneau;29199;Éolien terrestre;Electricité;19436.0;10000.0;29;199
Plouigneau;29199;Hydroélectricité;Electricité;0.0;0.0;29;199
Plouigneau;29199;PAC (aérothermie et géothermie);Chaleur;3634.0;5076.0;29;199
Plouigneau;29199;Solaire PV;Electricité;248.0;257.0;29;199
Plouigneau;29199;Solaire thermique;Chaleur;71.0;100.0;29;199
Ploumoguer;29201;Bois énergie chaufferies;Chaleur;474.0;600.0;29;201
Ploumoguer;29201;Bois énergie domestique;Chaleur;3394.0;4379.0;29;201
Ploumoguer;29201;Éolien terrestre;Electricité;0.0;6300.0;29;201
Ploumoguer;29201;Hydroélectricité;Electricité;0.0;0.0;29;201
Ploumoguer;29201;Méthanisation;Biométhane;2830.5;1020.0;29;201
Ploumoguer;29201;PAC (aérothermie et géothermie);Chaleur;1461.0;2041.0;29;201
Ploumoguer;29201;Solaire PV;Electricité;145.0;147.0;29;201
Ploumoguer;29201;Solaire thermique;Chaleur;28.0;40.0;29;201
Plounéour-Ménez;29202;Bois énergie domestique;Chaleur;2309.0;2979.0;29;202
Plounéour-Ménez;29202;Hydroélectricité;Electricité;0.0;0.0;29;202
Plounéour-Ménez;29202;PAC (aérothermie et géothermie);Chaleur;1146.0;1601.0;29;202
Plounéour-Ménez;29202;Solaire PV;Electricité;280.0;273.0;29;202
Plounéour-Ménez;29202;Solaire thermique;Chaleur;22.0;30.0;29;202
Plounéventer;29204;Bois énergie domestique;Chaleur;3572.0;4609.0;29;204
Plounéventer;29204;Hydroélectricité;Electricité;0.0;0.0;29;204
Plounéventer;29204;Méthanisation;Chaleur;1956.0;500.0;29;204
Plounéventer;29204;Méthanisation;Electricité;1901.0;486.0;29;204
Plounéventer;29204;PAC (aérothermie et géothermie);Chaleur;1264.0;1766.0;29;204
Plounéventer;29204;Solaire PV;Electricité;397.0;392.0;29;204
Plounéventer;29204;Solaire thermique;Chaleur;25.0;30.0;29;204
Plounévézel;29205;Bois énergie domestique;Chaleur;2268.0;2927.0;29;205
Plounévézel;29205;Hydroélectricité;Electricité;0.0;0.0;29;205
Plounévézel;29205;PAC (aérothermie et géothermie);Chaleur;839.0;1171.0;29;205
Plounévézel;29205;Solaire PV;Electricité;23.0;75.0;29;205
Plounévézel;29205;Solaire thermique;Chaleur;16.0;20.0;29;205
Plounévez-Lochrist;29206;Bois énergie domestique;Chaleur;4830.0;6232.0;29;206
Plounévez-Lochrist;29206;Hydroélectricité;Electricité;0.0;0.0;29;206
Plounévez-Lochrist;29206;Méthanisation;Chaleur;1023.0;133.0;29;206
Plounévez-Lochrist;29206;Méthanisation;Electricité;762.0;99.0;29;206
Plounévez-Lochrist;29206;PAC (aérothermie et géothermie);Chaleur;2088.0;2916.0;29;206
Plounévez-Lochrist;29206;Solaire PV;Electricité;1172.0;1130.0;29;206
Plounévez-Lochrist;29206;Solaire thermique;Chaleur;41.0;60.0;29;206
Plourin-lès-Morlaix;29207;Bois énergie domestique;Chaleur;7419.0;9572.0;29;207
Plourin-lès-Morlaix;29207;Hydroélectricité;Electricité;0.0;0.0;29;207
Plourin-lès-Morlaix;29207;Méthanisation;Biométhane;13980.0;2398.0;29;207
Plourin-lès-Morlaix;29207;Méthanisation;Chaleur;1911.0;265.0;29;207
Plourin-lès-Morlaix;29207;Méthanisation;Electricité;2004.0;278.0;29;207
Plourin-lès-Morlaix;29207;PAC (aérothermie et géothermie);Chaleur;3015.0;4212.0;29;207
Plourin-lès-Morlaix;29207;Solaire PV;Electricité;186.0;176.0;29;207
Plourin-lès-Morlaix;29207;Solaire thermique;Chaleur;59.0;80.0;29;207
Plourin;29208;Bois énergie domestique;Chaleur;1929.0;2489.0;29;208
Plourin;29208;Éolien terrestre;Electricité;9046.0;4700.0;29;208
Plourin;29208;Hydroélectricité;Electricité;0.0;0.0;29;208
Plourin;29208;Méthanisation;Chaleur;6377.0;955.0;29;208
Plourin;29208;Méthanisation;Electricité;5709.0;855.0;29;208
Plourin;29208;PAC (aérothermie et géothermie);Chaleur;828.0;1157.0;29;208
Plourin;29208;Solaire PV;Electricité;1655.0;2284.0;29;208
Plourin;29208;Solaire thermique;Chaleur;16.0;20.0;29;208
Plouvien;29209;Bois énergie chaufferies;Chaleur;25184.0;9600.0;29;209
Plouvien;29209;Bois énergie domestique;Chaleur;5859.0;7560.0;29;209
Plouvien;29209;Éolien terrestre;Electricité;16459.0;10400.0;29;209
Plouvien;29209;Hydroélectricité;Electricité;43.0;33.0;29;209
Plouvien;29209;PAC (aérothermie et géothermie);Chaleur;2346.0;3277.0;29;209
Plouvien;29209;Solaire PV;Electricité;575.0;514.0;29;209
Plouvien;29209;Solaire thermique;Chaleur;46.0;60.0;29;209
Plouvorn;29210;Bois énergie domestique;Chaleur;5090.0;6567.0;29;210
Plouvorn;29210;Hydroélectricité;Electricité;0.0;0.0;29;210
Plouvorn;29210;Méthanisation;Chaleur;6613.0;1479.0;29;210
Plouvorn;29210;Méthanisation;Electricité;6475.0;1448.0;29;210
Plouvorn;29210;PAC (aérothermie et géothermie);Chaleur;1947.0;2720.0;29;210
Plouvorn;29210;Solaire PV;Electricité;371.0;467.0;29;210
Plouvorn;29210;Solaire thermique;Chaleur;38.0;50.0;29;210
Plouyé;29211;Bois énergie domestique;Chaleur;1676.0;2163.0;29;211
Plouyé;29211;Éolien terrestre;Electricité;19507.0;9200.0;29;211
Plouyé;29211;Hydroélectricité;Electricité;0.0;0.0;29;211
Plouyé;29211;Méthanisation;Chaleur;0.0;0.0;29;211
Plouyé;29211;PAC (aérothermie et géothermie);Chaleur;816.0;1140.0;29;211
Plouyé;29211;Solaire PV;Electricité;229.0;240.0;29;211
Plouyé;29211;Solaire thermique;Chaleur;16.0;20.0;29;211
Plouzané;29212;Bois énergie domestique;Chaleur;14794.0;19087.0;29;212
Plouzané;29212;Hydroélectricité;Electricité;0.0;0.0;29;212
Plouzané;29212;PAC (aérothermie et géothermie);Chaleur;6978.0;9748.0;29;212
Plouzané;29212;Solaire PV;Electricité;263.0;310.0;29;212
Plouzané;29212;Solaire thermique;Chaleur;136.0;190.0;29;212
Plouzévédé;29213;Bois énergie domestique;Chaleur;3283.0;4236.0;29;213
Plouzévédé;29213;Hydroélectricité;Electricité;0.0;0.0;29;213
Plouzévédé;29213;PAC (aérothermie et géothermie);Chaleur;1277.0;1784.0;29;213
Plouzévédé;29213;Solaire PV;Electricité;1686.0;1605.0;29;213
Plouzévédé;29213;Solaire thermique;Chaleur;25.0;30.0;29;213
Plovan;29214;Bois énergie domestique;Chaleur;1498.0;1933.0;29;214
Plovan;29214;Hydroélectricité;Electricité;0.0;0.0;29;214
Plovan;29214;PAC (aérothermie et géothermie);Chaleur;881.0;1231.0;29;214
Plovan;29214;Solaire PV;Electricité;100.0;97.0;29;214
Plovan;29214;Solaire thermique;Chaleur;17.0;20.0;29;214
Plozévet;29215;Bois énergie chaufferies;Chaleur;16.0;15.0;29;215
Plozévet;29215;Bois énergie domestique;Chaleur;6347.0;8189.0;29;215
Plozévet;29215;Éolien terrestre;Electricité;5471.0;6000.0;29;215
Plozévet;29215;Hydroélectricité;Electricité;0.0;0.0;29;215
Plozévet;29215;PAC (aérothermie et géothermie);Chaleur;3491.0;4877.0;29;215
Plozévet;29215;Solaire PV;Electricité;350.0;337.0;29;215
Plozévet;29215;Solaire thermique;Chaleur;68.0;90.0;29;215
Pluguffan;29216;Bois énergie domestique;Chaleur;6468.0;8346.0;29;216
Pluguffan;29216;Hydroélectricité;Electricité;0.0;0.0;29;216
Pluguffan;29216;PAC (aérothermie et géothermie);Chaleur;2575.0;3597.0;29;216
Pluguffan;29216;Solaire PV;Electricité;98.0;132.0;29;216
Pluguffan;29216;Solaire thermique;Chaleur;50.0;70.0;29;216
Pont-Aven;29217;Bois énergie domestique;Chaleur;5838.0;7532.0;29;217
Pont-Aven;29217;Hydroélectricité;Electricité;0.0;0.0;29;217
Pont-Aven;29217;PAC (aérothermie et géothermie);Chaleur;2549.0;3561.0;29;217
Pont-Aven;29217;Solaire PV;Electricité;142.0;256.0;29;217
Pont-Aven;29217;Solaire thermique;Chaleur;50.0;70.0;29;217
Pont-Croix;29218;Bois énergie domestique;Chaleur;3152.0;4067.0;29;218
Pont-Croix;29218;Hydroélectricité;Electricité;0.0;0.0;29;218
Pont-Croix;29218;PAC (aérothermie et géothermie);Chaleur;1415.0;1977.0;29;218
Pont-Croix;29218;Solaire PV;Electricité;96.0;70.0;29;218
Pont-Croix;29218;Solaire thermique;Chaleur;28.0;40.0;29;218
Pont-l'Abbé;29220;Bois énergie domestique;Chaleur;9936.0;12820.0;29;220
Pont-l'Abbé;29220;Fossile;Chaleur;0.0;0.0;29;220
Pont-l'Abbé;29220;Fossile;Electricité;0.0;0.0;29;220
Pont-l'Abbé;29220;Hydroélectricité;Electricité;0.0;0.0;29;220
Pont-l'Abbé;29220;PAC (aérothermie et géothermie);Chaleur;5476.0;7650.0;29;220
Pont-l'Abbé;29220;Solaire PV;Electricité;183.0;203.0;29;220
Pont-l'Abbé;29220;Solaire thermique;Chaleur;107.0;150.0;29;220
Porspoder;29221;Bois énergie domestique;Chaleur;3757.0;4848.0;29;221
Porspoder;29221;Hydroélectricité;Electricité;0.0;0.0;29;221
Porspoder;29221;PAC (aérothermie et géothermie);Chaleur;2077.0;2901.0;29;221
Porspoder;29221;Solaire PV;Electricité;35.0;55.0;29;221
Porspoder;29221;Solaire thermique;Chaleur;40.0;60.0;29;221
Port-Launay;29222;Bois énergie domestique;Chaleur;696.0;898.0;29;222
Port-Launay;29222;Hydroélectricité;Electricité;0.0;0.0;29;222
Port-Launay;29222;PAC (aérothermie et géothermie);Chaleur;331.0;462.0;29;222
Port-Launay;29222;Solaire thermique;Chaleur;6.0;10.0;29;222
Pouldergat;29224;Bois énergie domestique;Chaleur;2059.0;2656.0;29;224
Pouldergat;29224;Éolien terrestre;Electricité;10138.0;6900.0;29;224
Pouldergat;29224;Hydroélectricité;Electricité;0.0;0.0;29;224
Pouldergat;29224;PAC (aérothermie et géothermie);Chaleur;855.0;1195.0;29;224
Pouldergat;29224;Solaire PV;Electricité;0.0;100.0;29;224
Pouldergat;29224;Solaire thermique;Chaleur;17.0;20.0;29;224
Pouldreuzic;29225;Bois énergie domestique;Chaleur;3940.0;5083.0;29;225
Pouldreuzic;29225;Hydroélectricité;Electricité;0.0;0.0;29;225
Pouldreuzic;29225;Méthanisation;Chaleur;0.0;0.0;29;225
Pouldreuzic;29225;PAC (aérothermie et géothermie);Chaleur;1886.0;2635.0;29;225
Pouldreuzic;29225;Solaire PV;Electricité;65.0;64.0;29;225
Pouldreuzic;29225;Solaire thermique;Chaleur;37.0;50.0;29;225
Poullan-sur-Mer;29226;Bois énergie domestique;Chaleur;3039.0;3921.0;29;226
Poullan-sur-Mer;29226;Hydroélectricité;Electricité;0.0;0.0;29;226
Poullan-sur-Mer;29226;PAC (aérothermie et géothermie);Chaleur;1169.0;1633.0;29;226
Poullan-sur-Mer;29226;Solaire PV;Electricité;308.0;277.0;29;226
Poullan-sur-Mer;29226;Solaire thermique;Chaleur;23.0;30.0;29;226
Poullaouen;29227;Bois énergie chaufferies;Chaleur;107.0;85.0;29;227
Poullaouen;29227;Bois énergie domestique;Chaleur;3663.0;4727.0;29;227
Poullaouen;29227;Hydroélectricité;Electricité;0.0;0.0;29;227
Poullaouen;29227;PAC (aérothermie et géothermie);Chaleur;1744.0;2437.0;29;227
Poullaouen;29227;Solaire PV;Electricité;80.0;96.0;29;227
Poullaouen;29227;Solaire thermique;Chaleur;34.0;50.0;29;227
Primelin;29228;Bois énergie domestique;Chaleur;1895.0;2446.0;29;228
Primelin;29228;Hydroélectricité;Electricité;0.0;0.0;29;228
Primelin;29228;PAC (aérothermie et géothermie);Chaleur;1028.0;1437.0;29;228
Primelin;29228;Solaire thermique;Chaleur;20.0;30.0;29;228
Quéménéven;29229;Bois énergie domestique;Chaleur;2029.0;2618.0;29;229
Quéménéven;29229;Hydroélectricité;Electricité;0.0;0.0;29;229
Quéménéven;29229;PAC (aérothermie et géothermie);Chaleur;922.0;1287.0;29;229
Quéménéven;29229;Solaire PV;Electricité;261.0;225.0;29;229
Quéménéven;29229;Solaire thermique;Chaleur;18.0;30.0;29;229
Querrien;29230;Bois énergie domestique;Chaleur;3538.0;4565.0;29;230
Querrien;29230;Hydroélectricité;Electricité;0.0;0.0;29;230
Querrien;29230;Méthanisation;Chaleur;113.0;22.0;29;230
Querrien;29230;Méthanisation;Electricité;113.0;22.0;29;230
Querrien;29230;PAC (aérothermie et géothermie);Chaleur;1482.0;2071.0;29;230
Querrien;29230;Solaire PV;Electricité;287.0;296.0;29;230
Querrien;29230;Solaire thermique;Chaleur;29.0;40.0;29;230
Quimper;29232;Bois énergie chaufferies;Chaleur;203.0;250.0;29;232
Quimper;29232;Bois énergie domestique;Chaleur;51590.0;66563.0;29;232
Quimper;29232;Fossile;Chaleur;0.0;0.0;29;232
Quimper;29232;Fossile;Electricité;0.0;0.0;29;232
Quimper;29232;Hydroélectricité;Electricité;0.0;0.0;29;232
Quimper;29232;Méthanisation;Biométhane;23922.8;3928.0;29;232
Quimper;29232;Méthanisation;Chaleur;5305.0;757.0;29;232
Quimper;29232;PAC (aérothermie et géothermie);Chaleur;26450.0;36950.0;29;232
Quimper;29232;Solaire PV;Electricité;1308.0;3821.0;29;232
Quimper;29232;Solaire thermique;Chaleur;514.0;720.0;29;232
Quimperlé;29233;Bois énergie chaufferies;Chaleur;1448.0;650.0;29;233
Quimperlé;29233;Bois énergie domestique;Chaleur;13097.0;16898.0;29;233
Quimperlé;29233;Fossile;Chaleur;23714.0;8933.0;29;233
Quimperlé;29233;Fossile;Electricité;21079.0;7940.0;29;233
Quimperlé;29233;Hydroélectricité;Electricité;0.0;0.0;29;233
Quimperlé;29233;PAC (aérothermie et géothermie);Chaleur;6580.0;9192.0;29;233
Quimperlé;29233;Solaire PV;Electricité;413.0;491.0;29;233
Quimperlé;29233;Solaire thermique;Chaleur;128.0;180.0;29;233
Rédené;29234;Bois énergie chaufferies;Chaleur;1257.0;640.0;29;234
Rédené;29234;Bois énergie domestique;Chaleur;4587.0;5918.0;29;234
Rédené;29234;Hydroélectricité;Electricité;0.0;0.0;29;234
Rédené;29234;Méthanisation;Chaleur;0.0;0.0;29;234
Rédené;29234;PAC (aérothermie et géothermie);Chaleur;1820.0;2542.0;29;234
Rédené;29234;Solaire PV;Electricité;41.0;116.0;29;234
Rédené;29234;Solaire thermique;Chaleur;35.0;50.0;29;234
Le Relecq-Kerhuon;29235;Bois énergie domestique;Chaleur;12682.0;16363.0;29;235
