CODGEO;LIBGEO;Code département;annee;type;code_de_la_commune;code_com;geo_point;energie_type;filiere;puissances_kw;production_mwh;nom_com;code_dep
22223;Plouisy;22;2022;production energetique;223;22223;48.58399154200864, -3.191244686218797;Electricité;Hydroélectricité;0.0;0.0;Plouisy;22
22223;Plouisy;22;2022;production energetique;223;22223;48.58399154200864, -3.191244686218797;Electricité;Éolien terrestre;6800.0;9623.0;Plouisy;22
22223;Plouisy;22;2022;production energetique;223;22223;48.58399154200864, -3.191244686218797;Chaleur;Bois énergie domestique;4947.0;3834.0;Plouisy;22
22224;Ploulec'h;22;2022;production energetique;224;22224;48.718037956613536, -3.500172435990223;Chaleur;Solaire thermique;30.0;25.0;Ploulec'h;22
22224;Ploulec'h;22;2022;production energetique;224;22224;48.718037956613536, -3.500172435990223;Electricité;Solaire PV;28.0;22.0;Ploulec'h;22
22224;Ploulec'h;22;2022;production energetique;224;22224;48.718037956613536, -3.500172435990223;Chaleur;PAC (aérothermie et géothermie);1785.0;1278.0;Ploulec'h;22
22224;Ploulec'h;22;2022;production energetique;224;22224;48.718037956613536, -3.500172435990223;Electricité;Hydroélectricité;0.0;0.0;Ploulec'h;22
22224;Ploulec'h;22;2022;production energetique;224;22224;48.718037956613536, -3.500172435990223;Chaleur;Bois énergie domestique;3750.0;2906.0;Ploulec'h;22
22225;Ploumagoar;22;2022;production energetique;225;22225;48.530550245147154, -3.1094049735917677;Chaleur;Solaire thermique;100.0;70.0;Ploumagoar;22
22225;Ploumagoar;22;2022;production energetique;225;22225;48.530550245147154, -3.1094049735917677;Electricité;Solaire PV;193.0;187.0;Ploumagoar;22
22225;Ploumagoar;22;2022;production energetique;225;22225;48.530550245147154, -3.1094049735917677;Chaleur;PAC (aérothermie et géothermie);4992.0;3573.0;Ploumagoar;22
22225;Ploumagoar;22;2022;production energetique;225;22225;48.530550245147154, -3.1094049735917677;Electricité;Hydroélectricité;30.0;39.0;Ploumagoar;22
22225;Ploumagoar;22;2022;production energetique;225;22225;48.530550245147154, -3.1094049735917677;Electricité;Éolien terrestre;6000.0;14517.0;Ploumagoar;22
22225;Ploumagoar;22;2022;production energetique;225;22225;48.530550245147154, -3.1094049735917677;Chaleur;Bois énergie domestique;9079.0;7036.0;Ploumagoar;22
22225;Ploumagoar;22;2022;production energetique;225;22225;48.530550245147154, -3.1094049735917677;Chaleur;Bois énergie chaufferies;200.0;395.0;Ploumagoar;22
22226;Ploumilliau;22;2022;production energetique;226;22226;48.68379026242281, -3.513468350501465;Chaleur;Solaire thermique;60.0;41.0;Ploumilliau;22
22226;Ploumilliau;22;2022;production energetique;226;22226;48.68379026242281, -3.513468350501465;Electricité;Solaire PV;56.0;37.0;Ploumilliau;22
22226;Ploumilliau;22;2022;production energetique;226;22226;48.68379026242281, -3.513468350501465;Chaleur;PAC (aérothermie et géothermie);2976.0;2130.0;Ploumilliau;22
22226;Ploumilliau;22;2022;production energetique;226;22226;48.68379026242281, -3.513468350501465;Electricité;Hydroélectricité;0.0;0.0;Ploumilliau;22
22226;Ploumilliau;22;2022;production energetique;226;22226;48.68379026242281, -3.513468350501465;Chaleur;Bois énergie domestique;5916.0;4585.0;Ploumilliau;22
22226;Ploumilliau;22;2022;production energetique;226;22226;48.68379026242281, -3.513468350501465;Chaleur;Bois énergie chaufferies;448.0;793.0;Ploumilliau;22
22227;Plounérin;22;2022;production energetique;227;22227;48.56649543690494, -3.548705082358268;Chaleur;Solaire thermique;20.0;13.0;Plounérin;22
22227;Plounérin;22;2022;production energetique;227;22227;48.56649543690494, -3.548705082358268;Electricité;Solaire PV;180.0;187.0;Plounérin;22
22227;Plounérin;22;2022;production energetique;227;22227;48.56649543690494, -3.548705082358268;Chaleur;PAC (aérothermie et géothermie);912.0;653.0;Plounérin;22
22227;Plounérin;22;2022;production energetique;227;22227;48.56649543690494, -3.548705082358268;Electricité;Hydroélectricité;0.0;0.0;Plounérin;22
22227;Plounérin;22;2022;production energetique;227;22227;48.56649543690494, -3.548705082358268;Electricité;Fossile;2800.0;5.0;Plounérin;22
22227;Plounérin;22;2022;production energetique;227;22227;48.56649543690494, -3.548705082358268;Chaleur;Fossile;0.0;0.0;Plounérin;22
22227;Plounérin;22;2022;production energetique;227;22227;48.56649543690494, -3.548705082358268;Chaleur;Bois énergie domestique;1858.0;1440.0;Plounérin;22
22228;Plounévez-Moëdec;22;2022;production energetique;228;22228;48.55114767248558, -3.445163187208987;Chaleur;Solaire thermique;40.0;26.0;Plounévez-Moëdec;22
22228;Plounévez-Moëdec;22;2022;production energetique;228;22228;48.55114767248558, -3.445163187208987;Electricité;Solaire PV;2306.0;3145.0;Plounévez-Moëdec;22
22228;Plounévez-Moëdec;22;2022;production energetique;228;22228;48.55114767248558, -3.445163187208987;Chaleur;PAC (aérothermie et géothermie);1887.0;1351.0;Plounévez-Moëdec;22
22228;Plounévez-Moëdec;22;2022;production energetique;228;22228;48.55114767248558, -3.445163187208987;Electricité;Hydroélectricité;0.0;0.0;Plounévez-Moëdec;22
22228;Plounévez-Moëdec;22;2022;production energetique;228;22228;48.55114767248558, -3.445163187208987;Chaleur;Bois énergie domestique;3947.0;3059.0;Plounévez-Moëdec;22
22228;Plounévez-Moëdec;22;2022;production energetique;228;22228;48.55114767248558, -3.445163187208987;Chaleur;Bois énergie chaufferies;650.0;602.0;Plounévez-Moëdec;22
22229;Plounévez-Quintin;22;2022;production energetique;229;22229;48.285371578031594, -3.24079164125249;Chaleur;Solaire thermique;30.0;19.0;Plounévez-Quintin;22
22229;Plounévez-Quintin;22;2022;production energetique;229;22229;48.285371578031594, -3.24079164125249;Electricité;Solaire PV;388.0;400.0;Plounévez-Quintin;22
22229;Plounévez-Quintin;22;2022;production energetique;229;22229;48.285371578031594, -3.24079164125249;Chaleur;PAC (aérothermie et géothermie);1393.0;997.0;Plounévez-Quintin;22
22229;Plounévez-Quintin;22;2022;production energetique;229;22229;48.285371578031594, -3.24079164125249;Electricité;Hydroélectricité;0.0;0.0;Plounévez-Quintin;22
22229;Plounévez-Quintin;22;2022;production energetique;229;22229;48.285371578031594, -3.24079164125249;Electricité;Éolien terrestre;4000.0;7401.0;Plounévez-Quintin;22
22229;Plounévez-Quintin;22;2022;production energetique;229;22229;48.285371578031594, -3.24079164125249;Chaleur;Bois énergie domestique;2933.0;2273.0;Plounévez-Quintin;22
22229;Plounévez-Quintin;22;2022;production energetique;229;22229;48.285371578031594, -3.24079164125249;Chaleur;Bois énergie chaufferies;50.0;64.0;Plounévez-Quintin;22
22231;Plourac'h;22;2022;production energetique;231;22231;48.41850510629578, -3.5517448855804483;Chaleur;Solaire thermique;10.0;9.0;Plourac'h;22
22231;Plourac'h;22;2022;production energetique;231;22231;48.41850510629578, -3.5517448855804483;Electricité;Solaire PV;48.0;49.0;Plourac'h;22
22231;Plourac'h;22;2022;production energetique;231;22231;48.41850510629578, -3.5517448855804483;Chaleur;PAC (aérothermie et géothermie);625.0;447.0;Plourac'h;22
22231;Plourac'h;22;2022;production energetique;231;22231;48.41850510629578, -3.5517448855804483;Electricité;Hydroélectricité;0.0;0.0;Plourac'h;22
22231;Plourac'h;22;2022;production energetique;231;22231;48.41850510629578, -3.5517448855804483;Chaleur;Bois énergie domestique;1129.0;875.0;Plourac'h;22
22232;Plourhan;22;2022;production energetique;232;22232;48.63109130934533, -2.8819978469492353;Chaleur;Solaire thermique;40.0;31.0;Plourhan;22
22232;Plourhan;22;2022;production energetique;232;22232;48.63109130934533, -2.8819978469492353;Electricité;Solaire PV;67.0;51.0;Plourhan;22
22232;Plourhan;22;2022;production energetique;232;22232;48.63109130934533, -2.8819978469492353;Chaleur;PAC (aérothermie et géothermie);2251.0;1612.0;Plourhan;22
22232;Plourhan;22;2022;production energetique;232;22232;48.63109130934533, -2.8819978469492353;Electricité;Hydroélectricité;0.0;0.0;Plourhan;22
22232;Plourhan;22;2022;production energetique;232;22232;48.63109130934533, -2.8819978469492353;Chaleur;Bois énergie domestique;4500.0;3488.0;Plourhan;22
22232;Plourhan;22;2022;production energetique;232;22232;48.63109130934533, -2.8819978469492353;Chaleur;Bois énergie chaufferies;150.0;258.0;Plourhan;22
22233;Plourivo;22;2022;production energetique;233;22233;48.741508792266956, -3.0916003685447224;Chaleur;Solaire thermique;50.0;36.0;Plourivo;22
22233;Plourivo;22;2022;production energetique;233;22233;48.741508792266956, -3.0916003685447224;Electricité;Solaire PV;320.0;340.0;Plourivo;22
22233;Plourivo;22;2022;production energetique;233;22233;48.741508792266956, -3.0916003685447224;Chaleur;PAC (aérothermie et géothermie);2606.0;1865.0;Plourivo;22
22233;Plourivo;22;2022;production energetique;233;22233;48.741508792266956, -3.0916003685447224;Electricité;Hydroélectricité;0.0;0.0;Plourivo;22
22233;Plourivo;22;2022;production energetique;233;22233;48.741508792266956, -3.0916003685447224;Electricité;Fossile;2000.0;11881.0;Plourivo;22
22233;Plourivo;22;2022;production energetique;233;22233;48.741508792266956, -3.0916003685447224;Chaleur;Fossile;2250.0;13366.0;Plourivo;22
22233;Plourivo;22;2022;production energetique;233;22233;48.741508792266956, -3.0916003685447224;Chaleur;Bois énergie domestique;5995.0;4646.0;Plourivo;22
22234;Plouvara;22;2022;production energetique;234;22234;48.49714890248999, -2.925240294524288;Chaleur;Solaire thermique;20.0;15.0;Plouvara;22
22234;Plouvara;22;2022;production energetique;234;22234;48.49714890248999, -2.925240294524288;Electricité;Solaire PV;43.0;27.0;Plouvara;22
22234;Plouvara;22;2022;production energetique;234;22234;48.49714890248999, -2.925240294524288;Chaleur;PAC (aérothermie et géothermie);1063.0;761.0;Plouvara;22
22234;Plouvara;22;2022;production energetique;234;22234;48.49714890248999, -2.925240294524288;Electricité;Hydroélectricité;0.0;0.0;Plouvara;22
22234;Plouvara;22;2022;production energetique;234;22234;48.49714890248999, -2.925240294524288;Chaleur;Bois énergie domestique;2362.0;1831.0;Plouvara;22
22235;Plouzélambre;22;2022;production energetique;235;22235;48.64796838664791, -3.536869429523705;Chaleur;Solaire thermique;10.0;4.0;Plouzélambre;22
22235;Plouzélambre;22;2022;production energetique;235;22235;48.64796838664791, -3.536869429523705;Chaleur;PAC (aérothermie et géothermie);317.0;227.0;Plouzélambre;22
22235;Plouzélambre;22;2022;production energetique;235;22235;48.64796838664791, -3.536869429523705;Electricité;Hydroélectricité;0.0;0.0;Plouzélambre;22
22235;Plouzélambre;22;2022;production energetique;235;22235;48.64796838664791, -3.536869429523705;Chaleur;Bois énergie domestique;575.0;446.0;Plouzélambre;22
22236;Pludual;22;2022;production energetique;236;22236;48.66623575223378, -2.986204337744563;Chaleur;Solaire thermique;20.0;12.0;Pludual;22
22236;Pludual;22;2022;production energetique;236;22236;48.66623575223378, -2.986204337744563;Electricité;Solaire PV;26.0;22.0;Pludual;22
22236;Pludual;22;2022;production energetique;236;22236;48.66623575223378, -2.986204337744563;Chaleur;PAC (aérothermie et géothermie);870.0;622.0;Pludual;22
22236;Pludual;22;2022;production energetique;236;22236;48.66623575223378, -2.986204337744563;Electricité;Hydroélectricité;0.0;0.0;Pludual;22
22236;Pludual;22;2022;production energetique;236;22236;48.66623575223378, -2.986204337744563;Chaleur;Bois énergie domestique;1894.0;1468.0;Pludual;22
22237;Pluduno;22;2022;production energetique;237;22237;48.52380485329088, -2.280573255090437;Chaleur;Solaire thermique;40.0;31.0;Pluduno;22
22237;Pluduno;22;2022;production energetique;237;22237;48.52380485329088, -2.280573255090437;Electricité;Solaire PV;172.0;159.0;Pluduno;22
22237;Pluduno;22;2022;production energetique;237;22237;48.52380485329088, -2.280573255090437;Chaleur;PAC (aérothermie et géothermie);2231.0;1597.0;Pluduno;22
22237;Pluduno;22;2022;production energetique;237;22237;48.52380485329088, -2.280573255090437;Electricité;Hydroélectricité;0.0;0.0;Pluduno;22
22237;Pluduno;22;2022;production energetique;237;22237;48.52380485329088, -2.280573255090437;Chaleur;Bois énergie domestique;5452.0;4225.0;Pluduno;22
22238;Plufur;22;2022;production energetique;238;22238;48.610934256721144, -3.5724334146423677;Chaleur;Solaire thermique;20.0;11.0;Plufur;22
22238;Plufur;22;2022;production energetique;238;22238;48.610934256721144, -3.5724334146423677;Electricité;Solaire PV;406.0;407.0;Plufur;22
22238;Plufur;22;2022;production energetique;238;22238;48.610934256721144, -3.5724334146423677;Chaleur;PAC (aérothermie et géothermie);788.0;564.0;Plufur;22
22238;Plufur;22;2022;production energetique;238;22238;48.610934256721144, -3.5724334146423677;Electricité;Hydroélectricité;0.0;0.0;Plufur;22
22238;Plufur;22;2022;production energetique;238;22238;48.610934256721144, -3.5724334146423677;Chaleur;Bois énergie domestique;1519.0;1177.0;Plufur;22
22239;Plumaudan;22;2022;production energetique;239;22239;48.35648212102285, -2.115087696133466;Chaleur;Solaire thermique;30.0;18.0;Plumaudan;22
22239;Plumaudan;22;2022;production energetique;239;22239;48.35648212102285, -2.115087696133466;Electricité;Solaire PV;819.0;589.0;Plumaudan;22
22239;Plumaudan;22;2022;production energetique;239;22239;48.35648212102285, -2.115087696133466;Chaleur;PAC (aérothermie et géothermie);1325.0;948.0;Plumaudan;22
22239;Plumaudan;22;2022;production energetique;239;22239;48.35648212102285, -2.115087696133466;Electricité;Méthanisation;670.0;4922.0;Plumaudan;22
22239;Plumaudan;22;2022;production energetique;239;22239;48.35648212102285, -2.115087696133466;Chaleur;Méthanisation;690.0;5065.0;Plumaudan;22
22239;Plumaudan;22;2022;production energetique;239;22239;48.35648212102285, -2.115087696133466;Electricité;Hydroélectricité;0.0;0.0;Plumaudan;22
22239;Plumaudan;22;2022;production energetique;239;22239;48.35648212102285, -2.115087696133466;Chaleur;Bois énergie domestique;3191.0;2473.0;Plumaudan;22
22240;Plumaugat;22;2022;production energetique;240;22240;48.24543099765484, -2.2308622835043583;Chaleur;Solaire thermique;30.0;19.0;Plumaugat;22
22240;Plumaugat;22;2022;production energetique;240;22240;48.24543099765484, -2.2308622835043583;Electricité;Solaire PV;62.0;51.0;Plumaugat;22
22240;Plumaugat;22;2022;production energetique;240;22240;48.24543099765484, -2.2308622835043583;Chaleur;PAC (aérothermie et géothermie);1367.0;979.0;Plumaugat;22
22240;Plumaugat;22;2022;production energetique;240;22240;48.24543099765484, -2.2308622835043583;Electricité;Hydroélectricité;0.0;0.0;Plumaugat;22
22240;Plumaugat;22;2022;production energetique;240;22240;48.24543099765484, -2.2308622835043583;Chaleur;Bois énergie domestique;2906.0;2253.0;Plumaugat;22
22240;Plumaugat;22;2022;production energetique;240;22240;48.24543099765484, -2.2308622835043583;Chaleur;Bois énergie chaufferies;40.0;51.0;Plumaugat;22
22241;Plumieux;22;2022;production energetique;241;22241;48.106145167028124, -2.5912220866061655;Chaleur;Solaire thermique;20.0;17.0;Plumieux;22
22241;Plumieux;22;2022;production energetique;241;22241;48.106145167028124, -2.5912220866061655;Electricité;Solaire PV;385.0;223.0;Plumieux;22
22241;Plumieux;22;2022;production energetique;241;22241;48.106145167028124, -2.5912220866061655;Chaleur;PAC (aérothermie et géothermie);1238.0;886.0;Plumieux;22
22241;Plumieux;22;2022;production energetique;241;22241;48.106145167028124, -2.5912220866061655;Biométhane;Méthanisation;0.0;0.0;Plumieux;22
22241;Plumieux;22;2022;production energetique;241;22241;48.106145167028124, -2.5912220866061655;Electricité;Hydroélectricité;0.0;0.0;Plumieux;22
22241;Plumieux;22;2022;production energetique;241;22241;48.106145167028124, -2.5912220866061655;Electricité;Éolien terrestre;4000.0;7776.0;Plumieux;22
22241;Plumieux;22;2022;production energetique;241;22241;48.106145167028124, -2.5912220866061655;Chaleur;Bois énergie domestique;2669.0;2069.0;Plumieux;22
22242;Plurien;22;2022;production energetique;242;22242;48.609775286003305, -2.400186098696598;Chaleur;Solaire thermique;50.0;34.0;Plurien;22
22242;Plurien;22;2022;production energetique;242;22242;48.609775286003305, -2.400186098696598;Electricité;Solaire PV;69.0;60.0;Plurien;22
22242;Plurien;22;2022;production energetique;242;22242;48.609775286003305, -2.400186098696598;Chaleur;PAC (aérothermie et géothermie);2404.0;1721.0;Plurien;22
22242;Plurien;22;2022;production energetique;242;22242;48.609775286003305, -2.400186098696598;Chaleur;Méthanisation;180.0;1261.0;Plurien;22
22242;Plurien;22;2022;production energetique;242;22242;48.609775286003305, -2.400186098696598;Electricité;Hydroélectricité;0.0;0.0;Plurien;22
22242;Plurien;22;2022;production energetique;242;22242;48.609775286003305, -2.400186098696598;Chaleur;Bois énergie domestique;4620.0;3581.0;Plurien;22
22243;Plusquellec;22;2022;production energetique;243;22243;48.39927908013636, -3.484092849456566;Chaleur;Solaire thermique;10.0;11.0;Plusquellec;22
22243;Plusquellec;22;2022;production energetique;243;22243;48.39927908013636, -3.484092849456566;Electricité;Solaire PV;531.0;548.0;Plusquellec;22
22243;Plusquellec;22;2022;production energetique;243;22243;48.39927908013636, -3.484092849456566;Chaleur;PAC (aérothermie et géothermie);751.0;538.0;Plusquellec;22
22243;Plusquellec;22;2022;production energetique;243;22243;48.39927908013636, -3.484092849456566;Electricité;Hydroélectricité;0.0;0.0;Plusquellec;22
22243;Plusquellec;22;2022;production energetique;243;22243;48.39927908013636, -3.484092849456566;Chaleur;Bois énergie domestique;1516.0;1175.0;Plusquellec;22
22244;Plussulien;22;2022;production energetique;244;22244;48.2782231526076, -3.0655453547562916;Chaleur;Solaire thermique;10.0;10.0;Plussulien;22
22244;Plussulien;22;2022;production energetique;244;22244;48.2782231526076, -3.0655453547562916;Electricité;Solaire PV;37.0;0.0;Plussulien;22
22244;Plussulien;22;2022;production energetique;244;22244;48.2782231526076, -3.0655453547562916;Chaleur;PAC (aérothermie et géothermie);727.0;521.0;Plussulien;22
22244;Plussulien;22;2022;production energetique;244;22244;48.2782231526076, -3.0655453547562916;Electricité;Hydroélectricité;0.0;0.0;Plussulien;22
22244;Plussulien;22;2022;production energetique;244;22244;48.2782231526076, -3.0655453547562916;Chaleur;Bois énergie domestique;1469.0;1139.0;Plussulien;22
22244;Plussulien;22;2022;production energetique;244;22244;48.2782231526076, -3.0655453547562916;Chaleur;Bois énergie chaufferies;555.0;319.0;Plussulien;22
22245;Pluzunet;22;2022;production energetique;245;22245;48.63674271423779, -3.3714806804905773;Electricité;Uiom;3600.0;21910.0;Pluzunet;22
22245;Pluzunet;22;2022;production energetique;245;22245;48.63674271423779, -3.3714806804905773;Chaleur;Uiom;17910.0;21405.0;Pluzunet;22
22245;Pluzunet;22;2022;production energetique;245;22245;48.63674271423779, -3.3714806804905773;Chaleur;Solaire thermique;20.0;16.0;Pluzunet;22
22245;Pluzunet;22;2022;production energetique;245;22245;48.63674271423779, -3.3714806804905773;Chaleur;PAC (aérothermie et géothermie);1167.0;835.0;Pluzunet;22
22245;Pluzunet;22;2022;production energetique;245;22245;48.63674271423779, -3.3714806804905773;Electricité;Hydroélectricité;0.0;0.0;Pluzunet;22
22245;Pluzunet;22;2022;production energetique;245;22245;48.63674271423779, -3.3714806804905773;Electricité;Éolien terrestre;6000.0;9425.0;Pluzunet;22
22245;Pluzunet;22;2022;production energetique;245;22245;48.63674271423779, -3.3714806804905773;Chaleur;Bois énergie domestique;2384.0;1848.0;Pluzunet;22
22246;Pommeret;22;2022;production energetique;246;22246;48.45848844728416, -2.62222372557139;Chaleur;Solaire thermique;30.0;25.0;Pommeret;22
22246;Pommeret;22;2022;production energetique;246;22246;48.45848844728416, -2.62222372557139;Electricité;Solaire PV;76.0;64.0;Pommeret;22
22246;Pommeret;22;2022;production energetique;246;22246;48.45848844728416, -2.62222372557139;Chaleur;PAC (aérothermie et géothermie);1795.0;1285.0;Pommeret;22
22246;Pommeret;22;2022;production energetique;246;22246;48.45848844728416, -2.62222372557139;Electricité;Hydroélectricité;0.0;0.0;Pommeret;22
22246;Pommeret;22;2022;production energetique;246;22246;48.45848844728416, -2.62222372557139;Chaleur;Bois énergie domestique;3430.0;2658.0;Pommeret;22
22248;Pommerit-le-Vicomte;22;2022;production energetique;248;22248;48.61825542744474, -3.102895321623121;Chaleur;Solaire thermique;40.0;27.0;Pommerit-le-Vicomte;22
22248;Pommerit-le-Vicomte;22;2022;production energetique;248;22248;48.61825542744474, -3.102895321623121;Electricité;Solaire PV;216.0;223.0;Pommerit-le-Vicomte;22
22248;Pommerit-le-Vicomte;22;2022;production energetique;248;22248;48.61825542744474, -3.102895321623121;Chaleur;PAC (aérothermie et géothermie);1951.0;1397.0;Pommerit-le-Vicomte;22
22248;Pommerit-le-Vicomte;22;2022;production energetique;248;22248;48.61825542744474, -3.102895321623121;Electricité;Méthanisation;425.0;3278.0;Pommerit-le-Vicomte;22
22248;Pommerit-le-Vicomte;22;2022;production energetique;248;22248;48.61825542744474, -3.102895321623121;Chaleur;Méthanisation;475.0;3635.0;Pommerit-le-Vicomte;22
22248;Pommerit-le-Vicomte;22;2022;production energetique;248;22248;48.61825542744474, -3.102895321623121;Electricité;Hydroélectricité;0.0;0.0;Pommerit-le-Vicomte;22
22248;Pommerit-le-Vicomte;22;2022;production energetique;248;22248;48.61825542744474, -3.102895321623121;Chaleur;Bois énergie domestique;4491.0;3481.0;Pommerit-le-Vicomte;22
22248;Pommerit-le-Vicomte;22;2022;production energetique;248;22248;48.61825542744474, -3.102895321623121;Chaleur;Bois énergie chaufferies;70.0;86.0;Pommerit-le-Vicomte;22
22249;Pont-Melvez;22;2022;production energetique;249;22249;48.47431751653194, -3.284976469260663;Chaleur;Solaire thermique;20.0;12.0;Pont-Melvez;22
22249;Pont-Melvez;22;2022;production energetique;249;22249;48.47431751653194, -3.284976469260663;Chaleur;PAC (aérothermie et géothermie);861.0;616.0;Pont-Melvez;22
22249;Pont-Melvez;22;2022;production energetique;249;22249;48.47431751653194, -3.284976469260663;Electricité;Hydroélectricité;0.0;0.0;Pont-Melvez;22
22249;Pont-Melvez;22;2022;production energetique;249;22249;48.47431751653194, -3.284976469260663;Electricité;Éolien terrestre;32100.0;45358.0;Pont-Melvez;22
22249;Pont-Melvez;22;2022;production energetique;249;22249;48.47431751653194, -3.284976469260663;Chaleur;Bois énergie domestique;1770.0;1372.0;Pont-Melvez;22
22250;Pontrieux;22;2022;production energetique;250;22250;48.69979623594092, -3.1591538791565714;Chaleur;Solaire thermique;20.0;15.0;Pontrieux;22
22250;Pontrieux;22;2022;production energetique;250;22250;48.69979623594092, -3.1591538791565714;Chaleur;PAC (aérothermie et géothermie);1072.0;767.0;Pontrieux;22
22250;Pontrieux;22;2022;production energetique;250;22250;48.69979623594092, -3.1591538791565714;Electricité;Hydroélectricité;0.0;0.0;Pontrieux;22
22250;Pontrieux;22;2022;production energetique;250;22250;48.69979623594092, -3.1591538791565714;Chaleur;Bois énergie domestique;2210.0;1713.0;Pontrieux;22
22251;Pordic;22;2022;production energetique;251;22251;48.56737669717271, -2.830211081088653;Chaleur;Solaire thermique;130.0;95.0;Pordic;22
22251;Pordic;22;2022;production energetique;251;22251;48.56737669717271, -2.830211081088653;Electricité;Solaire PV;401.0;372.0;Pordic;22
22251;Pordic;22;2022;production energetique;251;22251;48.56737669717271, -2.830211081088653;Chaleur;PAC (aérothermie et géothermie);6828.0;4888.0;Pordic;22
22251;Pordic;22;2022;production energetique;251;22251;48.56737669717271, -2.830211081088653;Chaleur;Méthanisation;120.0;841.0;Pordic;22
22251;Pordic;22;2022;production energetique;251;22251;48.56737669717271, -2.830211081088653;Electricité;Hydroélectricité;0.0;0.0;Pordic;22
22251;Pordic;22;2022;production energetique;251;22251;48.56737669717271, -2.830211081088653;Chaleur;Bois énergie domestique;15172.0;11759.0;Pordic;22
22254;Prat;22;2022;production energetique;254;22254;48.68203410583672, -3.298018645171776;Chaleur;Solaire thermique;20.0;17.0;Prat;22
22254;Prat;22;2022;production energetique;254;22254;48.68203410583672, -3.298018645171776;Electricité;Solaire PV;98.0;93.0;Prat;22
22254;Prat;22;2022;production energetique;254;22254;48.68203410583672, -3.298018645171776;Chaleur;PAC (aérothermie et géothermie);1242.0;889.0;Prat;22
22254;Prat;22;2022;production energetique;254;22254;48.68203410583672, -3.298018645171776;Electricité;Hydroélectricité;0.0;0.0;Prat;22
22254;Prat;22;2022;production energetique;254;22254;48.68203410583672, -3.298018645171776;Chaleur;Bois énergie domestique;2639.0;2045.0;Prat;22
22254;Prat;22;2022;production energetique;254;22254;48.68203410583672, -3.298018645171776;Chaleur;Bois énergie chaufferies;120.0;174.0;Prat;22
22255;La Prénessaye;22;2022;production energetique;255;22255;48.185934905275595, -2.6477738266212514;Chaleur;Solaire thermique;20.0;14.0;La Prénessaye;22
22255;La Prénessaye;22;2022;production energetique;255;22255;48.185934905275595, -2.6477738266212514;Electricité;Solaire PV;67.0;38.0;La Prénessaye;22
22255;La Prénessaye;22;2022;production energetique;255;22255;48.185934905275595, -2.6477738266212514;Chaleur;PAC (aérothermie et géothermie);1010.0;723.0;La Prénessaye;22
22255;La Prénessaye;22;2022;production energetique;255;22255;48.185934905275595, -2.6477738266212514;Electricité;Hydroélectricité;0.0;0.0;La Prénessaye;22
22255;La Prénessaye;22;2022;production energetique;255;22255;48.185934905275595, -2.6477738266212514;Electricité;Éolien terrestre;8000.0;12800.0;La Prénessaye;22
22255;La Prénessaye;22;2022;production energetique;255;22255;48.185934905275595, -2.6477738266212514;Chaleur;Bois énergie domestique;2196.0;1702.0;La Prénessaye;22
22256;Quemper-Guézennec;22;2022;production energetique;256;22256;48.69995953420054, -3.108932114402417;Chaleur;Solaire thermique;30.0;20.0;Quemper-Guézennec;22
22256;Quemper-Guézennec;22;2022;production energetique;256;22256;48.69995953420054, -3.108932114402417;Electricité;Solaire PV;93.0;61.0;Quemper-Guézennec;22
22256;Quemper-Guézennec;22;2022;production energetique;256;22256;48.69995953420054, -3.108932114402417;Chaleur;PAC (aérothermie et géothermie);1447.0;1036.0;Quemper-Guézennec;22
22256;Quemper-Guézennec;22;2022;production energetique;256;22256;48.69995953420054, -3.108932114402417;Chaleur;Méthanisation;120.0;841.0;Quemper-Guézennec;22
22256;Quemper-Guézennec;22;2022;production energetique;256;22256;48.69995953420054, -3.108932114402417;Electricité;Hydroélectricité;0.0;0.0;Quemper-Guézennec;22
22256;Quemper-Guézennec;22;2022;production energetique;256;22256;48.69995953420054, -3.108932114402417;Chaleur;Bois énergie domestique;3153.0;2444.0;Quemper-Guézennec;22
22256;Quemper-Guézennec;22;2022;production energetique;256;22256;48.69995953420054, -3.108932114402417;Chaleur;Bois énergie chaufferies;100.0;145.0;Quemper-Guézennec;22
22257;Quemperven;22;2022;production energetique;257;22257;48.725720882511204, -3.336658804538417;Chaleur;Solaire thermique;10.0;6.0;Quemperven;22
22257;Quemperven;22;2022;production energetique;257;22257;48.725720882511204, -3.336658804538417;Electricité;Solaire PV;164.0;187.0;Quemperven;22
22257;Quemperven;22;2022;production energetique;257;22257;48.725720882511204, -3.336658804538417;Chaleur;PAC (aérothermie et géothermie);416.0;298.0;Quemperven;22
22257;Quemperven;22;2022;production energetique;257;22257;48.725720882511204, -3.336658804538417;Electricité;Hydroélectricité;0.0;0.0;Quemperven;22
22257;Quemperven;22;2022;production energetique;257;22257;48.725720882511204, -3.336658804538417;Chaleur;Bois énergie domestique;858.0;665.0;Quemperven;22
22258;Quessoy;22;2022;production energetique;258;22258;48.42686665994725, -2.6564491536079555;Chaleur;Solaire thermique;70.0;50.0;Quessoy;22
22258;Quessoy;22;2022;production energetique;258;22258;48.42686665994725, -2.6564491536079555;Electricité;Solaire PV;356.0;275.0;Quessoy;22
22258;Quessoy;22;2022;production energetique;258;22258;48.42686665994725, -2.6564491536079555;Chaleur;PAC (aérothermie et géothermie);3584.0;2566.0;Quessoy;22
22258;Quessoy;22;2022;production energetique;258;22258;48.42686665994725, -2.6564491536079555;Electricité;Hydroélectricité;0.0;0.0;Quessoy;22
