Code département;Libellé département;Code commune;Libellé commune;Inscrits;Votants;% Votants;Abstentions;% Abstentions;Exprimés;% Exprimés/inscrits;% Exprimés/votants;Blancs;% Blancs/inscrits;% Blancs/votants;Nuls;% Nuls/inscrits;% Nuls/votants;Score_Gauche;Score_Droite;Score_Divers
44;Loire-Atlantique;44136.0;Préfailles;1654.0;1269.0;76,72%;385.0;23,28%;1249.0;75,51%;98,42%;11.0;0,67%;0,87%;9.0;0,54%;0,71%;24.1;75.9;0.0
44;Loire-Atlantique;44137.0;Prinquiau;2432.0;1811.0;74,47%;621.0;25,53%;1769.0;72,74%;97,68%;31.0;1,27%;1,71%;11.0;0,45%;0,61%;34.71;65.29;0.0
44;Loire-Atlantique;44138.0;Puceul;810.0;582.0;71,85%;228.0;28,15%;558.0;68,89%;95,88%;20.0;2,47%;3,44%;4.0;0,49%;0,69%;41.57;58.42;0.01
44;Loire-Atlantique;44139.0;Quilly;1007.0;732.0;72,69%;275.0;27,31%;707.0;70,21%;96,58%;21.0;2,09%;2,87%;4.0;0,40%;0,55%;39.61;60.4;0.0
44;Loire-Atlantique;44140.0;La Regrippière;1146.0;842.0;73,47%;304.0;26,53%;809.0;70,59%;96,08%;22.0;1,92%;2,61%;11.0;0,96%;1,31%;25.34;74.66;0.0
44;Loire-Atlantique;44141.0;La Remaudière;898.0;648.0;72,16%;250.0;27,84%;615.0;68,49%;94,91%;22.0;2,45%;3,40%;11.0;1,22%;1,70%;28.46;71.54;0.0
44;Loire-Atlantique;44142.0;Remouillé;1462.0;1063.0;72,71%;399.0;27,29%;1023.0;69,97%;96,24%;31.0;2,12%;2,92%;9.0;0,62%;0,85%;28.24;71.75;0.01
44;Loire-Atlantique;44143.0;Rezé;31155.0;22192.0;71,23%;8963.0;28,77%;21787.0;69,93%;98,18%;283.0;0,91%;1,28%;122.0;0,39%;0,55%;57.14;42.86;0.0
44;Loire-Atlantique;44144.0;Riaillé;1687.0;1144.0;67,81%;543.0;32,19%;1106.0;65,56%;96,68%;28.0;1,66%;2,45%;10.0;0,59%;0,87%;37.79;62.21;0.0
44;Loire-Atlantique;44145.0;Rouans;2451.0;1744.0;71,15%;707.0;28,85%;1689.0;68,91%;96,85%;41.0;1,67%;2,35%;14.0;0,57%;0,80%;33.69;66.32;0.0
44;Loire-Atlantique;44146.0;Rougé;1756.0;1189.0;67,71%;567.0;32,29%;1158.0;65,95%;97,39%;27.0;1,54%;2,27%;4.0;0,23%;0,34%;26.86;73.15;0.0
44;Loire-Atlantique;44148.0;Ruffigné;477.0;331.0;69,39%;146.0;30,61%;325.0;68,13%;98,19%;4.0;0,84%;1,21%;2.0;0,42%;0,60%;26.15;73.85;0.0
44;Loire-Atlantique;44149.0;Saffré;2980.0;2093.0;70,23%;887.0;29,77%;2029.0;68,09%;96,94%;47.0;1,58%;2,25%;17.0;0,57%;0,81%;49.18;50.81;0.01
44;Loire-Atlantique;44150.0;Saint-Aignan-Grandlieu;3205.0;2268.0;70,76%;937.0;29,24%;2199.0;68,61%;96,96%;47.0;1,47%;2,07%;22.0;0,69%;0,97%;31.42;68.58;0.0
44;Loire-Atlantique;44151.0;Saint-André-des-Eaux;5496.0;4141.0;75,35%;1355.0;24,65%;3977.0;72,36%;96,04%;131.0;2,38%;3,16%;33.0;0,60%;0,80%;24.09;75.91;0.0
44;Loire-Atlantique;44152.0;Sainte-Anne-sur-Brivet;2362.0;1591.0;67,36%;771.0;32,64%;1513.0;64,06%;95,10%;65.0;2,75%;4,09%;13.0;0,55%;0,82%;34.64;65.36;0.0
44;Loire-Atlantique;44153.0;Saint-Aubin-des-Châteaux;1250.0;876.0;70,08%;374.0;29,92%;833.0;66,64%;95,09%;25.0;2,00%;2,85%;18.0;1,44%;2,05%;35.53;64.47;0.0
44;Loire-Atlantique;44154.0;Saint-Brevin-les-Pins;12153.0;8822.0;72,59%;3331.0;27,41%;8592.0;70,70%;97,39%;159.0;1,31%;1,80%;71.0;0,58%;0,80%;31.44;68.56;0.0
44;Loire-Atlantique;44155.0;Saint-Colomban;2509.0;1809.0;72,10%;700.0;27,90%;1725.0;68,75%;95,36%;59.0;2,35%;3,26%;25.0;1,00%;1,38%;28.93;71.08;0.0
44;Loire-Atlantique;44156.0;Corcoué-sur-Logne;2251.0;1530.0;67,97%;721.0;32,03%;1472.0;65,39%;96,21%;46.0;2,04%;3,01%;12.0;0,53%;0,78%;35.53;64.47;0.0
44;Loire-Atlantique;44157.0;Saint-Etienne-de-Mer-Morte;1185.0;798.0;67,34%;387.0;32,66%;765.0;64,56%;95,86%;19.0;1,60%;2,38%;14.0;1,18%;1,75%;19.74;80.26;0.0
44;Loire-Atlantique;44158.0;Saint-Etienne-de-Montluc;6069.0;4493.0;74,03%;1576.0;25,97%;4399.0;72,48%;97,91%;70.0;1,15%;1,56%;24.0;0,40%;0,53%;32.67;67.33;0.0
44;Loire-Atlantique;44159.0;Saint-Fiacre-sur-Maine;1029.0;772.0;75,02%;257.0;24,98%;760.0;73,86%;98,45%;9.0;0,87%;1,17%;3.0;0,29%;0,39%;37.24;62.77;0.0
44;Loire-Atlantique;44161.0;Saint-Gildas-des-Bois;2801.0;1952.0;69,69%;849.0;30,31%;1851.0;66,08%;94,83%;80.0;2,86%;4,10%;21.0;0,75%;1,08%;25.66;74.34;0.0
44;Loire-Atlantique;44162.0;Saint-Herblain;33089.0;22564.0;68,19%;10525.0;31,81%;22071.0;66,70%;97,82%;364.0;1,10%;1,61%;129.0;0,39%;0,57%;45.8;54.2;0.0
44;Loire-Atlantique;44163.0;Vair-sur-Loire;3755.0;2712.0;72,22%;1043.0;27,78%;2586.0;68,87%;95,35%;86.0;2,29%;3,17%;40.0;1,07%;1,47%;35.04;64.97;0.0
44;Loire-Atlantique;44164.0;Saint-Hilaire-de-Chaléons;1782.0;1262.0;70,82%;520.0;29,18%;1215.0;68,18%;96,28%;34.0;1,91%;2,69%;13.0;0,73%;1,03%;31.36;68.63;0.01
44;Loire-Atlantique;44165.0;Saint-Hilaire-de-Clisson;1881.0;1367.0;72,67%;514.0;27,33%;1314.0;69,86%;96,12%;44.0;2,34%;3,22%;9.0;0,48%;0,66%;31.65;68.34;0.01
44;Loire-Atlantique;44166.0;Saint-Jean-de-Boiseau;4526.0;3292.0;72,74%;1234.0;27,26%;3195.0;70,59%;97,05%;78.0;1,72%;2,37%;19.0;0,42%;0,58%;49.04;50.96;0.0
44;Loire-Atlantique;44168.0;Saint-Joachim;3290.0;2227.0;67,69%;1063.0;32,31%;2137.0;64,95%;95,96%;74.0;2,25%;3,32%;16.0;0,49%;0,72%;36.5;63.5;0.0
44;Loire-Atlantique;44169.0;Saint-Julien-de-Concelles;6042.0;4406.0;72,92%;1636.0;27,08%;4293.0;71,05%;97,44%;78.0;1,29%;1,77%;35.0;0,58%;0,79%;32.76;67.24;0.0
44;Loire-Atlantique;44170.0;Saint-Julien-de-Vouvantes;642.0;446.0;69,47%;196.0;30,53%;425.0;66,20%;95,29%;17.0;2,65%;3,81%;4.0;0,62%;0,90%;18.59;81.4;0.01
44;Loire-Atlantique;44171.0;Saint-Léger-les-Vignes;1591.0;1194.0;75,05%;397.0;24,95%;1154.0;72,53%;96,65%;31.0;1,95%;2,60%;9.0;0,57%;0,75%;28.76;71.24;0.0
44;Loire-Atlantique;44172.0;Sainte-Luce-sur-Loire;11539.0;8608.0;74,60%;2931.0;25,40%;8422.0;72,99%;97,84%;113.0;0,98%;1,31%;73.0;0,63%;0,85%;39.79;60.21;0.0
44;Loire-Atlantique;44173.0;Saint-Lumine-de-Clisson;1624.0;1161.0;71,49%;463.0;28,51%;1127.0;69,40%;97,07%;23.0;1,42%;1,98%;11.0;0,68%;0,95%;32.66;67.35;0.0
44;Loire-Atlantique;44174.0;Saint-Lumine-de-Coutais;1730.0;1209.0;69,88%;521.0;30,12%;1164.0;67,28%;96,28%;24.0;1,39%;1,99%;21.0;1,21%;1,74%;25.08;74.91;0.01
44;Loire-Atlantique;44175.0;Saint-Lyphard;3986.0;2933.0;73,58%;1053.0;26,42%;2811.0;70,52%;95,84%;95.0;2,38%;3,24%;27.0;0,68%;0,92%;27.82;72.18;0.0
44;Loire-Atlantique;44176.0;Saint-Malo-de-Guersac;2713.0;1809.0;66,68%;904.0;33,32%;1766.0;65,09%;97,62%;21.0;0,77%;1,16%;22.0;0,81%;1,22%;43.71;56.28;0.01
44;Loire-Atlantique;44178.0;Saint-Mars-de-Coutais;2177.0;1530.0;70,28%;647.0;29,72%;1487.0;68,31%;97,19%;31.0;1,42%;2,03%;12.0;0,55%;0,78%;36.52;63.48;0.0
44;Loire-Atlantique;44179.0;Saint-Mars-du-Désert;4091.0;2984.0;72,94%;1107.0;27,06%;2904.0;70,99%;97,32%;70.0;1,71%;2,35%;10.0;0,24%;0,34%;32.58;67.42;0.0
44;Loire-Atlantique;44180.0;Vallons-de-l'Erdre;4151.0;2722.0;65,57%;1429.0;34,43%;2609.0;62,85%;95,85%;72.0;1,73%;2,65%;41.0;0,99%;1,51%;24.92;75.09;0.0
44;Loire-Atlantique;44182.0;Saint-Michel-Chef-Chef;5072.0;3752.0;73,97%;1320.0;26,03%;3658.0;72,12%;97,49%;62.0;1,22%;1,65%;32.0;0,63%;0,85%;25.12;74.87;0.01
44;Loire-Atlantique;44183.0;Saint-Molf;2376.0;1668.0;70,20%;708.0;29,80%;1605.0;67,55%;96,22%;45.0;1,89%;2,70%;18.0;0,76%;1,08%;28.72;71.28;0.0
44;Loire-Atlantique;44184.0;Saint-Nazaire;51985.0;33733.0;64,89%;18252.0;35,11%;33126.0;63,72%;98,20%;424.0;0,82%;1,26%;183.0;0,35%;0,54%;51.6;48.4;0.0
44;Loire-Atlantique;44185.0;Saint-Nicolas-de-Redon;2639.0;1747.0;66,20%;892.0;33,80%;1694.0;64,19%;96,97%;43.0;1,63%;2,46%;10.0;0,38%;0,57%;37.84;62.16;0.0
44;Loire-Atlantique;44186.0;Sainte-Pazanne;5388.0;3933.0;73,00%;1455.0;27,00%;3795.0;70,43%;96,49%;92.0;1,71%;2,34%;46.0;0,85%;1,17%;32.96;67.04;0.0
44;Loire-Atlantique;44187.0;Saint-Père-en-Retz;3688.0;2524.0;68,44%;1164.0;31,56%;2432.0;65,94%;96,35%;63.0;1,71%;2,50%;29.0;0,79%;1,15%;28.29;71.71;0.0
44;Loire-Atlantique;44188.0;Saint-Philbert-de-Grand-Lieu;7310.0;5197.0;71,09%;2113.0;28,91%;5038.0;68,92%;96,94%;117.0;1,60%;2,25%;42.0;0,57%;0,81%;30.81;69.19;0.0
44;Loire-Atlantique;44189.0;Sainte-Reine-de-Bretagne;1831.0;1258.0;68,71%;573.0;31,29%;1171.0;63,95%;93,08%;75.0;4,10%;5,96%;12.0;0,66%;0,95%;36.29;63.71;0.0
44;Loire-Atlantique;44190.0;Saint-Sébastien-sur-Loire;20462.0;15138.0;73,98%;5324.0;26,02%;14837.0;72,51%;98,01%;204.0;1,00%;1,35%;97.0;0,47%;0,64%;45.38;54.62;0.0
44;Loire-Atlantique;44192.0;Saint-Viaud;2110.0;1463.0;69,34%;647.0;30,66%;1401.0;66,40%;95,76%;51.0;2,42%;3,49%;11.0;0,52%;0,75%;26.63;73.37;0.0
44;Loire-Atlantique;44193.0;Saint-Vincent-des-Landes;1021.0;677.0;66,31%;344.0;33,69%;659.0;64,54%;97,34%;8.0;0,78%;1,18%;10.0;0,98%;1,48%;30.81;69.2;0.0
44;Loire-Atlantique;44194.0;Sautron;6627.0;5163.0;77,91%;1464.0;22,09%;5031.0;75,92%;97,44%;104.0;1,57%;2,01%;28.0;0,42%;0,54%;23.4;76.6;0.0
44;Loire-Atlantique;44195.0;Savenay;6975.0;4903.0;70,29%;2072.0;29,71%;4781.0;68,54%;97,51%;96.0;1,38%;1,96%;26.0;0,37%;0,53%;45.41;54.6;0.0
44;Loire-Atlantique;44196.0;Sévérac;1257.0;825.0;65,63%;432.0;34,37%;775.0;61,65%;93,94%;38.0;3,02%;4,61%;12.0;0,95%;1,45%;36.9;63.1;0.0
44;Loire-Atlantique;44197.0;Sion-les-Mines;1309.0;838.0;64,02%;471.0;35,98%;818.0;62,49%;97,61%;13.0;0,99%;1,55%;7.0;0,53%;0,84%;35.81;64.18;0.01
44;Loire-Atlantique;44198.0;Les Sorinières;6885.0;5091.0;73,94%;1794.0;26,06%;4949.0;71,88%;97,21%;110.0;1,60%;2,16%;32.0;0,46%;0,63%;33.58;66.42;0.0
44;Loire-Atlantique;44199.0;Soudan;1586.0;1094.0;68,98%;492.0;31,02%;1061.0;66,90%;96,98%;22.0;1,39%;2,01%;11.0;0,69%;1,01%;26.2;73.8;0.0
44;Loire-Atlantique;44200.0;Soulvache;308.0;196.0;63,64%;112.0;36,36%;190.0;61,69%;96,94%;2.0;0,65%;1,02%;4.0;1,30%;2,04%;25.27;74.74;0.0
44;Loire-Atlantique;44201.0;Sucé-sur-Erdre;6363.0;4919.0;77,31%;1444.0;22,69%;4818.0;75,72%;97,95%;84.0;1,32%;1,71%;17.0;0,27%;0,35%;36.42;63.58;0.0
44;Loire-Atlantique;44202.0;Teillé;1347.0;941.0;69,86%;406.0;30,14%;904.0;67,11%;96,07%;27.0;2,00%;2,87%;10.0;0,74%;1,06%;37.5;62.5;0.0
44;Loire-Atlantique;44203.0;Le Temple-de-Bretagne;1486.0;1068.0;71,87%;418.0;28,13%;1045.0;70,32%;97,85%;20.0;1,35%;1,87%;3.0;0,20%;0,28%;30.05;69.95;0.0
44;Loire-Atlantique;44204.0;Thouaré-sur-Loire;7840.0;5847.0;74,58%;1993.0;25,42%;5709.0;72,82%;97,64%;88.0;1,12%;1,51%;50.0;0,64%;0,86%;37.47;62.54;0.0
44;Loire-Atlantique;44205.0;Les Touches;1849.0;1330.0;71,93%;519.0;28,07%;1289.0;69,71%;96,92%;25.0;1,35%;1,88%;16.0;0,87%;1,20%;30.95;69.05;0.0
44;Loire-Atlantique;44206.0;Touvois;1196.0;834.0;69,73%;362.0;30,27%;804.0;67,22%;96,40%;22.0;1,84%;2,64%;8.0;0,67%;0,96%;22.39;77.61;0.0
44;Loire-Atlantique;44207.0;Trans-sur-Erdre;759.0;545.0;71,81%;214.0;28,19%;526.0;69,30%;96,51%;14.0;1,84%;2,57%;5.0;0,66%;0,92%;38.21;61.78;0.01
44;Loire-Atlantique;44208.0;Treffieux;601.0;441.0;73,38%;160.0;26,62%;426.0;70,88%;96,60%;11.0;1,83%;2,49%;4.0;0,67%;0,91%;40.38;59.62;0.0
44;Loire-Atlantique;44209.0;Treillières;8138.0;6104.0;75,01%;2034.0;24,99%;5946.0;73,06%;97,41%;125.0;1,54%;2,05%;33.0;0,41%;0,54%;37.05;62.95;0.0
44;Loire-Atlantique;44210.0;Trignac;5876.0;3647.0;62,07%;2229.0;37,93%;3545.0;60,33%;97,20%;67.0;1,14%;1,84%;35.0;0,60%;0,96%;38.78;61.21;0.01
44;Loire-Atlantique;44211.0;La Turballe;4858.0;3547.0;73,01%;1311.0;26,99%;3429.0;70,58%;96,67%;91.0;1,87%;2,57%;27.0;0,56%;0,76%;25.83;74.16;0.01
44;Loire-Atlantique;44212.0;Vallet;7211.0;5130.0;71,14%;2081.0;28,86%;4969.0;68,91%;96,86%;112.0;1,55%;2,18%;49.0;0,68%;0,96%;29.73;70.27;0.0
44;Loire-Atlantique;44213.0;Loireauxence;5665.0;3918.0;69,16%;1747.0;30,84%;3789.0;66,88%;96,71%;90.0;1,59%;2,30%;39.0;0,69%;1,00%;35.18;64.82;0.0
44;Loire-Atlantique;44214.0;Vay;1525.0;1066.0;69,90%;459.0;30,10%;1040.0;68,20%;97,56%;17.0;1,11%;1,59%;9.0;0,59%;0,84%;42.69;57.31;0.0
44;Loire-Atlantique;44215.0;Vertou;20523.0;15381.0;74,95%;5142.0;25,05%;15104.0;73,60%;98,20%;190.0;0,93%;1,24%;87.0;0,42%;0,57%;33.57;66.43;0.0
44;Loire-Atlantique;44216.0;Vieillevigne;3257.0;2150.0;66,01%;1107.0;33,99%;2066.0;63,43%;96,09%;61.0;1,87%;2,84%;23.0;0,71%;1,07%;25.75;74.25;0.0
44;Loire-Atlantique;44217.0;Vigneux-de-Bretagne;5074.0;3829.0;75,46%;1245.0;24,54%;3755.0;74,00%;98,07%;55.0;1,08%;1,44%;19.0;0,37%;0,50%;31.78;68.23;0.0
44;Loire-Atlantique;44218.0;Villepot;539.0;376.0;69,76%;163.0;30,24%;368.0;68,27%;97,87%;6.0;1,11%;1,60%;2.0;0,37%;0,53%;22.83;77.17;0.0
44;Loire-Atlantique;44220.0;Vue;1276.0;860.0;67,40%;416.0;32,60%;829.0;64,97%;96,40%;27.0;2,12%;3,14%;4.0;0,31%;0,47%;33.66;66.35;0.0
44;Loire-Atlantique;44221.0;La Chevallerais;1058.0;779.0;73,63%;279.0;26,37%;744.0;70,32%;95,51%;28.0;2,65%;3,59%;7.0;0,66%;0,90%;42.6;57.39;0.01
44;Loire-Atlantique;44222.0;La Roche-Blanche;948.0;677.0;71,41%;271.0;28,59%;646.0;68,14%;95,42%;11.0;1,16%;1,62%;20.0;2,11%;2,95%;26.16;73.84;0.0
44;Loire-Atlantique;44223.0;Geneston;2943.0;2065.0;70,17%;878.0;29,83%;1984.0;67,41%;96,08%;63.0;2,14%;3,05%;18.0;0,61%;0,87%;27.27;72.73;0.0
44;Loire-Atlantique;44224.0;La Grigonnais;1292.0;896.0;69,35%;396.0;30,65%;863.0;66,80%;96,32%;22.0;1,70%;2,46%;11.0;0,85%;1,23%;44.49;55.51;0.0
56;Morbihan;56001.0;Allaire;3118.0;2282.0;73,19%;836.0;26,81%;2240.0;71,84%;98,16%;28.0;0,90%;1,23%;14.0;0,45%;0,61%;19.51;80.48;0.01
56;Morbihan;56002.0;Ambon;1899.0;1410.0;74,25%;489.0;25,75%;1385.0;72,93%;98,23%;21.0;1,11%;1,49%;4.0;0,21%;0,28%;31.69;68.23;0.08
56;Morbihan;56003.0;Arradon;5061.0;4062.0;80,26%;999.0;19,74%;4004.0;79,11%;98,57%;45.0;0,89%;1,11%;13.0;0,26%;0,32%;31.87;67.93;0.2
56;Morbihan;56004.0;Arzal;1531.0;1106.0;72,24%;425.0;27,76%;1072.0;70,02%;96,93%;20.0;1,31%;1,81%;14.0;0,91%;1,27%;32.18;67.82;0.0
56;Morbihan;56005.0;Arzon;2302.0;1865.0;81,02%;437.0;18,98%;1837.0;79,80%;98,50%;23.0;1,00%;1,23%;5.0;0,22%;0,27%;20.91;78.93;0.16
56;Morbihan;56006.0;Augan;1220.0;877.0;71,89%;343.0;28,11%;863.0;70,74%;98,40%;9.0;0,74%;1,03%;5.0;0,41%;0,57%;15.75;84.25;0.0
56;Morbihan;56007.0;Auray;10056.0;7426.0;73,85%;2630.0;26,15%;7279.0;72,38%;98,02%;107.0;1,06%;1,44%;40.0;0,40%;0,54%;31.79;68.21;0.0
56;Morbihan;56008.0;Baden;4638.0;3539.0;76,30%;1099.0;23,70%;3472.0;74,86%;98,11%;56.0;1,21%;1,58%;11.0;0,24%;0,31%;30.67;69.15;0.18
56;Morbihan;56009.0;Bangor;979.0;759.0;77,53%;220.0;22,47%;746.0;76,20%;98,29%;7.0;0,72%;0,92%;6.0;0,61%;0,79%;35.39;64.62;0.0
56;Morbihan;56010.0;Baud;5097.0;3643.0;71,47%;1454.0;28,53%;3515.0;68,96%;96,49%;85.0;1,67%;2,33%;43.0;0,84%;1,18%;24.49;75.51;0.0
56;Morbihan;56011.0;Béganne;1223.0;873.0;71,38%;350.0;28,62%;859.0;70,24%;98,40%;10.0;0,82%;1,15%;4.0;0,33%;0,46%;18.39;81.61;0.0
56;Morbihan;56012.0;Beignon;1345.0;990.0;73,61%;355.0;26,39%;979.0;72,79%;98,89%;8.0;0,59%;0,81%;3.0;0,22%;0,30%;16.55;83.46;0.0
56;Morbihan;56013.0;Belz;3430.0;2545.0;74,20%;885.0;25,80%;2492.0;72,65%;97,92%;34.0;0,99%;1,34%;19.0;0,55%;0,75%;26.2;73.8;0.0
56;Morbihan;56014.0;Berné;1135.0;791.0;69,69%;344.0;30,31%;770.0;67,84%;97,35%;15.0;1,32%;1,90%;6.0;0,53%;0,76%;20.52;79.48;0.0
56;Morbihan;56015.0;Berric;1616.0;1160.0;71,78%;456.0;28,22%;1145.0;70,85%;98,71%;12.0;0,74%;1,03%;3.0;0,19%;0,26%;20.87;79.12;0.01
56;Morbihan;56017.0;Bignan;2229.0;1536.0;68,91%;693.0;31,09%;1498.0;67,21%;97,53%;25.0;1,12%;1,63%;13.0;0,58%;0,85%;17.7;82.3;0.0
56;Morbihan;56018.0;Billiers;878.0;685.0;78,02%;193.0;21,98%;675.0;76,88%;98,54%;6.0;0,68%;0,88%;4.0;0,46%;0,58%;43.55;56.29;0.16
56;Morbihan;56019.0;Billio;310.0;210.0;67,74%;100.0;32,26%;201.0;64,84%;95,71%;4.0;1,29%;1,90%;5.0;1,61%;2,38%;11.94;88.06;0.0
56;Morbihan;56020.0;Bohal;650.0;484.0;74,46%;166.0;25,54%;476.0;73,23%;98,35%;8.0;1,23%;1,65%;0.0;0,00%;0,00%;14.92;85.09;0.0
56;Morbihan;56021.0;Brandérion;1131.0;839.0;74,18%;292.0;25,82%;814.0;71,97%;97,02%;17.0;1,50%;2,03%;8.0;0,71%;0,95%;23.46;76.54;0.0
56;Morbihan;56022.0;Brandivy;1084.0;789.0;72,79%;295.0;27,21%;769.0;70,94%;97,47%;13.0;1,20%;1,65%;7.0;0,65%;0,89%;27.31;72.69;0.0
56;Morbihan;56023.0;Brech;5836.0;4383.0;75,10%;1453.0;24,90%;4291.0;73,53%;97,90%;68.0;1,17%;1,55%;24.0;0,41%;0,55%;29.55;70.45;0.0
56;Morbihan;56024.0;Bréhan;1713.0;1198.0;69,94%;515.0;30,06%;1172.0;68,42%;97,83%;24.0;1,40%;2,00%;2.0;0,12%;0,17%;14.42;85.59;0.0
56;Morbihan;56025.0;Brignac;152.0;111.0;73,03%;41.0;26,97%;110.0;72,37%;99,10%;1.0;0,66%;0,90%;0.0;0,00%;0,00%;15.46;84.54;0.0
56;Morbihan;56026.0;Bubry;1817.0;1281.0;70,50%;536.0;29,50%;1234.0;67,91%;96,33%;36.0;1,98%;2,81%;11.0;0,61%;0,86%;27.07;72.93;0.0
56;Morbihan;56027.0;Buléon;393.0;281.0;71,50%;112.0;28,50%;273.0;69,47%;97,15%;3.0;0,76%;1,07%;5.0;1,27%;1,78%;13.19;86.82;0.0
56;Morbihan;56028.0;Caden;1265.0;944.0;74,62%;321.0;25,38%;926.0;73,20%;98,09%;13.0;1,03%;1,38%;5.0;0,40%;0,53%;17.61;82.41;0.0
56;Morbihan;56029.0;Calan;959.0;737.0;76,85%;222.0;23,15%;712.0;74,24%;96,61%;19.0;1,98%;2,58%;6.0;0,63%;0,81%;25.85;74.15;0.0
56;Morbihan;56030.0;Camoël;912.0;659.0;72,26%;253.0;27,74%;641.0;70,29%;97,27%;15.0;1,64%;2,28%;3.0;0,33%;0,46%;17.32;82.68;0.0
56;Morbihan;56031.0;Camors;2508.0;1825.0;72,77%;683.0;27,23%;1769.0;70,53%;96,93%;41.0;1,63%;2,25%;15.0;0,60%;0,82%;30.92;69.08;0.0
56;Morbihan;56032.0;Campénéac;1525.0;1118.0;73,31%;407.0;26,69%;1095.0;71,80%;97,94%;17.0;1,11%;1,52%;6.0;0,39%;0,54%;11.88;88.13;0.0
56;Morbihan;56033.0;Carentoir;2532.0;1715.0;67,73%;817.0;32,27%;1691.0;66,79%;98,60%;15.0;0,59%;0,87%;9.0;0,36%;0,52%;13.42;86.57;0.01
56;Morbihan;56034.0;Carnac;4619.0;3395.0;73,50%;1224.0;26,50%;3335.0;72,20%;98,23%;41.0;0,89%;1,21%;19.0;0,41%;0,56%;16.37;83.63;0.0
56;Morbihan;56035.0;Caro;905.0;634.0;70,06%;271.0;29,94%;624.0;68,95%;98,42%;5.0;0,55%;0,79%;5.0;0,55%;0,79%;12.5;87.5;0.0
56;Morbihan;56036.0;Caudan;5892.0;4192.0;71,15%;1700.0;28,85%;4088.0;69,38%;97,52%;80.0;1,36%;1,91%;24.0;0,41%;0,57%;21.77;78.22;0.01
56;Morbihan;56039.0;La Chapelle-Neuve;794.0;555.0;69,90%;239.0;30,10%;537.0;67,63%;96,76%;11.0;1,39%;1,98%;7.0;0,88%;1,26%;25.7;74.29;0.01
56;Morbihan;56040.0;Cléguer;2718.0;2002.0;73,66%;716.0;26,34%;1945.0;71,56%;97,15%;42.0;1,55%;2,10%;15.0;0,55%;0,75%;22.05;77.94;0.01
56;Morbihan;56041.0;Cléguérec;2315.0;1736.0;74,99%;579.0;25,01%;1682.0;72,66%;96,89%;32.0;1,38%;1,84%;22.0;0,95%;1,27%;25.15;74.84;0.01
56;Morbihan;56042.0;Colpo;1838.0;1332.0;72,47%;506.0;27,53%;1289.0;70,13%;96,77%;30.0;1,63%;2,25%;13.0;0,71%;0,98%;24.43;75.56;0.01
56;Morbihan;56043.0;Concoret;631.0;491.0;77,81%;140.0;22,19%;475.0;75,28%;96,74%;11.0;1,74%;2,24%;5.0;0,79%;1,02%;25.47;74.52;0.01
56;Morbihan;56044.0;Cournon;641.0;486.0;75,82%;155.0;24,18%;480.0;74,88%;98,77%;6.0;0,94%;1,23%;0.0;0,00%;0,00%;15.42;84.59;0.0
56;Morbihan;56045.0;Le Cours;482.0;380.0;78,84%;102.0;21,16%;376.0;78,01%;98,95%;4.0;0,83%;1,05%;0.0;0,00%;0,00%;18.09;81.91;0.0
56;Morbihan;56046.0;Crach;3167.0;2454.0;77,49%;713.0;22,51%;2417.0;76,32%;98,49%;22.0;0,69%;0,90%;15.0;0,47%;0,61%;21.64;78.36;0.0
56;Morbihan;56047.0;Crédin;1167.0;838.0;71,81%;329.0;28,19%;808.0;69,24%;96,42%;21.0;1,80%;2,51%;9.0;0,77%;1,07%;14.36;85.66;0.0
56;Morbihan;56048.0;Le Croisty;605.0;400.0;66,12%;205.0;33,88%;390.0;64,46%;97,50%;7.0;1,16%;1,75%;3.0;0,50%;0,75%;25.64;74.37;0.0
56;Morbihan;56050.0;La Croix-Helléan;707.0;540.0;76,38%;167.0;23,62%;526.0;74,40%;97,41%;10.0;1,41%;1,85%;4.0;0,57%;0,74%;15.78;84.22;0.0
56;Morbihan;56051.0;Cruguel;500.0;376.0;75,20%;124.0;24,80%;364.0;72,80%;96,81%;8.0;1,60%;2,13%;4.0;0,80%;1,06%;13.73;86.26;0.01
56;Morbihan;56052.0;Damgan;2145.0;1739.0;81,07%;406.0;18,93%;1713.0;79,86%;98,50%;20.0;0,93%;1,15%;6.0;0,28%;0,35%;22.95;77.0;0.05
56;Morbihan;56053.0;Elven;4916.0;3545.0;72,11%;1371.0;27,89%;3437.0;69,91%;96,95%;71.0;1,44%;2,00%;37.0;0,75%;1,04%;25.52;74.49;0.0
56;Morbihan;56054.0;Erdeven;3589.0;2661.0;74,14%;928.0;25,86%;2605.0;72,58%;97,90%;51.0;1,42%;1,92%;5.0;0,14%;0,19%;27.37;72.62;0.01
56;Morbihan;56055.0;Etel;1941.0;1441.0;74,24%;500.0;25,76%;1402.0;72,23%;97,29%;28.0;1,44%;1,94%;11.0;0,57%;0,76%;29.89;70.11;0.0
56;Morbihan;56056.0;Evriguet;155.0;131.0;84,52%;24.0;15,48%;128.0;82,58%;97,71%;2.0;1,29%;1,53%;1.0;0,65%;0,76%;17.97;82.03;0.0
56;Morbihan;56057.0;Le Faouët;2220.0;1564.0;70,45%;656.0;29,55%;1519.0;68,42%;97,12%;28.0;1,26%;1,79%;17.0;0,77%;1,09%;31.07;68.93;0.0
