Code département;Libellé département;Code commune;Libellé commune;Inscrits;Votants;% Votants;Abstentions;% Abstentions;Exprimés;% Exprimés/inscrits;% Exprimés/votants;Blancs;% Blancs/inscrits;% Blancs/votants;Nuls;% Nuls/inscrits;% Nuls/votants;Score_Gauche;Score_Droite;Score_Divers
22;Côtes-d'Armor;22182.0;Plélo;2441.0;1840.0;75,38%;601.0;24,62%;1799.0;73,70%;97,77%;24.0;0,98%;1,30%;17.0;0,70%;0,92%;26.96;73.04;0.0
22;Côtes-d'Armor;22183.0;Plémet;2707.0;1911.0;70,59%;796.0;29,41%;1878.0;69,38%;98,27%;23.0;0,85%;1,20%;10.0;0,37%;0,52%;17.73;81.78;0.49
22;Côtes-d'Armor;22184.0;Plémy;1198.0;898.0;74,96%;300.0;25,04%;881.0;73,54%;98,11%;11.0;0,92%;1,22%;6.0;0,50%;0,67%;19.97;79.34;0.69
22;Côtes-d'Armor;22185.0;Plénée-Jugon;1835.0;1314.0;71,61%;521.0;28,39%;1280.0;69,75%;97,41%;16.0;0,87%;1,22%;18.0;0,98%;1,37%;29.29;69.92;0.79
22;Côtes-d'Armor;22186.0;Pléneuf-Val-André;4242.0;3324.0;78,36%;918.0;21,64%;3275.0;77,20%;98,53%;28.0;0,66%;0,84%;21.0;0,50%;0,63%;24.09;75.91;0.0
22;Côtes-d'Armor;22187.0;Plérin;10971.0;8779.0;80,02%;2192.0;19,98%;8586.0;78,26%;97,80%;122.0;1,11%;1,39%;71.0;0,65%;0,81%;33.82;66.17;0.01
22;Côtes-d'Armor;22188.0;Plerneuf;755.0;596.0;78,94%;159.0;21,06%;575.0;76,16%;96,48%;17.0;2,25%;2,85%;4.0;0,53%;0,67%;24.7;75.3;0.0
22;Côtes-d'Armor;22189.0;Plésidy;436.0;305.0;69,95%;131.0;30,05%;299.0;68,58%;98,03%;3.0;0,69%;0,98%;3.0;0,69%;0,98%;27.76;72.24;0.0
22;Côtes-d'Armor;22190.0;Pleslin-Trigavou;3106.0;2331.0;75,05%;775.0;24,95%;2268.0;73,02%;97,30%;37.0;1,19%;1,59%;26.0;0,84%;1,12%;26.72;73.28;0.0
22;Côtes-d'Armor;22193.0;Plestan;1222.0;870.0;71,19%;352.0;28,81%;843.0;68,99%;96,90%;12.0;0,98%;1,38%;15.0;1,23%;1,72%;22.65;76.63;0.72
22;Côtes-d'Armor;22194.0;Plestin-les-Grèves;3213.0;2404.0;74,82%;809.0;25,18%;2338.0;72,77%;97,25%;45.0;1,40%;1,87%;21.0;0,65%;0,87%;39.87;60.14;0.0
22;Côtes-d'Armor;22195.0;Pleubian;2257.0;1686.0;74,70%;571.0;25,30%;1631.0;72,26%;96,74%;42.0;1,86%;2,49%;13.0;0,58%;0,77%;24.34;75.66;0.0
22;Côtes-d'Armor;22196.0;Pleudaniel;732.0;553.0;75,55%;179.0;24,45%;528.0;72,13%;95,48%;1.0;0,14%;0,18%;24.0;3,28%;4,34%;28.41;71.59;0.0
22;Côtes-d'Armor;22197.0;Pleudihen-sur-Rance;2418.0;1851.0;76,55%;567.0;23,45%;1814.0;75,02%;98,00%;24.0;0,99%;1,30%;13.0;0,54%;0,70%;29.61;70.38;0.01
22;Côtes-d'Armor;22198.0;Pleumeur-Bodou;3636.0;2791.0;76,76%;845.0;23,24%;2701.0;74,28%;96,78%;69.0;1,90%;2,47%;21.0;0,58%;0,75%;40.43;59.57;0.0
22;Côtes-d'Armor;22199.0;Pleumeur-Gautier;988.0;671.0;67,91%;317.0;32,09%;634.0;64,17%;94,49%;20.0;2,02%;2,98%;17.0;1,72%;2,53%;20.82;79.18;0.0
22;Côtes-d'Armor;22200.0;Pléven;476.0;355.0;74,58%;121.0;25,42%;347.0;72,90%;97,75%;4.0;0,84%;1,13%;4.0;0,84%;1,13%;25.94;74.07;0.0
22;Côtes-d'Armor;22201.0;Plévenon;729.0;541.0;74,21%;188.0;25,79%;521.0;71,47%;96,30%;11.0;1,51%;2,03%;9.0;1,23%;1,66%;29.37;70.63;0.0
22;Côtes-d'Armor;22202.0;Plévin;530.0;384.0;72,45%;146.0;27,55%;373.0;70,38%;97,14%;6.0;1,13%;1,56%;5.0;0,94%;1,30%;28.42;71.58;0.0
22;Côtes-d'Armor;22203.0;Ploeuc-L'Hermitage;3140.0;2299.0;73,22%;841.0;26,78%;2267.0;72,20%;98,61%;21.0;0,67%;0,91%;11.0;0,35%;0,48%;24.21;74.77;1.02
22;Côtes-d'Armor;22204.0;Ploëzal;960.0;711.0;74,06%;249.0;25,94%;678.0;70,63%;95,36%;20.0;2,08%;2,81%;13.0;1,35%;1,83%;30.24;69.76;0.0
22;Côtes-d'Armor;22205.0;Plorec-sur-Arguenon;341.0;276.0;80,94%;65.0;19,06%;271.0;79,47%;98,19%;3.0;0,88%;1,09%;2.0;0,59%;0,72%;19.19;80.82;0.0
22;Côtes-d'Armor;22206.0;Châtelaudren-Plouagat;2779.0;2014.0;72,47%;765.0;27,53%;1946.0;70,03%;96,62%;51.0;1,84%;2,53%;17.0;0,61%;0,84%;31.65;68.33;0.02
22;Côtes-d'Armor;22207.0;Plouaret;1734.0;1330.0;76,70%;404.0;23,30%;1281.0;73,88%;96,32%;27.0;1,56%;2,03%;22.0;1,27%;1,65%;35.68;64.32;0.0
22;Côtes-d'Armor;22208.0;Plouasne;1334.0;941.0;70,54%;393.0;29,46%;920.0;68,97%;97,77%;18.0;1,35%;1,91%;3.0;0,22%;0,32%;29.13;70.86;0.01
22;Côtes-d'Armor;22209.0;Beaussais-sur-Mer;3261.0;2489.0;76,33%;772.0;23,67%;2437.0;74,73%;97,91%;36.0;1,10%;1,45%;16.0;0,49%;0,64%;21.99;78.01;0.0
22;Côtes-d'Armor;22210.0;Ploubazlanec;2823.0;2165.0;76,69%;658.0;23,31%;2094.0;74,18%;96,72%;49.0;1,74%;2,26%;22.0;0,78%;1,02%;28.41;71.58;0.01
22;Côtes-d'Armor;22211.0;Ploubezre;2974.0;2183.0;73,40%;791.0;26,60%;2112.0;71,02%;96,75%;50.0;1,68%;2,29%;21.0;0,71%;0,96%;38.12;61.88;0.0
22;Côtes-d'Armor;22212.0;Plouëc-du-Trieux;920.0;723.0;78,59%;197.0;21,41%;687.0;74,67%;95,02%;20.0;2,17%;2,77%;16.0;1,74%;2,21%;33.62;66.37;0.01
22;Côtes-d'Armor;22213.0;Plouër-sur-Rance;2943.0;2253.0;76,55%;690.0;23,45%;2216.0;75,30%;98,36%;26.0;0,88%;1,15%;11.0;0,37%;0,49%;38.72;61.28;0.0
22;Côtes-d'Armor;22214.0;Plouézec;2982.0;2246.0;75,32%;736.0;24,68%;2174.0;72,90%;96,79%;47.0;1,58%;2,09%;25.0;0,84%;1,11%;32.47;67.52;0.01
22;Côtes-d'Armor;22215.0;Ploufragan;8503.0;6220.0;73,15%;2283.0;26,85%;6052.0;71,17%;97,30%;104.0;1,22%;1,67%;64.0;0,75%;1,03%;35.22;64.77;0.01
22;Côtes-d'Armor;22216.0;Plougonver;540.0;424.0;78,52%;116.0;21,48%;413.0;76,48%;97,41%;9.0;1,67%;2,12%;2.0;0,37%;0,47%;31.0;69.01;0.0
22;Côtes-d'Armor;22217.0;Plougras;366.0;291.0;79,51%;75.0;20,49%;280.0;76,50%;96,22%;4.0;1,09%;1,37%;7.0;1,91%;2,41%;35.71;64.28;0.01
22;Côtes-d'Armor;22218.0;Plougrescant;1241.0;940.0;75,75%;301.0;24,25%;918.0;73,97%;97,66%;19.0;1,53%;2,02%;3.0;0,24%;0,32%;36.06;63.95;0.0
22;Côtes-d'Armor;22219.0;Plouguenast-Langast;1926.0;1369.0;71,08%;557.0;28,92%;1342.0;69,68%;98,03%;13.0;0,67%;0,95%;14.0;0,73%;1,02%;18.93;80.55;0.52
22;Côtes-d'Armor;22220.0;Plouguernével;1275.0;951.0;74,59%;324.0;25,41%;906.0;71,06%;95,27%;34.0;2,67%;3,58%;11.0;0,86%;1,16%;29.58;70.41;0.01
22;Côtes-d'Armor;22221.0;Plouguiel;1465.0;1047.0;71,47%;418.0;28,53%;1012.0;69,08%;96,66%;19.0;1,30%;1,81%;16.0;1,09%;1,53%;39.72;60.28;0.0
22;Côtes-d'Armor;22222.0;Plouha;4352.0;3215.0;73,87%;1137.0;26,13%;3105.0;71,35%;96,58%;78.0;1,79%;2,43%;32.0;0,74%;1,00%;33.4;66.6;0.0
22;Côtes-d'Armor;22223.0;Plouisy;1542.0;1104.0;71,60%;438.0;28,40%;1065.0;69,07%;96,47%;19.0;1,23%;1,72%;20.0;1,30%;1,81%;33.62;66.38;0.0
22;Côtes-d'Armor;22224.0;Ploulec'h;1372.0;1082.0;78,86%;290.0;21,14%;1058.0;77,11%;97,78%;20.0;1,46%;1,85%;4.0;0,29%;0,37%;39.98;60.02;0.0
22;Côtes-d'Armor;22225.0;Ploumagoar;4204.0;2965.0;70,53%;1239.0;29,47%;2872.0;68,32%;96,86%;63.0;1,50%;2,12%;30.0;0,71%;1,01%;33.91;66.08;0.01
22;Côtes-d'Armor;22226.0;Ploumilliau;2115.0;1607.0;75,98%;508.0;24,02%;1567.0;74,09%;97,51%;33.0;1,56%;2,05%;7.0;0,33%;0,44%;34.21;65.79;0.0
22;Côtes-d'Armor;22227.0;Plounérin;563.0;416.0;73,89%;147.0;26,11%;402.0;71,40%;96,63%;8.0;1,42%;1,92%;6.0;1,07%;1,44%;29.85;70.15;0.0
22;Côtes-d'Armor;22228.0;Plounévez-Moëdec;1134.0;844.0;74,43%;290.0;25,57%;810.0;71,43%;95,97%;24.0;2,12%;2,84%;10.0;0,88%;1,18%;35.31;64.69;0.0
22;Côtes-d'Armor;22229.0;Plounévez-Quintin;802.0;596.0;74,31%;206.0;25,69%;572.0;71,32%;95,97%;13.0;1,62%;2,18%;11.0;1,37%;1,85%;34.44;65.56;0.0
22;Côtes-d'Armor;22231.0;Plourac'h;255.0;185.0;72,55%;70.0;27,45%;178.0;69,80%;96,22%;4.0;1,57%;2,16%;3.0;1,18%;1,62%;25.85;74.15;0.0
22;Côtes-d'Armor;22232.0;Plourhan;1740.0;1341.0;77,07%;399.0;22,93%;1290.0;74,14%;96,20%;34.0;1,95%;2,54%;17.0;0,98%;1,27%;30.54;69.46;0.0
22;Côtes-d'Armor;22233.0;Plourivo;1848.0;1379.0;74,62%;469.0;25,38%;1305.0;70,62%;94,63%;32.0;1,73%;2,32%;42.0;2,27%;3,05%;25.44;74.56;0.0
22;Côtes-d'Armor;22234.0;Plouvara;834.0;624.0;74,82%;210.0;25,18%;597.0;71,58%;95,67%;18.0;2,16%;2,88%;9.0;1,08%;1,44%;24.62;75.38;0.0
22;Côtes-d'Armor;22235.0;Plouzélambre;180.0;148.0;82,22%;32.0;17,78%;140.0;77,78%;94,59%;4.0;2,22%;2,70%;4.0;2,22%;2,70%;27.86;72.15;0.0
22;Côtes-d'Armor;22236.0;Pludual;562.0;428.0;76,16%;134.0;23,84%;403.0;71,71%;94,16%;10.0;1,78%;2,34%;15.0;2,67%;3,50%;28.54;71.47;0.0
22;Côtes-d'Armor;22237.0;Pluduno;1879.0;1454.0;77,38%;425.0;22,62%;1428.0;76,00%;98,21%;19.0;1,01%;1,31%;7.0;0,37%;0,48%;19.12;80.88;0.0
22;Côtes-d'Armor;22238.0;Plufur;489.0;355.0;72,60%;134.0;27,40%;332.0;67,89%;93,52%;15.0;3,07%;4,23%;8.0;1,64%;2,25%;41.57;58.44;0.0
22;Côtes-d'Armor;22239.0;Plumaudan;992.0;751.0;75,71%;241.0;24,29%;737.0;74,29%;98,14%;5.0;0,50%;0,67%;9.0;0,91%;1,20%;28.5;71.5;0.0
22;Côtes-d'Armor;22240.0;Plumaugat;857.0;636.0;74,21%;221.0;25,79%;625.0;72,93%;98,27%;11.0;1,28%;1,73%;0.0;0,00%;0,00%;20.16;79.84;0.0
22;Côtes-d'Armor;22241.0;Plumieux;764.0;599.0;78,40%;165.0;21,60%;593.0;77,62%;99,00%;1.0;0,13%;0,17%;5.0;0,65%;0,83%;10.63;88.87;0.5
22;Côtes-d'Armor;22242.0;Plurien;1422.0;1049.0;73,77%;373.0;26,23%;1014.0;71,31%;96,66%;15.0;1,05%;1,43%;20.0;1,41%;1,91%;25.05;74.95;0.0
22;Côtes-d'Armor;22243.0;Plusquellec;430.0;322.0;74,88%;108.0;25,12%;313.0;72,79%;97,20%;4.0;0,93%;1,24%;5.0;1,16%;1,55%;30.67;69.33;0.0
22;Côtes-d'Armor;22244.0;Plussulien;348.0;263.0;75,57%;85.0;24,43%;258.0;74,14%;98,10%;0.0;0,00%;0,00%;5.0;1,44%;1,90%;27.14;72.49;0.37
22;Côtes-d'Armor;22245.0;Pluzunet;801.0;588.0;73,41%;213.0;26,59%;574.0;71,66%;97,62%;10.0;1,25%;1,70%;4.0;0,50%;0,68%;33.8;66.21;0.0
22;Côtes-d'Armor;22246.0;Pommeret;1597.0;1200.0;75,14%;397.0;24,86%;1180.0;73,89%;98,33%;10.0;0,63%;0,83%;10.0;0,63%;0,83%;23.22;76.44;0.34
22;Côtes-d'Armor;22248.0;Pommerit-le-Vicomte;1401.0;1032.0;73,66%;369.0;26,34%;996.0;71,09%;96,51%;25.0;1,78%;2,42%;11.0;0,79%;1,07%;31.92;68.07;0.01
22;Côtes-d'Armor;22249.0;Pont-Melvez;480.0;327.0;68,13%;153.0;31,87%;313.0;65,21%;95,72%;7.0;1,46%;2,14%;7.0;1,46%;2,14%;23.01;77.0;0.0
22;Côtes-d'Armor;22250.0;Pontrieux;718.0;544.0;75,77%;174.0;24,23%;529.0;73,68%;97,24%;11.0;1,53%;2,02%;4.0;0,56%;0,74%;34.6;65.4;0.0
22;Côtes-d'Armor;22251.0;Pordic;6380.0;4972.0;77,93%;1408.0;22,07%;4852.0;76,05%;97,59%;78.0;1,22%;1,57%;42.0;0,66%;0,84%;32.39;67.63;0.0
22;Côtes-d'Armor;22254.0;Prat;836.0;612.0;73,21%;224.0;26,79%;576.0;68,90%;94,12%;19.0;2,27%;3,10%;17.0;2,03%;2,78%;31.43;68.58;0.0
22;Côtes-d'Armor;22255.0;La Prénessaye;647.0;456.0;70,48%;191.0;29,52%;442.0;68,32%;96,93%;9.0;1,39%;1,97%;5.0;0,77%;1,10%;18.55;80.76;0.69
22;Côtes-d'Armor;22256.0;Quemper-Guézennec;896.0;641.0;71,54%;255.0;28,46%;614.0;68,53%;95,79%;17.0;1,90%;2,65%;10.0;1,12%;1,56%;27.2;72.8;0.0
22;Côtes-d'Armor;22257.0;Quemperven;293.0;225.0;76,79%;68.0;23,21%;211.0;72,01%;93,78%;8.0;2,73%;3,56%;6.0;2,05%;2,67%;30.33;69.67;0.0
22;Côtes-d'Armor;22258.0;Quessoy;3068.0;2226.0;72,56%;842.0;27,44%;2179.0;71,02%;97,89%;29.0;0,95%;1,30%;18.0;0,59%;0,81%;23.17;76.15;0.68
22;Côtes-d'Armor;22259.0;Quévert;3167.0;2317.0;73,16%;850.0;26,84%;2271.0;71,71%;98,01%;23.0;0,73%;0,99%;23.0;0,73%;0,99%;28.93;71.08;0.0
22;Côtes-d'Armor;22260.0;Le Quillio;376.0;295.0;78,46%;81.0;21,54%;293.0;77,93%;99,32%;1.0;0,27%;0,34%;1.0;0,27%;0,34%;17.06;82.24;0.7
22;Côtes-d'Armor;22261.0;Quintenic;285.0;207.0;72,63%;78.0;27,37%;200.0;70,18%;96,62%;4.0;1,40%;1,93%;3.0;1,05%;1,45%;19.0;80.5;0.5
22;Côtes-d'Armor;22262.0;Quintin;1953.0;1457.0;74,60%;496.0;25,40%;1429.0;73,17%;98,08%;18.0;0,92%;1,24%;10.0;0,51%;0,69%;28.34;71.17;0.49
22;Côtes-d'Armor;22263.0;Le Quiou;301.0;209.0;69,44%;92.0;30,56%;206.0;68,44%;98,56%;2.0;0,66%;0,96%;1.0;0,33%;0,48%;31.07;68.94;0.0
22;Côtes-d'Armor;22264.0;La Roche-Jaudy;1969.0;1430.0;72,63%;539.0;27,37%;1360.0;69,07%;95,10%;47.0;2,39%;3,29%;23.0;1,17%;1,61%;34.12;65.88;0.0
22;Côtes-d'Armor;22265.0;Rospez;1421.0;1080.0;76,00%;341.0;24,00%;1033.0;72,70%;95,65%;26.0;1,83%;2,41%;21.0;1,48%;1,94%;33.49;66.5;0.01
22;Côtes-d'Armor;22266.0;Rostrenen;2234.0;1633.0;73,10%;601.0;26,90%;1572.0;70,37%;96,26%;40.0;1,79%;2,45%;21.0;0,94%;1,29%;39.25;60.75;0.0
22;Côtes-d'Armor;22267.0;Rouillac;283.0;202.0;71,38%;81.0;28,62%;194.0;68,55%;96,04%;3.0;1,06%;1,49%;5.0;1,77%;2,48%;20.11;79.9;0.0
22;Côtes-d'Armor;22268.0;Ruca;493.0;338.0;68,56%;155.0;31,44%;327.0;66,33%;96,75%;7.0;1,42%;2,07%;4.0;0,81%;1,18%;29.36;70.63;0.01
22;Côtes-d'Armor;22269.0;Runan;180.0;138.0;76,67%;42.0;23,33%;136.0;75,56%;98,55%;2.0;1,11%;1,45%;0.0;0,00%;0,00%;22.79;77.21;0.0
22;Côtes-d'Armor;22271.0;Saint-Adrien;292.0;223.0;76,37%;69.0;23,63%;219.0;75,00%;98,21%;1.0;0,34%;0,45%;3.0;1,03%;1,35%;31.05;68.94;0.01
22;Côtes-d'Armor;22272.0;Saint-Agathon;1712.0;1255.0;73,31%;457.0;26,69%;1209.0;70,62%;96,33%;30.0;1,75%;2,39%;16.0;0,93%;1,27%;29.12;70.89;0.0
22;Côtes-d'Armor;22273.0;Saint-Alban;1980.0;1524.0;76,97%;456.0;23,03%;1478.0;74,65%;96,98%;29.0;1,46%;1,90%;17.0;0,86%;1,12%;22.73;77.28;0.0
22;Côtes-d'Armor;22274.0;Saint-André-des-Eaux;264.0;219.0;82,95%;45.0;17,05%;216.0;81,82%;98,63%;3.0;1,14%;1,37%;0.0;0,00%;0,00%;42.59;57.41;0.0
22;Côtes-d'Armor;22275.0;Saint-Barnabé;1003.0;705.0;70,29%;298.0;29,71%;687.0;68,49%;97,45%;6.0;0,60%;0,85%;12.0;1,20%;1,70%;18.34;80.78;0.88
22;Côtes-d'Armor;22276.0;Saint-Bihy;187.0;146.0;78,07%;41.0;21,93%;141.0;75,40%;96,58%;3.0;1,60%;2,05%;2.0;1,07%;1,37%;30.5;67.37;2.13
22;Côtes-d'Armor;22277.0;Saint-Brandan;1783.0;1374.0;77,06%;409.0;22,94%;1347.0;75,55%;98,03%;19.0;1,07%;1,38%;8.0;0,45%;0,58%;23.91;75.8;0.29
22;Côtes-d'Armor;22278.0;Saint-Brieuc;27671.0;19779.0;71,48%;7892.0;28,52%;19368.0;69,99%;97,92%;252.0;0,91%;1,27%;159.0;0,57%;0,80%;43.71;56.29;0.0
22;Côtes-d'Armor;22279.0;Saint-Caradec;857.0;596.0;69,54%;261.0;30,46%;583.0;68,03%;97,82%;5.0;0,58%;0,84%;8.0;0,93%;1,34%;21.95;77.53;0.52
22;Côtes-d'Armor;22280.0;Saint-Carné;946.0;712.0;75,26%;234.0;24,74%;691.0;73,04%;97,05%;15.0;1,59%;2,11%;6.0;0,63%;0,84%;28.07;71.92;0.01
22;Côtes-d'Armor;22281.0;Saint-Carreuc;1136.0;863.0;75,97%;273.0;24,03%;836.0;73,59%;96,87%;15.0;1,32%;1,74%;12.0;1,06%;1,39%;26.08;72.73;1.19
22;Côtes-d'Armor;22282.0;Saint-Cast-le-Guildo;3490.0;2628.0;75,30%;862.0;24,70%;2588.0;74,15%;98,48%;24.0;0,69%;0,91%;16.0;0,46%;0,61%;22.14;77.87;0.0
22;Côtes-d'Armor;22283.0;Saint-Clet;686.0;518.0;75,51%;168.0;24,49%;497.0;72,45%;95,95%;14.0;2,04%;2,70%;7.0;1,02%;1,35%;43.47;56.54;0.0
22;Côtes-d'Armor;22284.0;Saint-Connan;221.0;167.0;75,57%;54.0;24,43%;157.0;71,04%;94,01%;7.0;3,17%;4,19%;3.0;1,36%;1,80%;26.12;73.88;0.0
22;Côtes-d'Armor;22285.0;Saint-Connec;205.0;157.0;76,59%;48.0;23,41%;155.0;75,61%;98,73%;1.0;0,49%;0,64%;1.0;0,49%;0,64%;26.46;72.26;1.28
22;Côtes-d'Armor;22286.0;Saint-Denoual;368.0;268.0;72,83%;100.0;27,17%;259.0;70,38%;96,64%;3.0;0,82%;1,12%;6.0;1,63%;2,24%;16.99;83.02;0.0
22;Côtes-d'Armor;22287.0;Saint-Donan;1205.0;903.0;74,94%;302.0;25,06%;864.0;71,70%;95,68%;27.0;2,24%;2,99%;12.0;1,00%;1,33%;32.87;67.13;0.0
22;Côtes-d'Armor;22288.0;Saint-Etienne-du-Gué-de-l'Isle;255.0;190.0;74,51%;65.0;25,49%;188.0;73,73%;98,95%;2.0;0,78%;1,05%;0.0;0,00%;0,00%;13.3;86.7;0.0
22;Côtes-d'Armor;22289.0;Saint-Fiacre;174.0;125.0;71,84%;49.0;28,16%;116.0;66,67%;92,80%;7.0;4,02%;5,60%;2.0;1,15%;1,60%;25.87;74.14;0.0
22;Côtes-d'Armor;22291.0;Saint-Gildas;201.0;147.0;73,13%;54.0;26,87%;144.0;71,64%;97,96%;1.0;0,50%;0,68%;2.0;1,00%;1,36%;25.7;74.3;0.0
22;Côtes-d'Armor;22293.0;Saint-Gilles-les-Bois;308.0;237.0;76,95%;71.0;23,05%;235.0;76,30%;99,16%;2.0;0,65%;0,84%;0.0;0,00%;0,00%;30.64;69.36;0.0
22;Côtes-d'Armor;22294.0;Saint-Gilles-Pligeaux;223.0;161.0;72,20%;62.0;27,80%;150.0;67,26%;93,17%;6.0;2,69%;3,73%;5.0;2,24%;3,11%;19.34;80.66;0.0
22;Côtes-d'Armor;22295.0;Saint-Gilles-Vieux-Marché;280.0;205.0;73,21%;75.0;26,79%;200.0;71,43%;97,56%;4.0;1,43%;1,95%;1.0;0,36%;0,49%;23.0;76.0;1.0
22;Côtes-d'Armor;22296.0;Saint-Glen;494.0;400.0;80,97%;94.0;19,03%;391.0;79,15%;97,75%;5.0;1,01%;1,25%;4.0;0,81%;1,00%;21.99;76.99;1.02
22;Côtes-d'Armor;22299.0;Saint-Hélen;1145.0;870.0;75,98%;275.0;24,02%;844.0;73,71%;97,01%;16.0;1,40%;1,84%;10.0;0,87%;1,15%;29.73;70.26;0.01
22;Côtes-d'Armor;22300.0;Saint-Hervé;325.0;220.0;67,69%;105.0;32,31%;216.0;66,46%;98,18%;4.0;1,23%;1,82%;0.0;0,00%;0,00%;18.98;80.56;0.46
22;Côtes-d'Armor;22302.0;Saint-Jacut-de-la-Mer;1010.0;808.0;80,00%;202.0;20,00%;796.0;78,81%;98,51%;6.0;0,59%;0,74%;6.0;0,59%;0,74%;29.27;70.73;0.0
22;Côtes-d'Armor;22304.0;Saint-Jean-Kerdaniel;424.0;332.0;78,30%;92.0;21,70%;315.0;74,29%;94,88%;14.0;3,30%;4,22%;3.0;0,71%;0,90%;34.29;65.71;0.0
22;Côtes-d'Armor;22305.0;Saint-Jouan-de-l'Isle;320.0;240.0;75,00%;80.0;25,00%;236.0;73,75%;98,33%;3.0;0,94%;1,25%;1.0;0,31%;0,42%;14.4;85.59;0.01
22;Côtes-d'Armor;22306.0;Saint-Judoce;462.0;377.0;81,60%;85.0;18,40%;373.0;80,74%;98,94%;1.0;0,22%;0,27%;3.0;0,65%;0,80%;26.54;73.45;0.01
22;Côtes-d'Armor;22307.0;Saint-Julien;1586.0;1195.0;75,35%;391.0;24,65%;1150.0;72,51%;96,23%;31.0;1,95%;2,59%;14.0;0,88%;1,17%;26.95;73.03;0.02
22;Côtes-d'Armor;22308.0;Saint-Juvat;523.0;402.0;76,86%;121.0;23,14%;396.0;75,72%;98,51%;3.0;0,57%;0,75%;3.0;0,57%;0,75%;32.58;67.42;0.0
22;Côtes-d'Armor;22309.0;Saint-Launeuc;146.0;104.0;71,23%;42.0;28,77%;101.0;69,18%;97,12%;1.0;0,68%;0,96%;2.0;1,37%;1,92%;15.84;84.15;0.01
22;Côtes-d'Armor;22310.0;Saint-Laurent;361.0;280.0;77,56%;81.0;22,44%;279.0;77,29%;99,64%;1.0;0,28%;0,36%;0.0;0,00%;0,00%;41.58;58.42;0.0
22;Côtes-d'Armor;22311.0;Saint-Lormel;689.0;526.0;76,34%;163.0;23,66%;517.0;75,04%;98,29%;6.0;0,87%;1,14%;3.0;0,44%;0,57%;22.44;77.57;0.0
22;Côtes-d'Armor;22312.0;Saint-Maden;199.0;145.0;72,86%;54.0;27,14%;142.0;71,36%;97,93%;1.0;0,50%;0,69%;2.0;1,01%;1,38%;30.28;69.72;0.0
22;Côtes-d'Armor;22313.0;Saint-Martin-des-Prés;264.0;211.0;79,92%;53.0;20,08%;206.0;78,03%;97,63%;3.0;1,14%;1,42%;2.0;0,76%;0,95%;21.36;78.15;0.49
22;Côtes-d'Armor;22314.0;Saint-Maudan;315.0;227.0;72,06%;88.0;27,94%;221.0;70,16%;97,36%;4.0;1,27%;1,76%;2.0;0,63%;0,88%;16.74;81.89;1.37
22;Côtes-d'Armor;22315.0;Saint-Maudez;231.0;166.0;71,86%;65.0;28,14%;163.0;70,56%;98,19%;3.0;1,30%;1,81%;0.0;0,00%;0,00%;27.6;72.38;0.02
22;Côtes-d'Armor;22316.0;Saint-Mayeux;338.0;261.0;77,22%;77.0;22,78%;257.0;76,04%;98,47%;2.0;0,59%;0,77%;2.0;0,59%;0,77%;27.63;71.21;1.16
22;Côtes-d'Armor;22317.0;Saint-Méloir-des-Bois;194.0;167.0;86,08%;27.0;13,92%;162.0;83,51%;97,01%;3.0;1,55%;1,80%;2.0;1,03%;1,20%;23.45;76.54;0.01
22;Côtes-d'Armor;22318.0;Saint-Michel-de-Plélan;255.0;195.0;76,47%;60.0;23,53%;189.0;74,12%;96,92%;2.0;0,78%;1,03%;4.0;1,57%;2,05%;28.57;71.43;0.0
22;Côtes-d'Armor;22319.0;Saint-Michel-en-Grève;397.0;306.0;77,08%;91.0;22,92%;294.0;74,06%;96,08%;8.0;2,02%;2,61%;4.0;1,01%;1,31%;39.8;60.2;0.0
22;Côtes-d'Armor;22320.0;Saint-Nicodème;137.0;98.0;71,53%;39.0;28,47%;95.0;69,34%;96,94%;2.0;1,46%;2,04%;1.0;0,73%;1,02%;49.47;50.52;0.01
22;Côtes-d'Armor;22321.0;Saint-Nicolas-du-Pélem;1205.0;832.0;69,05%;373.0;30,95%;795.0;65,98%;95,55%;28.0;2,32%;3,37%;9.0;0,75%;1,08%;26.29;73.72;0.0
22;Côtes-d'Armor;22322.0;Saint-Péver;318.0;253.0;79,56%;65.0;20,44%;246.0;77,36%;97,23%;3.0;0,94%;1,19%;4.0;1,26%;1,58%;18.7;81.3;0.0
22;Côtes-d'Armor;22323.0;Saint-Pôtan;639.0;497.0;77,78%;142.0;22,22%;480.0;75,12%;96,58%;9.0;1,41%;1,81%;8.0;1,25%;1,61%;25.83;74.16;0.01
22;Côtes-d'Armor;22324.0;Saint-Quay-Perros;1209.0;921.0;76,18%;288.0;23,82%;881.0;72,87%;95,66%;25.0;2,07%;2,71%;15.0;1,24%;1,63%;30.53;69.46;0.01
22;Côtes-d'Armor;22325.0;Saint-Quay-Portrieux;3206.0;2362.0;73,67%;844.0;26,33%;2285.0;71,27%;96,74%;45.0;1,40%;1,91%;32.0;1,00%;1,35%;24.5;75.49;0.01
22;Côtes-d'Armor;22326.0;Saint-Rieul;418.0;290.0;69,38%;128.0;30,62%;283.0;67,70%;97,59%;5.0;1,20%;1,72%;2.0;0,48%;0,69%;21.91;77.74;0.35
