CODGEO,LIBGEO,Code département,annee,type,code_de_la_commune,code_com,geo_point,energie_type,filiere,puissances_kw,production_mwh,nom_com,code_dep
22033,Caurel,22,2017,production energetique,033,22033,"48.21724561201957, -3.039756388323664",Chaleur,Bois énergie domestique,1072.0,905.0,Caurel,22
22034,Cavan,22,2017,production energetique,034,22034,"48.68215456074493, -3.3524096713925564",Chaleur,Solaire thermique,20.0,17.0,Cavan,22
22034,Cavan,22,2017,production energetique,034,22034,"48.68215456074493, -3.3524096713925564",Electricité,Solaire PV,66.0,65.0,Cavan,22
22034,Cavan,22,2017,production energetique,034,22034,"48.68215456074493, -3.3524096713925564",Chaleur,PAC (aérothermie et géothermie),709.0,557.0,Cavan,22
22034,Cavan,22,2017,production energetique,034,22034,"48.68215456074493, -3.3524096713925564",Electricité,Hydroélectricité,0.0,0.0,Cavan,22
22034,Cavan,22,2017,production energetique,034,22034,"48.68215456074493, -3.3524096713925564",Chaleur,Bois énergie domestique,3097.0,2614.0,Cavan,22
22034,Cavan,22,2017,production energetique,034,22034,"48.68215456074493, -3.3524096713925564",Chaleur,Bois énergie chaufferies,155.0,170.0,Cavan,22
22035,Les Champs-Géraux,22,2017,production energetique,035,22035,"48.42601578193849, -1.9776790432863975",Chaleur,Solaire thermique,20.0,14.0,Les Champs-Géraux,22
22035,Les Champs-Géraux,22,2017,production energetique,035,22035,"48.42601578193849, -1.9776790432863975",Electricité,Solaire PV,61.0,59.0,Les Champs-Géraux,22
22035,Les Champs-Géraux,22,2017,production energetique,035,22035,"48.42601578193849, -1.9776790432863975",Chaleur,PAC (aérothermie et géothermie),549.0,431.0,Les Champs-Géraux,22
22035,Les Champs-Géraux,22,2017,production energetique,035,22035,"48.42601578193849, -1.9776790432863975",Electricité,Hydroélectricité,0.0,0.0,Les Champs-Géraux,22
22035,Les Champs-Géraux,22,2017,production energetique,035,22035,"48.42601578193849, -1.9776790432863975",Chaleur,Bois énergie domestique,2506.0,2115.0,Les Champs-Géraux,22
22035,Les Champs-Géraux,22,2017,production energetique,035,22035,"48.42601578193849, -1.9776790432863975",Chaleur,Bois énergie chaufferies,100.0,32.0,Les Champs-Géraux,22
22036,La Chapelle-Blanche,22,2017,production energetique,036,22036,"48.26830592024628, -2.1284395259517597",Chaleur,Solaire thermique,0.0,3.0,La Chapelle-Blanche,22
22036,La Chapelle-Blanche,22,2017,production energetique,036,22036,"48.26830592024628, -2.1284395259517597",Chaleur,PAC (aérothermie et géothermie),109.0,86.0,La Chapelle-Blanche,22
22036,La Chapelle-Blanche,22,2017,production energetique,036,22036,"48.26830592024628, -2.1284395259517597",Electricité,Méthanisation,0.0,0.0,La Chapelle-Blanche,22
22036,La Chapelle-Blanche,22,2017,production energetique,036,22036,"48.26830592024628, -2.1284395259517597",Chaleur,Méthanisation,0.0,0.0,La Chapelle-Blanche,22
22036,La Chapelle-Blanche,22,2017,production energetique,036,22036,"48.26830592024628, -2.1284395259517597",Electricité,Hydroélectricité,0.0,0.0,La Chapelle-Blanche,22
22036,La Chapelle-Blanche,22,2017,production energetique,036,22036,"48.26830592024628, -2.1284395259517597",Chaleur,Bois énergie domestique,406.0,343.0,La Chapelle-Blanche,22
22036,La Chapelle-Blanche,22,2017,production energetique,036,22036,"48.26830592024628, -2.1284395259517597",Chaleur,Bois énergie chaufferies,65.0,55.0,La Chapelle-Blanche,22
22037,La Chapelle-Neuve,22,2017,production energetique,037,22037,"48.46571474215161, -3.4399666603374586",Chaleur,Solaire thermique,10.0,8.0,La Chapelle-Neuve,22
22037,La Chapelle-Neuve,22,2017,production energetique,037,22037,"48.46571474215161, -3.4399666603374586",Chaleur,PAC (aérothermie et géothermie),306.0,241.0,La Chapelle-Neuve,22
22037,La Chapelle-Neuve,22,2017,production energetique,037,22037,"48.46571474215161, -3.4399666603374586",Electricité,Hydroélectricité,0.0,0.0,La Chapelle-Neuve,22
22037,La Chapelle-Neuve,22,2017,production energetique,037,22037,"48.46571474215161, -3.4399666603374586",Electricité,Éolien terrestre,0.0,0.0,La Chapelle-Neuve,22
22037,La Chapelle-Neuve,22,2017,production energetique,037,22037,"48.46571474215161, -3.4399666603374586",Chaleur,Bois énergie domestique,1064.0,898.0,La Chapelle-Neuve,22
