CODGEO,LIBGEO,Code département,annee,type,code_de_la_commune,code_com,geo_point,loyer_pr_dit_en_euros_par_m_,nom_com,code_dep
22345,Trébry,22,2017,carte loyer,345,22345,"48.3456874173447, -2.5576675063953207",7.991451151,Trébry,22
22346,Trédaniel,22,2017,carte loyer,346,22346,"48.34652230817231, -2.6052764478330435",5.91736712,Trédaniel,22
22346,Trédaniel,22,2017,carte loyer,346,22346,"48.34652230817231, -2.6052764478330435",7.131912273,Trédaniel,22
22347,Trédarzec,22,2017,carte loyer,347,22347,"48.791135560533206, -3.2010945470937124",6.190358488,Trédarzec,22
22347,Trédarzec,22,2017,carte loyer,347,22347,"48.791135560533206, -3.2010945470937124",7.959488257,Trédarzec,22
22348,Trédias,22,2017,carte loyer,348,22348,"48.365029012625335, -2.223155357652727",6.53106859,Trédias,22
22348,Trédias,22,2017,carte loyer,348,22348,"48.365029012625335, -2.223155357652727",6.787694606,Trédias,22
22349,Trédrez-Locquémeau,22,2017,carte loyer,349,22349,"48.70786004074584, -3.5635644143972796",6.238420359,Trédrez-Locquémeau,22
22349,Trédrez-Locquémeau,22,2017,carte loyer,349,22349,"48.70786004074584, -3.5635644143972796",7.813625442,Trédrez-Locquémeau,22
22350,Tréduder,22,2017,carte loyer,350,22350,"48.654791763935656, -3.566579965559253",6.238420359,Tréduder,22
22350,Tréduder,22,2017,carte loyer,350,22350,"48.654791763935656, -3.566579965559253",7.813625442,Tréduder,22
22351,Treffrin,22,2017,carte loyer,351,22351,"48.2985077985793, -3.5267684519728286",6.090214705,Treffrin,22
22351,Treffrin,22,2017,carte loyer,351,22351,"48.2985077985793, -3.5267684519728286",7.044022226,Treffrin,22
22352,Tréfumel,22,2017,carte loyer,352,22352,"48.33733289508829, -2.0239291297217643",7.024231005,Tréfumel,22
22352,Tréfumel,22,2017,carte loyer,352,22352,"48.33733289508829, -2.0239291297217643",8.344447085,Tréfumel,22
22353,Trégastel,22,2017,carte loyer,353,22353,"48.81720640789529, -3.5073250888119487",7.620062526,Trégastel,22
22353,Trégastel,22,2017,carte loyer,353,22353,"48.81720640789529, -3.5073250888119487",8.579789094,Trégastel,22
22354,Tréglamus,22,2017,carte loyer,354,22354,"48.55696485740258, -3.2546290079690814",5.691280985,Tréglamus,22
22354,Tréglamus,22,2017,carte loyer,354,22354,"48.55696485740258, -3.2546290079690814",6.140839653,Tréglamus,22
22356,Trégomeur,22,2017,carte loyer,356,22356,"48.5673467100913, -2.8833714458847868",7.174091076,Trégomeur,22
22356,Trégomeur,22,2017,carte loyer,356,22356,"48.5673467100913, -2.8833714458847868",8.186327117,Trégomeur,22
22358,Trégonneau,22,2017,carte loyer,358,22358,"48.613932216458565, -3.1632148012510446",5.990445357,Trégonneau,22
22358,Trégonneau,22,2017,carte loyer,358,22358,"48.613932216458565, -3.1632148012510446",7.394885937,Trégonneau,22
22359,Trégrom,22,2017,carte loyer,359,22359,"48.59485513742797, -3.4026792795067093",5.691280985,Trégrom,22
22359,Trégrom,22,2017,carte loyer,359,22359,"48.59485513742797, -3.4026792795067093",6.140839653,Trégrom,22
22360,Trégueux,22,2017,carte loyer,360,22360,"48.48032442317931, -2.745097817749216",7.596334759,Trégueux,22
22360,Trégueux,22,2017,carte loyer,360,22360,"48.48032442317931, -2.745097817749216",9.226490049,Trégueux,22
22361,Tréguidel,22,2017,carte loyer,361,22361,"48.600294369291674, -2.9427837937593764",5.990445357,Tréguidel,22
22361,Tréguidel,22,2017,carte loyer,361,22361,"48.600294369291674, -2.9427837937593764",8.186327117,Tréguidel,22
22362,Tréguier,22,2017,carte loyer,362,22362,"48.78432609355878, -3.2323635346482997",6.190358488,Tréguier,22
22362,Tréguier,22,2017,carte loyer,362,22362,"48.78432609355878, -3.2323635346482997",8.640762868,Tréguier,22
22363,Trélévern,22,2017,carte loyer,363,22363,"48.80139243121289, -3.36968784063376",6.190358488,Trélévern,22
22363,Trélévern,22,2017,carte loyer,363,22363,"48.80139243121289, -3.36968784063376",7.959488257,Trélévern,22
22364,Trélivan,22,2017,carte loyer,364,22364,"48.43050710216832, -2.1066145088602153",6.53106859,Trélivan,22
22364,Trélivan,22,2017,carte loyer,364,22364,"48.43050710216832, -2.1066145088602153",7.991451151,Trélivan,22
22365,Trémargat,22,2017,carte loyer,365,22365,"48.33011725801109, -3.267158891170826",5.800613759,Trémargat,22
22365,Trémargat,22,2017,carte loyer,365,22365,"48.33011725801109, -3.267158891170826",7.059937795,Trémargat,22
22366,Trémel,22,2017,carte loyer,366,22366,"48.604910145622725, -3.6178954777311847",6.238420359,Trémel,22
22366,Trémel,22,2017,carte loyer,366,22366,"48.604910145622725, -3.6178954777311847",6.140839653,Trémel,22
22368,Tréméreuc,22,2017,carte loyer,368,22368,"48.56030751476144, -2.063739677699312",6.687095411,Tréméreuc,22
22368,Tréméreuc,22,2017,carte loyer,368,22368,"48.56030751476144, -2.063739677699312",7.991451151,Tréméreuc,22
22369,Trémeur,22,2017,carte loyer,369,22369,"48.35065601742312, -2.268540546424408",5.587855667,Trémeur,22
22369,Trémeur,22,2017,carte loyer,369,22369,"48.35065601742312, -2.268540546424408",6.787694606,Trémeur,22
22370,Tréméven,22,2017,carte loyer,370,22370,"48.67136101756008, -3.03217825848345",6.405865689,Tréméven,22
22370,Tréméven,22,2017,carte loyer,370,22370,"48.67136101756008, -3.03217825848345",7.394885937,Tréméven,22
22371,Trémorel,22,2017,carte loyer,371,22371,"48.191345434020995, -2.302331099455107",5.587855667,Trémorel,22
22371,Trémorel,22,2017,carte loyer,371,22371,"48.191345434020995, -2.302331099455107",6.787694606,Trémorel,22
22372,Trémuson,22,2017,carte loyer,372,22372,"48.5245298638382, -2.848563798623896",6.947056776,Trémuson,22
22372,Trémuson,22,2017,carte loyer,372,22372,"48.5245298638382, -2.848563798623896",8.432379664,Trémuson,22
22373,Tréogan,22,2017,carte loyer,373,22373,"48.18693596932489, -3.5293689271781603",6.05578471,Tréogan,22
22373,Tréogan,22,2017,carte loyer,373,22373,"48.18693596932489, -3.5293689271781603",7.059937795,Tréogan,22
22375,Tressignaux,22,2017,carte loyer,375,22375,"48.61042982628992, -2.975256115667468",6.405865689,Tressignaux,22
22375,Tressignaux,22,2017,carte loyer,375,22375,"48.61042982628992, -2.975256115667468",7.394885937,Tressignaux,22
22376,Trévé,22,2017,carte loyer,376,22376,"48.216250324759606, -2.807523428832321",6.16138334,Trévé,22
22376,Trévé,22,2017,carte loyer,376,22376,"48.216250324759606, -2.807523428832321",6.787694606,Trévé,22
22377,Tréveneuc,22,2017,carte loyer,377,22377,"48.6598608633688, -2.873916409373055",7.570352542,Tréveneuc,22
22377,Tréveneuc,22,2017,carte loyer,377,22377,"48.6598608633688, -2.873916409373055",8.808899123,Tréveneuc,22
22378,Trévérec,22,2017,carte loyer,378,22378,"48.6593111264371, -3.055159337958461",6.055196611,Trévérec,22
22378,Trévérec,22,2017,carte loyer,378,22378,"48.6593111264371, -3.055159337958461",7.394885937,Trévérec,22
22379,Trévou-Tréguignec,22,2017,carte loyer,379,22379,"48.81188591337173, -3.3449039997241417",6.190358488,Trévou-Tréguignec,22
22379,Trévou-Tréguignec,22,2017,carte loyer,379,22379,"48.81188591337173, -3.3449039997241417",7.959488257,Trévou-Tréguignec,22
22380,Trévron,22,2017,carte loyer,380,22380,"48.388871430691424, -2.0681624638529756",7.024231005,Trévron,22
22380,Trévron,22,2017,carte loyer,380,22380,"48.388871430691424, -2.0681624638529756",8.344447085,Trévron,22
22381,Trézény,22,2017,carte loyer,381,22381,"48.75438431411275, -3.361107047764407",6.189313301,Trézény,22
22381,Trézény,22,2017,carte loyer,381,22381,"48.75438431411275, -3.361107047764407",7.959488257,Trézény,22
22383,Troguéry,22,2017,carte loyer,383,22383,"48.759723599934254, -3.2245634153118523",6.190358488,Troguéry,22
22383,Troguéry,22,2017,carte loyer,383,22383,"48.759723599934254, -3.2245634153118523",7.394885937,Troguéry,22
22384,Uzel,22,2017,carte loyer,384,22384,"48.28095984210413, -2.847819582785454",5.354931921,Uzel,22
22384,Uzel,22,2017,carte loyer,384,22384,"48.28095984210413, -2.847819582785454",7.595736608,Uzel,22
22385,La Vicomté-sur-Rance,22,2017,carte loyer,385,22385,"48.48785318675125, -1.9833936003151997",7.024231005,La Vicomté-sur-Rance,22
22385,La Vicomté-sur-Rance,22,2017,carte loyer,385,22385,"48.48785318675125, -1.9833936003151997",8.344447085,La Vicomté-sur-Rance,22
22386,Le Vieux-Bourg,22,2017,carte loyer,386,22386,"48.39067894840724, -3.0036362766763243",5.103315445,Le Vieux-Bourg,22
22386,Le Vieux-Bourg,22,2017,carte loyer,386,22386,"48.39067894840724, -3.0036362766763243",7.131912273,Le Vieux-Bourg,22
22387,Le Vieux-Marché,22,2017,carte loyer,387,22387,"48.61356896560643, -3.4381657002665205",6.189313301,Le Vieux-Marché,22
22387,Le Vieux-Marché,22,2017,carte loyer,387,22387,"48.61356896560643, -3.4381657002665205",7.813625442,Le Vieux-Marché,22
22388,Vildé-Guingalan,22,2017,carte loyer,388,22388,"48.436341207341954, -2.151585554530895",6.687095411,Vildé-Guingalan,22
22388,Vildé-Guingalan,22,2017,carte loyer,388,22388,"48.436341207341954, -2.151585554530895",7.991451151,Vildé-Guingalan,22
22389,Yffiniac,22,2017,carte loyer,389,22389,"48.4679358135574, -2.6817276354156308",7.206298978,Yffiniac,22
22389,Yffiniac,22,2017,carte loyer,389,22389,"48.4679358135574, -2.6817276354156308",8.920028232,Yffiniac,22
22390,Yvias,22,2017,carte loyer,390,22390,"48.71464017346286, -3.0462754071344658",5.990445357,Yvias,22
22390,Yvias,22,2017,carte loyer,390,22390,"48.71464017346286, -3.0462754071344658",7.959488257,Yvias,22
22391,Yvignac-la-Tour,22,2017,carte loyer,391,22391,"48.34906512233677, -2.1705271693088832",5.587855667,Yvignac-la-Tour,22
22391,Yvignac-la-Tour,22,2017,carte loyer,391,22391,"48.34906512233677, -2.1705271693088832",8.344447085,Yvignac-la-Tour,22
29001,Argol,29,2017,carte loyer,001,29001,"48.24985950275675, -4.299014155732905",7.376177067,Argol,29
29001,Argol,29,2017,carte loyer,001,29001,"48.24985950275675, -4.299014155732905",8.156309401,Argol,29
29002,Arzano,29,2017,carte loyer,002,29002,"47.89317340716374, -3.442755410196712",7.491425546,Arzano,29
29002,Arzano,29,2017,carte loyer,002,29002,"47.89317340716374, -3.442755410196712",9.27214757,Arzano,29
29003,Audierne,29,2017,carte loyer,003,29003,"48.0277346395964, -4.56142848950124",6.875766283,Audierne,29
29003,Audierne,29,2017,carte loyer,003,29003,"48.0277346395964, -4.56142848950124",9.000589254,Audierne,29
29004,Bannalec,29,2017,carte loyer,004,29004,"47.93523952370625, -3.695212815025375",6.787977855,Bannalec,29
29004,Bannalec,29,2017,carte loyer,004,29004,"47.93523952370625, -3.695212815025375",8.421400043,Bannalec,29
29005,Baye,29,2017,carte loyer,005,29005,"47.85585269987857, -3.6132344888630112",7.136559458,Baye,29
29005,Baye,29,2017,carte loyer,005,29005,"47.85585269987857, -3.6132344888630112",8.942589629,Baye,29
29006,Bénodet,29,2017,carte loyer,006,29006,"47.87842194466297, -4.076056097043243",8.312677933,Bénodet,29
29006,Bénodet,29,2017,carte loyer,006,29006,"47.87842194466297, -4.076056097043243",9.918849758,Bénodet,29
29007,Berrien,29,2017,carte loyer,007,29007,"48.40302260650541, -3.7657070439880784",5.430648822,Berrien,29
29007,Berrien,29,2017,carte loyer,007,29007,"48.40302260650541, -3.7657070439880784",7.044022226,Berrien,29
29008,Beuzec-Cap-Sizun,29,2017,carte loyer,008,29008,"48.07167377896529, -4.507384747992127",6.875766283,Beuzec-Cap-Sizun,29
29008,Beuzec-Cap-Sizun,29,2017,carte loyer,008,29008,"48.07167377896529, -4.507384747992127",8.612977415,Beuzec-Cap-Sizun,29
29010,Bodilis,29,2017,carte loyer,010,29010,"48.51531993406892, -4.120071275834516",6.269479867,Bodilis,29
29010,Bodilis,29,2017,carte loyer,010,29010,"48.51531993406892, -4.120071275834516",7.507638638,Bodilis,29
29011,Bohars,29,2017,carte loyer,011,29011,"48.43135873020495, -4.521859794324753",8.854937881,Bohars,29
29011,Bohars,29,2017,carte loyer,011,29011,"48.43135873020495, -4.521859794324753",9.332299746,Bohars,29
29012,Bolazec,29,2017,carte loyer,012,29012,"48.4427800195455, -3.5945040897576557",5.430648822,Bolazec,29
29012,Bolazec,29,2017,carte loyer,012,29012,"48.4427800195455, -3.5945040897576557",7.044022226,Bolazec,29
29013,Botmeur,29,2017,carte loyer,013,29013,"48.3768560390799, -3.922713555944506",5.430648822,Botmeur,29
29013,Botmeur,29,2017,carte loyer,013,29013,"48.3768560390799, -3.922713555944506",7.044022226,Botmeur,29
29014,Botsorhel,29,2017,carte loyer,014,29014,"48.506149690265225, -3.6287837986547244",5.430648822,Botsorhel,29
29014,Botsorhel,29,2017,carte loyer,014,29014,"48.506149690265225, -3.6287837986547244",7.044022226,Botsorhel,29
29015,Bourg-Blanc,29,2017,carte loyer,015,29015,"48.495755138424094, -4.50003045399556",7.146315662,Bourg-Blanc,29
29015,Bourg-Blanc,29,2017,carte loyer,015,29015,"48.495755138424094, -4.50003045399556",9.332299746,Bourg-Blanc,29
29016,Brasparts,29,2017,carte loyer,016,29016,"48.319461337799964, -3.9502985766764875",6.249957582,Brasparts,29
29016,Brasparts,29,2017,carte loyer,016,29016,"48.319461337799964, -3.9502985766764875",7.044022226,Brasparts,29
29017,Brélès,29,2017,carte loyer,017,29017,"48.471187096978994, -4.687127834037883",7.146315662,Brélès,29
29017,Brélès,29,2017,carte loyer,017,29017,"48.471187096978994, -4.687127834037883",9.332299746,Brélès,29
29018,Brennilis,29,2017,carte loyer,018,29018,"48.35990822902084, -3.850904376567688",5.430648822,Brennilis,29
29018,Brennilis,29,2017,carte loyer,018,29018,"48.35990822902084, -3.850904376567688",7.044022226,Brennilis,29
29019,Brest,29,2017,carte loyer,019,29019,"48.40025315002706, -4.5022743091573005",7.982189526,Brest,29
29019,Brest,29,2017,carte loyer,019,29019,"48.40025315002706, -4.5022743091573005",9.564490308,Brest,29
29020,Briec,29,2017,carte loyer,020,29020,"48.09378616574339, -4.020431759963829",7.167854618,Briec,29
29020,Briec,29,2017,carte loyer,020,29020,"48.09378616574339, -4.020431759963829",8.285202071,Briec,29
29021,Plounéour-Brignogan-plages,29,2017,carte loyer,021,29021,"48.65265646259037, -4.330026301718726",6.861967059,Plounéour-Brignogan-plages,29
29021,Plounéour-Brignogan-plages,29,2017,carte loyer,021,29021,"48.65265646259037, -4.330026301718726",7.507638638,Plounéour-Brignogan-plages,29
29022,Camaret-sur-Mer,29,2017,carte loyer,022,29022,"48.26815074995694, -4.586871402544252",7.376177067,Camaret-sur-Mer,29
29022,Camaret-sur-Mer,29,2017,carte loyer,022,29022,"48.26815074995694, -4.586871402544252",8.156309401,Camaret-sur-Mer,29
29023,Carantec,29,2017,carte loyer,023,29023,"48.65687533095654, -3.9145636201202967",6.83611925,Carantec,29
29023,Carantec,29,2017,carte loyer,023,29023,"48.65687533095654, -3.9145636201202967",8.963474617,Carantec,29
29024,Carhaix-Plouguer,29,2017,carte loyer,024,29024,"48.26874866034538, -3.5660276318224926",6.363419069,Carhaix-Plouguer,29
29024,Carhaix-Plouguer,29,2017,carte loyer,024,29024,"48.26874866034538, -3.5660276318224926",8.158967834,Carhaix-Plouguer,29
29025,Cast,29,2017,carte loyer,025,29025,"48.14889070095511, -4.11886748848833",6.875766283,Cast,29
29025,Cast,29,2017,carte loyer,025,29025,"48.14889070095511, -4.11886748848833",8.069974574,Cast,29
29026,Châteaulin,29,2017,carte loyer,026,29026,"48.2029550902763, -4.073744375880054",6.842998716,Châteaulin,29
29026,Châteaulin,29,2017,carte loyer,026,29026,"48.2029550902763, -4.073744375880054",8.284084077,Châteaulin,29
29027,Châteauneuf-du-Faou,29,2017,carte loyer,027,29027,"48.188821339429424, -3.8208583033939227",6.487826203,Châteauneuf-du-Faou,29
29027,Châteauneuf-du-Faou,29,2017,carte loyer,027,29027,"48.188821339429424, -3.8208583033939227",7.474273832,Châteauneuf-du-Faou,29
29028,Cléden-Cap-Sizun,29,2017,carte loyer,028,29028,"48.05401321365994, -4.656168731474595",6.875766283,Cléden-Cap-Sizun,29
29028,Cléden-Cap-Sizun,29,2017,carte loyer,028,29028,"48.05401321365994, -4.656168731474595",8.612977415,Cléden-Cap-Sizun,29
29029,Cléden-Poher,29,2017,carte loyer,029,29029,"48.24311008262776, -3.6641547736120073",6.05578471,Cléden-Poher,29
29029,Cléden-Poher,29,2017,carte loyer,029,29029,"48.24311008262776, -3.6641547736120073",7.059937795,Cléden-Poher,29
29030,Cléder,29,2017,carte loyer,030,29030,"48.66034559095374, -4.124319206412822",6.369233212,Cléder,29
29030,Cléder,29,2017,carte loyer,030,29030,"48.66034559095374, -4.124319206412822",7.507638638,Cléder,29
29031,Clohars-Carnoët,29,2017,carte loyer,031,29031,"47.79448852750255, -3.566712666045648",7.661600958,Clohars-Carnoët,29
29031,Clohars-Carnoët,29,2017,carte loyer,031,29031,"47.79448852750255, -3.566712666045648",9.543426109,Clohars-Carnoët,29
29032,Clohars-Fouesnant,29,2017,carte loyer,032,29032,"47.89816997127278, -4.082832727881424",8.127917311,Clohars-Fouesnant,29
29032,Clohars-Fouesnant,29,2017,carte loyer,032,29032,"47.89816997127278, -4.082832727881424",9.593776544,Clohars-Fouesnant,29
29033,Le Cloître-Pleyben,29,2017,carte loyer,033,29033,"48.258689605035194, -3.896689194540526",6.534606107,Le Cloître-Pleyben,29
29033,Le Cloître-Pleyben,29,2017,carte loyer,033,29033,"48.258689605035194, -3.896689194540526",7.748584147,Le Cloître-Pleyben,29
29034,Le Cloître-Saint-Thégonnec,29,2017,carte loyer,034,29034,"48.459764066341506, -3.792460092776704",6.431681764,Le Cloître-Saint-Thégonnec,29
29034,Le Cloître-Saint-Thégonnec,29,2017,carte loyer,034,29034,"48.459764066341506, -3.792460092776704",7.044022226,Le Cloître-Saint-Thégonnec,29
29035,Coat-Méal,29,2017,carte loyer,035,29035,"48.506020855819415, -4.5397719977914175",7.146315662,Coat-Méal,29
29035,Coat-Méal,29,2017,carte loyer,035,29035,"48.506020855819415, -4.5397719977914175",9.332299746,Coat-Méal,29
29036,Collorec,29,2017,carte loyer,036,29036,"48.29150283144146, -3.771339346619694",5.430648822,Collorec,29
29036,Collorec,29,2017,carte loyer,036,29036,"48.29150283144146, -3.771339346619694",7.044022226,Collorec,29
29037,Combrit,29,2017,carte loyer,037,29037,"47.8871419559671, -4.164161134106372",8.078680498,Combrit,29
29037,Combrit,29,2017,carte loyer,037,29037,"47.8871419559671, -4.164161134106372",8.612977415,Combrit,29
29038,Commana,29,2017,carte loyer,038,29038,"48.41038510420793, -3.9696770372899137",5.430648822,Commana,29
29038,Commana,29,2017,carte loyer,038,29038,"48.41038510420793, -3.9696770372899137",7.044022226,Commana,29
29039,Concarneau,29,2017,carte loyer,039,29039,"47.896435981192745, -3.9071513793560153",8.149331618,Concarneau,29
29039,Concarneau,29,2017,carte loyer,039,29039,"47.896435981192745, -3.9071513793560153",10.26985145,Concarneau,29
29040,Le Conquet,29,2017,carte loyer,040,29040,"48.35842564114117, -4.785348725132085",7.40399395,Le Conquet,29
29040,Le Conquet,29,2017,carte loyer,040,29040,"48.35842564114117, -4.785348725132085",9.915606645,Le Conquet,29
29041,Coray,29,2017,carte loyer,041,29041,"48.06593992425383, -3.855077686186193",6.55827667,Coray,29
29041,Coray,29,2017,carte loyer,041,29041,"48.06593992425383, -3.855077686186193",8.069974574,Coray,29
29042,Crozon,29,2017,carte loyer,042,29042,"48.244916564109786, -4.491943677386122",7.989172202,Crozon,29
29042,Crozon,29,2017,carte loyer,042,29042,"48.244916564109786, -4.491943677386122",8.988882828,Crozon,29
29043,Daoulas,29,2017,carte loyer,043,29043,"48.35581020789005, -4.263891208363922",7.234817915,Daoulas,29
29043,Daoulas,29,2017,carte loyer,043,29043,"48.35581020789005, -4.263891208363922",9.015741433,Daoulas,29
29044,Dinéault,29,2017,carte loyer,044,29044,"48.21777614260057, -4.166686864651242",6.253959452,Dinéault,29
29044,Dinéault,29,2017,carte loyer,044,29044,"48.21777614260057, -4.166686864651242",7.748584147,Dinéault,29
29045,Dirinon,29,2017,carte loyer,045,29045,"48.40085118131671, -4.26921133774732",7.234817915,Dirinon,29
29045,Dirinon,29,2017,carte loyer,045,29045,"48.40085118131671, -4.26921133774732",9.015741433,Dirinon,29
29046,Douarnenez,29,2017,carte loyer,046,29046,"48.08013693636966, -4.328018989613503",7.65259245,Douarnenez,29
29046,Douarnenez,29,2017,carte loyer,046,29046,"48.08013693636966, -4.328018989613503",9.292479354,Douarnenez,29
29047,Le Drennec,29,2017,carte loyer,047,29047,"48.533046445871356, -4.381947749530848",7.242888841,Le Drennec,29
29047,Le Drennec,29,2017,carte loyer,047,29047,"48.533046445871356, -4.381947749530848",9.015741433,Le Drennec,29
29048,Edern,29,2017,carte loyer,048,29048,"48.11942161458446, -3.960661264086226",6.534606107,Edern,29
29048,Edern,29,2017,carte loyer,048,29048,"48.11942161458446, -3.960661264086226",8.069974574,Edern,29
29049,Elliant,29,2017,carte loyer,049,29049,"48.00786090012379, -3.9025421950941364",7.136756202,Elliant,29
29049,Elliant,29,2017,carte loyer,049,29049,"48.00786090012379, -3.9025421950941364",8.933838243,Elliant,29
29051,Ergué-Gabéric,29,2017,carte loyer,051,29051,"48.01220240599772, -4.007881523773466",8.042845963,Ergué-Gabéric,29
29051,Ergué-Gabéric,29,2017,carte loyer,051,29051,"48.01220240599772, -4.007881523773466",8.933838243,Ergué-Gabéric,29
29053,Le Faou,29,2017,carte loyer,053,29053,"48.305559227171706, -4.142596564319735",6.674665938,Le Faou,29
29053,Le Faou,29,2017,carte loyer,053,29053,"48.305559227171706, -4.142596564319735",8.819077673,Le Faou,29
29054,La Feuillée,29,2017,carte loyer,054,29054,"48.391153831609444, -3.852120077831934",5.430648822,La Feuillée,29
29054,La Feuillée,29,2017,carte loyer,054,29054,"48.391153831609444, -3.852120077831934",7.044022226,La Feuillée,29
29055,Le Folgoët,29,2017,carte loyer,055,29055,"48.56627496534868, -4.352318033089235",7.361507905,Le Folgoët,29
29055,Le Folgoët,29,2017,carte loyer,055,29055,"48.56627496534868, -4.352318033089235",9.015741433,Le Folgoët,29
29056,La Forest-Landerneau,29,2017,carte loyer,056,29056,"48.434157334700664, -4.314870922291029",7.242888841,La Forest-Landerneau,29
29056,La Forest-Landerneau,29,2017,carte loyer,056,29056,"48.434157334700664, -4.314870922291029",9.015741433,La Forest-Landerneau,29
29057,La Forêt-Fouesnant,29,2017,carte loyer,057,29057,"47.92055182843626, -3.9680565665042997",7.938374408,La Forêt-Fouesnant,29
29057,La Forêt-Fouesnant,29,2017,carte loyer,057,29057,"47.92055182843626, -3.9680565665042997",9.915915244,La Forêt-Fouesnant,29
29058,Fouesnant,29,2017,carte loyer,058,29058,"47.872628727353494, -4.016520164666885",8.339850437,Fouesnant,29
29058,Fouesnant,29,2017,carte loyer,058,29058,"47.872628727353494, -4.016520164666885",9.634840229,Fouesnant,29
29059,Garlan,29,2017,carte loyer,059,29059,"48.60384903724015, -3.766570282904476",6.334196897,Garlan,29
29059,Garlan,29,2017,carte loyer,059,29059,"48.60384903724015, -3.766570282904476",7.044022226,Garlan,29
29060,Gouesnach,29,2017,carte loyer,060,29060,"47.91720488553766, -4.110905929109813",8.407723887,Gouesnach,29
29060,Gouesnach,29,2017,carte loyer,060,29060,"47.91720488553766, -4.110905929109813",9.593776544,Gouesnach,29
29061,Gouesnou,29,2017,carte loyer,061,29061,"48.44670208782615, -4.463234125883929",8.506633527,Gouesnou,29
29061,Gouesnou,29,2017,carte loyer,061,29061,"48.44670208782615, -4.463234125883929",10.07609475,Gouesnou,29
29062,Gouézec,29,2017,carte loyer,062,29062,"48.170053672046436, -3.9722052250657516",6.534606107,Gouézec,29
29062,Gouézec,29,2017,carte loyer,062,29062,"48.170053672046436, -3.9722052250657516",7.044022226,Gouézec,29
29063,Goulien,29,2017,carte loyer,063,29063,"48.05842125444981, -4.592585202487077",6.875766283,Goulien,29
29063,Goulien,29,2017,carte loyer,063,29063,"48.05842125444981, -4.592585202487077",8.612977415,Goulien,29
29064,Goulven,29,2017,carte loyer,064,29064,"48.623832019315394, -4.295728583726178",6.541163546,Goulven,29
29064,Goulven,29,2017,carte loyer,064,29064,"48.623832019315394, -4.295728583726178",7.507638638,Goulven,29
29065,Gourlizon,29,2017,carte loyer,065,29065,"48.02537738841695, -4.2695900628292165",6.988128055,Gourlizon,29
29065,Gourlizon,29,2017,carte loyer,065,29065,"48.02537738841695, -4.2695900628292165",8.069974574,Gourlizon,29
29066,Guengat,29,2017,carte loyer,066,29066,"48.04124146798606, -4.1960462124654185",6.875766283,Guengat,29
29066,Guengat,29,2017,carte loyer,066,29066,"48.04124146798606, -4.1960462124654185",8.069974574,Guengat,29
29067,Guerlesquin,29,2017,carte loyer,067,29067,"48.53185675701634, -3.587703927159778",6.334196897,Guerlesquin,29
29067,Guerlesquin,29,2017,carte loyer,067,29067,"48.53185675701634, -3.587703927159778",6.140839653,Guerlesquin,29
29068,Guiclan,29,2017,carte loyer,068,29068,"48.54314706557307, -3.9798045375770723",6.271450749,Guiclan,29
29068,Guiclan,29,2017,carte loyer,068,29068,"48.54314706557307, -3.9798045375770723",7.507638638,Guiclan,29
29069,Guilers,29,2017,carte loyer,069,29069,"48.41910761330982, -4.562254932280249",8.800045635,Guilers,29
29069,Guilers,29,2017,carte loyer,069,29069,"48.41910761330982, -4.562254932280249",10.40387866,Guilers,29
29070,Guiler-sur-Goyen,29,2017,carte loyer,070,29070,"48.01682992983615, -4.361192692227408",6.988128055,Guiler-sur-Goyen,29
29070,Guiler-sur-Goyen,29,2017,carte loyer,070,29070,"48.01682992983615, -4.361192692227408",8.069974574,Guiler-sur-Goyen,29
29071,Guilligomarc'h,29,2017,carte loyer,071,29071,"47.943410694230884, -3.4261176626878007",5.800613759,Guilligomarc'h,29
29071,Guilligomarc'h,29,2017,carte loyer,071,29071,"47.943410694230884, -3.4261176626878007",7.059937795,Guilligomarc'h,29
29072,Guilvinec,29,2017,carte loyer,072,29072,"47.800371610906396, -4.285929875685125",7.453020467,Guilvinec,29
29072,Guilvinec,29,2017,carte loyer,072,29072,"47.800371610906396, -4.285929875685125",8.666942146,Guilvinec,29
29073,Guimaëc,29,2017,carte loyer,073,29073,"48.679214133229294, -3.7060273858467134",6.334196897,Guimaëc,29
29073,Guimaëc,29,2017,carte loyer,073,29073,"48.679214133229294, -3.7060273858467134",7.044022226,Guimaëc,29
29074,Guimiliau,29,2017,carte loyer,074,29074,"48.48167353539161, -3.997089830041908",6.216983372,Guimiliau,29
29074,Guimiliau,29,2017,carte loyer,074,29074,"48.48167353539161, -3.997089830041908",7.507638638,Guimiliau,29
29075,Guipavas,29,2017,carte loyer,075,29075,"48.43068081836312, -4.3964404319991",8.547739399,Guipavas,29
29075,Guipavas,29,2017,carte loyer,075,29075,"48.43068081836312, -4.3964404319991",10.32183852,Guipavas,29
29076,Milizac-Guipronvel,29,2017,carte loyer,076,29076,"48.4650492020598, -4.567909087200272",7.648394693,Milizac-Guipronvel,29
29076,Milizac-Guipronvel,29,2017,carte loyer,076,29076,"48.4650492020598, -4.567909087200272",9.332299746,Milizac-Guipronvel,29
29077,Guissény,29,2017,carte loyer,077,29077,"48.61708425764093, -4.411605619883663",6.861967059,Guissény,29
29077,Guissény,29,2017,carte loyer,077,29077,"48.61708425764093, -4.411605619883663",7.507638638,Guissény,29
29078,Hanvec,29,2017,carte loyer,078,29078,"48.329907605582925, -4.139715476470275",7.234817915,Hanvec,29
