Code département;Code de la commune;LIBGEO;% Exp/Ins;CODGEO;Score_Gauche;Score_Droite;Score_Divers
35;243;Romagné;54.28;35243;20.98;78.29;0.73
35;244;Romazy;50.45;35244;19.81;80.19;0.0
35;247;Roz-sur-Couesnon;52.02;35247;21.31;78.2;0.49
35;248;Sains;55.29;35248;26.31;72.25;1.44
35;251;Saint-Aubin-d'Aubigné;48.89;35251;34.15;65.31;0.54
35;253;Saint-Aubin-du-Cormier;52.09;35253;33.58;65.45;0.97
35;257;Maen-Roch;52.69;35257;19.2;80.36;0.44
35;259;Saint-Broladre;49.27;35259;23.22;76.29;0.49
35;261;Saint-Christophe-de-Valains;61.49;35261;24.29;73.83;1.88
35;270;Saint-Georges-de-Gréhaigne;55.26;35270;13.1;86.31;0.59
35;271;Saint-Georges-de-Reintembault;44.77;35271;15.93;82.15;1.92
35;273;Saint-Germain-en-Coglès;48.92;35273;19.25;79.71;1.04
35;274;Saint-Germain-sur-Ille;65.02;35274;58.53;41.27;0.2
35;280;Saint-Hilaire-des-Landes;53.48;35280;21.48;77.99;0.53
35;282;Rives-du-Couesnon;52.75;35282;28.52;70.91;0.57
35;291;Saint-Marcan;52.85;35291;18.75;80.12;1.13
35;292;Saint-Marc-le-Blanc;51.88;35292;25.0;74.54;0.46
35;296;Saint-Médard-sur-Ille;55.85;35296;48.08;50.93;0.99
35;304;Saint-Ouen-des-Alleux;49.15;35304;27.35;70.9;1.75
35;309;Saint-Rémy-du-Plain;47.81;35309;25.64;74.35;0.01
35;310;Saint-Sauveur-des-Landes;50.96;35310;22.53;77.28;0.19
35;324;La Selle-en-Luitré;60.7;35324;17.62;80.84;1.54
35;326;Sens-de-Bretagne;49.89;35326;29.46;70.09;0.45
35;329;Sougéal;52.51;35329;28.17;71.36;0.47
35;336;Le Tiercent;51.57;35336;29.27;70.74;0.0
35;339;Trans-la-Forêt;54.03;35339;29.02;69.8;1.18
35;354;Vieux-Viel;46.86;35354;18.75;80.36;0.89
35;355;Vieux-Vy-sur-Couesnon;47.49;35355;32.67;66.68;0.65
35;357;Villamée;58.5;35357;19.6;80.41;0.0
35;9;Baguer-Morvan;51.42;35009;16.87;82.07;1.06
35;10;Baguer-Pican;45.11;35010;17.39;80.82;1.79
35;49;Cancale;49.24;35049;19.92;78.39;1.69
35;70;Châteauneuf-d'Ille-et-Vilaine;48.07;35070;29.39;69.76;0.85
35;78;Cherrueix;57.11;35078;11.51;87.55;0.94
35;93;Dinard;54.17;35093;20.4;77.68;1.92
35;95;Dol-de-Bretagne;48.52;35095;27.42;70.43;2.15
35;104;Epiniac;58.73;35104;21.39;77.4;1.21
35;116;La Fresnais;46.7;35116;22.19;75.87;1.94
35;122;La Gouesnière;47.44;35122;26.55;72.61;0.84
35;132;Hirel;52.16;35132;20.95;77.7;1.35
35;153;Lillemer;50.75;35153;20.59;77.95;1.46
35;179;Miniac-Morvan;46.1;35179;23.19;75.16;1.65
35;181;Le Minihic-sur-Rance;60.37;35181;31.7;65.79;2.51
35;186;Mont-Dol;52.43;35186;24.89;73.63;1.48
35;224;Plerguer;47.62;35224;21.18;77.45;1.37
35;228;Pleurtuit;48.45;35228;25.58;72.32;2.1
35;241;La Richardais;54.55;35241;26.19;71.73;2.08
35;246;Roz-Landrieux;50.39;35246;18.98;78.67;2.35
35;255;Saint-Benoît-des-Ondes;49.49;35255;23.22;74.76;2.02
35;256;Saint-Briac-sur-Mer;58.16;35256;18.45;80.0;1.55
35;263;Saint-Coulomb;55.3;35263;18.48;79.72;1.8
35;279;Saint-Guinoux;46.73;35279;25.12;73.47;1.41
35;284;Saint-Jouan-des-Guérets;53.23;35284;24.26;74.53;1.21
35;287;Saint-Lunaire;62.09;35287;23.39;74.62;1.99
35;288;Saint-Malo;50.87;35288;24.86;73.24;1.9
35;299;Saint-Méloir-des-Ondes;50.21;35299;21.49;76.55;1.96
35;306;Saint-Père Marc en Poulet;50.38;35306;25.78;71.84;2.38
35;314;Saint-Suliac;56.83;35314;27.72;69.39;2.89
35;358;La Ville-ès-Nonais;56.37;35358;31.47;66.8;1.73
35;361;Le Vivier-sur-Mer;48.9;35361;16.62;81.95;1.43
35;362;Le Tronchet;51.7;35362;24.32;74.69;0.99
35;76;Chavagne;54.73;35076;40.64;58.99;0.37
35;80;Cintré;54.8;35080;47.28;52.62;0.1
35;131;L'Hermitage;52.04;35131;42.19;57.65;0.16
35;196;Mordelles;52.32;35196;36.15;63.83;0.02
35;238;Rennes;55.18;35238;56.81;43.01;0.18
35;240;Le Rheu;55.03;35240;50.93;48.83;0.24
35;275;Saint-Gilles;56.2;35275;37.54;62.25;0.21
35;281;Saint-Jacques-de-la-Lande;48.89;35281;54.24;45.03;0.73
35;353;Vezin-le-Coquet;55.6;35353;42.73;57.07;0.2
44;109;Nantes;53.34;44109;48.6;51.11;0.29
44;114;Orvault;54.18;44114;37.54;62.22;0.24
44;194;Sautron;56.35;44194;24.49;75.26;0.25
44;109;Nantes;55.18;44109;48.77;51.21;0.02
44;45;Cordemais;46.52;44045;35.12;64.88;0.0
44;47;Couëron;46.5;44047;45.23;54.77;0.0
44;74;Indre;54.02;44074;55.12;44.89;0.0
44;109;Nantes;47.45;44109;52.35;47.63;0.02
44;158;Saint-Etienne-de-Montluc;50.56;44158;35.09;64.91;0.0
44;162;Saint-Herblain;48.68;44162;44.94;55.07;0.0
44;203;Le Temple-de-Bretagne;42.95;44203;36.4;63.59;0.01
44;217;Vigneux-de-Bretagne;51.37;44217;34.51;65.48;0.01
44;18;Bouaye;53.35;44018;41.47;58.53;0.0
44;20;Bouguenais;47.7;44020;50.96;49.05;0.0
44;24;Brains;51.33;44024;45.37;54.63;0.0
44;109;Nantes;50.89;44109;58.39;41.62;0.0
44;130;Pont-Saint-Martin;48.24;44130;36.71;63.27;0.02
44;143;Rezé;51.92;44143;56.91;43.1;0.0
44;150;Saint-Aignan-Grandlieu;45.83;44150;37.26;62.74;0.0
44;171;Saint-Léger-les-Vignes;52.18;44171;34.19;65.8;0.01
44;190;Saint-Sébastien-sur-Loire;51.85;44190;44.64;55.35;0.01
44;26;Carquefou;52.02;44026;31.39;67.43;1.18
44;27;Casson;48.87;44027;38.22;60.49;1.29
44;28;Le Cellier;50.75;44028;41.04;57.99;0.97
44;35;La Chapelle-sur-Erdre;54.84;44035;38.54;60.37;1.09
44;48;Couffé;48.66;44048;33.54;64.86;1.6
44;66;Grandchamps-des-Fontaines;46.58;44066;38.83;60.6;0.57
44;73;Héric;44.76;44073;34.42;64.86;0.72
44;82;Ligné;51.06;44082;34.24;64.77;0.99
44;94;Mauves-sur-Loire;52.9;44094;41.22;58.05;0.73
44;107;Mouzeil;44.51;44107;38.42;59.75;1.83
44;109;Nantes;50.63;44109;46.67;52.31;1.02
44;110;Nort-sur-Erdre;50.11;44110;39.62;59.43;0.95
44;122;Petit-Mars;48.22;44122;34.19;65.25;0.56
44;172;Sainte-Luce-sur-Loire;53.81;44172;36.67;62.45;0.88
44;179;Saint-Mars-du-Désert;49.04;44179;32.95;65.69;1.36
44;201;Sucé-sur-Erdre;56.12;44201;35.78;63.05;1.17
44;204;Thouaré-sur-Loire;52.1;44204;36.5;62.45;1.05
44;205;Les Touches;44.99;44205;30.38;68.67;0.95
44;209;Treillières;51.99;44209;37.1;61.33;1.57
44;1;Abbaretz;42.43;44001;37.8;62.19;0.01
44;3;Ancenis-Saint-Géréon;50.86;44003;36.47;63.54;0.0
44;7;Avessac;48.49;44007;36.32;63.68;0.0
44;15;Blain;45.3;44015;39.74;60.28;0.0
44;23;Bouvron;48.88;44023;41.06;58.95;0.0
44;31;La Chapelle-Glain;44.33;44031;21.05;78.94;0.01
44;36;Châteaubriant;44.6;44036;28.22;71.78;0.0
44;44;Conquereuil;51.13;44044;36.98;63.04;0.0
44;51;Derval;44.17;44051;33.77;66.23;0.0
44;54;Erbray;44.34;44054;31.71;68.3;0.0
44;56;Fay-de-Bretagne;48.83;44056;36.66;63.32;0.02
44;57;Fégréac;53.46;44057;32.68;67.33;0.0
44;58;Fercé;43.52;44058;32.45;67.55;0.0
44;60;Ingrandes-le-Fresne-sur-Loire;45.07;44060;38.76;61.24;0.0
44;62;Le Gâvre;47.33;44062;44.04;55.97;0.0
44;65;Grand-Auverné;52.2;44065;25.23;74.76;0.01
44;67;Guémené-Penfao;48.58;44067;39.65;60.36;0.0
44;75;Issé;46.1;44075;27.44;72.56;0.0
44;76;Jans;42.61;44076;35.16;64.83;0.01
44;77;Joué-sur-Erdre;51.35;44077;41.04;58.98;0.0
44;78;Juigné-des-Moutiers;48.88;44078;22.14;77.85;0.01
44;85;Louisfert;45.24;44085;29.24;70.77;0.0
44;86;Lusanger;45.66;44086;31.4;68.59;0.01
44;91;Marsac-sur-Don;45.86;44091;38.8;61.19;0.01
44;92;Massérac;45.65;44092;43.2;56.8;0.0
44;95;La Meilleraye-de-Bretagne;49.09;44095;25.42;74.6;0.0
44;96;Mésanger;46.03;44096;29.36;70.66;0.0
44;99;Moisdon-la-Rivière;50.27;44099;22.84;77.15;0.01
44;104;Montrelais;51.93;44104;38.1;61.91;0.0
44;105;Mouais;60.25;44105;31.97;68.02;0.01
44;111;Notre-Dame-des-Landes;43.23;44111;45.2;54.79;0.01
44;112;Noyal-sur-Brutz;43.82;44112;28.72;71.27;0.01
44;113;Nozay;50.51;44113;39.19;60.81;0.0
44;115;Oudon;49.37;44115;44.54;55.44;0.02
44;118;Pannecé;46.58;44118;35.19;64.81;0.0
44;121;Petit-Auverné;48.71;44121;28.48;71.51;0.01
44;123;Pierric;50.0;44123;29.03;70.97;0.0
44;124;Le Pin;48.47;44124;25.18;74.8;0.02
44;128;Plessé;47.94;44128;42.31;57.69;0.0
44;134;Pouillé-les-Côteaux;44.97;44134;32.03;67.98;0.0
44;138;Puceul;47.16;44138;36.89;63.12;0.0
44;144;Riaillé;49.46;44144;31.5;68.5;0.0
44;146;Rougé;43.78;44146;27.66;72.34;0.0
44;148;Ruffigné;48.9;44148;27.03;72.96;0.01
44;149;Saffré;50.84;44149;55.16;44.82;0.02
44;153;Saint-Aubin-des-Châteaux;43.98;44153;32.48;67.49;0.03
44;163;Vair-sur-Loire;48.84;44163;34.69;65.3;0.01
44;170;Saint-Julien-de-Vouvantes;45.91;44170;17.12;82.87;0.01
44;180;Vallons-de-l'Erdre;41.35;44180;23.36;76.64;0.0
44;185;Saint-Nicolas-de-Redon;45.02;44185;34.22;65.78;0.0
44;193;Saint-Vincent-des-Landes;42.6;44193;31.86;68.14;0.0
44;197;Sion-les-Mines;41.43;44197;32.33;67.69;0.0
44;199;Soudan;44.37;44199;26.64;73.36;0.0
44;200;Soulvache;42.35;44200;22.31;77.7;0.0
44;202;Teillé;44.55;44202;37.77;62.23;0.0
44;207;Trans-sur-Erdre;53.91;44207;36.28;63.72;0.0
44;208;Treffieux;48.08;44208;42.67;57.32;0.01
44;213;Loireauxence;46.36;44213;31.73;68.28;0.0
44;214;Vay;45.61;44214;43.34;56.65;0.01
44;218;Villepot;47.04;44218;25.61;74.39;0.0
44;221;La Chevallerais;48.89;44221;41.34;58.67;0.0
44;222;La Roche-Blanche;45.41;44222;24.51;75.47;0.02
44;224;La Grigonnais;44.57;44224;48.21;51.79;0.0
44;6;Assérac;49.23;44006;39.74;60.26;0.0
44;10;Batz-sur-Mer;50.93;44010;29.04;70.96;0.0
44;13;Besné;46.0;44013;39.28;60.72;0.0
44;30;La Chapelle-des-Marais;47.94;44030;38.24;61.77;0.0
44;49;Le Croisic;52.15;44049;24.45;75.54;0.01
44;50;Crossac;44.02;44050;39.6;60.4;0.0
44;53;Drefféac;45.43;44053;35.79;64.21;0.0
44;55;La Baule-Escoublac;54.29;44055;16.7;83.3;0.0
44;68;Guenrouet;48.29;44068;40.41;59.59;0.0
44;69;Guérande;49.54;44069;31.83;68.17;0.0
44;72;Herbignac;45.6;44072;38.71;61.28;0.01
44;97;Mesquer;59.26;44097;29.93;70.07;0.0
44;98;Missillac;45.63;44098;35.34;64.67;0.0
44;125;Piriac-sur-Mer;58.36;44125;25.02;74.98;0.0
44;129;Pontchâteau;45.09;44129;38.6;61.41;0.0
44;132;Pornichet;51.32;44132;26.5;73.24;0.26
44;135;Le Pouliguen;54.98;44135;18.05;81.95;0.0
44;151;Saint-André-des-Eaux;48.93;44151;28.76;71.24;0.0
44;152;Sainte-Anne-sur-Brivet;44.91;44152;39.62;60.38;0.0
44;161;Saint-Gildas-des-Bois;43.79;44161;32.5;67.51;0.0
44;168;Saint-Joachim;46.14;44168;42.22;57.77;0.01
44;175;Saint-Lyphard;47.25;44175;35.4;64.6;0.0
44;183;Saint-Molf;46.02;44183;38.4;61.6;0.0
44;189;Sainte-Reine-de-Bretagne;47.83;44189;41.03;58.96;0.01
44;196;Sévérac;44.93;44196;41.64;58.37;0.0
44;211;La Turballe;51.95;44211;29.36;70.56;0.08
44;19;Bouée;50.37;44019;37.16;62.83;0.01
44;25;Campbon;50.97;44025;44.1;55.76;0.14
44;33;La Chapelle-Launay;51.74;44033;45.33;54.69;0.0
44;52;Donges;43.71;44052;40.15;59.55;0.3
44;80;Lavau-sur-Loire;59.45;44080;53.76;46.24;0.0
44;89;Malville;48.58;44089;42.02;57.97;0.01
44;103;Montoir-de-Bretagne;41.19;44103;41.83;57.65;0.52
44;137;Prinquiau;50.53;44137;38.23;61.77;0.0
44;139;Quilly;48.55;44139;49.27;50.3;0.43
44;176;Saint-Malo-de-Guersac;46.73;44176;49.93;49.77;0.3
44;184;Saint-Nazaire;46.65;44184;49.87;49.85;0.28
44;195;Savenay;47.85;44195;42.19;57.68;0.13
44;210;Trignac;41.77;44210;44.83;54.76;0.41
44;5;Chaumes-en-Retz;46.67;44005;28.05;71.94;0.01
44;12;La Bernerie-en-Retz;54.61;44012;28.86;71.14;0.0
44;21;Villeneuve-en-Retz;48.71;44021;27.33;72.66;0.01
44;38;Chauvé;47.63;44038;27.17;72.83;0.0
44;39;Cheix-en-Retz;50.06;44039;31.98;68.03;0.0
44;41;La Chevrolière;46.26;44041;32.52;67.48;0.0
44;46;Corsept;44.4;44046;32.13;67.88;0.0
44;61;Frossay;45.62;44061;30.8;69.2;0.0
44;81;Legé;45.81;44081;25.99;74.0;0.01
44;83;La Limouzinière;43.87;44083;30.52;69.47;0.01
44;87;Machecoul-Saint-Même;48.72;44087;25.0;75.01;0.0
44;90;La Marne;43.41;44090;21.99;78.01;0.0
44;101;La Montagne;50.84;44101;52.92;47.07;0.01
44;106;Les Moutiers-en-Retz;57.47;44106;29.33;70.67;0.0
44;116;Paimboeuf;49.15;44116;40.59;59.42;0.0
44;119;Paulx;47.63;44119;21.25;78.74;0.01
44;120;Le Pellerin;51.27;44120;44.33;55.68;0.0
44;126;La Plaine-sur-Mer;51.56;44126;27.94;72.07;0.0
44;131;Pornic;53.24;44131;23.65;76.35;0.0
44;133;Port-Saint-Père;50.67;44133;35.7;64.29;0.01
44;136;Préfailles;57.82;44136;22.0;78.01;0.0
44;145;Rouans;48.63;44145;36.02;63.98;0.0
44;154;Saint-Brevin-les-Pins;51.98;44154;29.92;70.1;0.0
44;155;Saint-Colomban;47.01;44155;32.21;67.8;0.0
44;156;Corcoué-sur-Logne;46.23;44156;38.63;61.36;0.01
44;157;Saint-Etienne-de-Mer-Morte;44.57;44157;21.27;78.72;0.01
44;164;Saint-Hilaire-de-Chaléons;47.82;44164;33.33;66.65;0.02
44;166;Saint-Jean-de-Boiseau;49.15;44166;48.63;51.37;0.0
44;174;Saint-Lumine-de-Coutais;48.69;44174;25.91;74.08;0.01
44;178;Saint-Mars-de-Coutais;49.45;44178;35.9;64.11;0.0
44;182;Saint-Michel-Chef-Chef;52.09;44182;26.85;73.16;0.0
44;186;Sainte-Pazanne;49.87;44186;35.38;64.63;0.0
44;187;Saint-Père-en-Retz;44.78;44187;26.73;73.28;0.0
44;188;Saint-Philbert-de-Grand-Lieu;46.69;44188;29.83;70.16;0.01
44;192;Saint-Viaud;46.06;44192;29.26;70.75;0.0
44;206;Touvois;48.12;44206;24.47;75.54;0.0
44;220;Vue;45.09;44220;35.75;64.26;0.0
44;2;Aigrefeuille-sur-Maine;44.65;44002;35.85;63.18;0.97
44;9;Basse-Goulaine;53.69;44009;31.27;67.85;0.88
44;14;Le Bignon;50.82;44014;35.67;63.32;1.01
44;16;La Boissière-du-Doré;52.46;44016;31.24;66.33;2.43
44;22;Boussay;45.96;44022;27.82;71.48;0.7
44;29;Divatte-sur-Loire;47.16;44029;31.86;66.98;1.16
44;32;La Chapelle-Heulin;49.11;44032;30.29;65.86;3.85
44;37;Château-Thébaud;57.14;44037;34.26;65.07;0.67
44;43;Clisson;53.21;44043;42.16;56.84;1.0
44;63;Gétigné;52.68;44063;31.53;67.74;0.73
44;64;Gorges;50.65;44064;36.31;62.43;1.26
44;70;La Haie-Fouassière;53.42;44070;39.48;58.73;1.79
44;71;Haute-Goulaine;53.33;44071;30.64;68.71;0.65
44;79;Le Landreau;46.95;44079;33.99;63.92;2.09
44;84;Le Loroux-Bottereau;47.43;44084;33.33;65.64;1.03
44;88;Maisdon-sur-Sèvre;52.5;44088;36.65;62.4;0.95
44;100;Monnières;50.8;44100;38.68;60.88;0.44
44;102;Montbert;50.31;44102;32.31;66.36;1.33
44;108;Mouzillon;49.91;44108;32.44;66.62;0.94
44;117;Le Pallet;52.66;44117;42.35;56.14;1.51
44;127;La Planche;45.77;44127;27.73;70.82;1.45
44;140;La Regrippière;49.19;44140;29.33;68.12;2.55
44;141;La Remaudière;45.23;44141;26.99;73.02;0.0
44;142;Remouillé;48.86;44142;33.14;65.84;1.02
44;159;Saint-Fiacre-sur-Maine;56.89;44159;39.37;60.27;0.36
44;165;Saint-Hilaire-de-Clisson;46.73;44165;35.79;63.27;0.94
44;169;Saint-Julien-de-Concelles;50.28;44169;34.47;64.77;0.76
44;173;Saint-Lumine-de-Clisson;46.36;44173;34.66;63.55;1.79
44;198;Les Sorinières;50.0;44198;36.51;62.76;0.73
44;212;Vallet;49.91;44212;30.74;67.39;1.87
44;215;Vertou;52.16;44215;35.2;63.98;0.82
44;216;Vieillevigne;44.09;44216;29.35;69.08;1.57
44;223;Geneston;44.15;44223;30.96;67.94;1.1
56;2;Ambon;50.86;56002;29.95;69.11;0.94
56;3;Arradon;61.52;56003;30.76;68.41;0.83
56;4;Arzal;52.21;56004;33.77;65.85;0.38
56;5;Arzon;63.19;56005;18.85;80.79;0.36
56;8;Baden;55.62;56008;30.35;68.59;1.06
56;18;Billiers;57.26;56018;43.15;56.03;0.82
56;52;Damgan;63.44;56052;22.63;76.79;0.58
56;77;Le Guerno;47.36;56077;30.51;67.63;1.86
56;84;Le Hézo;56.64;56084;37.35;61.47;1.18
56;87;Ile-aux-Moines;62.55;56087;19.51;79.81;0.68
56;88;Ile-d'Arz;69.53;56088;28.09;71.17;0.74
56;106;Larmor-Baden;62.28;56106;29.27;70.56;0.17
56;143;Muzillac;53.33;56143;28.69;71.01;0.3
56;149;Noyal-Muzillac;50.21;56149;29.69;69.36;0.95
56;164;Ploeren;49.06;56164;27.37;71.86;0.77
56;205;Saint-Armel;60.69;56205;34.51;64.61;0.88
56;206;Saint-Avé;50.12;56206;33.72;65.41;0.87
56;214;Saint-Gildas-de-Rhuys;60.98;56214;22.95;76.57;0.48
56;240;Sarzeau;59.22;56240;25.79;73.8;0.41
56;243;Séné;55.91;56243;43.02;56.56;0.42
56;248;Surzur;52.47;56248;31.25;67.99;0.76
56;251;Theix-Noyalo;51.55;56251;30.33;68.96;0.71
56;252;Le Tour-du-Parc;61.8;56252;20.44;79.07;0.49
56;259;La Trinité-Surzur;48.95;56259;32.83;66.32;0.85
56;260;Vannes;51.05;56260;31.31;67.88;0.81
56;7;Auray;51.96;56007;31.43;68.56;0.01
56;9;Bangor;57.78;56009;31.82;68.18;0.0
56;13;Belz;55.26;56013;28.54;71.47;0.0
56;23;Brech;51.75;56023;28.31;71.7;0.0
56;31;Camors;47.19;56031;32.21;67.78;0.01
56;34;Carnac;53.71;56034;16.08;83.92;0.0
56;46;Crach;53.13;56046;20.06;79.95;0.0
56;54;Erdeven;51.68;56054;28.23;71.77;0.0
56;55;Etel;57.31;56055;29.14;70.85;0.01
56;62;Gâvres;54.71;56062;26.71;73.29;0.0
56;85;Hoedic;57.43;56085;9.42;90.6;0.0
56;86;Ile- d'Houat;59.26;56086;20.13;79.86;0.01
56;94;Kervignac;51.63;56094;25.8;74.21;0.0
56;96;Landaul;46.37;56096;27.67;72.33;0.0
56;97;Landévant;49.69;56097;27.38;72.61;0.01
56;114;Locmaria;58.93;56114;32.58;67.41;0.01
56;116;Locmariaquer;55.83;56116;21.11;78.88;0.01
56;118;Locmiquélic;55.9;56118;35.82;64.18;0.0
56;119;Locoal-Mendon;50.39;56119;26.98;73.03;0.0
56;130;Merlevenez;49.54;56130;27.08;72.93;0.0
56;148;Nostang;50.6;56148;35.59;64.4;0.01
56;152;Le Palais;51.15;56152;40.03;59.95;0.02
56;161;Ploemel;52.68;56161;26.88;73.12;0.0
56;167;Plougoumelen;54.45;56167;29.11;70.89;0.0
56;168;Plouharnel;50.57;56168;22.79;77.21;0.0
56;169;Plouhinec;49.85;56169;26.53;73.47;0.0
56;175;Plumergat;50.0;56175;25.31;74.63;0.06
56;176;Pluneret;54.49;56176;27.7;72.3;0.0
56;177;Pluvigner;45.88;56177;27.0;73.01;0.0
56;181;Port-Louis;56.43;56181;30.94;69.06;0.0
56;186;Quiberon;54.37;56186;16.92;83.08;0.0
56;193;Riantec;54.24;56193;32.77;67.22;0.01
56;220;Sainte-Hélène;55.03;56220;31.73;68.27;0.0
56;233;Saint-Philibert;59.1;56233;17.57;82.42;0.01
56;234;Saint-Pierre-Quiberon;53.48;56234;19.62;80.37;0.01
56;241;Sauzon;54.07;56241;30.08;69.91;0.01
56;258;La Trinité-sur-Mer;61.45;56258;13.28;86.71;0.01
56;262;Le Bono;55.59;56262;37.03;62.97;0.0
56;263;Sainte-Anne-d'Auray;50.53;56263;22.92;77.08;0.0
56;10;Baud;51.44;56010;27.56;72.45;0.0
56;17;Bignan;49.12;56017;23.59;76.39;0.02
56;19;Billio;53.5;56019;14.28;85.74;0.0
56;22;Brandivy;50.63;56022;36.83;63.17;0.0
56;24;Bréhan;48.87;56024;16.96;83.05;0.0
56;27;Buléon;55.24;56027;16.11;83.89;0.0
56;39;La Chapelle-Neuve;50.26;56039;32.74;67.27;0.0
56;42;Colpo;52.83;56042;29.69;70.32;0.0
56;47;Crédin;47.34;56047;20.64;79.36;0.0
56;53;Elven;47.02;56053;29.21;70.79;0.0
56;67;Grand-Champ;49.87;56067;29.83;70.17;0.0
56;71;Guéhenno;45.66;56071;29.35;70.65;0.0
56;72;Gueltas;57.03;56072;30.81;69.18;0.01
56;74;Guénin;50.04;56074;22.06;77.92;0.02
56;76;Guern;50.24;56076;34.94;65.06;0.0
56;92;Kerfourn;47.58;56092;21.59;78.41;0.0
56;103;Lantillac;55.26;56103;21.43;78.57;0.0
56;115;Locmaria-Grand-Champ;49.1;56115;30.79;69.2;0.01
56;117;Locminé;46.76;56117;25.49;74.51;0.0
56;120;Locqueltas;52.33;56120;26.93;73.06;0.01
56;128;Melrand;53.85;56128;36.64;63.36;0.0
56;132;Meucon;51.41;56132;27.83;72.16;0.01
56;137;Monterblanc;45.6;56137;34.18;65.83;0.0
56;140;Moréac;47.39;56140;20.01;79.99;0.0
56;141;Moustoir-Ac;47.25;56141;25.54;74.47;0.0
56;144;Evellys;44.58;56144;19.2;80.81;0.0
56;151;Noyal-Pontivy;49.34;56151;23.31;76.68;0.01
56;157;Plaudren;51.15;56157;25.82;74.19;0.0
56;158;Plescop;47.17;56158;31.37;68.63;0.0
56;160;Pleugriffet;43.27;56160;20.73;79.27;0.0
56;172;Plumelec;49.65;56172;29.93;70.08;0.0
56;173;Pluméliau-Bieuzy;54.82;56173;20.71;79.3;0.0
56;174;Plumelin;50.28;56174;21.39;78.61;0.0
56;178;Pontivy;47.89;56178;30.88;69.12;0.0
56;189;Radenac;50.94;56189;18.2;81.79;0.01
56;190;Réguiny;48.18;56190;21.39;78.61;0.0
56;198;Rohan;51.35;56198;28.23;71.76;0.01
56;204;Saint-Allouestre;54.14;56204;18.59;81.4;0.01
56;207;Saint-Barthélemy;52.87;56207;29.45;70.56;0.0
56;213;Saint-Gérand-Croixanvec;51.99;56213;27.58;72.41;0.01
56;215;Saint-Gonnery;49.88;56215;19.67;80.34;0.0
56;222;Saint-Jean-Brévelay;45.05;56222;25.53;74.46;0.01
56;231;Saint-Nolff;52.5;56231;33.12;66.87;0.01
56;237;Saint-Thuriau;52.44;56237;23.13;76.87;0.0
56;246;Le Sourn;48.57;56246;30.32;69.68;0.0
56;247;Sulniac;49.13;56247;31.36;68.64;0.0
56;254;Trédion;50.42;56254;29.15;70.88;0.0
56;255;Treffléan;48.15;56255;28.57;71.43;0.0
56;261;La Vraie-Croix;57.9;56261;34.32;65.68;0.0
56;1;Allaire;52.26;56001;29.88;70.13;0.0
56;6;Augan;49.87;56006;22.32;77.69;0.0
56;11;Béganne;53.66;56011;27.3;72.73;0.0
56;12;Beignon;52.33;56012;18.28;81.73;0.0
56;15;Berric;52.41;56015;29.06;70.95;0.0
56;20;Bohal;55.13;56020;21.8;78.19;0.01
56;25;Brignac;57.72;56025;18.6;81.39;0.01
56;28;Caden;52.0;56028;19.87;80.12;0.01
56;30;Camoël;56.77;56030;22.64;77.35;0.01
56;32;Campénéac;50.81;56032;21.1;78.91;0.0
56;33;Carentoir;49.76;56033;19.32;80.66;0.02
56;35;Caro;47.94;56035;17.65;82.36;0.0
56;43;Concoret;58.62;56043;31.31;68.69;0.0
56;44;Cournon;53.72;56044;19.75;80.23;0.02
56;45;Le Cours;53.21;56045;21.88;78.11;0.01
56;50;La Croix-Helléan;56.19;56050;17.88;82.12;0.0
56;51;Cruguel;60.48;56051;19.8;80.19;0.01
56;56;Evriguet;70.63;56056;34.49;65.47;0.04
56;58;Férel;51.62;56058;27.4;72.6;0.0
56;60;Les Fougerêts;51.63;56060;17.76;82.24;0.0
56;61;La Gacilly;49.14;56061;19.4;80.6;0.0
56;65;Gourhel;51.96;56065;14.37;85.61;0.02
56;68;La Grée-Saint-Laurent;50.94;56068;14.81;85.18;0.01
56;70;Guégon;51.36;56070;15.22;84.78;0.0
56;75;Guer;51.39;56075;16.41;83.6;0.0
56;79;Guillac;53.38;56079;17.23;82.77;0.0
56;80;Guilliers;54.36;56080;21.14;78.86;0.0
56;82;Helléan;58.33;56082;24.22;75.78;0.0
56;91;Josselin;56.1;56091;17.11;82.89;0.0
56;102;Forges de Lanouée;47.47;56102;16.16;83.86;0.0
56;108;Larré;47.07;56108;23.86;76.15;0.0
56;109;Lauzach;55.08;56109;24.9;75.09;0.01
56;111;Limerzel;51.56;56111;26.32;73.67;0.01
56;112;Lizio;65.7;56112;20.11;79.91;0.0
56;122;Loyat;51.01;56122;17.87;82.13;0.0
56;123;Malansac;52.76;56123;28.01;72.0;0.0
56;124;Malestroit;57.61;56124;16.38;83.6;0.02
56;126;Marzan;46.76;56126;25.45;74.57;0.0
56;127;Mauron;50.55;56127;16.94;83.06;0.0
56;129;Ménéac;52.71;56129;14.08;85.93;0.0
56;133;Missiriac;55.33;56133;17.1;82.9;0.0
56;134;Mohon;54.96;56134;21.14;78.88;0.0
56;135;Molac;50.25;56135;26.64;73.35;0.01
56;136;Monteneuf;45.22;56136;25.82;74.2;0.0
56;139;Montertelot;56.89;56139;15.47;84.54;0.0
56;145;Néant-sur-Yvel;57.4;56145;21.8;78.19;0.01
56;147;Nivillac;47.53;56147;21.13;78.89;0.0
56;153;Péaule;43.71;56153;24.25;75.76;0.0
