Code département;Code de la commune;LIBGEO;% Exp/Ins;CODGEO;Score_Gauche;Score_Droite;Score_Divers
29;266;Saint-Thégonnec Loc-Eguiner;45.88;29266;30.27;69.73;0.0
29;271;Saint-Vougay;57.43;29271;14.93;84.84;0.23
29;273;Santec;50.85;29273;29.9;70.11;0.0
29;276;Sibiril;51.77;29276;29.04;70.95;0.01
29;277;Sizun;55.22;29277;33.23;66.78;0.0
29;279;Taulé;50.52;29279;30.17;69.84;0.0
29;285;Tréflaouénan;48.91;29285;34.64;65.37;0.0
29;286;Tréflévénez;50.98;29286;37.5;62.5;0.0
29;294;Le Tréhou;47.42;29294;34.73;65.29;0.0
29;301;Trézilidé;51.92;29301;19.25;80.73;0.02
29;10;Bodilis;50.8;29010;18.89;81.13;0.0
29;21;Plounéour-Brignogan-Plages;56.67;29021;29.92;70.07;0.01
29;45;Dirinon;56.78;29045;32.24;67.76;0.0
29;55;Le Folgoët;52.76;29055;26.33;73.68;0.0
29;56;La Forest-Landerneau;58.48;29056;36.98;63.01;0.01
29;64;Goulven;57.1;29064;27.75;72.25;0.0
29;74;Guimiliau;42.42;29074;33.33;66.66;0.01
29;75;Guipavas;51.11;29075;34.51;65.49;0.0
29;77;Guissény;54.33;29077;29.39;70.61;0.0
29;91;Kerlouan;51.74;29091;23.03;76.98;0.0
29;94;Kernouës;51.54;29094;25.16;74.82;0.02
29;97;Lampaul-Guimiliau;52.15;29097;31.25;68.76;0.0
29;101;Landéda;51.98;29101;37.23;62.78;0.0
29;103;Landerneau;51.19;29103;34.35;65.63;0.02
29;105;Landivisiau;47.3;29105;28.65;71.35;0.0
29;111;Lanhouarneau;49.72;29111;21.21;78.78;0.01
29;117;Lannilis;50.46;29117;33.24;66.76;0.0
29;124;Lesneven;45.41;29124;31.28;68.73;0.0
29;156;Pencran;49.12;29156;29.21;70.79;0.0
29;179;Ploudaniel;51.35;29179;27.85;72.15;0.0
29;181;Plouédern;53.71;29181;33.19;66.81;0.0
29;185;Plouescat;48.65;29185;26.22;73.78;0.0
29;187;Plougar;48.81;29187;22.4;77.6;0.0
29;193;Plougourvest;46.06;29193;29.12;70.87;0.01
29;195;Plouguerneau;49.55;29195;31.82;68.18;0.0
29;198;Plouider;51.48;29198;30.58;69.41;0.01
29;204;Plounéventer;49.69;29204;26.56;73.44;0.0
29;206;Plounévez-Lochrist;47.63;29206;20.82;79.18;0.0
29;235;Le Relecq-Kerhuon;52.17;29235;40.89;59.12;0.0
29;244;Saint-Derrien;45.98;29244;22.43;77.56;0.01
29;245;Saint-Divy;53.41;29245;27.71;72.3;0.0
29;248;Saint-Frégant;47.15;29248;22.29;77.71;0.0
29;255;Saint-Méen;55.99;29255;26.1;73.9;0.0
29;264;Saint-Servais;51.24;29264;22.76;77.24;0.0
29;268;Saint-Thonan;52.14;29268;30.3;69.7;0.0
29;287;Tréflez;59.24;29287;26.61;73.39;0.0
29;288;Trégarantec;52.55;29288;24.23;75.77;0.0
29;290;Tréglonou;51.78;29290;31.41;68.59;0.0
29;295;Trémaouézan;58.71;29295;29.68;70.32;0.0
29;1;Argol;55.92;29001;29.06;68.02;2.92
29;7;Berrien;53.55;29007;50.87;45.94;3.19
29;12;Bolazec;58.16;29012;53.66;41.47;4.87
29;13;Botmeur;59.06;29013;43.56;52.47;3.97
29;16;Brasparts;52.3;29016;31.71;64.63;3.66
29;18;Brennilis;50.7;29018;33.7;61.31;4.99
29;22;Camaret-sur-Mer;52.1;29022;22.72;75.08;2.2
29;24;Carhaix-Plouguer;51.18;29024;29.23;68.75;2.02
29;25;Cast;52.77;29025;30.4;67.13;2.47
29;26;Châteaulin;54.93;29026;28.89;69.5;1.61
29;27;Châteauneuf-du-Faou;54.21;29027;22.62;74.35;3.03
29;29;Cléden-Poher;53.85;29029;27.75;71.02;1.23
29;33;Le Cloître-Pleyben;54.09;29033;22.67;75.57;1.76
29;36;Collorec;49.78;29036;30.4;66.51;3.09
29;41;Coray;51.84;29041;27.26;68.01;4.73
29;42;Crozon;51.64;29042;27.52;70.27;2.21
29;43;Daoulas;57.36;29043;44.99;53.72;1.29
29;44;Dinéault;59.23;29044;30.39;67.3;2.31
29;53;Le Faou;55.25;29053;39.32;57.14;3.54
29;54;La Feuillée;59.64;29054;50.0;48.34;1.66
29;62;Gouézec;51.22;29062;30.23;67.04;2.73
29;78;Hanvec;56.99;29078;42.61;54.18;3.21
29;80;Hôpital-Camfrout;57.13;29080;43.74;54.52;1.74
29;81;Huelgoat;57.57;29081;40.41;58.18;1.41
29;86;Irvillac;57.92;29086;39.65;58.75;1.6
29;89;Kergloff;52.24;29089;22.37;75.42;2.21
29;90;Kerlaz;54.3;29090;27.71;70.45;1.84
29;102;Landeleau;53.79;29102;26.23;72.28;1.49
29;104;Landévennec;65.64;29104;29.91;65.89;4.2
29;115;Lannédern;57.47;29115;34.67;62.67;2.66
29;120;Lanvéoc;50.29;29120;26.95;69.05;4.0
29;122;Laz;57.69;29122;31.33;67.67;1.0
29;123;Lennon;53.89;29123;28.52;70.18;1.3
29;125;Leuhan;49.84;29125;31.72;65.71;2.57
29;134;Locronan;58.76;29134;37.67;58.97;3.36
29;137;Logonna-Daoulas;60.77;29137;47.55;50.05;2.4
29;139;Lopérec;55.74;29139;32.35;62.06;5.59
29;140;Loperhet;58.02;29140;41.77;56.08;2.15
29;141;Loqueffret;54.46;29141;40.61;58.79;0.6
29;142;Lothey;56.07;29142;31.67;67.23;1.1
29;152;Motreff;53.13;29152;22.43;73.53;4.04
29;155;Ouessant;49.51;29155;26.35;70.44;3.21
29;162;Pleyben;47.63;29162;24.66;73.22;2.12
29;166;Ploéven;54.81;29166;29.82;67.98;2.2
29;172;Plomodiern;56.92;29172;28.62;69.16;2.22
29;175;Plonévez-du-Faou;51.08;29175;29.76;67.62;2.62
29;176;Plonévez-Porzay;55.76;29176;27.12;70.25;2.63
29;189;Plougastel-Daoulas;52.4;29189;34.7;63.08;2.22
29;205;Plounévézel;55.86;29205;25.49;72.55;1.96
29;211;Plouyé;56.34;29211;32.18;66.09;1.73
29;222;Port-Launay;53.09;29222;29.65;66.28;4.07
29;227;Poullaouen;58.77;29227;32.05;66.44;1.51
29;229;Quéménéven;52.42;29229;31.72;64.98;3.3
29;238;Roscanvel;59.5;29238;31.16;62.5;6.34
29;240;Rosnoën;52.56;29240;37.47;60.53;2.0
29;243;Saint-Coulitz;60.49;29243;30.15;65.33;4.52
29;246;Saint-Eloy;60.98;29246;39.0;54.0;7.0
29;249;Saint-Goazec;56.44;29249;27.63;70.26;2.11
29;250;Saint-Hernin;54.21;29250;27.46;69.25;3.29
29;256;Saint-Nic;61.03;29256;28.2;69.74;2.06
29;261;Saint-Rivoal;65.29;29261;60.36;38.74;0.9
29;263;Saint-Ségal;53.87;29263;28.11;69.75;2.14
29;267;Saint-Thois;54.84;29267;34.0;60.66;5.34
29;270;Saint-Urbain;51.64;29270;38.35;60.22;1.43
29;275;Scrignac;56.71;29275;36.99;59.17;3.84
29;278;Spézet;55.02;29278;24.67;73.89;1.44
29;280;Telgruc-sur-Mer;56.9;29280;26.96;71.49;1.55
29;289;Trégarvan;64.44;29289;41.38;57.47;1.15
29;291;Trégourez;48.89;29291;28.53;68.53;2.94
29;302;Pont-de-Buis-lès-Quimerch;49.62;29302;35.11;61.97;2.92
29;3;Audierne;54.0;29003;28.88;68.36;2.76
29;8;Beuzec-Cap-Sizun;55.81;29008;26.54;71.97;1.49
29;28;Cléden-Cap-Sizun;56.62;29028;30.73;66.02;3.25
29;37;Combrit;56.64;29037;30.24;67.96;1.8
29;46;Douarnenez;53.2;29046;38.71;59.56;1.73
29;63;Goulien;59.73;29063;27.6;71.04;1.36
29;65;Gourlizon;56.1;29065;31.53;65.52;2.95
29;66;Guengat;51.58;29066;30.7;66.98;2.32
29;70;Guiler-sur-Goyen;48.94;29070;38.64;57.47;3.89
29;72;Guilvinec;53.29;29072;30.93;66.51;2.56
29;83;Ile-de-Sein;61.18;29083;26.92;72.45;0.63
29;85;Ile-Tudy;60.81;29085;31.78;66.22;2.0
29;87;Le Juch;52.73;29087;35.12;62.22;2.66
29;108;Landudec;49.61;29108;27.61;68.41;3.98
29;135;Loctudy;56.05;29135;27.84;69.66;2.5
29;143;Mahalon;49.48;29143;33.42;64.74;1.84
29;145;Confort-Meilars;51.98;29145;35.96;60.21;3.83
29;158;Penmarch;54.59;29158;33.05;63.24;3.71
29;159;Peumérit;53.15;29159;40.05;54.15;5.8
29;165;Plobannalec-Lesconil;53.66;29165;34.26;62.86;2.88
29;167;Plogastel-Saint-Germain;53.01;29167;33.69;64.19;2.12
29;168;Plogoff;55.38;29168;27.64;69.7;2.66
29;169;Plogonnec;55.14;29169;30.11;66.14;3.75
29;171;Plomeur;48.97;29171;32.9;63.66;3.44
29;173;Plonéis;52.04;29173;28.53;69.91;1.56
29;174;Plonéour-Lanvern;52.74;29174;36.41;61.13;2.46
29;197;Plouhinec;51.14;29197;27.84;69.26;2.9
29;214;Plovan;62.15;29214;38.85;57.8;3.35
29;215;Plozévet;55.05;29215;36.23;61.5;2.27
29;218;Pont-Croix;56.91;29218;34.46;63.64;1.9
29;220;Pont-l'Abbé;53.85;29220;34.07;63.2;2.73
29;224;Pouldergat;51.57;29224;28.73;68.31;2.96
29;225;Pouldreuzic;51.3;29225;35.65;62.04;2.31
29;226;Poullan-sur-Mer;53.92;29226;28.44;70.64;0.92
29;228;Primelin;53.94;29228;23.14;75.49;1.37
29;252;Saint-Jean-Trolimon;55.9;29252;40.68;55.73;3.59
29;284;Treffiagat;54.92;29284;31.49;65.68;2.83
29;292;Tréguennec;66.79;29292;49.18;46.99;3.83
29;296;Tréméoc;54.78;29296;37.49;58.81;3.7
29;298;Tréogat;57.02;29298;41.8;55.87;2.33
29;2;Arzano;52.19;29002;36.67;63.33;0.0
29;4;Bannalec;49.03;29004;37.94;62.06;0.0
29;5;Baye;52.45;29005;30.85;69.16;0.0
29;31;Clohars-Carnoët;57.5;29031;33.04;66.96;0.0
29;39;Concarneau;48.71;29039;34.05;65.95;0.0
29;49;Elliant;53.59;29049;37.93;62.06;0.01
29;71;Guilligomarc'h;54.33;29071;31.01;68.99;0.0
29;136;Locunolé;50.93;29136;35.62;64.38;0.0
29;146;Melgven;50.68;29146;33.86;66.15;0.0
29;147;Mellac;51.71;29147;38.16;61.84;0.0
29;150;Moëlan-sur-Mer;54.7;29150;37.76;62.23;0.01
29;153;Névez;54.33;29153;29.95;70.05;0.0
29;217;Pont-Aven;54.29;29217;32.55;67.44;0.01
29;230;Querrien;55.55;29230;37.03;62.97;0.0
29;233;Quimperlé;50.11;29233;38.63;61.36;0.01
29;234;Rédené;52.51;29234;29.78;70.22;0.0
29;236;Riec-sur-Belon;53.16;29236;36.04;63.97;0.0
29;241;Rosporden;48.14;29241;40.65;59.35;0.0
29;269;Saint-Thurien;51.68;29269;33.34;66.67;0.0
29;272;Saint-Yvi;50.49;29272;36.77;63.21;0.02
29;274;Scaër;48.18;29274;36.86;63.13;0.01
29;281;Tourch;49.62;29281;31.9;68.1;0.0
29;293;Trégunc;52.23;29293;34.19;65.8;0.01
29;297;Tréméven;51.21;29297;34.69;65.31;0.0
29;300;Le Trévoux;53.08;29300;32.99;67.0;0.01
35;32;Bourgbarré;49.79;35032;39.54;58.84;1.62
35;47;Bruz;51.0;35047;37.01;61.96;1.03
35;55;Chantepie;54.23;35055;42.38;56.64;0.98
35;66;Chartres-de-Bretagne;50.16;35066;39.88;59.3;0.82
35;206;Noyal-Châtillon-sur-Seiche;54.21;35206;40.61;57.87;1.52
35;208;Orgères;61.57;35208;38.05;61.03;0.92
35;238;Rennes;51.71;35238;55.73;43.4;0.87
35;266;Saint-Erblon;51.67;35266;39.68;58.63;1.69
35;352;Vern-sur-Seiche;54.42;35352;39.72;59.12;1.16
35;363;Pont-Péan;51.46;35363;44.95;54.02;1.03
35;1;Acigné;56.61;35001;46.39;53.54;0.07
35;24;Betton;57.6;35024;44.05;55.87;0.08
35;31;La Bouëxière;50.45;35031;41.34;58.6;0.06
35;51;Cesson-Sévigné;58.06;35051;34.12;65.77;0.11
35;59;La Chapelle-des-Fougeretz;53.08;35059;40.09;59.52;0.39
35;67;Chasné-sur-Illet;54.52;35067;50.16;49.85;0.0
35;94;Dingé;52.65;35094;48.57;51.28;0.15
35;101;Dourdain;42.91;35101;40.05;59.67;0.28
35;107;Ercé-près-Liffré;54.35;35107;44.96;54.92;0.12
35;128;Guipel;48.23;35128;43.16;56.86;0.0
35;130;Hédé-Bazouges;56.06;35130;47.72;52.29;0.0
35;146;Langouet;60.7;35146;54.03;45.59;0.38
35;148;Lanrigan;57.14;35148;15.01;85.0;0.0
35;152;Liffré;53.13;35152;41.71;58.24;0.05
35;154;Livré-sur-Changeon;50.45;35154;36.93;63.07;0.0
35;177;La Mézière;51.91;35177;37.92;61.88;0.2
35;189;Montgermont;55.73;35189;37.05;62.69;0.26
35;233;Québriac;55.98;35233;40.71;59.3;0.0
35;238;Rennes;54.26;35238;50.64;49.11;0.25
35;276;Saint-Gondran;59.75;35276;39.18;60.83;0.0
35;278;Saint-Grégoire;59.34;35278;29.45;70.37;0.18
35;315;Saint-Sulpice-la-Forêt;63.29;35315;50.33;49.66;0.01
35;317;Saint-Symphorien;55.53;35317;36.02;63.99;0.0
35;334;Thorigné-Fouillard;59.26;35334;40.25;59.53;0.22
35;356;Vignoc;52.85;35356;37.47;62.4;0.13
35;17;La Baussaine;47.48;35017;41.94;58.05;0.01
35;22;Bécherel;56.9;35022;43.28;56.73;0.0
35;23;Bédée;53.7;35023;36.81;63.09;0.1
35;26;Bléruais;68.35;35026;37.04;62.96;0.0
35;27;Boisgervilly;45.65;35027;33.22;66.78;0.0
35;29;Bonnemain;44.49;35029;32.31;67.49;0.2
35;40;Breteil;50.9;35040;44.35;55.59;0.06
35;50;Cardroc;59.32;35050;38.77;61.23;0.0
35;56;La Chapelle-aux-Filtzméens;50.32;35056;53.33;46.67;0.0
35;58;La Chapelle-Chaussée;47.92;35058;37.28;62.71;0.01
35;60;La Chapelle-du-Lou-du-Lac;52.45;35060;36.54;63.46;0.0
35;65;La Chapelle-Thouarault;58.23;35065;45.76;53.86;0.38
35;81;Clayes;60.88;35081;50.49;49.52;0.0
35;85;Combourg;51.17;35085;35.7;64.22;0.08
35;91;Le Crouais;52.93;35091;38.3;61.7;0.0
35;92;Cuguen;47.42;35092;40.92;58.74;0.34
35;117;Gaël;43.9;35117;33.27;66.54;0.19
35;120;Gévezé;51.52;35120;40.94;58.97;0.09
35;133;Iffendic;51.66;35133;37.49;62.47;0.04
35;134;Les Iffs;63.51;35134;30.59;69.4;0.01
35;135;Irodouër;48.37;35135;35.21;64.78;0.01
35;143;Landujan;42.91;35143;39.93;60.05;0.02
35;144;Langan;50.31;35144;38.97;60.78;0.25
35;156;Longaulnay;56.54;35156;44.41;55.6;0.0
35;159;Lourmais;51.93;35159;22.3;77.71;0.0
35;171;Médréac;52.61;35171;39.31;60.56;0.13
35;172;Meillac;54.54;35172;45.35;54.65;0.0
35;180;Miniac-sous-Bécherel;47.6;35180;36.94;62.69;0.37
35;184;Montauban-de-Bretagne;48.75;35184;32.65;67.19;0.16
35;188;Montfort-sur-Meu;55.45;35188;46.8;53.2;0.0
35;201;Muel;50.71;35201;35.22;64.22;0.56
35;203;La Nouaye;60.78;35203;42.59;57.43;0.0
35;210;Pacé;56.15;35210;33.49;66.37;0.14
35;216;Parthenay-de-Bretagne;52.36;35216;47.68;52.02;0.3
35;225;Plesder;49.67;35225;39.73;60.27;0.0
35;226;Pleugueneuc;48.28;35226;40.89;58.96;0.15
35;227;Pleumeleuc;49.55;35227;36.5;63.48;0.02
35;234;Quédillac;50.68;35234;34.23;65.76;0.01
35;238;Rennes;40.45;35238;61.8;36.61;1.59
35;245;Romillé;53.2;35245;39.69;60.25;0.06
35;258;Saint-Brieuc-des-Iffs;64.66;35258;45.9;54.1;0.0
35;265;Saint-Domineuc;53.13;35265;47.21;52.79;0.0
35;277;Saint-Gonlay;60.06;35277;47.02;52.97;0.01
35;286;Saint-Léger-des-Prés;57.49;35286;41.17;58.83;0.0
35;290;Saint-Malon-sur-Mel;47.37;35290;38.39;61.12;0.49
35;295;Saint-Maugan;60.71;35295;41.17;58.4;0.43
35;297;Saint-Méen-le-Grand;49.98;35297;27.3;72.58;0.12
35;302;Saint-Onen-la-Chapelle;50.98;35302;27.55;72.47;0.0
35;307;Saint-Pern;53.05;35307;42.51;57.22;0.27
35;308;Mesnil-Roc'h;47.38;35308;36.11;63.74;0.15
35;318;Saint-Thual;53.96;35318;42.94;57.07;0.0
35;320;Saint-Uniac;56.22;35320;42.03;57.96;0.01
35;331;Talensac;52.06;35331;36.56;63.43;0.01
35;337;Tinténiac;51.99;35337;42.65;57.29;0.06
35;342;Trémeheuc;54.67;35342;45.57;54.43;0.0
35;345;Trévérien;51.69;35345;46.02;53.97;0.01
35;346;Trimer;60.39;35346;39.79;60.22;0.0
35;351;Le Verger;55.27;35351;41.43;58.56;0.01
35;12;Bain-de-Bretagne;45.01;35012;32.63;66.94;0.43
35;13;Bains-sur-Oust;53.8;35013;25.93;73.41;0.66
35;16;Baulon;46.42;35016;37.28;61.24;1.48
35;30;La Bosse-de-Bretagne;49.17;35030;36.71;61.6;1.69
35;33;Bourg-des-Comptes;50.96;35033;45.51;54.33;0.16
35;35;Bovel;55.51;35035;45.64;54.37;0.0
35;37;Bréal-sous-Montfort;48.05;35037;36.42;63.41;0.17
35;45;Bruc-sur-Aff;43.9;35045;22.84;76.15;1.01
35;46;Les Brulais;49.87;35046;20.72;78.77;0.51
35;54;Chanteloup;49.42;35054;41.06;58.35;0.59
35;57;La Chapelle-Bouëxic;52.76;35057;44.26;55.52;0.22
35;64;La Chapelle-de-Brain;48.55;35064;44.05;55.95;0.0
35;84;Comblessac;52.68;35084;24.73;75.29;0.0
35;89;La Couyère;58.51;35089;37.24;62.24;0.52
35;90;Crévin;51.58;35090;37.22;62.38;0.4
35;98;La Dominelais;46.59;35098;26.14;73.64;0.22
35;106;Ercé-en-Lamée;41.94;35106;38.05;61.14;0.81
35;123;Goven;53.64;35123;38.21;61.19;0.6
35;124;Grand-Fougeray;46.08;35124;26.9;72.5;0.6
35;126;Guichen;51.74;35126;43.99;55.34;0.67
35;127;Guignen;46.37;35127;39.93;59.5;0.57
35;139;Laillé;52.75;35139;39.85;59.76;0.39
35;140;Lalleu;45.15;35140;37.1;61.81;1.09
35;145;Langon;54.06;35145;45.4;54.1;0.5
35;149;Lassy;50.78;35149;41.4;57.86;0.74
35;151;Lieuron;45.19;35151;31.34;68.65;0.01
35;155;Lohéac;45.14;35155;37.54;61.61;0.85
35;160;Loutehel;63.69;35160;28.06;71.92;0.02
35;168;Val d'Anast;46.61;35168;31.56;67.91;0.53
35;169;Maxent;46.41;35169;40.67;58.48;0.85
35;175;Mernel;48.05;35175;33.78;65.71;0.51
35;176;Guipry-Messac;45.38;35176;36.75;62.99;0.26
35;187;Monterfil;53.96;35187;46.9;52.92;0.18
35;202;La Noë-Blanche;44.55;35202;28.02;71.96;0.02
35;211;Paimpont;57.27;35211;47.86;51.66;0.48
35;212;Pancé;52.75;35212;38.83;60.73;0.44
35;218;Le Petit-Fougeray;46.75;35218;37.29;62.03;0.68
35;219;Pipriac;40.84;35219;26.93;72.63;0.44
35;221;Pléchâtel;49.81;35221;41.5;58.04;0.46
35;223;Plélan-le-Grand;50.42;35223;35.7;64.1;0.2
35;231;Poligné;49.89;35231;43.8;55.76;0.44
35;236;Redon;50.48;35236;40.88;58.65;0.47
35;237;Renac;52.94;35237;32.04;67.71;0.25
35;249;Sainte-Anne-sur-Vilaine;48.04;35249;37.6;62.13;0.27
35;268;Saint-Ganton;48.04;35268;34.89;65.11;0.0
35;285;Saint-Just;53.65;35285;38.66;60.93;0.41
35;289;Saint-Malo-de-Phily;51.85;35289;49.07;50.94;0.0
35;294;Sainte-Marie;48.53;35294;30.71;69.07;0.22
35;305;Saint-Péran;53.82;35305;45.67;54.33;0.0
35;311;Saint-Séglin;47.39;35311;24.61;75.39;0.0
35;312;Saint-Senoux;55.24;35312;52.39;46.99;0.62
35;316;Saint-Sulpice-des-Landes;48.97;35316;31.29;67.95;0.76
35;319;Saint-Thurial;49.63;35319;35.89;63.65;0.46
35;321;Saulnières;49.63;35321;40.89;58.74;0.37
35;322;Le Sel-de-Bretagne;44.17;35322;47.82;51.84;0.34
35;328;Sixt-sur-Aff;47.45;35328;24.82;74.93;0.25
35;332;Teillay;48.17;35332;30.7;68.5;0.8
35;340;Treffendel;48.54;35340;46.25;52.91;0.84
35;343;Tresboeuf;47.53;35343;36.95;62.08;0.97
35;2;Amanlis;55.11;35002;36.31;63.01;0.68
35;5;Arbrissel;46.86;35005;30.92;69.07;0.01
35;6;Argentré-du-Plessis;48.16;35006;26.3;72.76;0.94
35;8;Availles-sur-Seiche;37.26;35008;21.27;78.16;0.57
35;14;Bais;39.85;35014;23.14;76.12;0.74
35;15;Balazé;46.77;35015;23.95;75.31;0.74
35;28;Boistrudan;47.72;35028;30.28;67.73;1.99
35;38;Bréal-sous-Vitré;45.33;35038;27.8;71.74;0.46
35;39;Brécé;53.3;35039;41.9;57.27;0.83
35;41;Brie;50.33;35041;29.8;69.69;0.51
35;42;Brielles;43.64;35042;21.3;78.7;0.0
35;52;Champeaux;51.15;35052;30.35;68.66;0.99
35;61;La Chapelle-Erbrée;48.06;35061;24.26;75.32;0.42
35;68;Châteaubourg;52.3;35068;38.52;60.64;0.84
35;69;Châteaugiron;54.01;35069;33.9;65.34;0.76
35;72;Châtillon-en-Vendelais;42.03;35072;27.4;72.05;0.55
35;77;Chelun;43.93;35077;21.9;78.09;0.01
35;82;Coësmes;45.36;35082;28.31;71.23;0.46
35;87;Cornillé;46.54;35087;24.92;74.11;0.97
35;88;Corps-Nuds;55.4;35088;41.67;56.84;1.49
35;96;Domagné;50.2;35096;31.9;67.43;0.67
35;97;Domalain;39.34;35097;24.96;74.51;0.53
35;99;Domloup;52.86;35099;40.07;59.24;0.69
35;102;Drouges;43.83;35102;21.26;78.16;0.58
35;103;Eancé;44.98;35103;32.24;67.77;0.0
35;105;Erbrée;42.39;35105;26.42;73.41;0.17
35;108;Essé;44.21;35108;30.54;69.19;0.27
35;109;Etrelles;52.54;35109;23.91;75.28;0.81
35;114;Forges-la-Forêt;43.94;35114;29.89;70.12;0.0
35;119;Gennes-sur-Seiche;39.75;35119;24.8;74.03;1.17
35;125;La Guerche-de-Bretagne;45.24;35125;18.71;80.84;0.45
35;136;Janzé;52.82;35136;25.05;74.59;0.36
35;141;Landavran;50.19;35141;28.35;70.89;0.76
35;161;Louvigné-de-Bais;42.21;35161;30.66;68.38;0.96
35;165;Marcillé-Robert;46.49;35165;31.14;67.87;0.99
35;166;Marpiré;46.52;35166;31.18;68.04;0.78
35;167;Martigné-Ferchaud;42.32;35167;27.38;72.01;0.61
35;170;Mecé;48.25;35170;38.45;61.09;0.46
35;183;Mondevert;44.78;35183;23.69;75.19;1.12
35;185;Montautour;48.4;35185;25.28;74.73;0.0
35;192;Montreuil-des-Landes;49.7;35192;23.18;75.61;1.21
35;194;Montreuil-sous-Pérouse;53.31;35194;32.38;66.6;1.02
35;198;Moulins;48.74;35198;37.45;62.55;0.0
35;199;Moussé;44.35;35199;20.01;79.1;0.89
35;200;Moutiers;48.01;35200;16.22;82.79;0.99
35;204;Nouvoitou;49.19;35204;45.94;53.04;1.02
35;207;Noyal-sur-Vilaine;54.35;35207;36.02;63.15;0.83
35;217;Le Pertre;49.43;35217;17.38;81.67;0.95
35;220;Piré-Chancé;50.77;35220;32.93;66.37;0.7
35;229;Pocé-les-Bois;46.5;35229;32.03;66.23;1.74
35;232;Princé;44.69;35232;27.05;70.5;2.45
35;235;Rannée;45.84;35235;19.18;80.57;0.25
35;239;Retiers;45.25;35239;24.9;74.36;0.74
35;250;Saint-Armel;54.88;35250;45.56;53.01;1.43
35;252;Saint-Aubin-des-Landes;46.28;35252;25.65;74.36;0.0
35;260;Saint-Christophe-des-Bois;44.14;35260;22.96;77.04;0.0
35;262;Sainte-Colombe;50.0;35262;24.78;75.21;0.01
35;264;Saint-Didier;43.87;35264;29.91;69.33;0.76
35;272;Saint-Germain-du-Pinel;45.81;35272;22.23;77.12;0.65
35;283;Saint-Jean-sur-Vilaine;53.66;35283;27.26;71.02;1.72
35;300;Saint-M'Hervé;45.93;35300;22.35;76.63;1.02
35;325;La Selle-Guerchaise;49.58;35325;11.85;88.12;0.03
35;327;Servon-sur-Vilaine;50.78;35327;37.89;61.25;0.86
35;330;Taillis;51.53;35330;29.12;69.55;1.33
35;333;Le Theil-de-Bretagne;47.17;35333;28.8;70.14;1.06
35;335;Thourie;45.33;35335;41.54;58.09;0.37
35;338;Torcé;50.16;35338;20.73;77.98;1.29
35;347;Val-d'Izé;48.5;35347;21.06;78.08;0.86
35;350;Vergéal;43.87;35350;25.66;74.33;0.01
35;359;Visseiche;50.63;35359;24.69;74.7;0.61
35;360;Vitré;49.41;35360;28.93;70.45;0.62
35;3;Andouillé-Neuville;50.85;35003;32.32;65.85;1.83
35;4;Val-Couesnon;46.96;35004;22.26;77.47;0.27
35;7;Aubigné;60.37;35007;41.41;57.58;1.01
35;18;La Bazouge-du-Désert;48.02;35018;21.0;78.75;0.25
35;19;Bazouges-la-Pérouse;54.53;35019;25.24;74.5;0.26
35;21;Beaucé;56.97;35021;19.01;80.11;0.88
35;25;Billé;42.65;35025;18.1;81.61;0.29
35;34;La Boussac;46.88;35034;34.03;65.29;0.68
35;44;Broualan;50.71;35044;26.76;73.24;0.0
35;62;La Chapelle-Janson;51.16;35062;13.61;86.2;0.19
35;63;La Chapelle-Saint-Aubert;51.51;35063;16.96;80.69;2.35
35;71;Le Châtellier;53.75;35071;25.0;72.68;2.32
35;75;Chauvigné;49.66;35075;24.92;73.37;1.71
35;79;Chevaigné;55.31;35079;43.9;55.1;1.0
35;86;Combourtillé;39.3;35086;24.85;73.37;1.78
35;110;Feins;48.01;35110;42.24;56.95;0.81
35;111;Le Ferré;52.75;35111;14.28;83.78;1.94
35;112;Fleurigné;50.06;35112;16.92;82.58;0.5
35;115;Fougères;47.58;35115;29.45;69.7;0.85
35;118;Gahard;54.36;35118;41.63;56.97;1.4
35;121;Gosné;52.23;35121;32.12;67.1;0.78
35;137;Javené;47.33;35137;23.55;75.97;0.48
35;138;Laignelet;51.66;35138;20.77;78.37;0.86
35;142;Landéan;52.55;35142;17.83;81.58;0.59
35;150;Lécousse;53.31;35150;21.69;77.81;0.5
35;157;Le Loroux;52.8;35157;21.61;78.38;0.01
35;162;Louvigné-du-Désert;46.65;35162;15.63;83.88;0.49
35;163;Luitré-Dompierre;48.82;35163;17.7;81.1;1.2
35;164;Marcillé-Raoul;44.98;35164;27.31;70.37;2.32
35;173;Melesse;53.05;35173;36.57;62.3;1.13
35;174;Mellé;50.61;35174;22.67;76.92;0.41
35;178;Mézières-sur-Couesnon;48.09;35178;32.16;66.84;1.0
35;190;Monthault;48.81;35190;13.41;86.58;0.01
35;191;Les Portes du Coglais;52.32;35191;21.71;77.83;0.46
35;193;Montreuil-le-Gast;54.92;35193;39.42;58.08;2.5
35;195;Montreuil-sur-Ille;55.84;35195;46.46;52.57;0.97
35;197;Mouazé;56.42;35197;46.45;52.61;0.94
35;205;Noyal-sous-Bazouges;57.14;35205;27.22;71.67;1.11
35;214;Parcé;44.32;35214;16.75;82.76;0.49
35;215;Parigné;47.67;35215;18.25;81.09;0.66
35;222;Pleine-Fougères;52.36;35222;21.81;77.55;0.64
35;230;Poilley;55.0;35230;15.76;83.63;0.61
35;242;Rimou;51.08;35242;30.98;68.31;0.71
