Code département;LIBGEO;Score_Gauche;Score_Droite;Score_Divers
35;Bais;19.59;80.41;0.0
35;Balazé;19.88;80.12;0.0
35;Baulon;33.08;66.93;0.0
35;La Baussaine;36.86;63.14;0.0
35;La Bazouge-du-Désert;20.34;79.66;0.0
35;Bazouges-la-Pérouse;26.58;73.43;0.0
35;Beaucé;16.66;83.33;0.01
35;Bécherel;45.62;54.38;0.0
35;Bédée;34.51;65.49;0.0
35;Betton;43.17;56.83;0.0
35;Billé;16.34;83.66;0.0
35;Bléruais;44.64;55.36;0.0
35;Boisgervilly;30.51;69.49;0.0
35;Boistrudan;26.21;73.79;0.0
35;Bonnemain;27.42;72.58;0.0
35;La Bosse-de-Bretagne;32.95;67.04;0.01
35;La Bouëxière;36.94;63.06;0.0
35;Bourgbarré;32.55;67.45;0.0
35;Bourg-des-Comptes;39.8;60.2;0.0
35;La Boussac;27.57;72.42;0.01
35;Bovel;36.07;63.93;0.0
35;Bréal-sous-Montfort;28.81;71.2;0.0
35;Bréal-sous-Vitré;25.51;74.5;0.0
35;Brécé;39.72;60.28;0.0
35;Breteil;44.32;55.67;0.01
35;Brie;25.9;74.1;0.0
35;Brielles;17.64;82.36;0.0
35;Broualan;25.0;75.0;0.0
35;Bruc-sur-Aff;18.36;81.64;0.0
35;Les Brulais;22.43;77.57;0.0
35;Bruz;33.33;66.67;0.0
35;Cancale;20.81;79.2;0.0
35;Cardroc;37.42;62.57;0.01
35;Cesson-Sévigné;35.08;64.92;0.0
35;Champeaux;27.27;72.72;0.01
35;Chanteloup;35.02;64.98;0.0
35;Chantepie;40.66;59.34;0.0
35;La Chapelle-aux-Filtzméens;42.79;57.19;0.02
35;La Chapelle-Bouëxic;37.6;62.4;0.0
35;La Chapelle-Chaussée;36.65;63.34;0.01
35;La Chapelle-des-Fougeretz;39.38;60.62;0.0
35;La Chapelle du Lou du Lac;33.82;66.18;0.0
35;La Chapelle-Erbrée;22.81;77.19;0.0
35;La Chapelle-Fleurigné;14.14;85.85;0.01
35;La Chapelle-Saint-Aubert;22.39;77.61;0.0
35;La Chapelle-de-Brain;38.31;61.7;0.0
35;La Chapelle-Thouarault;44.73;55.27;0.0
35;Chartres-de-Bretagne;35.59;64.4;0.01
35;Chasné-sur-Illet;47.04;52.96;0.0
35;Châteaubourg;33.6;66.41;0.0
35;Châteaugiron;30.29;69.71;0.0
35;Châteauneuf-d'Ille-et-Vilaine;26.48;73.52;0.0
35;Le Châtellier;17.21;82.79;0.0
35;Châtillon-en-Vendelais;21.48;78.52;0.0
35;Chauvigné;23.83;76.16;0.01
35;Chavagne;42.05;57.96;0.0
35;Chelun;19.08;80.92;0.0
35;Cherrueix;13.57;86.44;0.0
35;Chevaigné;42.22;57.78;0.0
35;Cintré;44.33;55.66;0.01
35;Clayes;47.71;52.29;0.0
35;Coësmes;23.91;76.09;0.0
35;Comblessac;18.73;81.27;0.0
35;Combourg;35.4;64.59;0.01
35;Combourtillé;22.42;77.57;0.01
35;Cornillé;18.7;81.31;0.0
35;Corps-Nuds;38.96;61.04;0.0
35;La Couyère;31.28;68.72;0.0
35;Crevin;33.0;67.0;0.0
35;Le Crouais;29.25;70.76;0.0
35;Cuguen;38.4;61.59;0.01
35;Dinard;20.86;79.14;0.0
35;Dingé;43.26;56.73;0.01
35;Dol-de-Bretagne;26.63;73.36;0.01
35;Domagné;29.2;70.8;0.0
35;Domalain;20.08;79.92;0.0
35;La Dominelais;20.4;79.6;0.0
35;Domloup;34.49;65.51;0.0
35;Dourdain;30.27;69.73;0.0
35;Drouges;19.69;80.31;0.0
35;Eancé;26.67;73.33;0.0
35;Epiniac;18.09;81.91;0.0
35;Erbrée;20.98;79.02;0.0
35;Ercé-en-Lamée;30.27;69.73;0.0
35;Ercé-près-Liffré;40.99;59.01;0.0
35;Essé;27.83;72.17;0.0
35;Etrelles;21.49;78.51;0.0
35;Feins;35.45;64.54;0.01
35;Le Ferré;14.9;85.11;0.0
35;Forges-la-Forêt;22.55;77.45;0.0
35;Fougères;30.12;69.88;0.0
35;La Fresnais;19.71;80.29;0.0
35;Gaël;29.27;70.74;0.0
35;Gahard;37.29;62.7;0.01
35;Gennes-sur-Seiche;20.81;79.19;0.0
35;Gévezé;36.85;63.15;0.0
35;Gosné;27.9;72.09;0.01
35;La Gouesnière;24.13;75.87;0.0
35;Goven;32.13;67.88;0.0
35;Grand-Fougeray;24.92;75.09;0.0
35;La Guerche-de-Bretagne;18.22;81.79;0.0
35;Guichen;39.09;60.9;0.01
35;Guignen;34.36;65.64;0.0
35;Guipel;38.4;61.59;0.01
35;Hédé-Bazouges;43.06;56.93;0.01
35;L'Hermitage;43.93;56.07;0.0
35;Hirel;21.25;78.75;0.0
35;Iffendic;40.08;59.92;0.0
35;Les Iffs;31.32;68.68;0.0
35;Irodouër;28.5;71.49;0.01
35;Janzé;26.9;73.1;0.0
35;Javené;21.06;78.94;0.0
35;Laignelet;18.64;81.36;0.0
35;Laillé;35.94;64.06;0.0
35;Lalleu;33.83;66.17;0.0
35;Landavran;24.24;75.76;0.0
35;Landéan;13.79;86.21;0.0
35;Landujan;28.79;71.21;0.0
35;Langan;30.9;69.11;0.0
35;Langon;41.05;58.94;0.01
35;Langouet;47.45;52.55;0.0
35;Lanrigan;16.44;83.56;0.0
35;Lassy;41.87;58.13;0.0
35;Lécousse;22.18;77.83;0.0
35;Lieuron;24.33;75.66;0.01
35;Liffré;38.81;61.21;0.0
35;Lillemer;23.65;76.34;0.01
35;Livré-sur-Changeon;30.47;69.53;0.0
35;Lohéac;28.72;71.28;0.0
35;Longaulnay;40.52;59.48;0.0
35;Le Loroux;18.8;81.21;0.0
35;Lourmais;25.6;74.41;0.0
35;Loutehel;26.66;73.33;0.01
35;Louvigné-de-Bais;24.28;75.73;0.0
35;Louvigné-du-Désert;13.96;86.04;0.0
35;Luitré-Dompierre;16.0;83.99;0.01
35;Marcillé-Raoul;22.7;77.31;0.0
35;Marcillé-Robert;31.27;68.73;0.0
35;Marpiré;27.75;72.24;0.01
35;Martigné-Ferchaud;23.52;76.47;0.01
35;Val d'Anast;27.01;73.0;0.0
35;Maxent;32.11;67.89;0.0
35;Mecé;27.77;72.22;0.01
35;Médréac;34.0;66.0;0.0
35;Meillac;35.42;64.58;0.0
35;Melesse;36.68;63.33;0.0
35;Mellé;19.65;80.36;0.0
35;Mernel;29.19;70.82;0.0
35;Guipry-Messac;30.27;69.73;0.0
35;La Mézière;33.42;66.58;0.0
35;Mézières-sur-Couesnon;29.69;70.31;0.0
35;Miniac-Morvan;21.5;78.5;0.0
35;Miniac-sous-Bécherel;36.87;63.13;0.0
35;Le Minihic-sur-Rance;31.91;68.09;0.0
35;Mondevert;21.78;78.21;0.01
35;Montauban-de-Bretagne;30.94;69.06;0.0
35;Montautour;20.29;79.71;0.0
35;Mont-Dol;21.56;78.44;0.0
35;Monterfil;40.0;60.01;0.0
35;Montfort-sur-Meu;46.79;53.21;0.0
35;Montgermont;39.32;60.68;0.0
35;Monthault;18.8;81.19;0.01
35;Les Portes du Coglais;20.21;79.78;0.01
35;Montreuil-des-Landes;21.05;78.95;0.0
35;Montreuil-le-Gast;38.14;61.86;0.0
35;Montreuil-sous-Pérouse;26.78;73.23;0.0
35;Montreuil-sur-Ille;42.82;57.18;0.0
35;Mordelles;37.97;62.03;0.0
35;Mouazé;40.24;59.77;0.0
35;Moulins;34.56;65.44;0.0
35;Moussé;13.88;86.12;0.0
35;Moutiers;15.76;84.25;0.0
35;Muel;30.26;69.74;0.0
35;La Noë-Blanche;24.72;75.29;0.0
35;La Nouaye;44.09;55.9;0.01
35;Nouvoitou;41.01;58.98;0.01
35;Noyal-sous-Bazouges;27.73;72.27;0.0
35;Noyal-Châtillon-sur-Seiche;36.33;63.67;0.0
35;Noyal-sur-Vilaine;32.76;67.25;0.0
35;Orgères;36.13;63.87;0.0
35;Pacé;34.93;65.08;0.0
35;Paimpont;43.72;56.29;0.0
35;Pancé;36.0;64.0;0.0
35;Parcé;15.23;84.78;0.0
35;Parigné;17.34;82.66;0.0
35;Parthenay-de-Bretagne;39.31;60.69;0.0
35;Le Pertre;16.23;83.78;0.0
35;Le Petit-Fougeray;38.08;61.92;0.0
35;Pipriac;23.3;76.7;0.0
35;Piré-Chancé;28.03;71.98;0.0
35;Pléchâtel;33.36;66.65;0.0
35;Pleine-Fougères;21.42;78.59;0.0
35;Plélan-le-Grand;32.74;67.26;0.0
35;Plerguer;20.97;79.03;0.0
35;Plesder;30.86;69.14;0.0
35;Pleugueneuc;36.95;63.06;0.0
35;Pleumeleuc;33.4;66.6;0.0
35;Pleurtuit;24.73;75.26;0.01
35;Pocé-les-Bois;27.06;72.94;0.0
35;Poilley;14.22;85.78;0.0
35;Poligné;35.69;64.32;0.0
35;Princé;25.34;74.67;0.0
35;Québriac;36.38;63.62;0.0
35;Quédillac;31.59;68.42;0.0
35;Rannée;17.88;82.12;0.0
35;Redon;42.21;57.79;0.0
35;Renac;34.34;65.67;0.0
35;Rennes;57.22;42.78;0.0
35;Retiers;24.56;75.44;0.0
35;Le Rheu;48.48;51.52;0.0
35;La Richardais;24.57;75.43;0.0
35;Rimou;27.8;72.19;0.01
35;Romagné;21.85;78.15;0.0
35;Romazy;17.77;82.23;0.0
35;Romillé;37.79;62.21;0.0
35;Roz-Landrieux;16.69;83.31;0.0
35;Roz-sur-Couesnon;21.96;78.04;0.0
35;Sains;25.39;74.61;0.0
35;Sainte-Anne-sur-Vilaine;35.67;64.33;0.0
35;Saint-Armel;42.32;57.68;0.0
35;Saint-Aubin-d'Aubigné;33.89;66.11;0.0
35;Saint-Aubin-des-Landes;21.54;78.46;0.0
35;Saint-Aubin-du-Cormier;32.02;67.98;0.0
35;Saint-Benoît-des-Ondes;23.38;76.62;0.0
35;Saint-Briac-sur-Mer;20.67;79.34;0.0
35;Maen Roch;19.0;81.0;0.0
35;Saint-Brieuc-des-Iffs;47.55;52.44;0.01
35;Saint-Broladre;22.69;77.32;0.0
35;Saint-Christophe-des-Bois;21.75;78.25;0.0
35;Saint-Christophe-de-Valains;26.12;73.88;0.0
35;Sainte-Colombe;24.39;75.61;0.0
35;Saint-Coulomb;19.21;80.8;0.0
35;Saint-Didier;25.81;74.19;0.0
35;Saint-Domineuc;37.67;62.34;0.0
35;Saint-Erblon;32.35;67.65;0.0
35;Saint-Ganton;30.87;69.14;0.0
35;Saint-Georges-de-Gréhaigne;11.11;88.9;0.0
35;Saint-Georges-de-Reintembault;16.86;83.13;0.01
35;Saint-Germain-du-Pinel;19.31;80.69;0.0
35;Saint-Germain-en-Coglès;18.81;81.19;0.0
35;Saint-Germain-sur-Ille;58.08;41.92;0.0
35;Saint-Gilles;37.59;62.42;0.0
35;Saint-Gondran;38.3;61.7;0.0
35;Saint-Gonlay;51.37;48.64;0.0
35;Saint-Grégoire;29.43;70.56;0.01
35;Saint-Guinoux;23.39;76.6;0.01
35;Saint-Hilaire-des-Landes;25.48;74.51;0.01
35;Saint-Jacques-de-la-Lande;54.71;45.29;0.0
35;Rives-du-Couesnon;26.2;73.8;0.0
35;Saint-Jean-sur-Vilaine;24.23;75.77;0.0
35;Saint-Jouan-des-Guérets;24.16;75.85;0.0
35;Saint-Just;38.59;61.4;0.01
35;Saint-Léger-des-Prés;41.72;58.28;0.0
35;Saint-Lunaire;21.84;78.16;0.0
35;Saint-Malo;25.93;74.07;0.0
35;Saint-Malo-de-Phily;40.98;59.03;0.0
35;Saint-Malon-sur-Mel;38.43;61.57;0.0
35;Saint-Marcan;22.67;77.32;0.01
35;Saint-Marc-le-Blanc;21.32;78.68;0.0
35;Sainte-Marie;31.68;68.32;0.0
35;Saint-Maugan;43.45;56.55;0.0
35;Saint-Médard-sur-Ille;47.63;52.37;0.0
35;Saint-Méen-le-Grand;24.85;75.15;0.0
35;Saint-Méloir-des-Ondes;21.9;78.1;0.0
35;Saint-M'Hervé;18.48;81.52;0.0
35;Saint-Onen-la-Chapelle;23.16;76.83;0.01
35;Saint-Ouen-des-Alleux;25.6;74.4;0.0
35;Saint-Péran;34.98;65.02;0.0
35;Saint-Père-Marc-en-Poulet;24.96;75.03;0.01
35;Saint-Pern;41.94;58.06;0.0
35;Mesnil-Roc'h;32.76;67.23;0.01
35;Saint-Rémy-du-Plain;20.11;79.89;0.0
35;Saint-Sauveur-des-Landes;18.72;81.27;0.01
35;Saint-Séglin;22.96;77.04;0.0
35;Saint-Senoux;46.58;53.42;0.0
35;Saint-Suliac;31.05;68.94;0.01
35;Saint-Sulpice-la-Forêt;49.0;51.0;0.0
35;Saint-Sulpice-des-Landes;29.64;70.37;0.0
35;Saint-Symphorien;30.12;69.89;0.0
35;Saint-Thual;37.22;62.79;0.0
35;Saint-Thurial;28.91;71.08;0.01
35;Saint-Uniac;38.0;62.0;0.0
35;Saulnières;34.37;65.64;0.0
35;Le Sel-de-Bretagne;37.3;62.7;0.0
35;La Selle-en-Luitré;19.34;80.65;0.01
35;La Selle-Guerchaise;16.49;83.51;0.0
35;Sens-de-Bretagne;25.76;74.24;0.0
35;Servon-sur-Vilaine;34.36;65.64;0.0
35;Sixt-sur-Aff;24.16;75.83;0.01
35;Sougeal;20.43;79.58;0.0
35;Taillis;29.58;70.42;0.0
35;Talensac;41.49;58.52;0.0
35;Teillay;24.91;75.08;0.01
35;Le Theil-de-Bretagne;26.5;73.51;0.0
35;Thorigné-Fouillard;40.74;59.27;0.0
35;Thourie;33.25;66.75;0.0
35;Le Tiercent;30.7;69.3;0.0
35;Tinténiac;38.78;61.21;0.01
35;Torcé;21.73;78.27;0.0
35;Trans-la-Forêt;27.85;72.14;0.01
35;Treffendel;37.04;62.95;0.01
35;Trémeheuc;38.26;61.73;0.01
35;Tresboeuf;29.97;70.03;0.0
35;Trévérien;37.79;62.2;0.01
35;Trimer;41.13;58.86;0.01
35;Val-d'Izé;23.13;76.86;0.01
35;Vergéal;20.27;79.73;0.0
35;Le Verger;38.88;61.12;0.0
35;Vern-sur-Seiche;35.03;64.97;0.0
35;Vezin-le-Coquet;47.7;52.31;0.0
35;Vieux-Viel;16.37;83.62;0.01
35;Vieux-Vy-sur-Couesnon;33.19;66.82;0.0
35;Vignoc;31.15;68.86;0.0
35;Villamée;21.39;78.6;0.01
35;La Ville-ès-Nonais;28.65;71.35;0.0
35;Visseiche;20.45;79.55;0.0
35;Vitré;28.16;71.84;0.0
35;Le Vivier-sur-Mer;15.39;84.61;0.0
35;Le Tronchet;20.15;79.86;0.0
35;Pont-Péan;37.21;62.8;0.0
44;Abbaretz;36.05;63.95;0.0
44;Aigrefeuille-sur-Maine;30.41;69.59;0.0
44;Ancenis-Saint-Géréon;39.76;60.24;0.0
44;Chaumes-en-Retz;27.45;72.55;0.0
44;Assérac;34.62;65.39;0.0
44;Avessac;36.45;63.54;0.01
44;Basse-Goulaine;30.01;69.98;0.01
44;Batz-sur-Mer;25.77;74.24;0.0
44;La Bernerie-en-Retz;28.9;71.11;0.0
44;Besné;33.16;66.84;0.0
44;Le Bignon;32.42;67.57;0.01
44;Blain;40.54;59.46;0.0
44;La Boissière-du-Doré;27.85;72.15;0.0
44;Bouaye;39.6;60.39;0.01
44;Bouée;36.13;63.87;0.0
44;Bouguenais;48.38;51.62;0.0
44;Villeneuve-en-Retz;24.81;75.17;0.02
44;Boussay;26.23;73.78;0.0
44;Bouvron;40.97;59.04;0.0
44;Brains;40.26;59.75;0.0
44;Campbon;40.87;59.13;0.0
44;Carquefou;33.65;66.36;0.0
44;Casson;37.0;62.99;0.01
44;Le Cellier;38.74;61.27;0.0
44;Divatte-sur-Loire;28.41;71.58;0.01
44;La Chapelle-des-Marais;33.49;66.5;0.01
44;La Chapelle-Glain;20.26;79.74;0.0
44;La Chapelle-Heulin;27.87;72.13;0.0
44;La Chapelle-Launay;42.23;57.77;0.0
44;La Chapelle-sur-Erdre;44.39;55.6;0.01
44;Châteaubriant;30.63;69.36;0.01
44;Château-Thébaud;32.46;67.55;0.0
44;Chauvé;23.34;76.66;0.0
44;Cheix-en-Retz;35.03;64.98;0.0
44;La Chevrolière;32.37;67.63;0.0
44;Clisson;42.0;58.0;0.0
44;Conquereuil;34.26;65.74;0.0
44;Cordemais;29.22;70.77;0.01
44;Corsept;30.07;69.91;0.02
44;Couëron;42.16;57.85;0.0
44;Couffé;36.32;63.69;0.0
44;Le Croisic;20.86;79.14;0.0
44;Crossac;34.84;65.15;0.01
44;Derval;37.08;62.92;0.0
44;Donges;36.05;63.95;0.0
44;Drefféac;29.01;70.98;0.01
44;Erbray;32.95;67.06;0.0
44;La Baule-Escoublac;13.98;86.01;0.01
44;Fay-de-Bretagne;36.56;63.44;0.0
44;Fégréac;36.74;63.26;0.0
44;Fercé;31.14;68.87;0.0
44;Ingrandes-le-Fresne-sur-Loire;39.39;60.6;0.01
44;Frossay;27.03;72.98;0.0
44;Le Gâvre;45.85;54.15;0.0
44;Gétigné;32.03;67.97;0.0
44;Gorges;33.96;66.04;0.0
44;Grand-Auverné;28.18;71.82;0.0
44;Grandchamp-des-Fontaines;35.3;64.7;0.0
44;Guémené-Penfao;37.56;62.43;0.01
44;Guenrouet;34.0;66.01;0.0
44;Guérande;26.15;73.84;0.01
44;La Haie-Fouassière;36.65;63.36;0.0
44;Haute-Goulaine;30.09;69.91;0.0
44;Herbignac;30.15;69.85;0.0
44;Héric;32.65;67.35;0.0
44;Indre;54.8;45.2;0.0
44;Issé;28.17;71.83;0.0
44;Jans;31.64;68.36;0.0
44;Joué-sur-Erdre;38.27;61.73;0.0
44;Juigné-des-Moutiers;25.4;74.59;0.01
44;Le Landreau;29.88;70.12;0.0
44;Lavau-sur-Loire;53.45;46.54;0.01
44;Legé;24.78;75.22;0.0
44;Ligné;31.17;68.83;0.0
44;La Limouzinière;28.91;71.09;0.0
44;Le Loroux-Bottereau;30.63;69.38;0.0
44;Louisfert;26.65;73.36;0.0
44;Lusanger;27.54;72.46;0.0
44;Machecoul-Saint-Même;27.15;72.84;0.01
44;Maisdon-sur-Sèvre;33.7;66.3;0.0
44;Malville;38.94;61.07;0.0
44;La Marne;24.1;75.91;0.0
44;Marsac-sur-Don;39.16;60.84;0.0
44;Massérac;43.59;56.4;0.01
44;Mauves-sur-Loire;40.04;59.96;0.0
44;La Meilleraye-de-Bretagne;27.17;72.83;0.0
44;Mésanger;29.29;70.71;0.0
44;Mesquer;28.67;71.32;0.01
44;Missillac;28.54;71.47;0.0
44;Moisdon-la-Rivière;28.9;71.1;0.0
44;Monnières;37.6;62.39;0.01
44;La Montagne;54.92;45.08;0.0
44;Montbert;31.88;68.13;0.0
44;Montoir-de-Bretagne;37.46;62.53;0.01
44;Montrelais;38.75;61.25;0.0
44;Mouais;40.11;59.9;0.0
44;Les Moutiers-en-Retz;28.46;71.54;0.0
44;Mouzeil;34.58;65.42;0.0
44;Mouzillon;32.92;67.07;0.01
44;Nantes;52.74;47.25;0.01
44;Nort-sur-Erdre;38.82;61.18;0.0
44;Notre-Dame-des-Landes;44.14;55.87;0.0
44;Noyal-sur-Brutz;26.24;73.76;0.0
44;Nozay;40.0;60.0;0.0
44;Orvault;38.94;61.06;0.0
44;Oudon;42.67;57.33;0.0
44;Paimboeuf;38.34;61.65;0.01
44;Le Pallet;38.69;61.31;0.0
44;Pannecé;32.41;67.58;0.01
44;Paulx;23.22;76.78;0.0
44;Le Pellerin;45.75;54.25;0.0
44;Petit-Auverné;30.25;69.74;0.01
44;Petit-Mars;31.6;68.4;0.0
44;Pierric;29.25;70.74;0.01
44;Le Pin;18.35;81.66;0.0
44;Piriac-sur-Mer;22.77;77.23;0.0
44;La Plaine-sur-Mer;26.25;73.76;0.0
44;La Planche;24.72;75.28;0.0
44;Plessé;40.85;59.15;0.0
44;Pontchâteau;32.24;67.77;0.0
44;Pont-Saint-Martin;33.46;66.54;0.0
44;Pornic;23.27;76.73;0.0
44;Pornichet;23.33;76.66;0.01
44;Port-Saint-Père;34.4;65.59;0.01
44;Pouillé-les-Côteaux;29.84;70.16;0.0
44;Le Pouliguen;17.29;82.71;0.0
44;Préfailles;24.1;75.9;0.0
44;Prinquiau;34.71;65.29;0.0
44;Puceul;41.57;58.42;0.01
44;Quilly;39.61;60.4;0.0
44;La Regrippière;25.34;74.66;0.0
44;La Remaudière;28.46;71.54;0.0
44;Remouillé;28.24;71.75;0.01
44;Rezé;57.14;42.86;0.0
44;Riaillé;37.79;62.21;0.0
44;Rouans;33.69;66.32;0.0
44;Rougé;26.86;73.15;0.0
44;Ruffigné;26.15;73.85;0.0
44;Saffré;49.18;50.81;0.01
44;Saint-Aignan-Grandlieu;31.42;68.58;0.0
44;Saint-André-des-Eaux;24.09;75.91;0.0
44;Sainte-Anne-sur-Brivet;34.64;65.36;0.0
44;Saint-Aubin-des-Châteaux;35.53;64.47;0.0
44;Saint-Brevin-les-Pins;31.44;68.56;0.0
44;Saint-Colomban;28.93;71.08;0.0
44;Corcoué-sur-Logne;35.53;64.47;0.0
44;Saint-Etienne-de-Mer-Morte;19.74;80.26;0.0
44;Saint-Etienne-de-Montluc;32.67;67.33;0.0
44;Saint-Fiacre-sur-Maine;37.24;62.77;0.0
44;Saint-Gildas-des-Bois;25.66;74.34;0.0
44;Saint-Herblain;45.8;54.2;0.0
44;Vair-sur-Loire;35.04;64.97;0.0
44;Saint-Hilaire-de-Chaléons;31.36;68.63;0.01
44;Saint-Hilaire-de-Clisson;31.65;68.34;0.01
44;Saint-Jean-de-Boiseau;49.04;50.96;0.0
44;Saint-Joachim;36.5;63.5;0.0
44;Saint-Julien-de-Concelles;32.76;67.24;0.0
44;Saint-Julien-de-Vouvantes;18.59;81.4;0.01
44;Saint-Léger-les-Vignes;28.76;71.24;0.0
44;Sainte-Luce-sur-Loire;39.79;60.21;0.0
44;Saint-Lumine-de-Clisson;32.66;67.35;0.0
44;Saint-Lumine-de-Coutais;25.08;74.91;0.01
44;Saint-Lyphard;27.82;72.18;0.0
44;Saint-Malo-de-Guersac;43.71;56.28;0.01
44;Saint-Mars-de-Coutais;36.52;63.48;0.0
44;Saint-Mars-du-Désert;32.58;67.42;0.0
44;Vallons-de-l'Erdre;24.92;75.09;0.0
44;Saint-Michel-Chef-Chef;25.12;74.87;0.01
44;Saint-Molf;28.72;71.28;0.0
44;Saint-Nazaire;51.6;48.4;0.0
44;Saint-Nicolas-de-Redon;37.84;62.16;0.0
44;Sainte-Pazanne;32.96;67.04;0.0
44;Saint-Père-en-Retz;28.29;71.71;0.0
44;Saint-Philbert-de-Grand-Lieu;30.81;69.19;0.0
44;Sainte-Reine-de-Bretagne;36.29;63.71;0.0
44;Saint-Sébastien-sur-Loire;45.38;54.62;0.0
44;Saint-Viaud;26.63;73.37;0.0
44;Saint-Vincent-des-Landes;30.81;69.2;0.0
44;Sautron;23.4;76.6;0.0
44;Savenay;45.41;54.6;0.0
44;Sévérac;36.9;63.1;0.0
44;Sion-les-Mines;35.81;64.18;0.01
44;Les Sorinières;33.58;66.42;0.0
44;Soudan;26.2;73.8;0.0
44;Soulvache;25.27;74.74;0.0
44;Sucé-sur-Erdre;36.42;63.58;0.0
44;Teillé;37.5;62.5;0.0
44;Le Temple-de-Bretagne;30.05;69.95;0.0
44;Thouaré-sur-Loire;37.47;62.54;0.0
44;Les Touches;30.95;69.05;0.0
44;Touvois;22.39;77.61;0.0
44;Trans-sur-Erdre;38.21;61.78;0.01
44;Treffieux;40.38;59.62;0.0
44;Treillières;37.05;62.95;0.0
44;Trignac;38.78;61.21;0.01
44;La Turballe;25.83;74.16;0.01
44;Vallet;29.73;70.27;0.0
44;Loireauxence;35.18;64.82;0.0
44;Vay;42.69;57.31;0.0
44;Vertou;33.57;66.43;0.0
44;Vieillevigne;25.75;74.25;0.0
44;Vigneux-de-Bretagne;31.78;68.23;0.0
44;Villepot;22.83;77.17;0.0
44;Vue;33.66;66.35;0.0
44;La Chevallerais;42.6;57.39;0.01
44;La Roche-Blanche;26.16;73.84;0.0
44;Geneston;27.27;72.73;0.0
44;La Grigonnais;44.49;55.51;0.0
56;Allaire;19.51;80.48;0.01
56;Ambon;31.69;68.23;0.08
56;Arradon;31.87;67.93;0.2
56;Arzal;32.18;67.82;0.0
56;Arzon;20.91;78.93;0.16
56;Augan;15.75;84.25;0.0
56;Auray;31.79;68.21;0.0
56;Baden;30.67;69.15;0.18
56;Bangor;35.39;64.62;0.0
56;Baud;24.49;75.51;0.0
56;Béganne;18.39;81.61;0.0
56;Beignon;16.55;83.46;0.0
56;Belz;26.2;73.8;0.0
56;Berné;20.52;79.48;0.0
56;Berric;20.87;79.12;0.01
56;Bignan;17.7;82.3;0.0
56;Billiers;43.55;56.29;0.16
56;Billio;11.94;88.06;0.0
56;Bohal;14.92;85.09;0.0
56;Brandérion;23.46;76.54;0.0
56;Brandivy;27.31;72.69;0.0
56;Brech;29.55;70.45;0.0
56;Bréhan;14.42;85.59;0.0
56;Brignac;15.46;84.54;0.0
56;Bubry;27.07;72.93;0.0
56;Buléon;13.19;86.82;0.0
56;Caden;17.61;82.41;0.0
56;Calan;25.85;74.15;0.0
56;Camoël;17.32;82.68;0.0
56;Camors;30.92;69.08;0.0
56;Campénéac;11.88;88.13;0.0
56;Carentoir;13.42;86.57;0.01
56;Carnac;16.37;83.63;0.0
56;Caro;12.5;87.5;0.0
56;Caudan;21.77;78.22;0.01
56;La Chapelle-Neuve;25.7;74.29;0.01
56;Cléguer;22.05;77.94;0.01
56;Cléguérec;25.15;74.84;0.01
56;Colpo;24.43;75.56;0.01
56;Concoret;25.47;74.52;0.01
56;Cournon;15.42;84.59;0.0
56;Le Cours;18.09;81.91;0.0
56;Crach;21.64;78.36;0.0
56;Crédin;14.36;85.66;0.0
56;Le Croisty;25.64;74.37;0.0
56;La Croix-Helléan;15.78;84.22;0.0
56;Cruguel;13.73;86.26;0.01
56;Damgan;22.95;77.0;0.05
56;Elven;25.52;74.49;0.0
56;Erdeven;27.37;72.62;0.01
56;Etel;29.89;70.11;0.0
56;Evriguet;17.97;82.03;0.0
56;Le Faouët;31.07;68.93;0.0
56;Férel;21.19;78.81;0.0
56;Les Fougerêts;16.74;83.25;0.01
56;La Gacilly;15.77;84.23;0.0
56;Gâvres;34.51;65.5;0.0
56;Gestel;25.87;74.12;0.01
56;Gourhel;10.8;89.2;0.0
56;Gourin;21.41;78.59;0.0
56;Grand-Champ;23.9;76.11;0.0
56;La Grée-Saint-Laurent;9.5;90.51;0.0
56;Groix;38.14;61.86;0.0
56;Guégon;11.57;88.43;0.0
56;Guéhenno;18.15;81.84;0.01
56;Gueltas;16.42;83.58;0.0
56;Guémené-sur-Scorff;33.0;67.01;0.0
56;Guénin;20.13;79.88;0.0
56;Guer;13.14;86.86;0.0
56;Guern;28.33;71.67;0.0
56;Le Guerno;29.61;70.39;0.0
56;Guidel;22.87;77.13;0.0
56;Guillac;11.84;88.16;0.0
56;Guilliers;13.53;86.46;0.01
56;Guiscriff;22.93;77.07;0.0
56;Helléan;17.48;82.52;0.0
56;Hennebont;31.3;68.71;0.0
56;Le Hézo;34.9;64.93;0.17
56;Hoedic;16.07;83.92;0.01
56;Ile-d'Houat;23.66;76.34;0.0
56;Ile-aux-Moines;24.39;75.6;0.01
56;Ile-d'Arz;33.55;66.45;0.0
56;Inguiniel;22.06;77.94;0.0
56;Inzinzac-Lochrist;32.15;67.85;0.0
56;Josselin;14.22;85.78;0.0
56;Kerfourn;19.48;80.51;0.01
56;Kergrist;16.06;83.93;0.01
56;Kervignac;24.8;75.2;0.0
56;Landaul;27.54;72.45;0.01
56;Landévant;26.81;73.2;0.0
56;Lanester;42.24;57.77;0.0
56;Langoëlan;34.78;65.22;0.0
56;Langonnet;28.2;71.79;0.01
56;Languidic;24.0;76.0;0.0
