LIBGEO;CODGEO;filiere;energie_type;production_mwh;puissances_kw;Code département;Code de la commune
Trébeurden;22343;Solaire PV;Electricité;44.0;42.0;22;343
Trébeurden;22343;Solaire thermique;Chaleur;68.0;90.0;22;343
Trébrivan;22344;Bois énergie chaufferies;Chaleur;153.0;130.0;22;344
Trébrivan;22344;Bois énergie domestique;Chaleur;1403.0;1663.0;22;344
Trébrivan;22344;Hydroélectricité;Electricité;0.0;0.0;22;344
Trébrivan;22344;PAC (aérothermie et géothermie);Chaleur;316.0;402.0;22;344
Trébrivan;22344;Solaire thermique;Chaleur;10.0;10.0;22;344
Trébry;22345;Bois énergie domestique;Chaleur;1626.0;1927.0;22;345
Trébry;22345;Éolien terrestre;Electricité;16153.0;9000.0;22;345
Trébry;22345;Hydroélectricité;Electricité;0.0;0.0;22;345
Trébry;22345;PAC (aérothermie et géothermie);Chaleur;349.0;444.0;22;345
Trébry;22345;Solaire PV;Electricité;71.0;72.0;22;345
Trébry;22345;Solaire thermique;Chaleur;11.0;20.0;22;345
Trédaniel;22346;Bois énergie domestique;Chaleur;1686.0;1997.0;22;346
Trédaniel;22346;Hydroélectricité;Electricité;0.0;0.0;22;346
Trédaniel;22346;PAC (aérothermie et géothermie);Chaleur;319.0;406.0;22;346
Trédaniel;22346;Solaire PV;Electricité;69.0;65.0;22;346
Trédaniel;22346;Solaire thermique;Chaleur;10.0;10.0;22;346
Trédarzec;22347;Bois énergie domestique;Chaleur;2332.0;2763.0;22;347
Trédarzec;22347;Hydroélectricité;Electricité;0.0;0.0;22;347
Trédarzec;22347;PAC (aérothermie et géothermie);Chaleur;512.0;651.0;22;347
Trédarzec;22347;Solaire PV;Electricité;112.0;95.0;22;347
Trédarzec;22347;Solaire thermique;Chaleur;16.0;20.0;22;347
Trédias;22348;Bois énergie chaufferies;Chaleur;42.0;100.0;22;348
Trédias;22348;Bois énergie domestique;Chaleur;1037.0;1229.0;22;348
Trédias;22348;Hydroélectricité;Electricité;0.0;0.0;22;348
Trédias;22348;PAC (aérothermie et géothermie);Chaleur;226.0;287.0;22;348
Trédias;22348;Solaire PV;Electricité;98.0;96.0;22;348
Trédias;22348;Solaire thermique;Chaleur;7.0;10.0;22;348
Trédrez-Locquémeau;22349;Bois énergie domestique;Chaleur;3179.0;3767.0;22;349
Trédrez-Locquémeau;22349;Hydroélectricité;Electricité;0.0;0.0;22;349
Trédrez-Locquémeau;22349;PAC (aérothermie et géothermie);Chaleur;905.0;1151.0;22;349
Trédrez-Locquémeau;22349;Solaire thermique;Chaleur;28.0;40.0;22;349
Tréduder;22350;Bois énergie domestique;Chaleur;414.0;491.0;22;350
Tréduder;22350;Hydroélectricité;Electricité;0.0;0.0;22;350
Tréduder;22350;PAC (aérothermie et géothermie);Chaleur;118.0;150.0;22;350
Tréduder;22350;Solaire thermique;Chaleur;4.0;10.0;22;350
Treffrin;22351;Bois énergie domestique;Chaleur;1116.0;1322.0;22;351
Treffrin;22351;Hydroélectricité;Electricité;24.0;18.0;22;351
Treffrin;22351;PAC (aérothermie et géothermie);Chaleur;209.0;266.0;22;351
Treffrin;22351;Solaire thermique;Chaleur;7.0;10.0;22;351
Tréfumel;22352;Bois énergie domestique;Chaleur;575.0;681.0;22;352
Tréfumel;22352;Hydroélectricité;Electricité;0.0;0.0;22;352
Tréfumel;22352;PAC (aérothermie et géothermie);Chaleur;115.0;146.0;22;352
Tréfumel;22352;Solaire PV;Electricité;76.0;66.0;22;352
Tréfumel;22352;Solaire thermique;Chaleur;4.0;10.0;22;352
Trégastel;22353;Bois énergie domestique;Chaleur;4221.0;5001.0;22;353
Trégastel;22353;Hydroélectricité;Electricité;0.0;0.0;22;353
Trégastel;22353;PAC (aérothermie et géothermie);Chaleur;1749.0;2225.0;22;353
Trégastel;22353;Solaire thermique;Chaleur;55.0;80.0;22;353
Tréglamus;22354;Bois énergie domestique;Chaleur;1982.0;2348.0;22;354
Tréglamus;22354;Éolien terrestre;Electricité;8214.0;4000.0;22;354
Tréglamus;22354;Hydroélectricité;Electricité;0.0;0.0;22;354
Tréglamus;22354;PAC (aérothermie et géothermie);Chaleur;384.0;488.0;22;354
Tréglamus;22354;Solaire thermique;Chaleur;12.0;20.0;22;354
Trégomeur;22356;Bois énergie domestique;Chaleur;1548.0;1834.0;22;356
Trégomeur;22356;Hydroélectricité;Electricité;0.0;0.0;22;356
Trégomeur;22356;PAC (aérothermie et géothermie);Chaleur;344.0;437.0;22;356
Trégomeur;22356;Solaire thermique;Chaleur;11.0;20.0;22;356
Trégonneau;22358;Bois énergie domestique;Chaleur;1040.0;1232.0;22;358
Trégonneau;22358;Hydroélectricité;Electricité;0.0;0.0;22;358
Trégonneau;22358;PAC (aérothermie et géothermie);Chaleur;197.0;250.0;22;358
Trégonneau;22358;Solaire thermique;Chaleur;6.0;10.0;22;358
Trégrom;22359;Bois énergie chaufferies;Chaleur;123.0;80.0;22;359
Trégrom;22359;Bois énergie domestique;Chaleur;891.0;1056.0;22;359
Trégrom;22359;Hydroélectricité;Electricité;0.0;0.0;22;359
Trégrom;22359;PAC (aérothermie et géothermie);Chaleur;223.0;284.0;22;359
Trégrom;22359;Solaire PV;Electricité;107.0;90.0;22;359
Trégrom;22359;Solaire thermique;Chaleur;7.0;10.0;22;359
Trégueux;22360;Bois énergie domestique;Chaleur;10814.0;12812.0;22;360
Trégueux;22360;Hydroélectricité;Electricité;0.0;0.0;22;360
Trégueux;22360;PAC (aérothermie et géothermie);Chaleur;2674.0;3401.0;22;360
Trégueux;22360;Solaire PV;Electricité;183.0;178.0;22;360
Trégueux;22360;Solaire thermique;Chaleur;84.0;120.0;22;360
Tréguidel;22361;Bois énergie domestique;Chaleur;1116.0;1322.0;22;361
Tréguidel;22361;Hydroélectricité;Electricité;0.0;0.0;22;361
Tréguidel;22361;PAC (aérothermie et géothermie);Chaleur;262.0;334.0;22;361
Tréguidel;22361;Solaire thermique;Chaleur;8.0;10.0;22;361
Tréguier;22362;Bois énergie chaufferies;Chaleur;393.0;150.0;22;362
Tréguier;22362;Bois énergie domestique;Chaleur;3389.0;4015.0;22;362
Tréguier;22362;Hydroélectricité;Electricité;0.0;0.0;22;362
Tréguier;22362;PAC (aérothermie et géothermie);Chaleur;737.0;938.0;22;362
Tréguier;22362;Solaire thermique;Chaleur;23.0;30.0;22;362
Trélévern;22363;Bois énergie domestique;Chaleur;2804.0;3323.0;22;363
Trélévern;22363;Hydroélectricité;Electricité;0.0;0.0;22;363
Trélévern;22363;PAC (aérothermie et géothermie);Chaleur;761.0;968.0;22;363
Trélévern;22363;Solaire thermique;Chaleur;24.0;30.0;22;363
Trélivan;22364;Bois énergie domestique;Chaleur;5769.0;6835.0;22;364
Trélivan;22364;Hydroélectricité;Electricité;0.0;0.0;22;364
Trélivan;22364;PAC (aérothermie et géothermie);Chaleur;1046.0;1330.0;22;364
Trélivan;22364;Solaire PV;Electricité;30.0;27.0;22;364
Trélivan;22364;Solaire thermique;Chaleur;33.0;50.0;22;364
Trémargat;22365;Bois énergie domestique;Chaleur;355.0;421.0;22;365
Trémargat;22365;Hydroélectricité;Electricité;85.0;260.0;22;365
Trémargat;22365;PAC (aérothermie et géothermie);Chaleur;72.0;91.0;22;365
Trémargat;22365;Solaire thermique;Chaleur;2.0;0.0;22;365
Trémel;22366;Bois énergie domestique;Chaleur;904.0;1072.0;22;366
Trémel;22366;Hydroélectricité;Electricité;0.0;0.0;22;366
Trémel;22366;PAC (aérothermie et géothermie);Chaleur;228.0;290.0;22;366
Trémel;22366;Solaire thermique;Chaleur;7.0;10.0;22;366
Tréméreuc;22368;Bois énergie domestique;Chaleur;1238.0;1466.0;22;368
Tréméreuc;22368;Hydroélectricité;Electricité;0.0;0.0;22;368
Tréméreuc;22368;PAC (aérothermie et géothermie);Chaleur;273.0;347.0;22;368
Tréméreuc;22368;Solaire thermique;Chaleur;9.0;10.0;22;368
Trémeur;22369;Bois énergie domestique;Chaleur;1473.0;1745.0;22;369
Trémeur;22369;Hydroélectricité;Electricité;0.0;0.0;22;369
Trémeur;22369;PAC (aérothermie et géothermie);Chaleur;318.0;404.0;22;369
Trémeur;22369;Solaire thermique;Chaleur;10.0;10.0;22;369
Tréméven;22370;Bois énergie chaufferies;Chaleur;0.0;0.0;22;370
Tréméven;22370;Bois énergie domestique;Chaleur;766.0;908.0;22;370
Tréméven;22370;Hydroélectricité;Electricité;0.0;0.0;22;370
Tréméven;22370;PAC (aérothermie et géothermie);Chaleur;164.0;208.0;22;370
Tréméven;22370;Solaire thermique;Chaleur;5.0;10.0;22;370
Trémorel;22371;Bois énergie chaufferies;Chaleur;37173.0;8500.0;22;371
Trémorel;22371;Bois énergie domestique;Chaleur;2233.0;2646.0;22;371
Trémorel;22371;Hydroélectricité;Electricité;0.0;0.0;22;371
Trémorel;22371;Méthanisation;Biométhane;0.0;0.0;22;371
Trémorel;22371;PAC (aérothermie et géothermie);Chaleur;428.0;544.0;22;371
Trémorel;22371;Solaire PV;Electricité;196.0;177.0;22;371
Trémorel;22371;Solaire thermique;Chaleur;13.0;20.0;22;371
Trémuson;22372;Bois énergie domestique;Chaleur;3265.0;3869.0;22;372
Trémuson;22372;Hydroélectricité;Electricité;0.0;0.0;22;372
Trémuson;22372;PAC (aérothermie et géothermie);Chaleur;660.0;840.0;22;372
Trémuson;22372;Solaire PV;Electricité;51.0;49.0;22;372
Trémuson;22372;Solaire thermique;Chaleur;21.0;30.0;22;372
Tréogan;22373;Bois énergie domestique;Chaleur;250.0;296.0;22;373
Tréogan;22373;Hydroélectricité;Electricité;0.0;0.0;22;373
Tréogan;22373;PAC (aérothermie et géothermie);Chaleur;64.0;81.0;22;373
Tréogan;22373;Solaire thermique;Chaleur;2.0;0.0;22;373
Tressignaux;22375;Bois énergie chaufferies;Chaleur;305.0;220.0;22;375
Tressignaux;22375;Bois énergie domestique;Chaleur;1269.0;1503.0;22;375
Tressignaux;22375;Hydroélectricité;Electricité;0.0;0.0;22;375
Tressignaux;22375;PAC (aérothermie et géothermie);Chaleur;262.0;333.0;22;375
Tressignaux;22375;Solaire PV;Electricité;19.0;26.0;22;375
Tressignaux;22375;Solaire thermique;Chaleur;8.0;10.0;22;375
Trévé;22376;Bois énergie domestique;Chaleur;2976.0;3526.0;22;376
Trévé;22376;Éolien terrestre;Electricité;0.0;0.0;22;376
Trévé;22376;Hydroélectricité;Electricité;0.0;0.0;22;376
Trévé;22376;PAC (aérothermie et géothermie);Chaleur;581.0;739.0;22;376
Trévé;22376;Solaire PV;Electricité;102.0;102.0;22;376
Trévé;22376;Solaire thermique;Chaleur;18.0;30.0;22;376
Tréveneuc;22377;Bois énergie chaufferies;Chaleur;698.0;110.0;22;377
Tréveneuc;22377;Bois énergie domestique;Chaleur;1778.0;2106.0;22;377
Tréveneuc;22377;Hydroélectricité;Electricité;0.0;0.0;22;377
Tréveneuc;22377;PAC (aérothermie et géothermie);Chaleur;480.0;611.0;22;377
Tréveneuc;22377;Solaire thermique;Chaleur;15.0;20.0;22;377
Trévérec;22378;Bois énergie domestique;Chaleur;429.0;508.0;22;378
Trévérec;22378;Hydroélectricité;Electricité;0.0;0.0;22;378
Trévérec;22378;PAC (aérothermie et géothermie);Chaleur;99.0;126.0;22;378
Trévérec;22378;Solaire thermique;Chaleur;3.0;0.0;22;378
Trévou-Tréguignec;22379;Bois énergie chaufferies;Chaleur;199.0;140.0;22;379
Trévou-Tréguignec;22379;Bois énergie domestique;Chaleur;2817.0;3338.0;22;379
Trévou-Tréguignec;22379;Hydroélectricité;Electricité;0.0;0.0;22;379
Trévou-Tréguignec;22379;PAC (aérothermie et géothermie);Chaleur;934.0;1188.0;22;379
Trévou-Tréguignec;22379;Solaire PV;Electricité;127.0;91.0;22;379
Trévou-Tréguignec;22379;Solaire thermique;Chaleur;29.0;40.0;22;379
Trévron;22380;Bois énergie domestique;Chaleur;1364.0;1616.0;22;380
Trévron;22380;Hydroélectricité;Electricité;0.0;0.0;22;380
Trévron;22380;Méthanisation;Chaleur;0.0;0.0;22;380
Trévron;22380;PAC (aérothermie et géothermie);Chaleur;284.0;361.0;22;380
Trévron;22380;Solaire PV;Electricité;140.0;129.0;22;380
Trévron;22380;Solaire thermique;Chaleur;9.0;10.0;22;380
Trézény;22381;Bois énergie domestique;Chaleur;614.0;727.0;22;381
Trézény;22381;Hydroélectricité;Electricité;0.0;0.0;22;381
Trézény;22381;PAC (aérothermie et géothermie);Chaleur;134.0;170.0;22;381
Trézény;22381;Solaire thermique;Chaleur;4.0;10.0;22;381
Troguéry;22383;Bois énergie chaufferies;Chaleur;390.0;190.0;22;383
Troguéry;22383;Bois énergie domestique;Chaleur;512.0;607.0;22;383
Troguéry;22383;Hydroélectricité;Electricité;0.0;0.0;22;383
Troguéry;22383;PAC (aérothermie et géothermie);Chaleur;111.0;142.0;22;383
Troguéry;22383;Solaire thermique;Chaleur;4.0;0.0;22;383
Uzel;22384;Bois énergie domestique;Chaleur;1876.0;2222.0;22;384
Uzel;22384;Hydroélectricité;Electricité;0.0;0.0;22;384
Uzel;22384;PAC (aérothermie et géothermie);Chaleur;421.0;536.0;22;384
Uzel;22384;Solaire thermique;Chaleur;13.0;20.0;22;384
La Vicomté-sur-Rance;22385;Bois énergie domestique;Chaleur;2191.0;2595.0;22;385
La Vicomté-sur-Rance;22385;Hydroélectricité;Electricité;0.0;0.0;22;385
La Vicomté-sur-Rance;22385;PAC (aérothermie et géothermie);Chaleur;461.0;587.0;22;385
La Vicomté-sur-Rance;22385;Solaire thermique;Chaleur;14.0;20.0;22;385
Le Vieux-Bourg;22386;Bois énergie chaufferies;Chaleur;422.0;220.0;22;386
Le Vieux-Bourg;22386;Bois énergie domestique;Chaleur;1236.0;1465.0;22;386
Le Vieux-Bourg;22386;Hydroélectricité;Electricité;0.0;0.0;22;386
Le Vieux-Bourg;22386;PAC (aérothermie et géothermie);Chaleur;293.0;373.0;22;386
Le Vieux-Bourg;22386;Solaire PV;Electricité;164.0;159.0;22;386
Le Vieux-Bourg;22386;Solaire thermique;Chaleur;9.0;10.0;22;386
Le Vieux-Marché;22387;Bois énergie chaufferies;Chaleur;37.0;45.0;22;387
Le Vieux-Marché;22387;Bois énergie domestique;Chaleur;2457.0;2911.0;22;387
Le Vieux-Marché;22387;Hydroélectricité;Electricité;0.0;0.0;22;387
Le Vieux-Marché;22387;PAC (aérothermie et géothermie);Chaleur;596.0;758.0;22;387
Le Vieux-Marché;22387;Solaire thermique;Chaleur;19.0;30.0;22;387
Vildé-Guingalan;22388;Bois énergie domestique;Chaleur;2370.0;2809.0;22;388
Vildé-Guingalan;22388;Hydroélectricité;Electricité;0.0;0.0;22;388
Vildé-Guingalan;22388;PAC (aérothermie et géothermie);Chaleur;445.0;567.0;22;388
Vildé-Guingalan;22388;Solaire thermique;Chaleur;14.0;20.0;22;388
Yffiniac;22389;Bois énergie domestique;Chaleur;6064.0;7185.0;22;389
Yffiniac;22389;Hydroélectricité;Electricité;0.0;0.0;22;389
Yffiniac;22389;Méthanisation;Chaleur;271.0;140.0;22;389
Yffiniac;22389;Méthanisation;Electricité;271.0;140.0;22;389
Yffiniac;22389;PAC (aérothermie et géothermie);Chaleur;1546.0;1966.0;22;389
Yffiniac;22389;Solaire PV;Electricité;345.0;315.0;22;389
Yffiniac;22389;Solaire thermique;Chaleur;48.0;70.0;22;389
Yvias;22390;Bois énergie domestique;Chaleur;1582.0;1874.0;22;390
Yvias;22390;Hydroélectricité;Electricité;99.0;75.0;22;390
Yvias;22390;Méthanisation;Chaleur;1407.0;180.0;22;390
Yvias;22390;Méthanisation;Electricité;1173.0;150.0;22;390
Yvias;22390;PAC (aérothermie et géothermie);Chaleur;332.0;422.0;22;390
Yvias;22390;Solaire PV;Electricité;211.0;203.0;22;390
Yvias;22390;Solaire thermique;Chaleur;10.0;10.0;22;390
Yvignac-la-Tour;22391;Bois énergie domestique;Chaleur;2406.0;2850.0;22;391
Yvignac-la-Tour;22391;Éolien terrestre;Electricité;15262.0;8000.0;22;391
Yvignac-la-Tour;22391;Hydroélectricité;Electricité;0.0;0.0;22;391
Yvignac-la-Tour;22391;Méthanisation;Chaleur;0.0;0.0;22;391
Yvignac-la-Tour;22391;PAC (aérothermie et géothermie);Chaleur;563.0;715.0;22;391
Yvignac-la-Tour;22391;Solaire PV;Electricité;212.0;179.0;22;391
Yvignac-la-Tour;22391;Solaire thermique;Chaleur;18.0;20.0;22;391
Argol;29001;Bois énergie domestique;Chaleur;2063.0;2445.0;29;001
Argol;29001;Hydroélectricité;Electricité;0.0;0.0;29;001
Argol;29001;PAC (aérothermie et géothermie);Chaleur;516.0;657.0;29;001
Argol;29001;Solaire PV;Electricité;65.0;69.0;29;001
Argol;29001;Solaire thermique;Chaleur;16.0;20.0;29;001
Arzano;29002;Bois énergie chaufferies;Chaleur;552.0;200.0;29;002
Arzano;29002;Bois énergie domestique;Chaleur;2533.0;3001.0;29;002
Arzano;29002;Hydroélectricité;Electricité;0.0;0.0;29;002
Arzano;29002;Méthanisation;Chaleur;1446.0;275.0;29;002
Arzano;29002;Méthanisation;Electricité;1315.0;250.0;29;002
Arzano;29002;PAC (aérothermie et géothermie);Chaleur;490.0;623.0;29;002
Arzano;29002;Solaire PV;Electricité;57.0;59.0;29;002
Arzano;29002;Solaire thermique;Chaleur;15.0;20.0;29;002
Audierne;29003;Bois énergie chaufferies;Chaleur;0.0;0.0;29;003
Audierne;29003;Bois énergie domestique;Chaleur;7970.0;9442.0;29;003
Audierne;29003;Hydroélectricité;Electricité;0.0;0.0;29;003
Audierne;29003;PAC (aérothermie et géothermie);Chaleur;2281.0;2901.0;29;003
Audierne;29003;Solaire PV;Electricité;41.0;44.0;29;003
Audierne;29003;Solaire thermique;Chaleur;71.0;100.0;29;003
Bannalec;29004;Bois énergie chaufferies;Chaleur;991.0;540.0;29;004
Bannalec;29004;Bois énergie domestique;Chaleur;10892.0;12905.0;29;004
Bannalec;29004;Hydroélectricité;Electricité;0.0;0.0;29;004
Bannalec;29004;PAC (aérothermie et géothermie);Chaleur;2138.0;2719.0;29;004
Bannalec;29004;Solaire PV;Electricité;112.0;110.0;29;004
Bannalec;29004;Solaire thermique;Chaleur;67.0;90.0;29;004
Baye;29005;Bois énergie domestique;Chaleur;2314.0;2741.0;29;005
Baye;29005;Hydroélectricité;Electricité;0.0;0.0;29;005
Baye;29005;PAC (aérothermie et géothermie);Chaleur;434.0;551.0;29;005
Baye;29005;Solaire thermique;Chaleur;14.0;20.0;29;005
Bénodet;29006;Bois énergie domestique;Chaleur;4379.0;5188.0;29;006
Bénodet;29006;Hydroélectricité;Electricité;0.0;0.0;29;006
Bénodet;29006;PAC (aérothermie et géothermie);Chaleur;1870.0;2379.0;29;006
Bénodet;29006;Solaire thermique;Chaleur;58.0;80.0;29;006
Berrien;29007;Bois énergie domestique;Chaleur;2236.0;2649.0;29;007
Berrien;29007;Hydroélectricité;Electricité;0.0;0.0;29;007
Berrien;29007;PAC (aérothermie et géothermie);Chaleur;571.0;726.0;29;007
Berrien;29007;Solaire thermique;Chaleur;18.0;20.0;29;007
Beuzec-Cap-Sizun;29008;Bois énergie domestique;Chaleur;2256.0;2673.0;29;008
Beuzec-Cap-Sizun;29008;Éolien terrestre;Electricité;2802.0;1500.0;29;008
Beuzec-Cap-Sizun;29008;Hydroélectricité;Electricité;0.0;0.0;29;008
Beuzec-Cap-Sizun;29008;Méthanisation;Chaleur;2019.0;260.0;29;008
Beuzec-Cap-Sizun;29008;Méthanisation;Electricité;1569.0;202.0;29;008
Beuzec-Cap-Sizun;29008;PAC (aérothermie et géothermie);Chaleur;535.0;680.0;29;008
Beuzec-Cap-Sizun;29008;Solaire PV;Electricité;115.0;100.0;29;008
Beuzec-Cap-Sizun;29008;Solaire thermique;Chaleur;17.0;20.0;29;008
Bodilis;29010;Bois énergie domestique;Chaleur;2529.0;2997.0;29;010
Bodilis;29010;Hydroélectricité;Electricité;0.0;0.0;29;010
Bodilis;29010;PAC (aérothermie et géothermie);Chaleur;470.0;598.0;29;010
Bodilis;29010;Solaire PV;Electricité;36.0;36.0;29;010
Bodilis;29010;Solaire thermique;Chaleur;15.0;20.0;29;010
Bohars;29011;Bois énergie domestique;Chaleur;3898.0;4619.0;29;011
Bohars;29011;Fossile;Chaleur;994.0;4376.0;29;011
Bohars;29011;Fossile;Electricité;884.0;3890.0;29;011
Bohars;29011;Hydroélectricité;Electricité;0.0;0.0;29;011
Bohars;29011;Méthanisation;Biométhane;0.0;0.0;29;011
Bohars;29011;PAC (aérothermie et géothermie);Chaleur;952.0;1211.0;29;011
Bohars;29011;Solaire PV;Electricité;82.0;93.0;29;011
Bohars;29011;Solaire thermique;Chaleur;30.0;40.0;29;011
Bolazec;29012;Bois énergie domestique;Chaleur;525.0;622.0;29;012
Bolazec;29012;Hydroélectricité;Electricité;0.0;0.0;29;012
Bolazec;29012;PAC (aérothermie et géothermie);Chaleur;127.0;162.0;29;012
Bolazec;29012;Solaire thermique;Chaleur;4.0;10.0;29;012
Botmeur;29013;Bois énergie domestique;Chaleur;546.0;647.0;29;013
Botmeur;29013;Hydroélectricité;Electricité;0.0;0.0;29;013
Botmeur;29013;PAC (aérothermie et géothermie);Chaleur;149.0;189.0;29;013
Botmeur;29013;Solaire thermique;Chaleur;5.0;10.0;29;013
Botsorhel;29014;Bois énergie domestique;Chaleur;867.0;1027.0;29;014
Botsorhel;29014;Hydroélectricité;Electricité;0.0;0.0;29;014
Botsorhel;29014;Méthanisation;Chaleur;0.0;0.0;29;014
Botsorhel;29014;Méthanisation;Electricité;0.0;0.0;29;014
Botsorhel;29014;PAC (aérothermie et géothermie);Chaleur;228.0;290.0;29;014
Botsorhel;29014;Solaire thermique;Chaleur;7.0;10.0;29;014
Bourg-Blanc;29015;Bois énergie domestique;Chaleur;5244.0;6213.0;29;015
Bourg-Blanc;29015;Éolien terrestre;Electricité;0.0;0.0;29;015
Bourg-Blanc;29015;Hydroélectricité;Electricité;0.0;0.0;29;015
Bourg-Blanc;29015;Méthanisation;Chaleur;0.0;0.0;29;015
Bourg-Blanc;29015;PAC (aérothermie et géothermie);Chaleur;1059.0;1347.0;29;015
Bourg-Blanc;29015;Solaire PV;Electricité;239.0;226.0;29;015
Bourg-Blanc;29015;Solaire thermique;Chaleur;33.0;50.0;29;015
Brasparts;29016;Bois énergie chaufferies;Chaleur;1591.0;550.0;29;016
Brasparts;29016;Bois énergie domestique;Chaleur;2284.0;2707.0;29;016
Brasparts;29016;Hydroélectricité;Electricité;0.0;0.0;29;016
Brasparts;29016;PAC (aérothermie et géothermie);Chaleur;550.0;700.0;29;016
Brasparts;29016;Solaire thermique;Chaleur;17.0;20.0;29;016
Brélès;29017;Bois énergie domestique;Chaleur;1460.0;1729.0;29;017
Brélès;29017;Hydroélectricité;Electricité;0.0;0.0;29;017
Brélès;29017;PAC (aérothermie et géothermie);Chaleur;312.0;397.0;29;017
Brélès;29017;Solaire PV;Electricité;206.0;199.0;29;017
Brélès;29017;Solaire thermique;Chaleur;10.0;10.0;29;017
Brennilis;29018;Bois énergie domestique;Chaleur;1033.0;1224.0;29;018
Brennilis;29018;Fossile;Chaleur;0.0;0.0;29;018
Brennilis;29018;Fossile;Electricité;28095.0;309000.0;29;018
Brennilis;29018;Hydroélectricité;Electricité;0.0;0.0;29;018
Brennilis;29018;PAC (aérothermie et géothermie);Chaleur;276.0;351.0;29;018
Brennilis;29018;Solaire thermique;Chaleur;9.0;10.0;29;018
Brest;29019;Bois énergie chaufferies;Chaleur;31928.0;9150.0;29;019
Brest;29019;Bois énergie domestique;Chaleur;62631.0;74204.0;29;019
Brest;29019;Fossile;Chaleur;19084.0;5970.0;29;019
Brest;29019;Fossile;Electricité;17092.0;31130.0;29;019
Brest;29019;Hydroélectricité;Electricité;0.0;0.0;29;019
Brest;29019;PAC (aérothermie et géothermie);Chaleur;16197.0;20600.0;29;019
Brest;29019;Solaire PV;Electricité;926.0;965.0;29;019
Brest;29019;Solaire thermique;Chaleur;506.0;710.0;29;019
Brest;29019;Uiom;Chaleur;131059.0;36500.0;29;019
Brest;29019;Uiom;Electricité;21479.0;3200.0;29;019
Briec;29020;Bois énergie chaufferies;Chaleur;1049.0;850.0;29;020
Briec;29020;Bois énergie domestique;Chaleur;7998.0;9476.0;29;020
Briec;29020;Hydroélectricité;Electricité;0.0;0.0;29;020
Briec;29020;PAC (aérothermie et géothermie);Chaleur;1732.0;2203.0;29;020
Briec;29020;Solaire PV;Electricité;1671.0;1536.0;29;020
Briec;29020;Solaire thermique;Chaleur;54.0;80.0;29;020
Briec;29020;Uiom;Chaleur;36362.0;13000.0;29;020
Briec;29020;Uiom;Electricité;19140.0;3500.0;29;020
Plounéour-Brignogan-plages;29021;Bois énergie chaufferies;Chaleur;310.0;200.0;29;021
Plounéour-Brignogan-plages;29021;Bois énergie domestique;Chaleur;4992.0;5915.0;29;021
Plounéour-Brignogan-plages;29021;Hydroélectricité;Electricité;0.0;0.0;29;021
Plounéour-Brignogan-plages;29021;PAC (aérothermie et géothermie);Chaleur;1493.0;1899.0;29;021
Plounéour-Brignogan-plages;29021;Solaire PV;Electricité;264.0;221.0;29;021
Plounéour-Brignogan-plages;29021;Solaire thermique;Chaleur;47.0;70.0;29;021
Camaret-sur-Mer;29022;Bois énergie domestique;Chaleur;5863.0;6946.0;29;022
Camaret-sur-Mer;29022;Hydroélectricité;Electricité;0.0;0.0;29;022
Camaret-sur-Mer;29022;PAC (aérothermie et géothermie);Chaleur;1598.0;2032.0;29;022
Camaret-sur-Mer;29022;Solaire PV;Electricité;26.0;34.0;29;022
Camaret-sur-Mer;29022;Solaire thermique;Chaleur;50.0;70.0;29;022
Carantec;29023;Bois énergie domestique;Chaleur;6512.0;7715.0;29;023
Carantec;29023;Hydroélectricité;Electricité;0.0;0.0;29;023
Carantec;29023;PAC (aérothermie et géothermie);Chaleur;1974.0;2511.0;29;023
Carantec;29023;Solaire thermique;Chaleur;62.0;90.0;29;023
Carhaix-Plouguer;29024;Bois énergie chaufferies;Chaleur;1689.0;600.0;29;024
Carhaix-Plouguer;29024;Bois énergie domestique;Chaleur;8433.0;9992.0;29;024
Carhaix-Plouguer;29024;Fossile;Chaleur;0.0;0.0;29;024
Carhaix-Plouguer;29024;Fossile;Electricité;0.0;0.0;29;024
Carhaix-Plouguer;29024;Hydroélectricité;Electricité;0.0;0.0;29;024
Carhaix-Plouguer;29024;Méthanisation;Chaleur;2698.0;385.0;29;024
Carhaix-Plouguer;29024;PAC (aérothermie et géothermie);Chaleur;2390.0;3040.0;29;024
Carhaix-Plouguer;29024;Solaire PV;Electricité;217.0;224.0;29;024
Carhaix-Plouguer;29024;Solaire thermique;Chaleur;75.0;100.0;29;024
Carhaix-Plouguer;29024;Uiom;Chaleur;49826.0;9289.0;29;024
Carhaix-Plouguer;29024;Uiom;Electricité;0.0;0.0;29;024
Cast;29025;Bois énergie domestique;Chaleur;3139.0;3719.0;29;025
Cast;29025;Éolien terrestre;Electricité;22696.0;10000.0;29;025
Cast;29025;Hydroélectricité;Electricité;0.0;0.0;29;025
Cast;29025;PAC (aérothermie et géothermie);Chaleur;656.0;834.0;29;025
Cast;29025;Solaire PV;Electricité;89.0;80.0;29;025
Cast;29025;Solaire thermique;Chaleur;21.0;30.0;29;025
Châteaulin;29026;Bois énergie domestique;Chaleur;7087.0;8397.0;29;026
Châteaulin;29026;Éolien terrestre;Electricité;10328.0;7500.0;29;026
Châteaulin;29026;Hydroélectricité;Electricité;0.0;0.0;29;026
Châteaulin;29026;Méthanisation;Biométhane;0.0;0.0;29;026
Châteaulin;29026;PAC (aérothermie et géothermie);Chaleur;1404.0;1786.0;29;026
