LIBGEO;CODGEO;filiere;energie_type;production_mwh;puissances_kw;Code département;Code de la commune
Plounévézel;29205;PAC (aérothermie et géothermie);Chaleur;440.0;560.0;29;205
Plounévézel;29205;Solaire thermique;Chaleur;14.0;20.0;29;205
Plounévez-Lochrist;29206;Bois énergie domestique;Chaleur;4902.0;5808.0;29;206
Plounévez-Lochrist;29206;Hydroélectricité;Electricité;0.0;0.0;29;206
Plounévez-Lochrist;29206;Méthanisation;Chaleur;1255.0;133.0;29;206
Plounévez-Lochrist;29206;Méthanisation;Electricité;934.0;99.0;29;206
Plounévez-Lochrist;29206;PAC (aérothermie et géothermie);Chaleur;1096.0;1394.0;29;206
Plounévez-Lochrist;29206;Solaire PV;Electricité;941.0;987.0;29;206
Plounévez-Lochrist;29206;Solaire thermique;Chaleur;34.0;50.0;29;206
Plourin-lès-Morlaix;29207;Bois énergie domestique;Chaleur;7530.0;8922.0;29;207
Plourin-lès-Morlaix;29207;Hydroélectricité;Electricité;0.0;0.0;29;207
Plourin-lès-Morlaix;29207;Méthanisation;Biométhane;0.0;0.0;29;207
Plourin-lès-Morlaix;29207;Méthanisation;Chaleur;0.0;0.0;29;207
Plourin-lès-Morlaix;29207;Méthanisation;Electricité;0.0;0.0;29;207
Plourin-lès-Morlaix;29207;PAC (aérothermie et géothermie);Chaleur;1583.0;2013.0;29;207
Plourin-lès-Morlaix;29207;Solaire PV;Electricité;70.0;70.0;29;207
Plourin-lès-Morlaix;29207;Solaire thermique;Chaleur;49.0;70.0;29;207
Plourin;29208;Bois énergie domestique;Chaleur;1958.0;2319.0;29;208
Plourin;29208;Éolien terrestre;Electricité;9160.0;4700.0;29;208
Plourin;29208;Hydroélectricité;Electricité;0.0;0.0;29;208
Plourin;29208;Méthanisation;Chaleur;4886.0;591.0;29;208
Plourin;29208;Méthanisation;Electricité;4134.0;500.0;29;208
Plourin;29208;PAC (aérothermie et géothermie);Chaleur;435.0;553.0;29;208
Plourin;29208;Solaire PV;Electricité;414.0;374.0;29;208
Plourin;29208;Solaire thermique;Chaleur;14.0;20.0;29;208
Plouvien;29209;Bois énergie chaufferies;Chaleur;25890.0;9600.0;29;209
Plouvien;29209;Bois énergie domestique;Chaleur;5947.0;7046.0;29;209
Plouvien;29209;Éolien terrestre;Electricité;16057.0;10400.0;29;209
Plouvien;29209;Hydroélectricité;Electricité;43.0;33.0;29;209
Plouvien;29209;PAC (aérothermie et géothermie);Chaleur;1232.0;1567.0;29;209
Plouvien;29209;Solaire PV;Electricité;546.0;509.0;29;209
Plouvien;29209;Solaire thermique;Chaleur;39.0;50.0;29;209
Plouvorn;29210;Bois énergie domestique;Chaleur;5166.0;6121.0;29;210
Plouvorn;29210;Hydroélectricité;Electricité;0.0;0.0;29;210
Plouvorn;29210;Méthanisation;Chaleur;0.0;0.0;29;210
Plouvorn;29210;Méthanisation;Electricité;0.0;0.0;29;210
Plouvorn;29210;PAC (aérothermie et géothermie);Chaleur;1022.0;1300.0;29;210
Plouvorn;29210;Solaire PV;Electricité;264.0;260.0;29;210
Plouvorn;29210;Solaire thermique;Chaleur;32.0;40.0;29;210
Plouyé;29211;Bois énergie domestique;Chaleur;1701.0;2016.0;29;211
Plouyé;29211;Éolien terrestre;Electricité;0.0;3000.0;29;211
Plouyé;29211;Hydroélectricité;Electricité;0.0;0.0;29;211
Plouyé;29211;Méthanisation;Chaleur;0.0;0.0;29;211
Plouyé;29211;PAC (aérothermie et géothermie);Chaleur;428.0;545.0;29;211
Plouyé;29211;Solaire PV;Electricité;149.0;240.0;29;211
Plouyé;29211;Solaire thermique;Chaleur;13.0;20.0;29;211
Plouzané;29212;Bois énergie domestique;Chaleur;15016.0;17790.0;29;212
Plouzané;29212;Hydroélectricité;Electricité;0.0;0.0;29;212
Plouzané;29212;PAC (aérothermie et géothermie);Chaleur;3664.0;4659.0;29;212
Plouzané;29212;Solaire PV;Electricité;239.0;229.0;29;212
Plouzané;29212;Solaire thermique;Chaleur;114.0;160.0;29;212
Plouzévédé;29213;Bois énergie domestique;Chaleur;3332.0;3948.0;29;213
Plouzévédé;29213;Hydroélectricité;Electricité;0.0;0.0;29;213
Plouzévédé;29213;PAC (aérothermie et géothermie);Chaleur;671.0;853.0;29;213
Plouzévédé;29213;Solaire PV;Electricité;834.0;795.0;29;213
Plouzévédé;29213;Solaire thermique;Chaleur;21.0;30.0;29;213
Plovan;29214;Bois énergie domestique;Chaleur;1520.0;1801.0;29;214
Plovan;29214;Hydroélectricité;Electricité;0.0;0.0;29;214
Plovan;29214;PAC (aérothermie et géothermie);Chaleur;463.0;588.0;29;214
Plovan;29214;Solaire PV;Electricité;113.0;97.0;29;214
Plovan;29214;Solaire thermique;Chaleur;15.0;20.0;29;214
Plozévet;29215;Bois énergie chaufferies;Chaleur;17.0;15.0;29;215
Plozévet;29215;Bois énergie domestique;Chaleur;6442.0;7633.0;29;215
Plozévet;29215;Éolien terrestre;Electricité;8764.0;6000.0;29;215
Plozévet;29215;Hydroélectricité;Electricité;0.0;0.0;29;215
Plozévet;29215;PAC (aérothermie et géothermie);Chaleur;1833.0;2331.0;29;215
Plozévet;29215;Solaire PV;Electricité;252.0;216.0;29;215
Plozévet;29215;Solaire thermique;Chaleur;57.0;80.0;29;215
Pluguffan;29216;Bois énergie domestique;Chaleur;6566.0;7779.0;29;216
Pluguffan;29216;Hydroélectricité;Electricité;0.0;0.0;29;216
Pluguffan;29216;PAC (aérothermie et géothermie);Chaleur;1352.0;1719.0;29;216
Pluguffan;29216;Solaire PV;Electricité;116.0;113.0;29;216
Pluguffan;29216;Solaire thermique;Chaleur;42.0;60.0;29;216
Pont-Aven;29217;Bois énergie domestique;Chaleur;5926.0;7020.0;29;217
Pont-Aven;29217;Hydroélectricité;Electricité;0.0;0.0;29;217
Pont-Aven;29217;PAC (aérothermie et géothermie);Chaleur;1338.0;1702.0;29;217
Pont-Aven;29217;Solaire PV;Electricité;84.0;85.0;29;217
Pont-Aven;29217;Solaire thermique;Chaleur;42.0;60.0;29;217
Pont-Croix;29218;Bois énergie domestique;Chaleur;3200.0;3791.0;29;218
Pont-Croix;29218;Hydroélectricité;Electricité;0.0;0.0;29;218
Pont-Croix;29218;PAC (aérothermie et géothermie);Chaleur;743.0;945.0;29;218
Pont-Croix;29218;Solaire thermique;Chaleur;23.0;30.0;29;218
Pont-l'Abbé;29220;Bois énergie domestique;Chaleur;10085.0;11949.0;29;220
Pont-l'Abbé;29220;Fossile;Chaleur;0.0;0.0;29;220
Pont-l'Abbé;29220;Fossile;Electricité;0.0;0.0;29;220
Pont-l'Abbé;29220;Hydroélectricité;Electricité;0.0;0.0;29;220
Pont-l'Abbé;29220;PAC (aérothermie et géothermie);Chaleur;2875.0;3657.0;29;220
Pont-l'Abbé;29220;Solaire PV;Electricité;159.0;148.0;29;220
Pont-l'Abbé;29220;Solaire thermique;Chaleur;90.0;130.0;29;220
Porspoder;29221;Bois énergie domestique;Chaleur;3814.0;4518.0;29;221
Porspoder;29221;Hydroélectricité;Electricité;0.0;0.0;29;221
Porspoder;29221;PAC (aérothermie et géothermie);Chaleur;1090.0;1387.0;29;221
Porspoder;29221;Solaire thermique;Chaleur;34.0;50.0;29;221
Port-Launay;29222;Bois énergie domestique;Chaleur;707.0;837.0;29;222
Port-Launay;29222;Hydroélectricité;Electricité;0.0;0.0;29;222
Port-Launay;29222;PAC (aérothermie et géothermie);Chaleur;174.0;221.0;29;222
Port-Launay;29222;Solaire thermique;Chaleur;5.0;10.0;29;222
Pouldergat;29224;Bois énergie domestique;Chaleur;2090.0;2476.0;29;224
Pouldergat;29224;Éolien terrestre;Electricité;0.0;0.0;29;224
Pouldergat;29224;Hydroélectricité;Electricité;0.0;0.0;29;224
Pouldergat;29224;PAC (aérothermie et géothermie);Chaleur;449.0;571.0;29;224
Pouldergat;29224;Solaire thermique;Chaleur;14.0;20.0;29;224
Pouldreuzic;29225;Bois énergie domestique;Chaleur;3999.0;4738.0;29;225
Pouldreuzic;29225;Hydroélectricité;Electricité;0.0;0.0;29;225
Pouldreuzic;29225;Méthanisation;Chaleur;0.0;0.0;29;225
Pouldreuzic;29225;PAC (aérothermie et géothermie);Chaleur;990.0;1259.0;29;225
Pouldreuzic;29225;Solaire thermique;Chaleur;31.0;40.0;29;225
Poullan-sur-Mer;29226;Bois énergie domestique;Chaleur;3085.0;3655.0;29;226
Poullan-sur-Mer;29226;Hydroélectricité;Electricité;0.0;0.0;29;226
Poullan-sur-Mer;29226;PAC (aérothermie et géothermie);Chaleur;614.0;781.0;29;226
Poullan-sur-Mer;29226;Solaire PV;Electricité;311.0;275.0;29;226
Poullan-sur-Mer;29226;Solaire thermique;Chaleur;19.0;30.0;29;226
Poullaouen;29227;Bois énergie chaufferies;Chaleur;110.0;85.0;29;227
Poullaouen;29227;Bois énergie domestique;Chaleur;3718.0;4405.0;29;227
Poullaouen;29227;Hydroélectricité;Electricité;0.0;0.0;29;227
Poullaouen;29227;PAC (aérothermie et géothermie);Chaleur;916.0;1165.0;29;227
Poullaouen;29227;Solaire PV;Electricité;72.0;72.0;29;227
Poullaouen;29227;Solaire thermique;Chaleur;29.0;40.0;29;227
Primelin;29228;Bois énergie domestique;Chaleur;1924.0;2279.0;29;228
Primelin;29228;Hydroélectricité;Electricité;0.0;0.0;29;228
Primelin;29228;PAC (aérothermie et géothermie);Chaleur;540.0;687.0;29;228
Primelin;29228;Solaire thermique;Chaleur;17.0;20.0;29;228
Quéménéven;29229;Bois énergie domestique;Chaleur;2060.0;2440.0;29;229
Quéménéven;29229;Hydroélectricité;Electricité;0.0;0.0;29;229
Quéménéven;29229;PAC (aérothermie et géothermie);Chaleur;484.0;615.0;29;229
Quéménéven;29229;Solaire PV;Electricité;150.0;123.0;29;229
Quéménéven;29229;Solaire thermique;Chaleur;15.0;20.0;29;229
Querrien;29230;Bois énergie domestique;Chaleur;3591.0;4254.0;29;230
Querrien;29230;Hydroélectricité;Electricité;0.0;0.0;29;230
Querrien;29230;Méthanisation;Chaleur;0.0;0.0;29;230
Querrien;29230;Méthanisation;Electricité;0.0;0.0;29;230
Querrien;29230;PAC (aérothermie et géothermie);Chaleur;778.0;990.0;29;230
Querrien;29230;Solaire PV;Electricité;59.0;153.0;29;230
Querrien;29230;Solaire thermique;Chaleur;24.0;30.0;29;230
Quimper;29232;Bois énergie chaufferies;Chaleur;217.0;250.0;29;232
Quimper;29232;Bois énergie domestique;Chaleur;52364.0;62039.0;29;232
Quimper;29232;Fossile;Chaleur;0.0;0.0;29;232
Quimper;29232;Fossile;Electricité;0.0;0.0;29;232
Quimper;29232;Hydroélectricité;Electricité;0.0;0.0;29;232
Quimper;29232;Méthanisation;Biométhane;14540.0;3928.0;29;232
Quimper;29232;Méthanisation;Chaleur;5305.0;757.0;29;232
Quimper;29232;PAC (aérothermie et géothermie);Chaleur;13887.0;17661.0;29;232
Quimper;29232;Solaire PV;Electricité;956.0;1044.0;29;232
Quimper;29232;Solaire thermique;Chaleur;434.0;610.0;29;232
Quimperlé;29233;Bois énergie chaufferies;Chaleur;1548.0;650.0;29;233
Quimperlé;29233;Bois énergie domestique;Chaleur;13294.0;15750.0;29;233
Quimperlé;29233;Fossile;Chaleur;28730.0;8933.0;29;233
Quimperlé;29233;Fossile;Electricité;25538.0;7940.0;29;233
Quimperlé;29233;Hydroélectricité;Electricité;0.0;0.0;29;233
Quimperlé;29233;PAC (aérothermie et géothermie);Chaleur;3455.0;4394.0;29;233
Quimperlé;29233;Solaire PV;Electricité;414.0;347.0;29;233
Quimperlé;29233;Solaire thermique;Chaleur;108.0;150.0;29;233
Rédené;29234;Bois énergie chaufferies;Chaleur;619.0;290.0;29;234
Rédené;29234;Bois énergie domestique;Chaleur;4656.0;5516.0;29;234
Rédené;29234;Hydroélectricité;Electricité;0.0;0.0;29;234
Rédené;29234;Méthanisation;Chaleur;0.0;0.0;29;234
Rédené;29234;PAC (aérothermie et géothermie);Chaleur;956.0;1215.0;29;234
Rédené;29234;Solaire PV;Electricité;26.0;30.0;29;234
Rédené;29234;Solaire thermique;Chaleur;30.0;40.0;29;234
Le Relecq-Kerhuon;29235;Bois énergie domestique;Chaleur;12872.0;15251.0;29;235
Le Relecq-Kerhuon;29235;Fossile;Chaleur;6086.0;1755.0;29;235
Le Relecq-Kerhuon;29235;Fossile;Electricité;5410.0;1560.0;29;235
Le Relecq-Kerhuon;29235;Hydroélectricité;Electricité;0.0;0.0;29;235
Le Relecq-Kerhuon;29235;PAC (aérothermie et géothermie);Chaleur;3161.0;4020.0;29;235
Le Relecq-Kerhuon;29235;Solaire PV;Electricité;80.0;89.0;29;235
Le Relecq-Kerhuon;29235;Solaire thermique;Chaleur;99.0;140.0;29;235
Riec-sur-Bélon;29236;Bois énergie chaufferies;Chaleur;26.0;25.0;29;236
Riec-sur-Bélon;29236;Bois énergie domestique;Chaleur;9089.0;10768.0;29;236
Riec-sur-Bélon;29236;Hydroélectricité;Electricité;16.0;12.0;29;236
Riec-sur-Bélon;29236;PAC (aérothermie et géothermie);Chaleur;1971.0;2507.0;29;236
Riec-sur-Bélon;29236;Solaire PV;Electricité;505.0;428.0;29;236
Riec-sur-Bélon;29236;Solaire thermique;Chaleur;62.0;90.0;29;236
La Roche-Maurice;29237;Bois énergie domestique;Chaleur;2840.0;3365.0;29;237
La Roche-Maurice;29237;Hydroélectricité;Electricité;0.0;0.0;29;237
La Roche-Maurice;29237;PAC (aérothermie et géothermie);Chaleur;607.0;772.0;29;237
La Roche-Maurice;29237;Solaire PV;Electricité;30.0;31.0;29;237
La Roche-Maurice;29237;Solaire thermique;Chaleur;19.0;30.0;29;237
Roscanvel;29238;Bois énergie domestique;Chaleur;2356.0;2791.0;29;238
Roscanvel;29238;Hydroélectricité;Electricité;0.0;0.0;29;238
Roscanvel;29238;PAC (aérothermie et géothermie);Chaleur;697.0;886.0;29;238
Roscanvel;29238;Solaire thermique;Chaleur;22.0;30.0;29;238
Roscoff;29239;Bois énergie chaufferies;Chaleur;2590.0;900.0;29;239
Roscoff;29239;Bois énergie domestique;Chaleur;4239.0;5022.0;29;239
Roscoff;29239;Hydroélectricité;Electricité;0.0;0.0;29;239
Roscoff;29239;PAC (aérothermie et géothermie);Chaleur;1525.0;1939.0;29;239
Roscoff;29239;Solaire PV;Electricité;122.0;120.0;29;239
Roscoff;29239;Solaire thermique;Chaleur;48.0;70.0;29;239
Rosnoën;29240;Bois énergie domestique;Chaleur;1945.0;2304.0;29;240
Rosnoën;29240;Hydroélectricité;Electricité;0.0;0.0;29;240
Rosnoën;29240;PAC (aérothermie et géothermie);Chaleur;421.0;535.0;29;240
Rosnoën;29240;Solaire PV;Electricité;19.0;99.0;29;240
Rosnoën;29240;Solaire thermique;Chaleur;13.0;20.0;29;240
Rosporden;29241;Bois énergie chaufferies;Chaleur;574.0;320.0;29;241
Rosporden;29241;Bois énergie domestique;Chaleur;12121.0;14361.0;29;241
Rosporden;29241;Hydroélectricité;Electricité;0.0;0.0;29;241
Rosporden;29241;PAC (aérothermie et géothermie);Chaleur;2659.0;3382.0;29;241
Rosporden;29241;Solaire PV;Electricité;54.0;55.0;29;241
Rosporden;29241;Solaire thermique;Chaleur;83.0;120.0;29;241
Saint-Coulitz;29243;Bois énergie domestique;Chaleur;890.0;1054.0;29;243
Saint-Coulitz;29243;Éolien terrestre;Electricité;14059.0;8000.0;29;243
Saint-Coulitz;29243;Fossile;Chaleur;0.0;0.0;29;243
Saint-Coulitz;29243;Fossile;Electricité;343.0;6605.0;29;243
Saint-Coulitz;29243;Hydroélectricité;Electricité;0.0;0.0;29;243
Saint-Coulitz;29243;PAC (aérothermie et géothermie);Chaleur;190.0;241.0;29;243
Saint-Coulitz;29243;Solaire thermique;Chaleur;6.0;10.0;29;243
Saint-Derrien;29244;Bois énergie domestique;Chaleur;1458.0;1727.0;29;244
Saint-Derrien;29244;Hydroélectricité;Electricité;0.0;0.0;29;244
Saint-Derrien;29244;PAC (aérothermie et géothermie);Chaleur;281.0;358.0;29;244
Saint-Derrien;29244;Solaire PV;Electricité;42.0;44.0;29;244
Saint-Derrien;29244;Solaire thermique;Chaleur;9.0;10.0;29;244
Saint-Divy;29245;Bois énergie domestique;Chaleur;2469.0;2926.0;29;245
Saint-Divy;29245;Hydroélectricité;Electricité;0.0;0.0;29;245
Saint-Divy;29245;PAC (aérothermie et géothermie);Chaleur;483.0;614.0;29;245
Saint-Divy;29245;Solaire PV;Electricité;365.0;334.0;29;245
Saint-Divy;29245;Solaire thermique;Chaleur;15.0;20.0;29;245
Saint-Eloy;29246;Bois énergie domestique;Chaleur;424.0;502.0;29;246
Saint-Eloy;29246;Hydroélectricité;Electricité;0.0;0.0;29;246
Saint-Eloy;29246;PAC (aérothermie et géothermie);Chaleur;95.0;121.0;29;246
Saint-Eloy;29246;Solaire thermique;Chaleur;3.0;0.0;29;246
Saint-Évarzec;29247;Bois énergie chaufferies;Chaleur;0.0;0.0;29;247
Saint-Évarzec;29247;Bois énergie domestique;Chaleur;5832.0;6910.0;29;247
Saint-Évarzec;29247;Hydroélectricité;Electricité;0.0;0.0;29;247
Saint-Évarzec;29247;PAC (aérothermie et géothermie);Chaleur;1219.0;1550.0;29;247
Saint-Évarzec;29247;Solaire PV;Electricité;129.0;108.0;29;247
Saint-Évarzec;29247;Solaire thermique;Chaleur;38.0;50.0;29;247
Saint-Frégant;29248;Bois énergie domestique;Chaleur;1393.0;1650.0;29;248
Saint-Frégant;29248;Hydroélectricité;Electricité;0.0;0.0;29;248
Saint-Frégant;29248;PAC (aérothermie et géothermie);Chaleur;296.0;377.0;29;248
Saint-Frégant;29248;Solaire PV;Electricité;54.0;45.0;29;248
Saint-Frégant;29248;Solaire thermique;Chaleur;9.0;10.0;29;248
Saint-Goazec;29249;Bois énergie domestique;Chaleur;1841.0;2181.0;29;249
Saint-Goazec;29249;Hydroélectricité;Electricité;0.0;0.0;29;249
Saint-Goazec;29249;Méthanisation;Chaleur;168.0;24.0;29;249
Saint-Goazec;29249;PAC (aérothermie et géothermie);Chaleur;463.0;588.0;29;249
Saint-Goazec;29249;Solaire thermique;Chaleur;15.0;20.0;29;249
Saint-Hernin;29250;Bois énergie domestique;Chaleur;1782.0;2112.0;29;250
Saint-Hernin;29250;Hydroélectricité;Electricité;0.0;0.0;29;250
Saint-Hernin;29250;PAC (aérothermie et géothermie);Chaleur;391.0;497.0;29;250
Saint-Hernin;29250;Solaire PV;Electricité;110.0;111.0;29;250
Saint-Hernin;29250;Solaire thermique;Chaleur;12.0;20.0;29;250
Saint-Jean-du-Doigt;29251;Bois énergie chaufferies;Chaleur;0.0;0.0;29;251
Saint-Jean-du-Doigt;29251;Bois énergie domestique;Chaleur;1391.0;1648.0;29;251
Saint-Jean-du-Doigt;29251;Hydroélectricité;Electricité;0.0;0.0;29;251
Saint-Jean-du-Doigt;29251;PAC (aérothermie et géothermie);Chaleur;372.0;473.0;29;251
Saint-Jean-du-Doigt;29251;Solaire PV;Electricité;54.0;42.0;29;251
Saint-Jean-du-Doigt;29251;Solaire thermique;Chaleur;12.0;20.0;29;251
Saint-Jean-Trolimon;29252;Bois énergie domestique;Chaleur;1858.0;2201.0;29;252
Saint-Jean-Trolimon;29252;Hydroélectricité;Electricité;0.0;0.0;29;252
Saint-Jean-Trolimon;29252;PAC (aérothermie et géothermie);Chaleur;447.0;569.0;29;252
Saint-Jean-Trolimon;29252;Solaire thermique;Chaleur;14.0;20.0;29;252
Saint-Martin-des-Champs;29254;Bois énergie domestique;Chaleur;5793.0;6863.0;29;254
Saint-Martin-des-Champs;29254;Hydroélectricité;Electricité;0.0;0.0;29;254
Saint-Martin-des-Champs;29254;Méthanisation;Chaleur;0.0;0.0;29;254
Saint-Martin-des-Champs;29254;PAC (aérothermie et géothermie);Chaleur;1538.0;1956.0;29;254
Saint-Martin-des-Champs;29254;Solaire PV;Electricité;162.0;138.0;29;254
Saint-Martin-des-Champs;29254;Solaire thermique;Chaleur;48.0;70.0;29;254
Saint-Méen;29255;Bois énergie domestique;Chaleur;1372.0;1626.0;29;255
Saint-Méen;29255;Hydroélectricité;Electricité;0.0;0.0;29;255
Saint-Méen;29255;PAC (aérothermie et géothermie);Chaleur;291.0;370.0;29;255
Saint-Méen;29255;Solaire thermique;Chaleur;9.0;10.0;29;255
Saint-Nic;29256;Bois énergie domestique;Chaleur;1701.0;2016.0;29;256
Saint-Nic;29256;Hydroélectricité;Electricité;0.0;0.0;29;256
Saint-Nic;29256;PAC (aérothermie et géothermie);Chaleur;594.0;755.0;29;256
Saint-Nic;29256;Solaire PV;Electricité;154.0;175.0;29;256
Saint-Nic;29256;Solaire thermique;Chaleur;19.0;30.0;29;256
Saint-Pabu;29257;Bois énergie domestique;Chaleur;3993.0;4731.0;29;257
Saint-Pabu;29257;Hydroélectricité;Electricité;0.0;0.0;29;257
Saint-Pabu;29257;PAC (aérothermie et géothermie);Chaleur;1021.0;1299.0;29;257
Saint-Pabu;29257;Solaire PV;Electricité;38.0;85.0;29;257
Saint-Pabu;29257;Solaire thermique;Chaleur;32.0;40.0;29;257
Saint-Pol-de-Léon;29259;Bois énergie domestique;Chaleur;8537.0;10115.0;29;259
Saint-Pol-de-Léon;29259;Fossile;Chaleur;3858.0;1339.0;29;259
Saint-Pol-de-Léon;29259;Fossile;Electricité;3429.0;1190.0;29;259
Saint-Pol-de-Léon;29259;Hydroélectricité;Electricité;0.0;0.0;29;259
Saint-Pol-de-Léon;29259;PAC (aérothermie et géothermie);Chaleur;2590.0;3294.0;29;259
Saint-Pol-de-Léon;29259;Solaire PV;Electricité;660.0;571.0;29;259
Saint-Pol-de-Léon;29259;Solaire thermique;Chaleur;81.0;110.0;29;259
Saint-Renan;29260;Bois énergie domestique;Chaleur;8654.0;10253.0;29;260
Saint-Renan;29260;Fossile;Chaleur;25360.0;11742.0;29;260
Saint-Renan;29260;Fossile;Electricité;22544.0;10437.0;29;260
Saint-Renan;29260;Hydroélectricité;Electricité;0.0;0.0;29;260
Saint-Renan;29260;PAC (aérothermie et géothermie);Chaleur;2163.0;2751.0;29;260
Saint-Renan;29260;Solaire PV;Electricité;82.0;69.0;29;260
Saint-Renan;29260;Solaire thermique;Chaleur;68.0;90.0;29;260
Saint-Rivoal;29261;Bois énergie domestique;Chaleur;499.0;591.0;29;261
Saint-Rivoal;29261;Hydroélectricité;Electricité;0.0;0.0;29;261
Saint-Rivoal;29261;PAC (aérothermie et géothermie);Chaleur;129.0;165.0;29;261
Saint-Rivoal;29261;Solaire thermique;Chaleur;4.0;10.0;29;261
Saint-Sauveur;29262;Bois énergie domestique;Chaleur;1460.0;1730.0;29;262
Saint-Sauveur;29262;Hydroélectricité;Electricité;0.0;0.0;29;262
Saint-Sauveur;29262;Méthanisation;Chaleur;0.0;0.0;29;262
Saint-Sauveur;29262;PAC (aérothermie et géothermie);Chaleur;317.0;403.0;29;262
Saint-Sauveur;29262;Solaire PV;Electricité;178.0;171.0;29;262
Saint-Sauveur;29262;Solaire thermique;Chaleur;10.0;10.0;29;262
Saint-Ségal;29263;Bois énergie domestique;Chaleur;1999.0;2369.0;29;263
Saint-Ségal;29263;Hydroélectricité;Electricité;0.0;0.0;29;263
Saint-Ségal;29263;PAC (aérothermie et géothermie);Chaleur;394.0;501.0;29;263
Saint-Ségal;29263;Solaire PV;Electricité;45.0;76.0;29;263
Saint-Ségal;29263;Solaire thermique;Chaleur;12.0;20.0;29;263
Saint-Servais;29264;Bois énergie domestique;Chaleur;1162.0;1377.0;29;264
Saint-Servais;29264;Hydroélectricité;Electricité;0.0;0.0;29;264
Saint-Servais;29264;PAC (aérothermie et géothermie);Chaleur;242.0;307.0;29;264
Saint-Servais;29264;Solaire thermique;Chaleur;8.0;10.0;29;264
Sainte-Sève;29265;Bois énergie domestique;Chaleur;1708.0;2024.0;29;265
Sainte-Sève;29265;Hydroélectricité;Electricité;0.0;0.0;29;265
Sainte-Sève;29265;PAC (aérothermie et géothermie);Chaleur;344.0;437.0;29;265
Sainte-Sève;29265;Solaire PV;Electricité;62.0;56.0;29;265
Sainte-Sève;29265;Solaire thermique;Chaleur;11.0;20.0;29;265
Saint-Thégonnec Loc-Eguiner;29266;Bois énergie domestique;Chaleur;5010.0;5936.0;29;266
Saint-Thégonnec Loc-Eguiner;29266;Éolien terrestre;Electricité;6361.0;4000.0;29;266
Saint-Thégonnec Loc-Eguiner;29266;Hydroélectricité;Electricité;0.0;0.0;29;266
Saint-Thégonnec Loc-Eguiner;29266;Méthanisation;Chaleur;0.0;0.0;29;266
Saint-Thégonnec Loc-Eguiner;29266;Méthanisation;Electricité;0.0;0.0;29;266
Saint-Thégonnec Loc-Eguiner;29266;PAC (aérothermie et géothermie);Chaleur;1096.0;1394.0;29;266
Saint-Thégonnec Loc-Eguiner;29266;Solaire PV;Electricité;476.0;443.0;29;266
Saint-Thégonnec Loc-Eguiner;29266;Solaire thermique;Chaleur;34.0;50.0;29;266
Saint-Thois;29267;Bois énergie domestique;Chaleur;1332.0;1578.0;29;267
Saint-Thois;29267;Hydroélectricité;Electricité;0.0;0.0;29;267
Saint-Thois;29267;PAC (aérothermie et géothermie);Chaleur;348.0;443.0;29;267
Saint-Thois;29267;Solaire thermique;Chaleur;11.0;20.0;29;267
Saint-Thonan;29268;Bois énergie domestique;Chaleur;2711.0;3212.0;29;268
Saint-Thonan;29268;Hydroélectricité;Electricité;0.0;0.0;29;268
Saint-Thonan;29268;PAC (aérothermie et géothermie);Chaleur;531.0;675.0;29;268
Saint-Thonan;29268;Solaire PV;Electricité;27.0;45.0;29;268
Saint-Thonan;29268;Solaire thermique;Chaleur;17.0;20.0;29;268
Saint-Thurien;29269;Bois énergie domestique;Chaleur;2068.0;2450.0;29;269
Saint-Thurien;29269;Hydroélectricité;Electricité;0.0;0.0;29;269
Saint-Thurien;29269;PAC (aérothermie et géothermie);Chaleur;431.0;548.0;29;269
Saint-Thurien;29269;Solaire thermique;Chaleur;14.0;20.0;29;269
Saint-Urbain;29270;Bois énergie domestique;Chaleur;2424.0;2872.0;29;270
Saint-Urbain;29270;Hydroélectricité;Electricité;0.0;0.0;29;270
Saint-Urbain;29270;PAC (aérothermie et géothermie);Chaleur;503.0;640.0;29;270
Saint-Urbain;29270;Solaire PV;Electricité;78.0;147.0;29;270
Saint-Urbain;29270;Solaire thermique;Chaleur;16.0;20.0;29;270
Saint-Vougay;29271;Bois énergie domestique;Chaleur;1828.0;2165.0;29;271
Saint-Vougay;29271;Hydroélectricité;Electricité;0.0;0.0;29;271
Saint-Vougay;29271;PAC (aérothermie et géothermie);Chaleur;364.0;463.0;29;271
Saint-Vougay;29271;Solaire PV;Electricité;591.0;536.0;29;271
Saint-Vougay;29271;Solaire thermique;Chaleur;11.0;20.0;29;271
Saint-Yvi;29272;Bois énergie chaufferies;Chaleur;77.0;100.0;29;272
Saint-Yvi;29272;Bois énergie domestique;Chaleur;5025.0;5953.0;29;272
Saint-Yvi;29272;Hydroélectricité;Electricité;0.0;0.0;29;272
Saint-Yvi;29272;PAC (aérothermie et géothermie);Chaleur;1044.0;1328.0;29;272
Saint-Yvi;29272;Solaire PV;Electricité;345.0;302.0;29;272
Saint-Yvi;29272;Solaire thermique;Chaleur;33.0;50.0;29;272
Santec;29273;Bois énergie domestique;Chaleur;5349.0;6337.0;29;273
Santec;29273;Hydroélectricité;Electricité;0.0;0.0;29;273
Santec;29273;PAC (aérothermie et géothermie);Chaleur;1255.0;1596.0;29;273
Santec;29273;Solaire PV;Electricité;43.0;46.0;29;273
Santec;29273;Solaire thermique;Chaleur;39.0;50.0;29;273
Scaër;29274;Bois énergie chaufferies;Chaleur;2066.0;985.0;29;274
Scaër;29274;Bois énergie domestique;Chaleur;10684.0;12658.0;29;274
