CODGEO,LIBGEO,Code département,annee,type,code_de_la_commune,code_com,geo_point,loyer_pr_dit_en_euros_par_m_,nom_com,code_dep
22050,Dinan,22,2024,carte loyer,050,22050,"48.44612091913673, -2.0513021305898294",12.150128344151,Dinan,22
22050,Dinan,22,2024,carte loyer,050,22050,"48.44612091913673, -2.0513021305898294",9.52785032518246,Dinan,22
22052,Duault,22,2024,carte loyer,052,22052,"48.364888158360685, -3.436003914924763",7.00107816870564,Duault,22
22052,Duault,22,2024,carte loyer,052,22052,"48.364888158360685, -3.436003914924763",6.9025055945597,Duault,22
22053,Éréac,22,2024,carte loyer,053,22053,"48.274287039210606, -2.343933387805328",9.15409425662729,Éréac,22
22053,Éréac,22,2024,carte loyer,053,22053,"48.274287039210606, -2.343933387805328",7.39704804619821,Éréac,22
22054,Erquy,22,2024,carte loyer,054,22054,"48.61941709431571, -2.4583856753027256",10.5474393861826,Erquy,22
22054,Erquy,22,2024,carte loyer,054,22054,"48.61941709431571, -2.4583856753027256",9.40406254394859,Erquy,22
22055,Binic-Étables-sur-Mer,22,2024,carte loyer,055,22055,"48.616854697979164, -2.8378636783415674",11.5896376255706,Binic-Étables-sur-Mer,22
22055,Binic-Étables-sur-Mer,22,2024,carte loyer,055,22055,"48.616854697979164, -2.8378636783415674",10.2028454601901,Binic-Étables-sur-Mer,22
22056,Évran,22,2024,carte loyer,056,22056,"48.38491069365288, -1.9800607383794606",8.88734466002155,Évran,22
22056,Évran,22,2024,carte loyer,056,22056,"48.38491069365288, -1.9800607383794606",9.03560484765086,Évran,22
22057,Le Faouët,22,2024,carte loyer,057,22057,"48.67894581661151, -3.07389448983065",9.63595531922072,Le Faouët,22
22057,Le Faouët,22,2024,carte loyer,057,22057,"48.67894581661151, -3.07389448983065",9.05298989837502,Le Faouët,22
22059,Le Fœil,22,2024,carte loyer,059,22059,"48.41742839393511, -2.9149768281574744",9.33944698640629,Le Fœil,22
22059,Le Fœil,22,2024,carte loyer,059,22059,"48.41742839393511, -2.9149768281574744",7.59803665050264,Le Fœil,22
22060,Gausson,22,2024,carte loyer,060,22060,"48.29305378448452, -2.761208784518627",7.89460202301942,Gausson,22
22060,Gausson,22,2024,carte loyer,060,22060,"48.29305378448452, -2.761208784518627",7.0259460902392,Gausson,22
22061,Glomel,22,2024,carte loyer,061,22061,"48.205711014474254, -3.3880569640213585",8.76805053777329,Glomel,22
22061,Glomel,22,2024,carte loyer,061,22061,"48.205711014474254, -3.3880569640213585",6.9025055945597,Glomel,22
22062,Gomené,22,2024,carte loyer,062,22062,"48.18009823823096, -2.4920269673041373",8.08285076112115,Gomené,22
22062,Gomené,22,2024,carte loyer,062,22062,"48.18009823823096, -2.4920269673041373",7.39704804619821,Gomené,22
22063,Gommenec'h,22,2024,carte loyer,063,22063,"48.637393629577176, -3.0478214611086005",9.22160622471704,Gommenec'h,22
22063,Gommenec'h,22,2024,carte loyer,063,22063,"48.637393629577176, -3.0478214611086005",8.63263041664484,Gommenec'h,22
22064,Gouarec,22,2024,carte loyer,064,22064,"48.23557643640287, -3.1955906946679757",7.00107816870564,Gouarec,22
22064,Gouarec,22,2024,carte loyer,064,22064,"48.23557643640287, -3.1955906946679757",7.94901853142507,Gouarec,22
22065,Goudelin,22,2024,carte loyer,065,22065,"48.60344887015755, -3.0228218900965196",9.97436262493348,Goudelin,22
22065,Goudelin,22,2024,carte loyer,065,22065,"48.60344887015755, -3.0228218900965196",8.15545924851326,Goudelin,22
22067,Grâces,22,2024,carte loyer,067,22067,"48.544781542331755, -3.1824290792102907",8.15264805619419,Grâces,22
22067,Grâces,22,2024,carte loyer,067,22067,"48.544781542331755, -3.1824290792102907",8.38049305641257,Grâces,22
22068,Grâce-Uzel,22,2024,carte loyer,068,22068,"48.25037219275086, -2.794165709487651",7.89460202301942,Grâce-Uzel,22
22068,Grâce-Uzel,22,2024,carte loyer,068,22068,"48.25037219275086, -2.794165709487651",7.0259460902392,Grâce-Uzel,22
22069,Guenroc,22,2024,carte loyer,069,22069,"48.313634238785724, -2.0806987621722692",10.9427490184733,Guenroc,22
22069,Guenroc,22,2024,carte loyer,069,22069,"48.313634238785724, -2.0806987621722692",8.8282506077058,Guenroc,22
22070,Guingamp,22,2024,carte loyer,070,22070,"48.5606296002789, -3.153483856443051",10.16641861207,Guingamp,22
22070,Guingamp,22,2024,carte loyer,070,22070,"48.5606296002789, -3.153483856443051",8.51041846315544,Guingamp,22
22071,Guitté,22,2024,carte loyer,071,22071,"48.290858390709175, -2.102006426579971",8.88734466002155,Guitté,22
22071,Guitté,22,2024,carte loyer,071,22071,"48.290858390709175, -2.102006426579971",7.87304222581911,Guitté,22
22072,Gurunhuel,22,2024,carte loyer,072,22072,"48.5084390529387, -3.2887619158372385",6.86078782116046,Gurunhuel,22
22072,Gurunhuel,22,2024,carte loyer,072,22072,"48.5084390529387, -3.2887619158372385",7.23941362128617,Gurunhuel,22
22073,La Harmoye,22,2024,carte loyer,073,22073,"48.34601944912991, -2.9687827470942216",7.89460202301942,La Harmoye,22
22073,La Harmoye,22,2024,carte loyer,073,22073,"48.34601944912991, -2.9687827470942216",7.59803665050264,La Harmoye,22
22074,Le Haut-Corlay,22,2024,carte loyer,074,22074,"48.34049323560732, -3.0321258004545015",9.33944698640629,Le Haut-Corlay,22
22074,Le Haut-Corlay,22,2024,carte loyer,074,22074,"48.34049323560732, -3.0321258004545015",7.94901853142507,Le Haut-Corlay,22
22075,Hémonstoir,22,2024,carte loyer,075,22075,"48.157236237898246, -2.850013769833973",10.7918610690729,Hémonstoir,22
22075,Hémonstoir,22,2024,carte loyer,075,22075,"48.157236237898246, -2.850013769833973",7.15080317411905,Hémonstoir,22
22076,Hénanbihen,22,2024,carte loyer,076,22076,"48.55798404647853, -2.381554908505979",10.5474393861826,Hénanbihen,22
22076,Hénanbihen,22,2024,carte loyer,076,22076,"48.55798404647853, -2.381554908505979",8.60415927595695,Hénanbihen,22
22077,Hénansal,22,2024,carte loyer,077,22077,"48.53792668096101, -2.4478386890533526",10.4049369166459,Hénansal,22
22077,Hénansal,22,2024,carte loyer,077,22077,"48.53792668096101, -2.4478386890533526",8.60415927595695,Hénansal,22
22079,Hénon,22,2024,carte loyer,079,22079,"48.38674852310644, -2.683781581736478",9.63964911899414,Hénon,22
22079,Hénon,22,2024,carte loyer,079,22079,"48.38674852310644, -2.683781581736478",7.53337916656456,Hénon,22
22081,Hillion,22,2024,carte loyer,081,22081,"48.502995294821886, -2.6462131760070013",10.6957927192146,Hillion,22
22081,Hillion,22,2024,carte loyer,081,22081,"48.502995294821886, -2.6462131760070013",8.91297023244577,Hillion,22
22082,Le Hinglé,22,2024,carte loyer,082,22082,"48.397988313749984, -2.0828373600169927",11.2004142590537,Le Hinglé,22
22082,Le Hinglé,22,2024,carte loyer,082,22082,"48.397988313749984, -2.0828373600169927",9.06914516908406,Le Hinglé,22
22083,Illifaut,22,2024,carte loyer,083,22083,"48.14444310436233, -2.336130932655529",9.15409425662729,Illifaut,22
22083,Illifaut,22,2024,carte loyer,083,22083,"48.14444310436233, -2.336130932655529",7.39704804619821,Illifaut,22
22084,Jugon-les-Lacs,22,2024,carte loyer,084,22084,"48.40610977170293, -2.326899750070944",11.2004142590537,Jugon-les-Lacs,22
22084,Jugon-les-Lacs,22,2024,carte loyer,084,22084,"48.40610977170293, -2.326899750070944",7.93178814991944,Jugon-les-Lacs,22
22085,Kerbors,22,2024,carte loyer,085,22085,"48.823601548065966, -3.1817585984897487",10.4117640468499,Kerbors,22
22085,Kerbors,22,2024,carte loyer,085,22085,"48.823601548065966, -3.1817585984897487",8.70429282293193,Kerbors,22
22086,Kerfot,22,2024,carte loyer,086,22086,"48.73687170732632, -3.0314775082213297",10.5357529467107,Kerfot,22
22086,Kerfot,22,2024,carte loyer,086,22086,"48.73687170732632, -3.0314775082213297",8.97670873268001,Kerfot,22
22087,Kergrist-Moëlou,22,2024,carte loyer,087,22087,"48.29460489080976, -3.325603227294781",7.00107816870564,Kergrist-Moëlou,22
22087,Kergrist-Moëlou,22,2024,carte loyer,087,22087,"48.29460489080976, -3.325603227294781",6.9025055945597,Kergrist-Moëlou,22
22088,Kerien,22,2024,carte loyer,088,22088,"48.40939302468879, -3.230680461477553",8.15264805619419,Kerien,22
22088,Kerien,22,2024,carte loyer,088,22088,"48.40939302468879, -3.230680461477553",7.63398112473734,Kerien,22
22090,Kermaria-Sulard,22,2024,carte loyer,090,22090,"48.77349033102501, -3.3733885820496323",10.0094169143978,Kermaria-Sulard,22
22090,Kermaria-Sulard,22,2024,carte loyer,090,22090,"48.77349033102501, -3.3733885820496323",8.23843488210609,Kermaria-Sulard,22
22091,Kermoroc'h,22,2024,carte loyer,091,22091,"48.61487083619394, -3.2036352848070537",9.22160622471704,Kermoroc'h,22
22091,Kermoroc'h,22,2024,carte loyer,091,22091,"48.61487083619394, -3.2036352848070537",7.92522183987303,Kermoroc'h,22
22092,Kerpert,22,2024,carte loyer,092,22092,"48.389910884605634, -3.1364122348887866",7.00107816870564,Kerpert,22
22092,Kerpert,22,2024,carte loyer,092,22092,"48.389910884605634, -3.1364122348887866",7.94901853142507,Kerpert,22
22093,Lamballe-Armor,22,2024,carte loyer,093,22093,"48.48507006191167, -2.529991643442078",11.2954315992746,Lamballe-Armor,22
22093,Lamballe-Armor,22,2024,carte loyer,093,22093,"48.48507006191167, -2.529991643442078",9.15891459521217,Lamballe-Armor,22
22094,Lancieux,22,2024,carte loyer,094,22094,"48.6008414291423, -2.1483024381537885",11.8500298939526,Lancieux,22
22094,Lancieux,22,2024,carte loyer,094,22094,"48.6008414291423, -2.1483024381537885",10.8225237496329,Lancieux,22
22095,Landebaëron,22,2024,carte loyer,095,22095,"48.637650509074476, -3.2048713656243346",9.22160622471704,Landebaëron,22
22095,Landebaëron,22,2024,carte loyer,095,22095,"48.637650509074476, -3.2048713656243346",7.92522183987303,Landebaëron,22
22096,Landébia,22,2024,carte loyer,096,22096,"48.515180464964274, -2.337312105064261",10.5474393861826,Landébia,22
22096,Landébia,22,2024,carte loyer,096,22096,"48.515180464964274, -2.337312105064261",7.93178814991944,Landébia,22
22097,La Landec,22,2024,carte loyer,097,22097,"48.425666428990944, -2.1831046599580097",11.2004142590537,La Landec,22
22097,La Landec,22,2024,carte loyer,097,22097,"48.425666428990944, -2.1831046599580097",7.77017191405504,La Landec,22
22098,Landéhen,22,2024,carte loyer,098,22098,"48.42207408910222, -2.541774101454152",9.65913471720898,Landéhen,22
22098,Landéhen,22,2024,carte loyer,098,22098,"48.42207408910222, -2.541774101454152",8.77606187255829,Landéhen,22
22099,Lanfains,22,2024,carte loyer,099,22099,"48.365375784779125, -2.911495669833046",7.89460202301942,Lanfains,22
22099,Lanfains,22,2024,carte loyer,099,22099,"48.365375784779125, -2.911495669833046",7.0259460902392,Lanfains,22
22101,Langoat,22,2024,carte loyer,101,22101,"48.73497449558828, -3.2979764397394744",10.4117640468499,Langoat,22
22101,Langoat,22,2024,carte loyer,101,22101,"48.73497449558828, -3.2979764397394744",8.23843488210609,Langoat,22
22103,Langrolay-sur-Rance,22,2024,carte loyer,103,22103,"48.55308299986967, -2.0144312068571977",11.8500298939526,Langrolay-sur-Rance,22
22103,Langrolay-sur-Rance,22,2024,carte loyer,103,22103,"48.55308299986967, -2.0144312068571977",10.2045350692616,Langrolay-sur-Rance,22
22104,Languédias,22,2024,carte loyer,104,22104,"48.39303484828071, -2.205712406659745",11.2004142590537,Languédias,22
22104,Languédias,22,2024,carte loyer,104,22104,"48.39303484828071, -2.205712406659745",7.87304222581911,Languédias,22
22105,Languenan,22,2024,carte loyer,105,22105,"48.511472098182495, -2.1332072736296857",11.5603553975938,Languenan,22
22105,Languenan,22,2024,carte loyer,105,22105,"48.511472098182495, -2.1332072736296857",8.80913656275973,Languenan,22
22106,Langueux,22,2024,carte loyer,106,22106,"48.500031081029526, -2.7097215856661303",10.9768458604713,Langueux,22
22106,Langueux,22,2024,carte loyer,106,22106,"48.500031081029526, -2.7097215856661303",9.53156764900248,Langueux,22
22107,Bon Repos sur Blavet,22,2024,carte loyer,107,22107,"48.223996028900316, -3.123601388977203",7.00107816870564,Bon Repos sur Blavet,22
22107,Bon Repos sur Blavet,22,2024,carte loyer,107,22107,"48.223996028900316, -3.123601388977203",7.94901853142507,Bon Repos sur Blavet,22
22108,Lanleff,22,2024,carte loyer,108,22108,"48.69305673767193, -3.04636642694735",9.63595531922072,Lanleff,22
22108,Lanleff,22,2024,carte loyer,108,22108,"48.69305673767193, -3.04636642694735",9.05298989837502,Lanleff,22
22109,Lanloup,22,2024,carte loyer,109,22109,"48.70966609506934, -2.968620705247752",10.5357529467107,Lanloup,22
22109,Lanloup,22,2024,carte loyer,109,22109,"48.70966609506934, -2.968620705247752",8.97670873268001,Lanloup,22
22110,Lanmérin,22,2024,carte loyer,110,22110,"48.7398955196288, -3.3575391923189737",10.4117640468499,Lanmérin,22
22110,Lanmérin,22,2024,carte loyer,110,22110,"48.7398955196288, -3.3575391923189737",8.23843488210609,Lanmérin,22
22111,Lanmodez,22,2024,carte loyer,111,22111,"48.8454616685329, -3.09657660537169",10.4117640468499,Lanmodez,22
22111,Lanmodez,22,2024,carte loyer,111,22111,"48.8454616685329, -3.09657660537169",7.68323753845413,Lanmodez,22
22112,Lannebert,22,2024,carte loyer,112,22112,"48.65055054470595, -3.0090952031802667",9.22160622471704,Lannebert,22
22112,Lannebert,22,2024,carte loyer,112,22112,"48.65055054470595, -3.0090952031802667",8.63263041664484,Lannebert,22
22113,Lannion,22,2024,carte loyer,113,22113,"48.74372057592956, -3.4613016821377243",10.8462039606378,Lannion,22
22113,Lannion,22,2024,carte loyer,113,22113,"48.74372057592956, -3.4613016821377243",9.42027773371243,Lannion,22
22114,Lanrelas,22,2024,carte loyer,114,22114,"48.24615812698913, -2.295194979345555",9.15409425662729,Lanrelas,22
22114,Lanrelas,22,2024,carte loyer,114,22114,"48.24615812698913, -2.295194979345555",7.77017191405504,Lanrelas,22
22115,Lanrivain,22,2024,carte loyer,115,22115,"48.359078803487385, -3.215236306567682",8.15264805619419,Lanrivain,22
22115,Lanrivain,22,2024,carte loyer,115,22115,"48.359078803487385, -3.215236306567682",6.9025055945597,Lanrivain,22
22116,Lanrodec,22,2024,carte loyer,116,22116,"48.49956508747752, -3.0433156865257875",9.8876295978888,Lanrodec,22
22116,Lanrodec,22,2024,carte loyer,116,22116,"48.49956508747752, -3.0433156865257875",8.32133051503484,Lanrodec,22
22117,Lantic,22,2024,carte loyer,117,22117,"48.604206339182014, -2.8988006689345998",10.5357529467107,Lantic,22
22117,Lantic,22,2024,carte loyer,117,22117,"48.604206339182014, -2.8988006689345998",8.63263041664484,Lantic,22
22118,Lanvallay,22,2024,carte loyer,118,22118,"48.451577637530804, -2.0114884585409434",11.9654490379348,Lanvallay,22
22118,Lanvallay,22,2024,carte loyer,118,22118,"48.451577637530804, -2.0114884585409434",9.25815551657675,Lanvallay,22
22119,Lanvellec,22,2024,carte loyer,119,22119,"48.60676786917297, -3.527901691489259",8.41819823040831,Lanvellec,22
22119,Lanvellec,22,2024,carte loyer,119,22119,"48.60676786917297, -3.527901691489259",9.96749501923598,Lanvellec,22
22121,Lanvollon,22,2024,carte loyer,121,22121,"48.63350892357017, -2.9901564356599057",10.16640411959,Lanvollon,22
22121,Lanvollon,22,2024,carte loyer,121,22121,"48.63350892357017, -2.9901564356599057",8.89749443136985,Lanvollon,22
22122,Laurenan,22,2024,carte loyer,122,22122,"48.215038335689826, -2.5190952972110403",9.15409425662729,Laurenan,22
22122,Laurenan,22,2024,carte loyer,122,22122,"48.215038335689826, -2.5190952972110403",7.69868490237925,Laurenan,22
22124,Lescouët-Gouarec,22,2024,carte loyer,124,22124,"48.169286969951244, -3.206382639399914",8.52664079593872,Lescouët-Gouarec,22
22124,Lescouët-Gouarec,22,2024,carte loyer,124,22124,"48.169286969951244, -3.206382639399914",7.89422200074202,Lescouët-Gouarec,22
22126,Le Leslay,22,2024,carte loyer,126,22126,"48.423990652869634, -2.965116944345763",9.33944698640629,Le Leslay,22
22126,Le Leslay,22,2024,carte loyer,126,22126,"48.423990652869634, -2.965116944345763",7.59803665050264,Le Leslay,22
22127,Lézardrieux,22,2024,carte loyer,127,22127,"48.80343680465705, -3.109062725836568",10.4117640468499,Lézardrieux,22
22127,Lézardrieux,22,2024,carte loyer,127,22127,"48.80343680465705, -3.109062725836568",7.68323753845413,Lézardrieux,22
22128,Locarn,22,2024,carte loyer,128,22128,"48.332427425246884, -3.409970759309314",7.00107816870564,Locarn,22
